N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,3.236662,,21474836480,536870912,6.63,165.87,114.96,2.46,.91,0,0,1012648.00,433403.00,3.37,0,1446051.00
20,131072,3.963405,,30576476160,764411904,7.71,192.86,96.80,21.33,9.58,.03,0,1254628.00,531464.00,30.91,.03,1786092.00
30,32768,2.878511,,28772925440,719323136,9.99,249.89,76.64,24.23,8.92,18.72,8.55,899554.00,386068.00,33.15,27.27,1285622.00
40,8192,2.065482,,17980456960,449511424,8.70,217.62,87.60,35.47,8.60,18.72,8.51,649589.00,276157.00,44.07,27.23,925746.00
50,8192,3.354044,,36238786560,905969664,10.80,270.10,70.72,34.73,8.51,18.15,8.38,1047836.00,448625.00,43.24,26.53,1496461.00
60,4096,3.186464,,31967150080,799178752,10.02,250.80,76.64,34.23,8.32,18.34,8.26,993606.00,425791.00,42.55,26.60,1419397.00
70,2048,2.274641,,25758269440,643956736,11.32,283.09,65.68,33.83,8.29,18.93,8.25,713225.00,303901.00,42.12,27.18,1017126.00
80,2048,3.782040,,38875299840,971882496,10.27,256.97,73.60,34.89,8.24,21.54,8.21,1183940.00,504782.00,43.13,29.75,1688722.00
90,1024,2.851842,,27913093120,697827328,9.78,244.69,76.64,33.48,8.22,25.46,8.19,1078584.00,514959.00,41.70,33.65,1593543.00
100,1024,3.569485,,38551224320,963780608,10.79,270.00,70.72,33.26,8.17,29.61,8.15,8935957.00,5693593.00,41.43,37.76,14629550.00
110,512,2.240220,,25798901760,644972544,11.51,287.90,65.68,33.18,8.17,32.16,8.12,35160436.00,22497919.00,41.35,40.28,57658355.00
120,512,3.188568,,33649295360,841232384,10.55,263.82,70.72,33.09,8.15,33.12,8.14,126638209.00,74303876.00,41.24,41.26,200942085.00
130,256,2.155667,,21474836480,536870912,9.95,249.05,76.64,33.15,8.14,33.07,8.13,125499038.00,65552902.00,41.29,41.20,191051940.00
140,256,2.953952,,26911457280,672786432,9.10,227.75,83.60,32.96,8.12,33.00,8.11,172912032.00,85504331.00,41.08,41.11,258416363.00
150,256,2.926563,,33195950080,829898752,11.34,283.57,65.68,33.24,8.12,32.92,8.10,215568576.00,105633185.00,41.36,41.02,321201761.00
160,128,2.140311,,20194877440,504871936,9.43,235.88,80.00,34.10,8.12,32.91,8.10,131186501.00,64252062.00,42.22,41.01,195438563.00
170,128,2.101393,,24277155840,606928896,11.54,288.81,65.68,32.87,8.11,32.89,8.09,157214161.00,77127095.00,40.98,40.98,234341256.00
180,128,2.631189,,28875530240,721888256,10.97,274.35,68.08,32.84,8.10,32.80,8.08,186661822.00,91659821.00,40.94,40.88,278321643.00
190,128,2.926656,,34020720640,850518016,11.62,290.60,63.44,32.86,8.09,32.81,8.08,219555799.00,107929746.00,40.95,40.89,327485545.00
200,128,3.603050,,39743447040,993586176,11.02,275.76,68.08,33.22,8.16,32.76,8.07,256200382.00,126035661.00,41.38,40.83,382236043.00
210,128,3.983229,,46074429440,1151860736,11.56,289.17,65.68,32.97,8.08,32.67,8.07,296663520.00,146018242.00,41.05,40.74,442681762.00
220,64,2.375678,,26522193920,663054848,11.16,279.09,68.08,33.73,8.58,32.69,8.06,170736374.00,84008867.00,42.31,40.75,254745241.00
230,64,2.608972,,30342021120,758550528,11.62,290.74,65.68,33.69,8.07,32.60,8.05,195028580.00,96077379.00,41.76,40.65,291105959.00
240,64,3.294700,,34512056320,862801408,10.47,261.87,70.72,34.16,8.38,32.64,8.06,221727358.00,109279658.00,42.54,40.70,331007016.00
250,64,3.349752,,39047659520,976191488,11.65,291.42,65.68,33.19,8.07,32.62,8.06,250699558.00,123551862.00,41.26,40.68,374251420.00
260,64,3.930141,,43964190720,1099104768,11.18,279.65,68.08,34.04,8.13,32.64,8.07,282203335.00,139036440.00,42.17,40.71,421239775.00
270,32,2.099520,,24638504960,615962624,11.73,293.38,63.44,35.20,8.06,32.61,8.04,158060343.00,77908671.00,43.26,40.65,235969014.00
280,32,2.478593,,27500738560,687518464,11.09,277.37,68.08,34.19,8.08,32.57,8.06,176486350.00,86952521.00,42.27,40.63,263438871.00
290,32,2.585750,,30576476160,764411904,11.82,295.62,63.44,38.51,8.06,32.52,8.03,196064061.00,96633752.00,46.57,40.55,292697813.00
300,32,2.996968,,33873397760,846834944,11.30,282.56,65.68,38.14,8.09,32.60,8.05,217343761.00,107038203.00,46.23,40.65,324381964.00
310,32,3.228567,,37399183360,934979584,11.58,289.59,65.68,36.74,8.05,32.46,8.04,240203590.00,118150841.00,44.79,40.50,358354431.00
320,16,2.175580,,20580756480,514518912,9.45,236.49,80.00,36.16,8.35,32.51,8.04,132547241.00,65054678.00,44.51,40.55,197601919.00
330,32,3.880671,,45168066560,1129201664,11.63,290.98,65.68,36.93,8.05,32.45,8.04,289965838.00,142633678.00,44.98,40.49,432599516.00
340,16,2.161344,,24713262080,617831552,11.43,285.85,65.68,37.21,8.26,32.53,8.04,159283495.00,78026107.00,45.47,40.57,237309602.00
350,16,2.293567,,26972282880,674307072,11.75,293.99,63.44,37.77,8.05,32.45,8.03,173212873.00,85142480.00,45.82,40.48,258355353.00
360,16,2.591250,,29364935680,734123392,11.33,283.30,65.68,39.49,8.49,32.40,8.03,188722945.00,92691043.00,47.98,40.43,281413988.00
370,16,2.698694,,31895060480,797376512,11.81,295.46,63.44,41.36,8.05,32.44,8.04,205011228.00,100649317.00,49.41,40.48,305660545.00
380,16,3.080482,,34566497280,864162432,11.21,280.52,68.08,40.53,8.35,32.44,8.03,222413026.00,109074417.00,48.88,40.47,331487443.00
390,16,3.201922,,37383086080,934577152,11.67,291.87,63.44,39.61,8.04,32.41,8.03,240771255.00,117940671.00,47.65,40.44,358711926.00
400,16,3.617458,,40348666880,1008716672,11.15,278.84,68.08,52.26,8.61,32.43,8.03,261550128.00,127296360.00,60.87,40.46,388846488.00
410,16,3.714356,,43467079680,1086676992,11.70,292.55,63.44,49.95,8.04,32.39,8.03,280710256.00,137096036.00,57.99,40.42,417806292.00
420,8,2.132412,,23371082240,584277056,10.95,273.99,68.08,53.09,8.80,32.40,8.03,151426455.00,73714512.00,61.89,40.43,225140967.00
430,8,2.206631,,25088880640,627222016,11.36,284.24,65.68,42.72,8.06,32.38,8.03,162610132.00,79115569.00,50.78,40.41,241725701.00
440,8,2.639992,,26888855040,672221376,10.18,254.62,73.60,41.15,8.59,32.38,8.03,175471144.00,84824979.00,49.74,40.41,260296123.00
450,8,2.461919,,28772925440,719323136,11.68,292.17,65.68,51.94,8.04,32.38,8.03,187507296.00,90707913.00,59.98,40.41,278215209.00
460,8,2.752247,,30743011840,768575296,11.16,279.25,68.08,76.53,8.73,32.36,8.02,200176849.00,96923261.00,85.26,40.38,297100110.00
470,8,2.868899,,32801034240,820025856,11.43,285.83,65.68,61.90,8.04,32.36,8.02,214392836.00,103396974.00,69.94,40.38,317789810.00
480,8,3.542450,,34948912640,873722816,9.86,246.64,76.64,37.31,8.42,32.37,8.02,230109936.00,110214046.00,45.73,40.39,340323982.00
490,8,3.941912,,37188567040,929714176,9.43,235.85,80.00,56.03,8.24,32.35,8.02,244437658.00,117291560.00,64.27,40.37,361729218.00
500,8,3.679525,,39521917440,988047936,10.74,268.52,70.72,62.16,8.68,32.34,8.02,261126719.00,124574906.00,70.84,40.36,385701625.00
510,4,2.605492,,20975441920,524386048,8.04,201.25,96.80,77.14,8.10,32.38,8.02,138835085.00,66197439.00,85.24,40.40,205032524.00
520,4,2.204886,,22238693120,555967328,10.08,252.14,76.64,82.02,8.66,32.34,8.02,148950633.00,70108229.00,90.68,40.36,219058862.00
530,4,2.116079,,23551672320,588791808,11.12,278.24,68.08,82.23,8.05,32.32,8.02,157945959.00,74217317.00,90.28,40.34,232163276.00
540,4,2.241524,,24915339520,622883488,11.11,277.88,68.08,82.41,8.62,32.32,8.01,168343227.00,78502864.00,91.03,40.33,246846091.00
550,4,2.356386,,26330654720,658266368,11.17,279.35,68.08,82.01,8.03,32.37,8.02,178134771.00,82958792.00,90.04,40.39,261093563.00
