,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,5.96,112.45,0.16,8.12,153.20,0.22,131.18,70.67,81.3,80.2,81.8,0.0,0.0,162.0 ,81.3,80.2,60.0,0.0,0.0,140.2 ,260.38,77.4,112.4,85.1,14.1,0.1,329.44,11.04,340.48,53.68,2.64,56.32,.08,.08,.16,316.62,10.50,327.12,0,0,0,0,0,0,232.00,8.00,240.00,0,0,0,0,0,0
20,5.76,108.67,0.19,6.57,123.96,0.22,90.06,67.09,81.3,80.2,73.2,68.5,0.0,221.9 ,81.3,80.2,64.0,60.0,0.0,204.2 ,274.26,81.0,131.6,74.7,74.3,0.1,289.44,9.52,298.96,287.92,9.12,297.04,.08,.08,.16,283.62,9.12,292.74,264.87,9.12,273.99,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
30,6.05,114.15,0.20,6.57,123.96,0.22,90.10,65.52,81.3,80.2,69.6,65.2,0.0,215.0 ,81.3,80.2,64.0,60.0,0.0,204.2 ,280.82,51.3,91.6,72.5,71.0,0.1,281.04,8.88,289.92,275.44,8.72,284.16,.08,.08,.16,269.75,8.62,278.37,252.00,8.62,260.62,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
40,1.00,18.86,0.03,6.16,116.22,0.21,88.37,39.58,81.3,80.2,486.6,67.3,0.0,634.1 ,81.3,80.2,64.0,64.0,0.0,208.2 ,464.93,63.0,106.4,217.2,71.5,16.1,843.76,24.88,868.64,277.20,8.72,285.92,24.08,.48,24.56,1882.50,64.00,1946.50,260.62,8.37,268.99,0,0,0,248.00,8.00,256.00,248.00,8.00,256.00,0,0,0
50,3.36,63.39,0.21,3.52,66.41,0.22,50.38,32.70,81.3,80.2,67.1,67.1,164.6,379.0 ,81.3,80.2,64.0,64.0,157.0,365.2 ,562.71,47.3,88.4,70.1,67.7,118.4,271.36,9.04,280.40,262.24,8.48,270.72,177.20,3.68,180.88,260.12,8.37,268.49,260.12,8.37,268.49,243.12,8.37,251.49,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
60,3.39,63.96,0.21,3.52,66.41,0.22,50.36,32.75,81.3,80.2,66.6,66.6,163.3,376.6 ,81.3,80.2,64.0,64.0,157.0,365.2 ,561.89,54.7,98.7,73.3,67.6,165.1,283.52,9.68,293.20,261.92,8.48,270.40,243.84,8.40,252.24,257.87,8.25,266.12,257.87,8.25,266.12,241.37,8.25,249.62,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
70,3.41,64.33,0.21,3.52,66.41,0.22,50.38,37.51,81.3,80.2,66.2,66.2,162.1,374.6 ,81.3,80.2,64.0,64.0,157.0,365.2 ,490.60,45.3,87.1,68.0,67.1,164.3,263.44,8.72,272.16,260.00,8.40,268.40,242.64,8.40,251.04,256.37,8.25,264.62,256.37,8.25,264.62,239.50,8.25,247.75,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
80,,,,3.52,66.41,0.22,50.36,28.86,81.3,80.2,500.3,500.2,161.2,1241.8 ,81.3,80.2,64.0,64.0,157.0,365.2 ,637.66,52.4,94.9,199.5,67.2,165.3,774.64,23.36,798.00,260.32,8.32,268.64,244.24,8.40,252.64,1937.00,64.00,2001.00,1936.62,64.00,2000.62,238.12,8.25,246.37,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
