N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,14.72,1840.00,CPU bound,14.72,1840.00,,1837.60,364.69,10.0,8.0,0.0,0.0,0.0,10.0 ,10.0,8.0,0.0,0.0,0.0,10.0 ,50.45,41.0,33.3,0.0,0.0,0.0,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.67,1333.75,0.28,12.88,1610.00,0.33,1312.57,376.27,10.0,8.0,7.2,0.0,0.0,15.2 ,10.0,8.0,6.0,0.0,0.0,14.0 ,48.90,42.4,30.4,7.2,0.0,0.0,19.84,8.88,28.72,0,0,0,.08,0,.08,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,8.99,1123.75,0.30,10.14,1267.50,0.33,918.80,636.44,10.0,8.0,6.8,6.8,0.0,21.5 ,10.0,8.0,6.0,6.0,0.0,20.0 ,28.91,15.2,14.1,7.3,6.7,0.0,20.72,8.64,29.36,18.56,8.40,26.96,0,0,0,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,6.89,861.25,0.19,7.33,916.25,0.20,765.66,710.78,10.0,8.0,10.6,6.5,0.0,25.2 ,10.0,8.0,10.0,6.0,0.0,24.0 ,25.89,15.5,12.3,10.7,6.7,0.0,34.40,8.48,42.88,18.32,8.48,26.80,0,0,0,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,6.96,870.00,0.19,7.33,916.25,0.20,765.66,687.07,10.0,8.0,10.5,6.4,0.0,25.0 ,10.0,8.0,10.0,6.0,0.0,24.0 ,26.78,13.0,11.1,10.6,6.7,0.0,33.84,8.40,42.24,18.40,8.32,26.72,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,7.02,877.50,0.19,7.33,916.25,0.20,765.66,735.68,10.0,8.0,10.4,6.4,0.0,24.9 ,10.0,8.0,10.0,6.0,0.0,24.0 ,25.01,13.7,11.1,10.5,6.8,0.0,33.60,8.32,41.92,18.80,8.24,27.04,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,7.07,883.75,0.19,7.33,916.25,0.20,765.66,782.64,10.0,8.0,10.4,6.4,0.0,24.8 ,10.0,8.0,10.0,6.0,0.0,24.0 ,23.51,12.2,9.4,10.4,8.1,0.0,33.28,8.24,41.52,24.16,8.24,32.40,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,7.11,888.75,0.19,7.33,916.25,0.20,765.66,793.83,10.0,8.0,10.3,6.5,0.0,24.8 ,10.0,8.0,10.0,6.0,0.0,24.0 ,23.18,12.7,10.1,10.4,7.7,0.0,33.28,8.24,41.52,22.72,8.16,30.88,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,7.13,891.25,0.19,7.33,916.25,0.20,765.66,734.49,10.0,8.0,10.3,6.5,0.0,24.8 ,10.0,8.0,10.0,6.0,0.0,24.0 ,25.05,11.8,9.2,10.3,7.6,0.0,33.04,8.16,41.20,22.08,8.16,30.24,0,0,0,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,5.89,736.25,0.20,5.91,738.75,0.20,656.28,759.59,10.0,8.0,10.3,10.0,0.0,28.3 ,10.0,8.0,10.0,10.0,0.0,28.0 ,24.22,12.2,9.4,10.3,9.8,0.0,32.88,8.16,41.04,31.04,8.16,39.20,0,0,0,32.87,8.12,40.99,32.00,8.12,40.12,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
110,5.78,722.50,0.20,5.91,738.75,0.20,656.28,698.86,10.0,8.0,10.2,10.2,0.0,28.5 ,10.0,8.0,10.0,10.0,0.0,28.0 ,26.33,11.4,8.8,10.2,10.2,1.4,32.80,8.16,40.96,32.88,8.16,41.04,1.28,1.04,2.32,32.75,8.12,40.87,32.75,8.12,40.87,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
120,4.42,552.50,0.33,4.53,566.25,0.33,436.48,521.14,10.0,8.0,10.2,10.2,14.5,42.9 ,10.0,8.0,10.0,10.0,14.1,42.1 ,35.31,12.0,8.7,10.2,10.2,9.1,32.72,8.16,40.88,32.80,8.08,40.88,8.32,5.92,14.24,32.75,8.12,40.87,32.75,8.12,40.87,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
130,4.44,555.00,0.33,4.53,566.25,0.33,436.48,430.29,10.0,8.0,10.2,10.2,14.4,42.8 ,10.0,8.0,10.0,10.0,14.1,42.1 ,42.76,11.4,8.5,10.2,10.2,13.6,32.72,8.16,40.88,32.72,8.08,40.80,15.04,8.08,23.12,32.62,8.12,40.74,32.62,8.12,40.74,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
