N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,,,,9.27,74.16,,74.09,29.76,,,,,,,248.0,166.0,0.0,0.0,0.0,248.0 ,618.28,6757.92,0,0,0,0,0,0,0,0,.72,.32,1.04
20,9.27,74.16,,9.27,74.16,,74.09,58.14,248.0,166.0,4.0,0.0,0.0,248.0 ,248.0,166.0,6.0,0.0,0.0,248.0 ,316.50,2798.64,27.28,10.00,37.28,27.28,.08,0,.08,.08,.32,.16,.48
30,9.27,74.16,,9.27,74.16,,74.09,47.59,248.0,166.0,14.0,5.0,0.0,248.0 ,248.0,166.0,14.0,6.0,0.0,248.0 ,386.64,3581.60,58.16,9.36,67.52,58.16,20.24,7.92,28.16,20.24,.40,.16,.56
40,9.27,74.16,,9.27,74.16,,74.09,56.84,248.0,166.0,12.0,6.0,0.0,248.0 ,248.0,166.0,14.0,6.0,0.0,248.0 ,323.69,2724.88,58.40,9.04,67.44,58.40,21.04,8.88,29.92,21.04,.40,.16,.56
50,9.27,74.16,,9.27,74.16,,74.09,51.95,248.0,166.0,14.0,4.5,0.0,248.0 ,248.0,166.0,14.0,6.0,0.0,248.0 ,354.22,3186.88,56.96,8.88,65.84,56.96,22.00,8.64,30.64,22.00,.40,.16,.56
60,9.27,74.16,,9.27,74.16,,74.09,58.60,248.0,166.0,14.0,5.2,0.0,248.0 ,248.0,166.0,14.0,6.0,0.0,248.0 ,313.99,2684.00,56.48,8.64,65.12,56.48,25.92,8.56,34.48,25.92,.32,.16,.48
70,9.27,74.16,,9.27,74.16,,74.09,53.68,248.0,166.0,14.0,6.0,0.0,248.0 ,248.0,166.0,14.0,6.0,0.0,248.0 ,342.75,3025.84,54.24,8.72,62.96,54.24,31.52,8.48,40.00,31.52,.40,.16,.56
80,9.27,74.16,,9.27,74.16,,74.09,57.74,248.0,166.0,14.0,16.0,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,318.67,2672.32,55.60,8.64,64.24,55.60,44.48,8.48,52.96,44.48,.32,.16,.48
90,9.27,74.16,,9.27,74.16,,74.09,52.01,248.0,166.0,14.0,14.0,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,353.81,2924.16,57.28,8.96,66.24,57.28,50.48,8.40,58.88,50.48,.40,.16,.56
100,9.27,74.16,,9.27,74.16,,74.09,58.69,248.0,166.0,14.0,14.0,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,313.52,2681.52,63.12,8.40,71.52,63.12,52.00,8.32,60.32,52.00,.72,.32,1.04
110,9.27,74.16,,9.27,74.16,,74.09,55.90,248.0,166.0,14.0,14.2,0.0,248.0 ,248.0,166.0,14.0,14.0,0.0,248.0 ,329.15,2886.16,73.60,8.56,82.16,73.60,51.76,8.32,60.08,51.76,3.68,2.08,5.76
120,9.27,74.16,,9.27,74.16,,74.09,58.15,248.0,166.0,14.0,14.0,14.1,248.0 ,248.0,166.0,14.0,14.0,14.1,248.0 ,316.42,2661.12,72.88,8.64,81.52,72.88,51.20,8.24,59.44,51.20,10.48,5.76,16.24
130,9.27,74.16,,9.27,74.16,,74.09,53.25,248.0,166.0,28.0,14.0,13.2,248.0 ,248.0,166.0,14.0,14.0,14.1,248.0 ,345.53,2849.68,140.72,9.28,150.00,140.72,51.28,8.24,59.52,51.28,15.76,7.84,23.60
140,9.27,74.16,,9.27,74.16,,74.09,57.19,248.0,166.0,14.0,14.0,20.1,248.0 ,248.0,166.0,14.0,14.0,14.1,248.0 ,321.74,2674.00,81.52,8.80,90.32,81.52,50.96,8.24,59.20,50.96,17.20,8.32,25.52
150,9.27,74.16,,9.27,74.16,,74.09,55.76,248.0,166.0,34.0,14.0,14.1,248.0 ,248.0,166.0,14.0,14.0,14.1,248.0 ,329.99,2807.36,138.08,9.04,147.12,138.08,50.72,8.24,58.96,50.72,17.44,8.40,25.84
160,9.27,74.16,,9.27,74.16,,74.06,56.68,248.0,166.0,33.8,14.0,14.1,248.0 ,248.0,166.0,54.0,14.0,14.1,248.1 ,324.61,2655.68,108.40,9.44,117.84,108.40,50.72,8.24,58.96,50.72,17.36,8.40,25.76
170,9.27,74.16,,9.27,74.16,,74.06,55.79,248.0,166.0,29.9,14.0,8.2,248.0 ,248.0,166.0,54.0,14.0,14.1,248.1 ,329.83,2787.20,101.36,9.36,110.72,101.36,50.48,8.16,58.64,50.48,17.36,8.40,25.76
180,9.27,74.16,,9.27,74.16,,74.06,57.18,248.0,166.0,50.0,14.0,20.1,250.1 ,248.0,166.0,54.0,14.0,14.1,248.1 ,321.80,2669.92,171.28,9.20,180.48,171.28,50.24,8.16,58.40,50.24,17.28,8.40,25.68
