N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,3.490577,L3 10 10 10 16 22119 10,16106127360,536870912,4.61,153.80,122.64,46.16,8.40,0,0,94095.01,181683.00,54.56,0,275778.01
20,65536,2.561067,L3 20 20 20 16 11060 20,11466178560,382205952,4.47,149.23,131.36,57.89,9.01,54.68,8.08,66039.01,130832.00,66.90,62.76,196871.01
30,32768,3.831536,L3 30 30 30 16 7373 30,21579694080,719323136,5.62,187.73,102.16,71.22,8.83,56.13,8.64,101240.00,196949.00,80.05,64.77,298189.00
40,8192,2.727182,L3 40 40 40 16 5530 40,13485342720,449511424,4.94,164.82,114.96,74.09,9.11,55.32,8.46,76181.01,143643.00,83.20,63.78,219824.01
50,4096,2.337873,L3 50 50 50 16 4424 50,13589544960,452984832,5.80,193.75,96.80,68.92,8.47,54.86,8.38,61615.00,120389.00,77.39,63.24,182004.00
60,2048,2.096910,L3 60 60 60 16 3687 60,11987681280,399589376,5.71,190.55,102.16,67.76,8.40,58.76,8.30,62536.00,111619.00,76.16,67.06,174155.00
70,2048,3.243912,L3 70 70 70 16 3160 70,19318702080,643956736,5.95,198.51,96.80,67.19,8.28,65.09,8.25,18036146.80,1809093.00,75.47,73.34,19845239.80
80,1024,2.897252,L3 80 80 80 16 2765 80,14578237440,485941248,5.02,167.72,114.96,69.54,8.50,65.79,8.22,117311627.46,34487543.00,78.04,74.01,151799170.46
90,512,2.153997,L3 90 90 90 16 2458 90,10467409920,348913664,4.85,161.98,122.64,66.65,8.25,66.76,8.20,129336579.72,43265987.00,74.90,74.96,172602566.72
100,512,2.617406,L3 100 100 100 16 2212 100,14456709120,481890304,5.52,184.10,102.16,66.06,8.21,66.26,8.16,188012459.96,61660165.00,74.27,74.42,249672624.96
110,512,3.492202,L3 110 110 110 16 2011 110,19349176320,644972544,5.53,184.68,102.16,66.09,8.19,66.04,8.15,250905353.89,82430444.00,74.28,74.19,333335797.89
120,256,2.551325,L3 120 120 120 16 1844 120,12618485760,420616192,4.94,164.85,114.96,77.72,8.60,65.85,8.14,163040337.80,53691397.00,86.32,73.99,216731734.80
130,256,3.196118,L3 130 130 130 16 1702 130,16106127360,536870912,5.03,167.97,114.96,68.38,8.23,65.70,8.13,207508307.73,68430565.00,76.61,73.83,275938872.73
