,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,21.92,592.43,CPU bound,21.92,592.43,,591.38,155.11,31.1,30.2,0.0,0.0,0.0,31.1 ,31.1,30.2,0.0,0.0,0.0,31.1 ,118.63,48.3,82.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21.92,592.43,CPU bound,21.92,592.43,,508.28,191.26,31.1,30.2,11.1,0.0,0.0,41.3 ,31.1,30.2,6.0,0.0,0.0,36.2 ,96.20,42.8,59.6,13.8,0.0,0.0,43.60,11.68,55.28,0,0,0,0,0,0,32.75,11.62,44.37,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,14.82,400.54,0.40,18.90,510.81,0.51,339.48,219.66,31.1,30.2,23.0,7.8,0.0,61.0 ,31.1,30.2,18.0,6.0,0.0,54.2 ,83.77,29.4,37.0,23.2,7.0,0.0,82.56,10.16,92.72,20.00,7.84,27.84,0,0,0,81.87,10.00,91.87,21.37,9.87,31.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
40,15.76,425.94,0.43,18.90,510.81,0.51,339.48,203.95,31.1,30.2,21.6,7.9,0.0,59.7 ,31.1,30.2,18.0,6.0,0.0,54.2 ,90.22,34.9,41.5,21.7,8.5,0.0,77.36,9.52,86.88,24.64,9.44,34.08,0,0,0,76.87,9.37,86.24,22.12,9.37,31.49,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,16.39,442.97,0.45,18.90,510.81,0.51,339.48,234.86,31.1,30.2,20.8,7.4,0.0,58.4 ,31.1,30.2,18.0,6.0,0.0,54.2 ,78.34,29.0,33.3,20.8,13.7,0.5,74.00,9.12,83.12,45.84,9.12,54.96,.72,0,.72,74.00,9.12,83.12,20.62,9.12,29.74,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,16.77,453.24,0.46,18.90,510.81,0.51,339.33,217.53,31.1,30.2,20.3,7.3,0.0,57.8 ,31.1,30.2,18.0,6.0,0.0,54.2 ,84.59,32.5,36.8,20.6,14.5,0.0,73.20,9.04,82.24,49.04,8.88,57.92,0,0,0,72.25,8.87,81.12,20.37,8.87,29.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,17.10,462.16,0.46,15.29,413.24,0.51,277.82,241.52,31.1,30.2,19.9,15.8,0.0,65.9 ,31.1,30.2,18.0,18.0,0.0,66.2 ,76.18,29.0,32.0,20.0,19.7,0.0,71.20,8.80,80.00,70.08,8.72,78.80,0,0,0,70.87,8.75,79.62,54.25,8.75,63.00,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
80,14.02,378.91,0.47,15.29,413.24,0.51,277.82,216.17,31.1,30.2,19.6,19.6,0.0,69.5 ,31.1,30.2,18.0,18.0,0.0,66.2 ,85.12,31.6,34.7,20.3,19.8,0.0,72.48,8.80,81.28,70.32,8.72,79.04,0,0,0,69.87,8.62,78.49,69.87,8.62,78.49,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
