N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,4194304,3.834973,10 10 10 16 29491 10,9932111872,268435456,2.58,69.99,306.64,0,0,0,0,0,0,0,0,0
20,262144,3.992654,20 20 20 16 14745 20,26614956032,719323136,6.66,180.16,108.16,0,0,0,0,0,0,0,0,0
30,32768,2.183651,30 30 30 16 9830 30,16760438784,452984832,7.67,207.44,92.00,0,0,0,0,0,0,0,0,0
40,16384,3.375550,40 40 40 16 7372 40,23826399232,643956736,7.05,190.76,102.16,0,0,0,0,0,0,0,0,0
50,8192,3.061508,50 50 50 16 5898 50,25819611136,697827328,8.43,227.93,83.60,0,0,0,0,0,0,0,0,0
60,4096,3.127906,60 60 60 16 4915 60,23863984128,644972544,7.62,206.19,92.00,0,0,0,0,0,0,0,0,0
70,2048,2.342433,70 70 70 16 4213 70,19864223744,536870912,8.47,229.19,83.60,0,0,0,0,0,0,0,0,0
80,2048,3.946312,80 80 80 16 3686 80,30706253824,829898752,7.77,210.29,92.00,0,0,0,0,0,0,0,0,0
90,1024,2.946589,90 90 90 16 3276 90,22456369152,606928896,7.61,205.97,92.00,0,0,0,0,0,0,0,0,0
100,1024,3.872034,100 100 100 16 2949 100,31469166592,850518016,8.12,219.65,87.60,0,0,0,0,0,0,0,0,0
110,512,2.483653,110 110 110 16 2681 110,21309423616,575930368,8.57,231.88,83.60,0,0,0,0,0,0,0,0,0
120,512,3.581931,120 120 120 16 2457 120,28066369536,758550528,7.83,211.77,92.00,0,0,0,0,0,0,0,0,0
130,256,2.316438,130 130 130 16 2268 130,18059542528,488095744,7.79,210.70,92.00,0,0,0,0,0,0,0,0,0
140,256,2.820807,140 140 140 16 2106 140,22790617088,615962624,8.07,218.36,87.60,0,0,0,0,0,0,0,0,0
150,256,3.376233,150 150 150 16 1966 150,28283240448,764411904,8.37,226.40,83.60,0,0,0,0,0,0,0,0,0
160,128,2.323839,160 160 160 16 1843 160,17297122304,467489792,7.44,201.16,96.80,0,0,0,0,0,0,0,0,0
170,128,2.609133,170 170 170 16 1734 170,20890230784,564600832,8.00,216.39,87.60,0,0,0,0,0,0,0,0,0
