N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,3.83,383.00,CPU bound,3.83,383.00,,383.16,293.93,48.0,0.0,13.2,0.0,0.0,48.0 ,48.0,0.0,12.0,0.0,0.0,48.0 ,62.60,,,,,,,,,,,53.00,9.62,62.62,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
20,3.83,383.00,CPU bound,3.83,383.00,,383.16,344.27,48.0,0.0,14.0,0.0,0.0,48.0 ,48.0,0.0,12.0,0.0,0.0,48.0 ,53.45,,,,,,,,,,,56.25,9.12,65.37,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
30,3.19,319.00,CPU bound,3.83,383.00,,383.16,308.20,48.0,0.0,17.4,13.3,0.0,48.0 ,48.0,0.0,16.0,12.0,0.0,48.0 ,59.70,,,,,,,,,,,69.75,8.62,78.37,53.00,53.00,106.00,0,0,0,64.00,8.00,72.00,48.00,8.00,56.00,0,0,0
40,3.29,329.00,CPU bound,3.83,383.00,,383.16,342.22,48.0,0.0,17.0,12.9,0.0,48.0 ,48.0,0.0,16.0,12.0,0.0,48.0 ,53.77,,,,,,,,,,,67.75,8.37,76.12,51.37,51.37,102.74,0,0,0,64.00,8.00,72.00,48.00,8.00,56.00,0,0,0
50,3.33,333.00,CPU bound,3.83,383.00,,383.16,349.30,48.0,0.0,16.8,12.7,5.5,48.0 ,48.0,0.0,16.0,12.0,0.0,48.0 ,52.68,,,,,,,,,,,67.25,8.37,75.62,43.75,50.87,94.62,7.12,2.37,9.49,64.00,8.00,72.00,48.00,8.00,56.00,0,0,0
60,3.35,335.00,CPU bound,3.83,383.00,,298.08,340.74,48.0,0.0,16.7,12.6,34.9,64.2 ,48.0,0.0,16.0,12.0,33.7,61.7 ,54.00,,,,,,,,,,,66.62,8.25,74.87,.75,50.62,51.37,49.75,8.25,58.00,64.00,8.00,72.00,48.00,8.00,56.00,48.00,8.00,56.00
70,3.35,335.00,CPU bound,3.83,383.00,,298.08,313.13,48.0,0.0,16.6,12.6,35.6,64.7 ,48.0,0.0,16.0,12.0,33.7,61.7 ,58.76,,,,,,,,,,,66.25,8.25,74.50,0,50.50,50.50,50.50,8.62,59.12,64.00,8.00,72.00,48.00,8.00,56.00,48.00,8.00,56.00
80,0.97,97.00,CPU bound,3.83,383.00,,298.08,271.05,48.0,0.0,102.2,12.4,34.7,149.2 ,48.0,0.0,16.0,12.0,33.7,61.7 ,67.88,,,,,,,,,,,408.75,64.00,472.75,0,49.37,49.37,49.37,8.25,57.62,64.00,8.00,72.00,48.00,8.00,56.00,48.00,8.00,56.00
90,3.43,343.00,CPU bound,3.83,383.00,,298.08,295.27,48.0,0.0,16.4,12.3,34.6,63.4 ,48.0,0.0,16.0,12.0,33.7,61.7 ,62.32,,,,,,,,,,,65.75,8.25,74.00,0,49.37,49.37,49.37,8.25,57.62,64.00,8.00,72.00,48.00,8.00,56.00,48.00,8.00,56.00
100,2.59,259.00,CPU bound,3.83,383.00,,279.93,290.18,48.0,0.0,16.4,16.4,34.5,67.3 ,48.0,0.0,16.0,16.0,33.7,65.7 ,63.41,,,,,,,,,,,65.50,8.12,73.62,16.25,65.37,81.62,49.25,8.12,57.37,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
110,2.59,259.00,CPU bound,3.83,383.00,,279.93,329.43,48.0,0.0,16.3,16.3,34.4,67.1 ,48.0,0.0,16.0,16.0,33.7,65.7 ,55.85,,,,,,,,,,,65.37,8.12,73.49,16.25,65.37,81.62,49.00,8.12,57.12,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
120,2.60,260.00,CPU bound,3.83,383.00,,279.93,299.29,48.0,0.0,16.3,16.3,34.4,67.0 ,48.0,0.0,16.0,16.0,33.7,65.7 ,61.48,,,,,,,,,,,65.25,8.12,73.37,16.25,65.25,81.50,49.00,8.12,57.12,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
130,2.60,260.00,CPU bound,3.83,383.00,,279.93,328.27,48.0,0.0,16.3,16.3,34.3,66.9 ,48.0,0.0,16.0,16.0,33.7,65.7 ,56.05,,,,,,,,,,,65.12,8.12,73.24,16.25,65.12,81.37,48.87,8.12,56.99,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
140,2.60,260.00,CPU bound,3.83,383.00,,279.93,287.59,48.0,0.0,16.3,16.3,34.2,66.8 ,48.0,0.0,16.0,16.0,33.7,65.7 ,63.98,,,,,,,,,,,65.00,8.12,73.12,16.25,65.00,81.25,48.87,8.00,56.87,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
150,2.61,261.00,CPU bound,3.83,383.00,,279.93,308.26,48.0,0.0,16.2,16.2,34.3,66.7 ,48.0,0.0,16.0,16.0,33.7,65.7 ,59.69,,,,,,,,,,,65.00,8.12,73.12,16.25,65.00,81.25,48.75,8.12,56.87,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
160,,,CPU bound,3.83,383.00,,279.93,267.65,48.0,0.0,130.1,16.2,34.2,180.5 ,48.0,0.0,16.0,16.0,33.7,65.7 ,68.75,,,,,,,,,,,520.25,64.00,584.25,16.25,64.87,81.12,48.75,8.12,56.87,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
170,2.61,261.00,CPU bound,3.83,383.00,,279.93,302.60,48.0,0.0,16.2,16.2,34.1,66.6 ,48.0,0.0,16.0,16.0,33.7,65.7 ,60.81,,,,,,,,,,,64.87,8.12,72.99,16.25,64.87,81.12,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
180,2.61,261.00,CPU bound,3.83,383.00,,279.93,278.56,48.0,0.0,16.2,16.2,34.1,66.6 ,48.0,0.0,16.0,16.0,33.7,65.7 ,66.05,,,,,,,,,,,64.87,8.12,72.99,16.12,64.87,80.99,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
190,2.61,261.00,CPU bound,3.83,383.00,,279.93,310.45,48.0,0.0,16.2,16.2,34.1,66.5 ,48.0,0.0,16.0,16.0,33.7,65.7 ,59.27,,,,,,,,,,,64.75,8.12,72.87,16.12,64.75,80.87,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
200,2.61,261.00,CPU bound,3.83,383.00,,279.93,316.43,48.0,0.0,16.2,16.2,34.1,66.5 ,48.0,0.0,16.0,16.0,33.7,65.7 ,58.15,,,,,,,,,,,64.75,8.12,72.87,16.12,64.75,80.87,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
210,2.62,262.00,CPU bound,3.83,383.00,,279.93,341.09,48.0,0.0,18.2,16.2,34.2,68.5 ,48.0,0.0,16.0,16.0,33.7,65.7 ,53.94,,,,,,,,,,,72.75,8.12,80.87,16.12,64.75,80.87,48.50,8.25,56.75,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
220,2.62,262.00,CPU bound,3.83,383.00,,279.93,304.67,48.0,0.0,16.2,16.2,34.1,66.4 ,48.0,0.0,16.0,16.0,33.7,65.7 ,60.39,,,,,,,,,,,64.62,8.12,72.74,16.12,64.62,80.74,48.50,8.12,56.62,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
230,2.62,262.00,CPU bound,3.83,383.00,,279.93,298.16,48.0,0.0,16.2,16.2,34.1,66.4 ,48.0,0.0,16.0,16.0,33.7,65.7 ,61.71,,,,,,,,,,,64.62,8.12,72.74,16.12,64.62,80.74,48.50,8.12,56.62,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
240,0.97,97.00,CPU bound,3.83,383.00,,279.93,270.65,48.0,0.0,102.1,16.2,34.1,152.3 ,48.0,0.0,16.0,16.0,33.7,65.7 ,67.98,,,,,,,,,,,408.25,64.00,472.25,16.12,64.62,80.74,48.50,8.12,56.62,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
250,2.62,262.00,CPU bound,3.83,383.00,,279.93,341.94,48.0,0.0,16.2,16.2,34.9,67.2 ,48.0,0.0,16.0,16.0,33.7,65.7 ,53.81,,,,,,,,,,,64.62,8.12,72.74,16.12,64.62,80.74,48.50,9.50,58.00,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
260,2.62,262.00,CPU bound,3.83,383.00,,279.93,320.71,48.0,0.0,18.1,16.1,34.7,69.0 ,48.0,0.0,16.0,16.0,33.7,65.7 ,57.37,,,,,,,,,,,72.62,8.12,80.74,16.12,64.50,80.62,48.37,9.25,57.62,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
270,2.62,262.00,CPU bound,3.83,383.00,,279.93,304.99,48.0,0.0,16.1,16.1,35.0,67.2 ,48.0,0.0,16.0,16.0,33.7,65.7 ,60.33,,,,,,,,,,,64.50,8.00,72.50,16.12,64.50,80.62,48.37,9.75,58.12,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
280,2.62,262.00,CPU bound,3.83,383.00,,279.93,321.88,48.0,0.0,16.1,16.1,34.1,66.4 ,48.0,0.0,16.0,16.0,33.7,65.7 ,57.16,,,,,,,,,,,64.50,8.00,72.50,16.12,64.50,80.62,48.37,8.37,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
290,2.62,262.00,CPU bound,3.83,383.00,,279.93,294.35,48.0,0.0,16.1,16.1,34.8,67.1 ,48.0,0.0,16.0,16.0,33.7,65.7 ,62.51,,,,,,,,,,,64.50,8.00,72.50,16.12,64.50,80.62,48.37,9.50,57.87,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
300,2.63,263.00,CPU bound,3.83,383.00,,279.93,326.43,48.0,0.0,16.1,16.1,34.0,66.3 ,48.0,0.0,16.0,16.0,33.7,65.7 ,56.37,,,,,,,,,,,64.50,8.00,72.50,16.12,64.50,80.62,48.37,8.12,56.49,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
310,2.63,263.00,CPU bound,3.83,383.00,,279.93,316.93,48.0,0.0,16.1,16.1,34.8,67.0 ,48.0,0.0,16.0,16.0,33.7,65.7 ,58.06,,,,,,,,,,,64.50,8.00,72.50,16.12,64.50,80.62,48.37,9.37,57.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
320,,,CPU bound,3.83,383.00,,279.93,294.35,48.0,0.0,130.0,16.1,33.9,180.1 ,48.0,0.0,16.0,16.0,33.7,65.7 ,62.51,,,,,,,,,,,520.12,64.00,584.12,16.12,64.50,80.62,48.37,8.00,56.37,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
330,2.63,263.00,CPU bound,3.83,383.00,,279.93,292.66,48.0,0.0,16.1,16.1,37.0,69.2 ,48.0,0.0,16.0,16.0,33.7,65.7 ,62.87,,,,,,,,,,,64.50,8.00,72.50,11.50,64.50,76.00,53.00,8.50,61.50,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
