N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,0.62586,0,107.37140583190396,0.03,1.18,0,56.742945100051315,0.05,268.30,124.42,13.3,10.0,9.2,32.6,20.9,72.72,13.3,10.0,9.0,32.0,20.6,71.56,77.16,13.5,11.0,9.4,64.5,21.6,67.20,8.24,75.44,64.56,64.56,129.12,50.80,8.16,58.96,65.25,8.12,73.37,16.25,65.25,81.50,48.87,8.12,56.99,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
120,0.62702,0,107.17328027444253,0.03,1.18,0,56.742945100051315,0.05,268.30,123.86,13.3,10.0,9.2,32.5,20.9,72.61,13.3,10.0,9.0,32.0,20.6,71.56,77.51,12.9,10.7,9.4,65.4,21.5,67.04,8.24,75.28,65.36,65.36,130.72,50.32,8.16,58.48,65.12,8.12,73.24,16.25,65.12,81.37,48.87,8.12,56.99,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
130,0.62768,0,107.06160469693098,0.03,1.18,0,56.742945100051315,0.05,268.19,122.43,13.3,10.0,9.1,32.5,20.9,72.54,13.3,10.0,9.0,32.0,20.6,71.56,78.41,12.9,10.8,9.5,65.3,21.2,67.60,8.32,75.92,65.28,65.28,130.56,49.52,8.16,57.68,65.00,8.12,73.12,16.25,65.00,81.25,48.75,8.12,56.87,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
140,0.62855,0,106.91192315608919,0.03,1.18,0,56.742945100051315,0.05,268.30,125.83,13.3,10.0,9.1,32.5,20.8,72.40,13.3,10.0,9.0,32.0,20.6,71.56,76.29,13.1,10.6,9.4,65.2,21.3,66.72,8.16,74.88,65.20,65.20,130.40,49.92,8.16,58.08,64.87,8.12,72.99,16.25,64.87,81.12,48.75,8.00,56.75,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
150,0.62903,0,106.83182984562606,0.03,1.18,0,56.742945100051315,0.05,268.30,124.98,13.3,10.0,9.1,32.4,20.8,72.40,13.3,10.0,9.0,32.0,20.6,71.56,76.81,12.7,10.7,9.5,65.1,21.1,67.36,8.32,75.68,65.12,65.12,130.24,49.36,8.08,57.44,64.87,8.12,72.99,16.25,64.87,81.12,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
160,0.62970,0,106.71801303602058,0.03,1.18,0,56.742945100051315,0.05,268.30,122.33,13.3,10.0,9.1,32.4,20.8,72.34,13.3,10.0,9.0,32.0,20.6,71.56,78.47,12.5,10.5,9.5,65.1,21.4,67.60,8.32,75.92,65.04,65.04,130.08,50.16,8.08,58.24,64.75,8.12,72.87,16.25,64.75,81.00,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
170,0.63008,0,106.65269909171771,0.03,1.18,0,56.742945100051315,0.05,268.30,124.99,13.3,10.0,9.1,32.4,20.8,72.30,13.3,10.0,9.0,32.0,20.6,71.56,76.81,12.1,10.6,9.5,65.0,21.2,67.28,8.32,75.60,64.96,64.96,129.92,49.60,8.08,57.68,64.75,8.12,72.87,16.25,64.75,81.00,48.62,8.12,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
180,0.63057,0,106.57047272727272,0.03,1.18,0,56.742945100051315,0.05,268.30,125.44,13.3,10.0,9.1,32.4,20.8,72.25,13.3,10.0,9.0,32.0,20.6,71.56,76.53,12.6,10.5,9.4,64.9,21.2,66.64,8.24,74.88,64.96,64.96,129.92,49.68,8.08,57.76,64.75,8.12,72.87,16.12,64.75,80.87,48.50,8.12,56.62,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
190,0.63087,0,106.51988747855918,0.03,1.18,0,56.742945100051315,0.05,268.19,122.44,13.3,10.0,9.1,32.3,20.8,72.21,13.3,10.0,9.0,32.0,20.6,71.56,78.41,12.8,10.6,9.5,64.9,21.3,67.28,8.32,75.60,64.96,64.88,129.84,49.84,8.08,57.92,64.75,8.12,72.87,16.12,64.75,80.87,48.50,8.00,56.50,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
200,0.63128,0,106.45035404996266,0.03,1.18,0,56.742945100051315,0.05,268.30,125.76,13.3,10.0,9.1,32.3,21.1,72.53,13.3,10.0,9.0,32.0,20.6,71.56,76.34,12.4,10.4,9.3,64.9,21.3,66.48,8.24,74.72,64.88,64.88,129.76,49.84,8.08,57.92,64.62,8.12,72.74,16.12,64.62,80.74,48.50,9.00,57.50,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
210,0.63151,0,106.41241435463357,0.03,1.18,0,56.742945100051315,0.05,268.30,124.15,13.3,10.0,9.1,32.3,21.0,72.40,13.3,10.0,9.0,32.0,20.6,71.56,77.32,13.1,10.5,9.4,64.8,21.5,66.72,8.24,74.96,64.88,64.80,129.68,50.48,8.08,58.56,64.62,8.12,72.74,16.12,64.62,80.74,48.50,8.75,57.25,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
220,0.63186,0,106.35339705078835,0.03,1.18,0,56.742945100051315,0.05,268.19,121.90,13.3,10.0,9.1,32.3,20.9,72.30,13.3,10.0,9.0,32.0,20.6,71.56,78.75,13.0,10.4,9.4,64.8,21.5,66.48,8.32,74.80,64.80,64.80,129.60,50.56,8.08,58.64,64.62,8.12,72.74,16.12,64.62,80.74,48.50,8.50,57.00,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
230,0.63206,0,106.31967287716252,0.03,1.18,0,56.742945100051315,0.05,268.19,122.56,13.3,10.0,9.1,32.3,20.7,72.10,13.3,10.0,9.0,32.0,20.6,71.56,78.33,12.2,10.5,9.4,64.8,21.8,67.04,8.32,75.36,64.80,64.80,129.60,51.20,8.08,59.28,64.62,8.12,72.74,16.12,64.62,80.74,48.37,8.12,56.49,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
240,0.63233,0,106.27330213842698,0.03,1.18,0,56.742945100051315,0.05,268.30,119.12,13.3,10.0,9.1,32.3,20.8,72.19,13.3,10.0,9.0,32.0,20.6,71.56,80.59,12.3,10.4,9.5,64.8,22.1,67.52,8.32,75.84,64.72,64.72,129.44,52.16,8.08,60.24,64.50,8.12,72.62,16.12,64.50,80.62,48.37,8.37,56.74,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
250,0.63251,0,106.24379348650436,0.03,1.18,0,56.742945100051315,0.05,268.30,121.89,13.3,10.0,9.1,32.3,23.0,74.30,13.3,10.0,9.0,32.0,20.6,71.56,78.76,12.5,10.4,9.4,64.7,22.1,66.80,8.32,75.12,64.72,64.72,129.44,52.16,8.08,60.24,64.50,8.12,72.62,10.00,64.50,74.50,54.50,8.00,62.50,64.00,8.00,72.00,64.00,8.00,72.00,48.00,8.00,56.00
260,0.63276,0,106.20163826947207,0.03,0.95,0,70.8468930172966,0.05,247.86,118.51,13.3,10.0,9.1,32.2,23.7,75.01,13.3,10.0,9.0,32.0,26.4,77.43,81.00,12.4,10.3,9.4,64.7,22.4,66.56,8.32,74.88,64.72,64.72,129.44,52.88,8.08,60.96,64.50,8.00,72.50,8.62,64.50,73.12,55.87,8.62,64.49,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
270,0.63291,0,106.1763451392527,0.03,0.95,0,70.8468930172966,0.05,247.96,120.33,13.3,10.0,9.1,32.2,23.3,74.64,13.3,10.0,9.0,32.0,26.4,77.43,79.78,11.9,10.4,9.4,64.7,22.8,67.04,8.32,75.36,64.64,64.64,129.28,54.08,8.08,62.16,64.50,8.00,72.50,9.12,64.50,73.62,55.37,8.25,63.62,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
280,0.63310,0,106.14471355060034,0.03,0.95,0,70.8468930172966,0.05,247.96,120.20,13.3,10.0,9.1,32.2,24.9,76.20,13.3,10.0,9.0,32.0,26.4,77.43,79.87,12.4,10.3,9.4,64.7,23.0,66.56,8.32,74.88,64.64,64.64,129.28,54.64,8.08,62.72,64.50,8.00,72.50,4.75,64.50,69.25,59.75,8.12,67.87,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
290,0.63322,0,106.12363636363636,0.03,0.95,0,70.8468930172966,0.05,247.86,119.94,13.3,10.0,9.1,32.2,26.6,77.92,13.3,10.0,9.0,32.0,26.4,77.43,80.04,12.0,10.4,1.0,64.6,23.2,0,8.32,8.32,64.64,64.64,129.28,55.12,8.08,63.20,64.50,8.00,72.50,0,64.50,64.50,64.50,8.12,72.62,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
300,0.63340,0,106.0941283018868,0.03,0.95,0,70.8468930172966,0.05,247.86,119.10,13.3,10.0,9.1,32.2,26.6,77.90,13.3,10.0,9.0,32.0,26.4,77.43,80.61,12.4,10.3,9.4,64.6,23.6,66.72,8.32,75.04,64.64,64.64,129.28,56.24,8.08,64.32,64.37,8.00,72.37,0,64.37,64.37,64.37,8.12,72.49,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
310,0.63353,0,106.07305111492283,0.03,0.95,0,70.8468930172966,0.05,247.96,119.56,13.3,10.0,9.1,32.2,26.6,77.88,13.3,10.0,9.0,32.0,26.4,77.43,80.29,12.0,10.3,9.4,64.6,23.7,66.72,8.32,75.04,64.64,64.56,129.20,56.48,8.08,64.56,64.37,8.00,72.37,0,64.37,64.37,64.37,8.12,72.49,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
320,0.63368,0,106.04775849056605,0.03,0.95,0,70.8468930172966,0.05,247.86,113.85,13.3,10.0,9.1,32.2,26.6,77.86,13.3,10.0,9.0,32.0,26.4,77.43,84.32,12.4,10.3,9.5,64.6,24.2,67.36,8.32,75.68,64.64,64.64,129.28,57.84,8.08,65.92,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
330,0.63376,0,106.03301740134289,0.03,0.95,0,70.8468930172966,0.05,247.86,115.47,13.3,10.0,9.1,32.2,26.6,77.85,13.3,10.0,9.0,32.0,26.4,77.43,83.14,11.8,10.3,9.4,64.6,24.4,66.72,8.32,75.04,64.56,64.56,129.12,58.48,8.08,66.56,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
340,0.63390,0,106.00981955403088,0.03,0.95,0,70.8468930172966,0.05,247.86,116.18,13.3,10.0,9.1,32.2,26.6,77.84,13.3,10.0,9.0,32.0,26.4,77.43,82.63,12.5,10.3,9.4,64.6,25.0,66.56,8.32,74.88,64.56,64.56,129.12,59.92,8.08,68.00,64.37,8.00,72.37,0,64.37,64.37,64.37,8.12,72.49,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
350,0.63398,0,105.99717324185248,0.03,0.95,0,70.8468930172966,0.05,247.86,114.65,13.3,10.0,9.1,32.2,26.6,77.82,13.3,10.0,9.0,32.0,26.4,77.43,83.73,11.9,10.3,1.0,64.5,25.4,0,8.32,8.32,64.56,64.56,129.12,61.20,8.08,69.28,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
360,0.63411,0,105.97609605488852,0.03,0.95,0,70.8468930172966,0.05,247.86,113.69,13.3,10.0,9.1,32.2,26.6,77.81,13.3,10.0,9.0,32.0,26.4,77.43,84.44,12.4,10.2,9.3,64.5,25.8,66.40,8.32,74.72,64.56,64.56,129.12,62.16,8.08,70.24,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
370,0.63418,0,105.96344974271013,0.03,0.95,0,70.8468930172966,0.05,247.96,113.91,13.3,10.0,9.0,32.2,26.6,77.81,13.3,10.0,9.0,32.0,26.4,77.43,84.28,12.0,10.3,9.4,64.5,26.2,66.80,8.32,75.12,64.56,64.48,129.04,63.36,8.08,71.44,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
380,0.63431,0,105.94237255574613,0.03,0.95,0,70.8468930172966,0.05,247.86,111.22,13.3,10.0,9.0,32.2,26.5,77.74,13.3,10.0,9.0,32.0,26.4,77.43,86.31,12.4,10.2,9.3,64.5,26.5,66.24,8.24,74.48,64.48,64.48,128.96,64.08,8.08,72.16,64.37,8.00,72.37,0,64.37,64.37,64.37,7.87,72.24,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
390,0.63436,0,105.93394168096054,0.03,0.95,0,70.8468930172966,0.05,247.96,110.98,13.3,10.0,9.0,32.2,26.6,77.78,13.3,10.0,9.0,32.0,26.4,77.43,86.50,11.8,10.3,9.3,64.5,26.7,66.56,8.24,74.80,64.48,64.48,128.96,64.64,8.08,72.72,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
400,0.63447,0,105.91498279365246,0.03,0.95,0,70.8468930172966,0.05,247.96,109.50,13.3,10.0,9.0,32.2,26.6,77.77,13.3,10.0,9.0,32.0,26.4,77.43,87.67,12.6,10.2,9.4,64.5,26.8,67.04,8.24,75.28,64.48,64.48,128.96,64.88,8.08,72.96,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
410,0.63452,0,105.906551750246,0.03,0.95,0,70.8468930172966,0.05,247.96,111.96,13.3,10.0,9.0,32.2,26.5,77.74,13.3,10.0,9.0,32.0,26.4,77.43,85.75,11.9,10.3,9.4,64.5,26.8,66.72,8.24,74.96,64.48,64.48,128.96,64.96,8.08,73.04,64.37,8.00,72.37,0,64.37,64.37,64.37,8.00,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
420,0.63461,0,105.89178730703259,0.03,0.95,0,70.8468930172966,0.05,247.96,108.91,13.3,10.0,9.0,32.2,26.6,77.76,13.3,10.0,9.0,32.0,26.4,77.43,88.15,12.5,10.2,9.3,64.5,26.9,66.32,8.24,74.56,64.48,64.48,128.96,65.12,8.08,73.20,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
430,0.63466,0,105.883356432247,0.03,0.95,0,70.8468930172966,0.05,247.96,112.23,13.3,10.0,9.0,32.2,26.6,77.76,13.3,10.0,9.0,32.0,26.4,77.43,85.54,11.8,10.2,1.0,64.5,26.9,0,8.24,8.24,64.48,64.48,128.96,65.20,8.08,73.28,64.25,8.00,72.25,0,64.25,64.25,64.25,8.12,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
440,0.63475,0,105.8686120549169,0.03,0.95,0,70.8468930172966,0.05,247.96,111.48,13.3,10.0,9.0,32.1,26.4,77.61,13.3,10.0,9.0,32.0,26.4,77.43,86.11,12.2,10.2,9.3,64.5,26.9,66.24,8.24,74.48,64.48,64.48,128.96,65.20,8.08,73.28,64.25,8.00,72.25,0,64.25,64.25,64.25,7.62,71.87,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
450,0.63482,0,105.85596548980725,0.03,0.95,0,70.8468930172966,0.05,247.96,108.23,13.3,10.0,9.0,32.1,26.6,77.73,13.3,10.0,9.0,32.0,26.4,77.43,88.70,12.3,10.2,9.4,64.4,26.9,66.80,8.24,75.04,64.48,64.40,128.88,65.20,8.08,73.28,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
460,0.63489,0,105.84541749571181,0.03,0.95,0,70.8468930172966,0.05,247.96,113.21,13.3,10.0,9.0,32.1,26.5,77.73,13.3,10.0,9.0,32.0,26.4,77.43,84.80,12.3,10.2,9.3,64.4,26.9,66.40,8.24,74.64,64.48,64.40,128.88,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
470,0.63494,0,105.83698662092624,0.03,0.95,0,70.8468930172966,0.05,247.96,111.01,13.3,10.0,9.0,32.1,26.5,77.72,13.3,10.0,9.0,32.0,26.4,77.43,86.48,11.9,10.2,9.4,64.4,26.9,66.72,8.24,74.96,64.48,64.40,128.88,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
480,0.63500,0,105.82645683788462,0.03,0.95,0,70.8468930172966,0.05,247.86,109.72,13.3,10.0,9.0,32.1,26.5,77.71,13.3,10.0,9.0,32.0,26.4,77.43,87.49,12.5,10.2,1.0,64.4,26.9,0,8.24,8.24,64.48,64.40,128.88,65.20,8.00,73.20,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
490,0.63505,0,105.81802579447817,0.03,0.95,0,70.8468930172966,0.05,247.96,109.17,13.3,10.0,9.0,32.1,26.5,77.71,13.3,10.0,9.0,32.0,26.4,77.43,87.94,11.8,10.2,9.4,64.4,26.9,66.72,8.24,74.96,64.40,64.40,128.80,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
500,0.63510,0,105.80959475107167,0.03,0.95,0,70.8468930172966,0.05,247.96,112.48,13.3,10.0,9.0,32.1,26.5,77.70,13.3,10.0,9.0,32.0,26.4,77.43,85.35,12.4,10.2,9.3,64.4,26.9,66.32,8.24,74.56,64.40,64.40,128.80,65.20,8.00,73.20,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
510,0.63515,0,105.80116370766521,0.03,0.95,0,70.8468930172966,0.05,247.86,108.57,13.3,10.0,9.0,32.1,26.5,77.70,13.3,10.0,9.0,32.0,26.4,77.43,88.42,12.3,10.2,9.4,64.4,26.9,66.72,8.24,74.96,64.40,64.40,128.80,65.20,8.00,73.20,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
520,0.63520,0,105.79273266425878,0.03,0.95,0,70.8468930172966,0.05,247.86,112.37,13.3,10.0,9.0,32.1,26.5,77.69,13.3,10.0,9.0,32.0,26.4,77.43,85.43,12.3,10.2,9.3,64.4,26.9,66.24,8.24,74.48,64.40,64.40,128.80,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
530,0.63525,0,105.78430162085232,0.03,0.95,0,70.8468930172966,0.05,247.96,112.88,13.3,10.0,9.0,32.1,26.5,77.69,13.3,10.0,9.0,32.0,26.4,77.43,85.05,11.8,10.2,9.4,64.4,26.8,66.64,8.24,74.88,64.40,64.40,128.80,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
540,0.63529,0,105.77797049742709,0.03,0.95,0,70.8468930172966,0.05,247.96,110.34,13.3,10.0,9.0,32.1,26.5,77.68,13.3,10.0,9.0,32.0,26.4,77.43,87.00,12.5,10.2,9.3,64.4,26.9,66.16,8.24,74.40,64.40,64.40,128.80,65.12,8.00,73.12,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
550,0.63534,0,105.76953962264152,0.03,0.95,0,70.8468930172966,0.05,247.96,112.17,13.3,10.0,9.0,32.1,26.5,77.68,13.3,10.0,9.0,32.0,26.4,77.43,85.58,11.7,10.2,1.0,64.4,26.9,0,8.24,8.24,64.40,64.40,128.80,65.20,8.08,73.28,64.25,8.00,72.25,0,64.25,64.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
