N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,12.27,1533.75,CPU bound,12.27,1533.75,,1532.66,335.55,12.0,0.0,0.0,0.0,0.0,12.0 ,12.0,0.0,0.0,0.0,0.0,12.0 ,54.84,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12.27,1533.75,CPU bound,12.27,1533.75,,1532.66,550.07,12.0,0.0,5.0,0.0,0.0,12.0 ,12.0,0.0,4.0,0.0,0.0,12.0 ,33.45,,,,,,,,,,,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,12.27,1533.75,CPU bound,12.27,1533.75,,1532.66,613.81,12.0,0.0,4.6,0.0,0.0,12.0 ,12.0,0.0,4.0,0.0,0.0,12.0 ,29.98,,,,,,,,,,,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,7.64,955.00,0.23,9.16,1145.00,0.20,1532.66,668.46,12.0,0.0,8.5,4.4,0.0,13.0 ,12.0,0.0,8.0,4.0,0.0,12.0 ,27.53,,,,,,,,,,,34.12,8.37,42.49,17.75,17.75,35.50,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,7.77,971.25,0.23,9.16,1145.00,0.20,1532.66,698.78,12.0,0.0,8.4,4.4,0.0,12.8 ,12.0,0.0,8.0,4.0,0.0,12.0 ,26.33,,,,,,,,,,,33.75,8.37,42.12,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,7.78,972.50,0.23,9.16,1145.00,0.20,1532.66,679.73,12.0,0.0,8.4,4.4,0.0,12.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,27.07,,,,,,,,,,,33.50,8.25,41.75,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,7.75,968.75,0.23,9.16,1145.00,0.20,1532.66,734.14,12.0,0.0,8.3,4.4,0.0,12.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,25.06,,,,,,,,,,,33.25,8.25,41.50,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,7.69,961.25,0.23,9.16,1145.00,0.20,1532.66,721.74,12.0,0.0,8.3,4.4,1.0,13.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,25.49,,,,,,,,,,,33.00,8.25,41.25,15.37,17.62,32.99,2.25,0,2.25,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,7.60,950.00,0.22,6.39,798.75,0.33,709.18,631.24,12.0,0.0,8.2,4.5,15.6,28.2 ,12.0,0.0,8.0,4.0,13.9,25.9 ,29.15,,,,,,,,,,,32.87,8.25,41.12,0,17.87,17.87,17.87,9.12,26.99,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
100,8.21,1026.25,0.24,6.39,798.75,0.33,710.11,647.07,12.0,0.0,8.2,4.1,14.3,26.6 ,12.0,0.0,8.0,4.0,13.9,25.9 ,28.44,,,,,,,,,,,32.87,8.12,40.99,0,16.50,16.50,16.50,8.25,24.75,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
110,8.23,1028.75,0.24,6.39,798.75,0.33,710.11,610.95,12.0,0.0,8.2,4.1,14.2,26.5 ,12.0,0.0,8.0,4.0,13.9,25.9 ,30.12,,,,,,,,,,,32.75,8.12,40.87,0,16.50,16.50,16.50,8.12,24.62,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
120,8.26,1032.50,0.24,6.39,798.75,0.33,710.11,681.37,12.0,0.0,8.2,4.1,14.2,26.4 ,12.0,0.0,8.0,4.0,13.9,25.9 ,27.00,,,,,,,,,,,32.62,8.12,40.74,0,16.37,16.37,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
130,4.35,543.75,0.13,6.39,798.75,0.33,615.11,679.54,12.0,0.0,8.2,7.8,14.1,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.08,,,,,,,,,,,32.62,8.12,40.74,14.75,31.12,45.87,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
140,4.25,531.25,0.13,6.39,798.75,0.33,615.11,627.53,12.0,0.0,8.1,8.0,14.1,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,29.32,,,,,,,,,,,32.62,8.12,40.74,15.50,31.87,47.37,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
150,4.16,520.00,0.12,6.39,798.75,0.33,615.11,649.43,12.0,0.0,8.1,8.1,14.1,30.4 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.33,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
160,4.17,521.25,0.12,6.39,798.75,0.33,615.11,618.39,12.0,0.0,8.1,8.1,14.1,30.4 ,12.0,0.0,8.0,8.0,13.9,29.9 ,29.75,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
170,4.17,521.25,0.12,6.39,798.75,0.33,615.11,641.24,12.0,0.0,8.1,8.1,14.1,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.69,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
180,4.17,521.25,0.12,6.39,798.75,0.33,615.11,638.15,12.0,0.0,8.1,8.1,14.1,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.83,,,,,,,,,,,32.50,8.12,40.62,16.12,32.50,48.62,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
190,4.18,522.50,0.12,6.39,798.75,0.33,615.11,645.44,12.0,0.0,8.1,8.1,14.1,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.51,,,,,,,,,,,32.50,8.12,40.62,16.12,32.50,48.62,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
200,4.18,522.50,0.12,6.39,798.75,0.33,615.11,648.89,12.0,0.0,8.1,8.1,14.1,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.36,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
210,4.18,522.50,0.12,6.39,798.75,0.33,615.11,661.31,12.0,0.0,8.1,8.1,14.1,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.82,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
220,4.18,522.50,0.12,6.39,798.75,0.33,615.11,663.45,12.0,0.0,8.1,8.1,14.0,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.73,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.25,8.00,24.25,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
230,4.19,523.75,0.12,6.39,798.75,0.33,615.11,670.76,12.0,0.0,8.1,8.1,14.0,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.43,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
240,4.19,523.75,0.12,6.39,798.75,0.33,615.11,698.02,12.0,0.0,8.1,8.1,14.0,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,26.36,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
250,4.19,523.75,0.12,6.39,798.75,0.33,615.11,708.15,12.0,0.0,8.1,8.1,14.1,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,25.98,,,,,,,,,,,32.37,8.12,40.49,16.12,32.37,48.49,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
260,4.19,523.75,0.12,6.39,798.75,0.33,615.11,701.45,12.0,0.0,8.1,8.1,14.0,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,26.23,,,,,,,,,,,32.25,8.12,40.37,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
270,4.20,525.00,0.12,6.39,798.75,0.33,615.11,643.74,12.0,0.0,8.1,8.1,14.3,30.4 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.58,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.62,24.74,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
280,4.20,525.00,0.12,6.39,798.75,0.33,615.11,681.65,12.0,0.0,8.1,8.1,14.0,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,26.99,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
290,4.20,525.00,0.12,6.39,798.75,0.33,615.11,667.56,12.0,0.0,8.1,8.1,14.0,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.56,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
300,4.20,525.00,0.12,6.39,798.75,0.33,615.11,648.91,12.0,0.0,8.1,8.1,14.1,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.36,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.25,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
310,4.20,525.00,0.12,6.39,798.75,0.33,615.11,657.09,12.0,0.0,8.1,8.1,14.0,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.00,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
320,4.20,525.00,0.12,6.39,798.75,0.33,615.11,624.99,12.0,0.0,8.1,8.1,14.0,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,29.44,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
330,4.20,525.00,0.12,6.39,798.75,0.33,615.11,665.43,12.0,0.0,8.1,8.1,14.3,30.4 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.65,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.62,24.74,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
340,4.20,525.00,0.12,6.39,798.75,0.33,615.11,670.42,12.0,0.0,8.1,8.1,15.2,31.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.45,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,10.12,26.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
350,4.20,525.00,0.12,6.39,798.75,0.33,615.11,670.23,12.0,0.0,8.1,8.1,13.9,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.45,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
360,4.20,525.00,0.12,6.39,798.75,0.33,615.11,710.30,12.0,0.0,8.1,8.1,14.1,30.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,25.90,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.25,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
370,4.21,526.25,0.12,6.39,798.75,0.33,615.11,667.60,12.0,0.0,8.0,8.0,17.4,33.5 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.56,,,,,,,,,,,32.12,8.00,40.12,16.12,32.12,48.24,16.12,12.37,28.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
380,4.21,526.25,0.12,6.39,798.75,0.33,615.11,681.05,12.0,0.0,8.0,8.0,17.7,33.8 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.02,,,,,,,,,,,32.12,8.00,40.12,16.12,32.12,48.24,16.12,13.00,29.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
390,4.21,526.25,0.12,6.39,798.75,0.33,615.11,720.72,12.0,0.0,8.0,8.0,14.9,31.0 ,12.0,0.0,8.0,8.0,13.9,29.9 ,25.53,,,,,,,,,,,32.12,8.00,40.12,16.12,32.12,48.24,16.12,9.75,25.87,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
400,4.20,525.00,0.12,6.39,798.75,0.33,615.11,590.21,12.0,0.0,8.1,8.1,14.0,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,31.18,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
410,4.20,525.00,0.12,6.39,798.75,0.33,615.11,675.62,12.0,0.0,8.1,8.1,14.2,30.3 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.23,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.50,24.62,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
420,4.20,525.00,0.12,6.39,798.75,0.33,615.11,638.78,12.0,0.0,8.1,8.1,15.3,31.4 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.81,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,10.37,26.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
430,4.20,525.00,0.12,6.39,798.75,0.33,615.11,717.97,12.0,0.0,8.1,8.1,14.0,30.1 ,12.0,0.0,8.0,8.0,13.9,29.9 ,25.63,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
440,4.20,525.00,0.12,6.39,798.75,0.33,615.11,719.34,12.0,0.0,8.1,8.1,14.9,31.0 ,12.0,0.0,8.0,8.0,13.9,29.9 ,25.58,,,,,,,,,,,32.25,8.00,40.25,16.12,32.25,48.37,16.12,9.62,25.74,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
450,4.21,526.25,0.12,6.39,798.75,0.33,615.11,618.01,12.0,0.0,8.0,8.0,18.9,35.0 ,12.0,0.0,8.0,8.0,13.9,29.9 ,29.77,,,,,,,,,,,32.12,8.00,40.12,16.12,32.12,48.24,16.12,15.00,31.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
460,4.21,526.25,0.12,6.39,798.75,0.33,615.11,666.77,12.0,0.0,8.0,8.0,17.9,33.9 ,12.0,0.0,8.0,8.0,13.9,29.9 ,27.60,,,,,,,,,,,32.12,8.00,40.12,11.62,32.12,43.74,20.62,10.37,30.99,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
470,4.21,526.25,0.12,6.39,798.75,0.33,615.11,655.78,12.0,0.0,8.0,8.0,21.1,37.2 ,12.0,0.0,8.0,8.0,13.9,29.9 ,28.06,,,,,,,,,,,32.12,8.00,40.12,6.00,32.12,38.12,26.12,10.37,36.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
