N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.25,108.0,164.0,0.00,0.00,0.00,164.00,108.0,164.0,0.00,0.00,0.00,164.00,251.20,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.38,108.0,164.0,4.98,0.00,0.00,164.00,108.0,164.0,4.00,0.00,0.00,164.00,250.74,,,,,,,,,,,,,,,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.78,108.0,164.0,4.61,0.00,0.00,164.00,108.0,164.0,4.00,0.00,0.00,164.00,249.38,,,,,,,,,,,,,,,18.50,8.62,27.12,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.73,108.0,164.0,8.75,8.87,0.00,164.00,108.0,164.0,8.00,6.00,0.00,164.00,249.57,,,,,,,,,,,,,,,35.00,8.37,43.37,17.75,17.75,35.50,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.21,108.0,164.0,8.60,8.72,0.00,164.00,108.0,164.0,8.00,6.00,0.00,164.00,247.96,,,,,,,,,,,,,,,34.37,8.37,42.74,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.38,108.0,164.0,8.50,8.71,0.00,164.00,108.0,164.0,8.00,6.00,0.00,164.00,247.37,,,,,,,,,,,,,,,34.00,8.25,42.25,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.55,108.0,164.0,8.42,8.75,0.00,164.00,108.0,164.0,8.00,6.00,0.00,164.00,246.83,,,,,,,,,,,,,,,33.62,8.25,41.87,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.09,108.0,164.0,8.37,8.27,1.05,164.00,108.0,164.0,8.00,6.00,0.00,164.00,248.35,,,,,,,,,,,,,,,33.50,8.25,41.75,15.37,17.62,32.99,2.25,0,2.25,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.79,108.0,164.0,8.32,4.46,15.59,164.00,108.0,164.0,8.00,6.00,13.87,164.00,249.36,,,,,,,,,,,,,,,33.25,8.25,41.50,0,17.87,17.87,17.87,9.12,26.99,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
100,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.51,108.0,164.0,8.28,4.12,14.27,164.00,108.0,164.0,8.00,6.00,13.87,164.00,246.94,,,,,,,,,,,,,,,33.12,8.12,41.24,0,16.50,16.50,16.50,8.25,24.75,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
110,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.51,108.0,164.0,8.27,4.12,14.22,164.00,108.0,164.0,8.00,6.00,13.87,164.00,246.95,,,,,,,,,,,,,,,33.12,8.12,41.24,0,16.50,16.50,16.50,8.12,24.62,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
120,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.99,108.0,164.0,8.24,4.10,14.17,164.00,108.0,164.0,8.00,6.00,13.87,164.00,248.68,,,,,,,,,,,,,,,33.00,8.12,41.12,0,16.37,16.37,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
130,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.19,108.0,164.0,8.22,12.10,14.16,164.00,108.0,164.0,8.00,10.00,13.87,164.00,248.00,,,,,,,,,,,,,,,32.87,8.12,40.99,16.00,32.37,48.37,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
140,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.53,108.0,164.0,8.20,12.21,14.16,164.00,108.0,164.0,8.00,10.00,13.87,164.00,246.88,,,,,,,,,,,,,,,32.75,8.12,40.87,16.25,32.62,48.87,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
150,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.46,108.0,164.0,8.18,12.28,14.05,164.00,108.0,164.0,8.00,10.00,13.87,164.00,247.11,,,,,,,,,,,,,,,32.75,8.12,40.87,16.37,32.75,49.12,16.37,8.00,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
160,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.25,108.0,164.0,8.18,12.28,14.10,164.00,108.0,164.0,8.00,10.00,13.87,164.00,247.82,,,,,,,,,,,,,,,32.75,8.12,40.87,16.37,32.75,49.12,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
170,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.57,108.0,164.0,8.16,12.25,14.08,164.00,108.0,164.0,8.00,10.00,13.87,164.00,250.11,,,,,,,,,,,,,,,32.62,8.12,40.74,16.37,32.62,48.99,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
180,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.58,108.0,164.0,8.18,12.28,14.11,164.00,108.0,164.0,8.00,10.00,13.87,164.00,246.72,,,,,,,,,,,,,,,32.75,8.12,40.87,16.37,32.75,49.12,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
190,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.42,108.0,164.0,8.15,12.24,14.09,164.00,108.0,164.0,8.00,10.00,13.87,164.00,247.23,,,,,,,,,,,,,,,32.62,8.12,40.74,16.37,32.62,48.99,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
200,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.71,108.0,164.0,8.15,12.24,14.08,164.00,108.0,164.0,8.00,10.00,13.87,164.00,249.63,,,,,,,,,,,,,,,32.62,8.12,40.74,16.37,32.62,48.99,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
210,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.62,108.0,164.0,8.13,12.20,14.04,164.00,108.0,164.0,8.00,10.00,13.87,164.00,246.58,,,,,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
220,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.60,108.0,164.0,8.13,12.20,14.06,164.00,108.0,164.0,8.00,10.00,13.87,164.00,246.65,,,,,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
230,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.22,108.0,164.0,8.10,12.15,13.99,164.00,108.0,164.0,8.00,10.00,13.87,164.00,247.91,,,,,,,,,,,,,,,32.37,8.12,40.49,16.25,32.37,48.62,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
240,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.64,108.0,164.0,8.12,12.20,14.03,164.00,108.0,164.0,8.00,10.00,13.87,164.00,249.86,,,,,,,,,,,,,,,32.50,8.12,40.62,16.25,32.50,48.75,16.25,8.12,24.37,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
250,5.95,112.26,CPU bound,5.95,112.26,,112.14,73.50,108.0,164.0,8.09,12.15,13.98,164.00,108.0,164.0,8.00,10.00,13.87,164.00,250.34,,,,,,,,,,,,,,,32.37,8.12,40.49,16.25,32.37,48.62,16.12,8.00,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
260,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.83,108.0,164.0,8.09,12.15,14.02,164.00,108.0,164.0,8.00,10.00,13.87,164.00,245.89,,,,,,,,,,,,,,,32.37,8.12,40.49,16.25,32.37,48.62,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
270,5.95,112.26,CPU bound,5.95,112.26,,112.14,74.58,108.0,164.0,8.09,12.14,14.23,164.00,108.0,164.0,8.00,10.00,13.87,164.00,246.71,,,,,,,,,,,,,,,32.37,8.00,40.37,16.25,32.37,48.62,16.12,8.50,24.62,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
