N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
130,0.86086,0,66.90981435409154,0.04,1.22,0,47.231262011531065,0.06,379.13,179.14,11.3,7.0,6.1,20.3,17.9,51.33,11.3,7.0,6.0,20.0,17.6,50.62,53.59,12.0,7.5,6.3,40.9,16.7,42.08,8.16,50.24,40.88,40.88,81.76,38.40,7.04,45.44,40.62,8.12,48.74,0,40.62,40.62,40.62,8.12,48.74,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
140,0.86200,0,66.82128839832372,0.04,1.22,0,47.231262011531065,0.06,379.13,178.13,11.3,7.0,6.1,20.3,17.9,51.24,11.3,7.0,6.0,20.0,17.6,50.62,53.89,12.7,7.3,6.3,40.8,16.9,41.92,8.16,50.08,40.80,40.80,81.60,38.80,7.36,46.16,40.62,8.12,48.74,0,40.62,40.62,40.62,8.12,48.74,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
150,0.86270,0,66.76725900514579,0.04,1.22,0,47.231262011531065,0.06,379.29,176.34,11.3,7.0,6.1,20.3,17.9,51.21,11.3,7.0,6.0,20.0,17.6,50.62,54.44,12.2,7.4,6.3,40.7,17.2,42.08,8.16,50.24,40.72,40.72,81.44,39.20,7.60,46.80,40.50,8.12,48.62,0,40.50,40.50,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
160,0.86358,0,66.69875814751286,0.04,1.22,0,47.231262011531065,0.06,379.13,176.61,11.3,7.0,6.1,20.3,17.8,51.17,11.3,7.0,6.0,20.0,17.6,50.62,54.36,12.8,7.3,6.2,40.7,17.3,41.92,8.08,50.00,40.72,40.72,81.44,39.44,7.68,47.12,40.50,8.12,48.62,0,40.50,40.50,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
170,0.86411,0,66.65846387253646,0.04,1.22,0,47.231262011531065,0.06,379.29,175.89,11.3,7.0,6.1,20.2,17.8,51.14,11.3,7.0,6.0,20.0,17.6,50.62,54.58,11.9,7.4,6.2,40.6,17.4,41.84,8.08,49.92,40.64,40.64,81.28,39.60,7.68,47.28,40.50,8.12,48.62,0,40.50,40.50,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
180,0.86480,0,66.60524291103316,0.04,1.22,0,47.231262011531065,0.06,379.29,175.36,11.3,7.0,6.1,20.2,17.8,51.11,11.3,7.0,6.0,20.0,17.6,50.62,54.75,12.8,7.3,6.2,40.6,17.5,41.84,8.08,49.92,40.64,40.64,81.28,39.84,7.84,47.68,40.50,8.12,48.62,0,40.50,40.50,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
190,0.86521,0,66.57334888507718,0.04,1.22,0,47.231262011531065,0.06,379.29,175.36,11.3,7.0,6.1,20.2,17.8,51.10,11.3,7.0,6.0,20.0,17.6,50.62,54.74,11.7,7.3,1.0,40.6,17.6,0,8.08,8.08,40.56,40.56,81.12,40.00,7.92,47.92,40.37,8.12,48.49,0,40.37,40.37,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
200,0.86576,0,66.53147128122664,0.04,1.22,0,47.231262011531065,0.06,379.29,174.31,11.3,7.0,6.1,20.2,17.8,51.07,11.3,7.0,6.0,20.0,17.6,50.62,55.08,12.6,7.2,6.2,40.5,17.6,41.68,8.08,49.76,40.56,40.56,81.12,40.16,7.92,48.08,40.37,8.12,48.49,0,40.37,40.37,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
210,0.86611,0,66.50407039015566,0.04,1.22,0,47.231262011531065,0.06,379.29,173.52,11.3,7.0,6.1,20.2,17.8,51.04,11.3,7.0,6.0,20.0,17.6,50.62,55.32,12.0,7.3,6.2,40.5,17.7,41.84,8.08,49.92,40.56,40.48,81.04,40.24,8.00,48.24,40.37,8.12,48.49,0,40.37,40.37,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
220,0.86654,0,66.47087315674273,0.04,1.22,0,47.231262011531065,0.06,379.29,173.84,11.3,7.0,6.1,20.2,17.8,51.02,11.3,7.0,6.0,20.0,17.6,50.62,55.22,12.6,7.2,6.2,40.5,17.8,41.68,8.08,49.76,40.48,40.48,80.96,40.40,8.00,48.40,40.37,8.12,48.49,0,40.37,40.37,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
230,0.86685,0,66.44741269296742,0.04,1.22,0,47.231262011531065,0.06,379.13,173.31,11.3,7.0,6.1,20.2,17.8,50.99,11.3,7.0,6.0,20.0,17.6,50.62,55.39,11.7,7.3,6.2,40.5,17.8,41.76,8.08,49.84,40.48,40.48,80.96,40.48,8.08,48.56,40.37,8.12,48.49,0,40.37,40.37,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
240,0.86722,0,66.41948542024014,0.04,1.22,0,47.231262011531065,0.06,379.29,171.89,11.3,7.0,6.1,20.2,17.8,50.98,11.3,7.0,6.0,20.0,17.6,50.62,55.85,12.5,7.2,6.2,40.5,17.9,41.68,8.08,49.76,40.48,40.48,80.96,40.56,8.08,48.64,40.37,8.12,48.49,0,40.37,40.37,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
250,0.86748,0,66.39920928778781,0.04,1.22,0,47.231262011531065,0.06,379.29,171.97,11.3,7.0,6.0,20.2,17.7,50.96,11.3,7.0,6.0,20.0,17.6,50.62,55.82,11.7,7.3,1.0,40.4,17.9,0,8.08,8.08,40.48,40.48,80.96,40.72,8.08,48.80,40.37,8.12,48.49,0,40.37,40.37,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
260,0.86777,0,66.37733104631218,0.04,1.22,0,47.231262011531065,0.06,379.13,173.02,11.3,7.0,6.0,20.2,17.8,50.95,11.3,7.0,6.0,20.0,17.6,50.62,55.48,12.4,7.2,6.2,40.4,17.9,41.60,8.08,49.68,40.48,40.40,80.88,40.64,8.08,48.72,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
270,0.86797,0,66.36179653267165,0.04,1.22,0,47.231262011531065,0.06,379.29,172.63,11.3,7.0,6.0,20.2,17.7,50.93,11.3,7.0,6.0,20.0,17.6,50.62,55.61,11.6,7.2,6.2,40.4,17.9,41.68,8.08,49.76,40.40,40.40,80.80,40.72,8.08,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
280,0.86825,0,66.34044596912521,0.04,1.22,0,47.231262011531065,0.06,379.29,171.54,11.3,7.0,6.0,20.1,17.7,50.94,11.3,7.0,6.0,20.0,17.6,50.62,55.96,12.6,7.2,6.2,40.4,17.9,41.60,8.08,49.68,40.40,40.40,80.80,40.80,8.08,48.88,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
290,0.86845,0,66.3254376579813,0.04,1.22,0,47.231262011531065,0.06,379.29,172.62,11.3,7.0,6.0,20.1,17.7,50.93,11.3,7.0,6.0,20.0,17.6,50.62,55.61,11.7,7.2,6.2,40.4,17.9,41.68,8.08,49.76,40.40,40.40,80.80,40.72,8.08,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
300,0.86866,0,66.30883018867924,0.04,1.22,0,47.231262011531065,0.06,379.13,174.35,11.3,7.0,6.0,20.1,17.7,50.91,11.3,7.0,6.0,20.0,17.6,50.62,55.06,12.7,7.2,6.2,40.4,17.8,41.68,8.08,49.76,40.40,40.40,80.80,40.56,8.00,48.56,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
310,0.86884,0,66.29513001715266,0.04,1.22,0,47.231262011531065,0.06,379.29,173.17,11.3,7.0,6.0,20.1,17.7,50.91,11.3,7.0,6.0,20.0,17.6,50.62,55.44,11.7,7.2,6.2,40.4,17.9,41.68,8.08,49.76,40.40,40.40,80.80,40.64,8.00,48.64,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
320,0.86903,0,66.28117468009738,0.04,1.22,0,47.231262011531065,0.06,379.29,172.96,11.3,7.0,6.0,20.1,17.7,50.88,11.3,7.0,6.0,20.0,17.6,50.62,55.50,12.6,7.2,6.3,40.4,17.9,41.92,8.08,50.00,40.40,40.40,80.80,40.72,8.00,48.72,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
330,0.86919,0,66.26878353344769,0.04,1.22,0,47.231262011531065,0.06,379.29,173.43,11.3,7.0,6.0,20.1,17.7,50.89,11.3,7.0,6.0,20.0,17.6,50.62,55.35,11.6,7.2,6.2,40.4,17.9,41.68,8.08,49.76,40.32,40.32,80.64,40.64,8.00,48.64,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
340,0.86935,0,66.2561372212693,0.04,1.22,0,47.231262011531065,0.06,379.29,172.80,11.3,7.0,6.0,20.1,17.7,50.88,11.3,7.0,6.0,20.0,17.6,50.62,55.56,12.7,7.1,6.2,40.3,17.9,41.68,8.08,49.76,40.32,40.32,80.64,40.64,8.00,48.64,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
350,0.86951,0,66.24428886519411,0.04,1.22,0,47.231262011531065,0.06,379.29,173.18,11.3,7.0,6.0,20.1,17.7,50.86,11.3,7.0,6.0,20.0,17.6,50.62,55.43,11.6,7.2,6.2,40.3,17.9,41.68,8.08,49.76,40.32,40.32,80.64,40.72,8.00,48.72,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
360,0.86963,0,66.23506003430532,0.04,1.22,0,47.231262011531065,0.06,379.29,172.80,11.3,7.0,6.0,20.1,17.7,50.87,11.3,7.0,6.0,20.0,17.6,50.62,55.55,12.5,7.1,6.2,40.3,17.9,41.60,8.08,49.68,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.12,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
370,0.86974,0,66.22662915951973,0.04,1.22,0,47.231262011531065,0.06,379.13,173.41,11.3,7.0,6.0,20.1,17.7,50.84,11.3,7.0,6.0,20.0,17.6,50.62,55.36,11.6,7.2,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
380,0.86991,0,66.21398284734133,0.04,1.22,0,47.231262011531065,0.06,379.13,173.49,11.3,7.0,6.0,20.1,17.7,50.85,11.3,7.0,6.0,20.0,17.6,50.62,55.34,12.6,7.1,1.0,40.3,17.9,0,8.16,8.16,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
390,0.86998,0,66.20818662092626,0.04,1.22,0,47.231262011531065,0.06,379.13,174.66,11.3,7.0,6.0,20.1,17.7,50.85,11.3,7.0,6.0,20.0,17.6,50.62,54.96,11.5,7.2,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.32,80.64,40.72,8.00,48.72,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
400,0.87011,0,66.19817495711835,0.04,1.22,0,47.231262011531065,0.06,379.13,173.82,11.3,7.0,6.0,20.1,17.7,50.86,11.3,7.0,6.0,20.0,17.6,50.62,55.23,12.4,7.1,6.2,40.3,17.9,41.60,8.16,49.76,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.12,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
410,0.87021,0,66.19106790369084,0.04,1.22,0,47.231262011531065,0.06,379.13,174.38,11.3,7.0,6.0,20.1,17.7,50.84,11.3,7.0,6.0,20.0,17.6,50.62,55.05,11.6,7.2,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
420,0.87034,0,66.18105603964565,0.04,1.22,0,47.231262011531065,0.06,379.29,173.98,11.3,7.0,6.0,20.1,17.7,50.80,11.3,7.0,6.0,20.0,17.6,50.62,55.18,12.5,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.32,80.64,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
430,0.87040,0,66.17657084048027,0.04,1.22,0,47.231262011531065,0.06,379.13,174.35,11.3,7.0,6.0,20.1,17.7,50.83,11.3,7.0,6.0,20.0,17.6,50.62,55.06,11.6,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.24,80.56,40.80,8.00,48.80,40.25,8.00,48.25,0,40.25,40.25,40.25,8.00,48.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
440,0.87053,0,66.16655917667238,0.04,1.22,0,47.231262011531065,0.06,379.29,174.23,11.3,7.0,6.0,20.1,17.7,50.82,11.3,7.0,6.0,20.0,17.6,50.62,55.10,12.4,7.1,6.2,40.3,17.9,41.60,8.16,49.76,40.32,40.24,80.56,40.72,8.00,48.72,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
450,0.87059,0,66.16208619198113,0.04,1.22,0,47.231262011531065,0.06,379.29,174.75,11.3,7.0,6.0,20.1,17.7,50.82,11.3,7.0,6.0,20.0,17.6,50.62,54.94,11.5,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.32,40.24,80.56,40.72,8.00,48.72,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
460,0.87070,0,66.1533859348199,0.04,1.22,0,47.231262011531065,0.06,379.13,174.33,11.3,7.0,6.0,20.1,17.7,50.78,11.3,7.0,6.0,20.0,17.6,50.62,55.07,12.4,7.1,6.2,40.3,17.9,41.60,8.16,49.76,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
470,0.87075,0,66.1502243567753,0.04,1.22,0,47.231262011531065,0.06,379.13,174.20,11.3,7.0,6.0,20.1,17.7,50.81,11.3,7.0,6.0,20.0,17.6,50.62,55.11,11.5,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
480,0.87086,0,66.14153552367789,0.04,1.22,0,47.231262011531065,0.06,379.13,173.90,11.3,7.0,6.0,20.1,17.7,50.80,11.3,7.0,6.0,20.0,17.6,50.62,55.20,12.5,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
490,0.87093,0,66.13626612154884,0.04,1.22,0,47.231262011531065,0.06,379.29,174.55,11.3,7.0,6.0,20.1,17.7,50.80,11.3,7.0,6.0,20.0,17.6,50.62,55.00,11.5,7.1,1.0,40.3,17.9,0,8.16,8.16,40.24,40.24,80.48,40.72,8.00,48.72,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
500,0.87100,0,66.1309967194198,0.04,1.22,0,47.231262011531065,0.06,379.13,174.71,11.3,7.0,6.0,20.1,17.7,50.81,11.3,7.0,6.0,20.0,17.6,50.62,54.95,12.5,7.1,6.2,40.3,17.9,41.60,8.16,49.76,40.24,40.24,80.48,40.72,8.00,48.72,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
510,0.87107,0,66.12572731729077,0.04,1.22,0,47.231262011531065,0.06,379.29,174.26,11.3,7.0,6.0,20.1,17.7,50.79,11.3,7.0,6.0,20.0,17.6,50.62,55.09,11.6,7.1,6.2,40.3,17.9,41.68,8.16,49.84,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
520,0.87114,0,66.12045791516174,0.04,1.22,0,47.231262011531065,0.06,379.13,174.16,11.3,7.0,6.0,20.1,17.7,50.79,11.3,7.0,6.0,20.0,17.6,50.62,55.12,12.5,7.1,1.0,40.2,17.9,0,8.16,8.16,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
530,0.87121,0,66.11518851303269,0.04,1.22,0,47.231262011531065,0.06,379.13,174.29,11.3,7.0,6.0,20.1,17.7,50.79,11.3,7.0,6.0,20.0,17.6,50.62,55.08,11.5,7.1,1.0,40.2,17.9,0,8.16,8.16,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
540,0.87126,0,66.11123156089195,0.04,1.22,0,47.231262011531065,0.06,379.29,174.43,11.3,7.0,6.0,20.1,17.7,50.78,11.3,7.0,6.0,20.0,17.6,50.62,55.04,12.5,7.1,6.2,40.2,17.9,41.60,8.16,49.76,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
550,0.87133,0,66.10596226415095,0.04,1.22,0,47.231262011531065,0.06,379.13,173.88,11.3,7.0,6.0,20.1,17.7,50.78,11.3,7.0,6.0,20.0,17.6,50.62,55.21,11.5,7.1,6.2,40.2,17.9,41.68,8.16,49.84,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
560,0.87136,0,66.10332761578044,0.04,1.22,0,47.231262011531065,0.06,379.13,174.08,11.3,7.0,6.0,20.1,17.7,50.78,11.3,7.0,6.0,20.0,17.6,50.62,55.15,12.5,7.1,6.2,40.2,17.9,41.60,8.16,49.76,40.24,40.24,80.48,40.80,8.00,48.80,40.12,8.00,48.12,0,40.12,40.12,40.12,8.00,48.12,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
