N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,,,,8.8,676.923076923077,,676.923076923077,167.36,,,,,,,24,26,0,0,0,26,105.16,819.84,0,0,0,0,0,0,0,0,0.24,0.24,0.48
20,8.8,676.923076923077,,8.8,676.923076923077,,550,314.22,24,26,6,0,0,32,24,26,6,0,0,32,56.01,304.4,10.24,26.16,36.4,26.16,0,0,0,0,0.08,0.08,0.16
30,6.64,510.769230769231,0.23,6.64,510.769230769231,0.23,382.608695652174,224.8,24,26,14,7,0,47,24,26,14,6,0,46,78.29,343.76,9.28,50.4,59.68,50.4,8.32,18.48,26.8,18.48,0.16,0.16,0.32
40,5.92,455.384615384615,0.41,6.64,510.769230769231,0.23,382.608695652174,280.15,24,26,16.7,8,0,50.7,24,26,14,6,0,46,62.82,249.92,8.96,54.96,63.92,54.96,8.72,20.56,29.28,20.56,0.16,0.16,0.32
50,6.64,510.769230769231,0.23,6.64,510.769230769231,0.23,382.608695652174,239.81,24,26,14,6,0,46,24,26,14,6,0,46,73.39,284.4,8.72,53.28,62,53.28,8.56,20.72,29.28,20.72,0.16,0.16,0.32
60,6.64,510.769230769231,0.23,6.64,510.769230769231,0.23,382.608695652174,293.02,24,26,14,5.2,0,45.2,24,26,14,6,0,46,60.07,234.88,8.64,52.56,61.2,52.56,8.48,24.32,32.8,24.32,0.08,0.08,0.16
70,6.64,510.769230769231,0.23,6.64,510.769230769231,0.23,382.608695652174,245.77,24,26,14,4,0,44,24,26,14,6,0,46,71.61,261.2,8.48,51.76,60.24,51.76,8.4,26,34.4,26,0.16,0.16,0.32
80,3.79,291.538461538462,0.27,3.25,250,0.23,325.925925925926,293.33,24,26,14,12,0,52,24,26,14,14,0,54,60,227.84,8.48,51.52,60,51.52,8.32,42.56,50.88,42.56,0.08,0.16,0.24
90,3.25,250,0.23,3.25,250,0.23,325.925925925926,246.13,24,26,14,14,0,54,24,26,14,14,0,54,71.51,248.88,8.4,50.8,59.2,50.8,8.32,47.68,56,47.68,0.16,0.16,0.32
100,2.97,228.461538461538,0.27,3.25,250,0.23,325.925925925926,315.52,24,26,14,12,0,52,24,26,14,14,0,54,55.78,223.76,8.32,50.48,58.8,50.48,8.16,49.6,57.76,49.6,0.08,0.08,0.16
110,2.88,221.538461538461,0.21,3.25,250,0.23,325.925925925926,252.86,24,26,14,15.8,0,55.8,24,26,14,14,0,54,69.6,241.12,8.32,50.24,58.56,50.24,8.24,50.32,58.56,50.32,0.64,0.8,1.44
120,3.25,250,0.23,3.25,250,0.23,271.604938271605,301.17,24,26,14,14,0,54,24,26,14,14,10.8,64.8,58.44,221.04,8.32,50.08,58.4,50.08,8.08,49.2,57.28,49.2,4.4,5.52,9.92
130,3.25,250,0.23,3.25,250,0.23,271.604938271605,236.87,24,26,14,14,14,68,24,26,14,14,10.8,64.8,74.3,235.92,8.48,50.56,59.04,50.56,8.16,49.68,57.84,49.68,8.08,13.44,21.52
140,3.25,250,0.23,3.25,250,0.23,271.604938271605,291.4,24,26,14,14,10.8,64.8,24,26,14,14,10.8,64.8,60.4,219.12,8.24,49.76,58,49.76,7.92,47.92,55.84,47.92,8.32,16.8,25.12
150,3.25,250,0.23,3.25,250,0.23,271.604938271605,246.67,24,26,14,14,10.8,64.8,24,26,14,14,10.8,64.8,71.35,232.08,8.24,49.68,57.92,49.68,8.08,49.04,57.12,49.04,8.4,17.12,25.52
160,3.25,250,0.23,3.25,250,0.23,271.604938271605,283.39,24,26,14,14,7.5,61.5,24,26,14,14,10.8,64.8,62.1,217.76,8.4,50.56,58.96,50.56,7.84,47.6,55.44,47.6,8.32,17.04,25.36
