N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,14.41,1801.25,CPU bound,14.41,1801.25,,1794.39,528.10,10.7,9.5,0.0,0.0,0.0,10.7 ,10.7,9.5,0.0,0.0,0.0,10.7 ,36.36,16.8,20.9,0.1,0.0,0.0,0,.88,.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6.61,826.25,0.17,7.78,972.50,0.20,1324.13,352.58,10.7,9.5,5.9,0.0,0.0,15.4 ,10.7,9.5,5.0,0.0,0.0,14.5 ,54.46,30.9,39.1,6.0,0.0,0.0,39.28,9.12,48.40,0,0,0,0,0,0,38.00,9.12,47.12,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
30,5.10,637.50,0.13,5.56,695.00,0.14,1163.15,591.99,10.7,9.5,7.6,0.0,0.0,17.1 ,10.7,9.5,7.0,0.0,0.0,16.5 ,32.43,13.0,18.4,6.6,1.2,0.0,43.84,8.64,52.48,1.20,1.20,2.40,0,0,0,52.37,8.62,60.99,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,2.70,337.50,0.12,4.87,608.75,0.20,590.76,582.63,10.7,9.5,7.4,17.3,0.0,34.2 ,10.7,9.5,7.0,16.0,0.0,32.5 ,32.95,12.0,15.4,7.5,35.3,0.1,51.60,8.48,60.08,35.28,35.28,70.56,.24,0,.24,51.00,8.37,59.37,34.62,8.37,42.99,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
50,2.73,341.25,0.12,4.87,608.75,0.20,590.76,589.04,10.7,9.5,7.4,17.1,0.0,33.9 ,10.7,9.5,7.0,16.0,0.0,32.5 ,32.60,10.8,14.5,7.4,34.6,0.0,50.64,8.40,59.04,34.64,34.64,69.28,.08,0,.08,50.50,8.37,58.87,34.12,8.37,42.49,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
60,2.74,342.50,0.12,4.87,608.75,0.20,590.76,600.41,10.7,9.5,7.3,17.0,0.0,33.8 ,10.7,9.5,7.0,16.0,0.0,32.5 ,31.98,11.4,14.4,7.3,34.1,0.0,50.24,8.32,58.56,34.08,34.00,68.08,.08,0,.08,50.00,8.25,58.25,34.00,8.25,42.25,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
70,2.75,343.75,0.12,4.87,608.75,0.20,590.52,636.09,10.7,9.5,7.2,17.0,0.0,33.7 ,10.7,9.5,7.0,16.0,0.0,32.5 ,30.18,9.8,11.8,7.3,33.7,0.4,49.92,8.24,58.16,33.76,33.68,67.44,.80,.24,1.04,49.75,8.25,58.00,34.00,8.25,42.25,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
80,2.74,342.50,0.12,4.87,608.75,0.20,590.76,591.03,10.7,9.5,7.2,17.0,0.0,33.7 ,10.7,9.5,7.0,16.0,0.0,32.5 ,32.49,10.2,13.0,7.2,33.5,2.7,49.76,8.24,58.00,33.52,33.44,66.96,6.24,1.20,7.44,49.50,8.25,57.75,34.00,8.25,42.25,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
90,2.73,341.25,0.12,4.87,608.75,0.20,590.76,560.83,10.7,9.5,7.2,17.1,0.0,33.8 ,10.7,9.5,7.0,16.0,0.0,32.5 ,34.23,9.8,11.9,7.2,33.3,6.3,49.60,8.16,57.76,33.36,33.28,66.64,14.64,2.64,17.28,49.37,8.25,57.62,34.25,8.25,42.50,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
100,2.71,338.75,0.12,3.90,487.50,0.20,406.61,542.26,10.7,9.5,7.2,4.1,12.6,33.3 ,10.7,9.5,7.0,16.0,14.7,47.2 ,35.41,9.8,12.3,7.2,33.1,8.4,49.28,8.16,57.44,33.20,33.04,66.24,19.84,3.04,22.88,49.12,8.12,57.24,8.12,8.12,16.24,26.25,8.00,34.25,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
110,2.85,356.25,0.12,3.90,487.50,0.20,406.77,534.82,10.7,9.5,7.2,4.1,15.0,35.7 ,10.7,9.5,7.0,16.0,14.7,47.2 ,35.90,9.5,11.4,7.2,33.1,10.0,49.12,8.16,57.28,33.20,33.04,66.24,23.20,4.00,27.20,49.00,8.12,57.12,0,8.12,8.12,32.75,8.12,40.87,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
120,2.85,356.25,0.12,3.90,487.50,0.20,406.77,520.72,10.7,9.5,7.1,4.1,15.0,35.7 ,10.7,9.5,7.0,16.0,14.7,47.2 ,36.87,9.7,11.1,7.2,33.0,11.2,49.12,8.16,57.28,33.04,32.96,66.00,25.36,5.12,30.48,49.00,8.12,57.12,0,8.12,8.12,32.62,8.12,40.74,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
130,2.86,357.50,0.12,3.90,487.50,0.20,406.77,458.07,10.7,9.5,7.1,4.1,15.0,35.7 ,10.7,9.5,7.0,16.0,14.7,47.2 ,41.91,9.8,11.1,7.2,34.0,13.4,49.28,8.16,57.44,34.00,33.92,67.92,28.64,8.00,36.64,48.87,8.12,56.99,0,8.12,8.12,32.62,8.12,40.74,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
140,2.86,357.50,0.12,3.90,487.50,0.20,406.77,423.60,10.7,9.5,7.1,4.1,15.0,35.7 ,10.7,9.5,7.0,16.0,14.7,47.2 ,45.33,9.9,11.2,7.1,37.1,15.2,48.96,8.08,57.04,37.12,37.04,74.16,33.36,8.16,41.52,48.87,8.12,56.99,0,8.12,8.12,32.62,8.12,40.74,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
150,2.86,357.50,0.12,3.48,435.00,0.14,347.82,396.61,10.7,9.5,7.1,4.1,14.9,35.6 ,10.7,9.5,7.0,24.0,14.7,55.2 ,48.41,9.6,10.3,7.1,38.0,15.7,48.88,8.08,56.96,38.00,37.92,75.92,34.72,8.08,42.80,48.75,8.12,56.87,0,8.12,8.12,32.62,8.12,40.74,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
160,1.93,241.25,0.08,3.48,435.00,0.14,347.82,359.63,10.7,9.5,7.1,7.9,14.9,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,53.39,10.6,11.0,7.1,45.2,15.8,49.04,8.16,57.20,45.36,45.12,90.48,34.88,8.08,42.96,48.75,8.12,56.87,15.87,8.12,23.99,32.50,8.12,40.62,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
170,1.92,240.00,0.08,3.48,435.00,0.14,347.82,358.71,10.7,9.5,7.1,8.1,14.8,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,53.53,10.1,10.5,7.1,47.2,16.3,48.72,8.08,56.80,47.20,47.12,94.32,36.24,8.08,44.32,48.75,8.12,56.87,16.25,8.12,24.37,32.50,8.00,40.50,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
180,1.92,240.00,0.08,3.48,435.00,0.14,347.82,365.87,10.7,9.5,7.1,8.1,14.8,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,52.48,10.3,10.8,7.1,47.5,15.4,48.64,8.08,56.72,47.60,47.44,95.04,33.84,8.08,41.92,48.62,8.12,56.74,16.12,8.12,24.24,32.50,8.00,40.50,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
190,1.92,240.00,0.08,3.48,435.00,0.14,347.82,354.29,10.7,9.5,7.1,8.1,14.9,39.6 ,10.7,9.5,7.0,24.0,14.7,55.2 ,54.19,10.2,10.4,7.1,48.4,16.1,48.72,8.08,56.80,48.48,48.32,96.80,35.68,8.08,43.76,48.62,8.12,56.74,16.12,8.12,24.24,32.50,8.12,40.62,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
200,1.92,240.00,0.08,3.48,435.00,0.14,347.68,355.61,10.7,9.5,7.1,8.1,14.9,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,53.99,10.5,10.2,7.1,48.6,15.9,48.64,8.08,56.72,48.64,48.48,97.12,35.36,8.08,43.44,48.50,8.12,56.62,16.12,8.12,24.24,32.37,8.12,40.49,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
210,1.92,240.00,0.08,3.48,435.00,0.14,347.82,358.25,10.7,9.5,7.1,8.1,14.9,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,53.59,10.1,10.3,7.1,48.5,16.2,48.64,8.08,56.72,48.64,48.48,97.12,36.00,8.08,44.08,48.62,8.12,56.74,16.12,8.12,24.24,32.37,8.12,40.49,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
220,1.92,240.00,0.08,3.48,435.00,0.14,347.82,354.52,10.7,9.5,7.1,8.1,14.8,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,54.16,10.1,10.4,7.1,48.5,16.0,48.56,8.08,56.64,48.56,48.40,96.96,35.44,8.08,43.52,48.50,8.12,56.62,16.12,8.12,24.24,32.37,8.12,40.49,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
230,1.92,240.00,0.08,3.48,435.00,0.14,347.82,358.76,10.7,9.5,7.1,8.1,14.8,39.5 ,10.7,9.5,7.0,24.0,14.7,55.2 ,53.52,10.1,9.8,7.1,48.5,16.1,48.56,8.08,56.64,48.56,48.40,96.96,35.76,8.08,43.84,48.50,8.12,56.62,16.12,8.12,24.24,32.37,8.12,40.49,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
240,1.92,240.00,0.08,3.48,435.00,0.14,347.82,355.36,10.7,9.5,7.1,8.1,14.8,39.4 ,10.7,9.5,7.0,24.0,14.7,55.2 ,54.03,10.4,10.3,7.1,48.4,16.0,48.64,8.08,56.72,48.56,48.32,96.88,35.52,8.08,43.60,48.50,8.12,56.62,16.12,8.12,24.24,32.37,8.00,40.37,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
