N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,6.16,49.28,CPU bound,6.16,49.28,,49.27,6.63,357.2,285.0,0.0,0.0,0.0,357.2 ,357.2,285.0,0.0,0.0,0.0,357.2 ,2653.04,1013.7,840.1,1.0,0.0,5.0,2.64,1.20,3.84,0,0,0,5.36,5.28,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6.16,49.28,CPU bound,6.16,49.28,,49.24,37.51,357.2,285.0,11.2,0.0,0.0,357.2 ,357.2,285.0,8.0,0.0,0.0,357.2 ,469.24,255.2,280.3,12.6,1.4,0.9,40.08,10.32,50.40,4.88,.64,5.52,1.04,.96,2.00,34.87,9.75,44.62,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,6.16,49.28,CPU bound,6.16,49.28,,49.24,29.82,357.2,285.0,20.2,10.0,0.0,357.2 ,357.2,285.0,16.0,8.0,0.0,357.2 ,590.18,291.3,304.1,20.0,10.7,1.1,70.56,9.60,80.16,33.60,9.20,42.80,1.20,1.12,2.32,71.62,9.25,80.87,30.75,9.25,40.00,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
40,6.16,49.28,CPU bound,6.16,49.28,,49.27,29.88,357.2,285.0,19.0,9.4,0.0,357.2 ,357.2,285.0,16.0,8.0,0.0,357.2 ,589.02,280.6,291.0,19.4,9.9,1.1,68.32,9.12,77.44,30.80,8.80,39.60,1.20,1.12,2.32,67.12,8.87,75.99,28.62,8.87,37.49,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
50,6.16,49.28,CPU bound,6.16,49.28,,49.24,28.25,357.2,285.0,18.3,9.1,0.0,357.2 ,357.2,285.0,16.0,8.0,0.0,357.2 ,623.11,294.9,301.1,19.8,9.6,1.1,69.68,9.36,79.04,29.68,8.72,38.40,1.20,1.20,2.40,64.62,8.75,73.37,27.62,8.75,36.37,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
60,6.16,49.28,CPU bound,6.16,49.28,,49.24,38.54,357.2,285.0,17.9,9.0,0.0,357.2 ,357.2,285.0,16.0,8.0,0.0,357.2 ,456.65,250.3,271.1,20.5,11.0,0.9,73.36,8.88,82.24,35.60,8.56,44.16,.96,.88,1.84,63.00,8.62,71.62,27.50,8.50,36.00,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
70,6.16,49.28,CPU bound,6.16,49.28,,49.24,34.96,357.2,285.0,17.6,12.6,0.0,357.2 ,357.2,285.0,16.0,16.0,0.0,357.2 ,503.40,265.4,281.9,18.7,14.4,0.9,65.28,9.52,74.80,49.12,8.48,57.60,1.04,.96,2.00,62.00,8.50,70.50,41.87,8.50,50.37,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
80,6.16,49.28,CPU bound,6.16,49.28,,49.27,34.01,357.2,285.0,17.4,17.3,0.0,357.2 ,357.2,285.0,16.0,16.0,0.0,357.2 ,517.49,264.1,278.6,18.4,17.2,0.9,64.56,9.20,73.76,60.24,8.56,68.80,1.04,1.04,2.08,61.25,8.37,69.62,60.87,8.37,69.24,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
90,6.16,49.28,CPU bound,6.16,49.28,,49.27,31.97,357.2,285.0,17.2,17.3,0.0,357.2 ,357.2,285.0,16.0,16.0,0.0,357.2 ,550.50,273.5,285.5,19.9,17.5,1.0,69.28,10.24,79.52,61.44,8.40,69.84,1.12,1.04,2.16,60.62,8.37,68.99,60.62,8.37,68.99,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
100,6.16,49.28,CPU bound,6.16,49.28,,49.24,38.87,357.2,285.0,17.1,17.1,0.0,357.2 ,357.2,285.0,16.0,16.0,0.0,357.2 ,452.78,249.5,269.6,19.0,17.2,2.6,67.44,8.56,76.00,60.64,8.40,69.04,4.16,2.00,6.16,60.12,8.37,68.49,60.12,8.37,68.49,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
