N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,8.49,314.44,CPU bound,8.49,314.44,,314.14,84.65,52.0,56.0,0.0,0.0,0.0,56.0 ,52.0,56.0,0.0,0.0,0.0,56.0 ,207.92,133.0,88.2,0.0,0.0,0.4,.08,0,.08,0,0,0,.40,.40,.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8.49,314.44,CPU bound,8.49,314.44,,274.87,102.61,52.0,56.0,9.5,0.0,0.0,65.5 ,52.0,56.0,8.0,0.0,0.0,64.0 ,171.52,106.7,64.2,9.5,0.2,0.3,29.28,8.88,38.16,.56,.40,.96,.40,.32,.72,29.00,9.12,38.12,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,8.49,314.44,CPU bound,8.49,314.44,,231.57,108.57,52.0,56.0,9.0,8.9,0.0,74.0 ,52.0,56.0,12.0,8.0,0.0,76.0 ,162.11,78.4,45.7,10.3,9.2,0.3,32.48,8.72,41.20,28.32,8.64,36.96,.32,.32,.64,27.50,8.62,36.12,27.12,8.62,35.74,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
40,8.49,314.44,CPU bound,8.49,314.44,,231.47,113.24,52.0,56.0,13.0,8.6,0.0,77.6 ,52.0,56.0,12.0,8.0,0.0,76.0 ,155.42,80.0,45.6,13.1,8.9,0.3,43.76,8.56,52.32,27.20,8.48,35.68,.32,.32,.64,43.37,8.37,51.74,26.12,8.37,34.49,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
50,8.49,314.44,CPU bound,8.49,314.44,,231.57,116.96,52.0,56.0,12.8,8.5,0.0,77.3 ,52.0,56.0,12.0,8.0,0.0,76.0 ,150.48,69.2,38.7,13.0,8.7,0.3,43.36,8.48,51.84,26.56,8.40,34.96,.32,.32,.64,42.75,8.37,51.12,25.75,8.37,34.12,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
60,8.49,314.44,CPU bound,8.49,314.44,,231.57,115.95,52.0,56.0,12.6,8.5,0.0,77.1 ,52.0,56.0,12.0,8.0,0.0,76.0 ,151.79,71.6,39.9,12.7,8.8,0.3,42.64,8.32,50.96,26.96,8.24,35.20,.32,.32,.64,42.25,8.25,50.50,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
70,8.49,314.44,CPU bound,8.49,314.44,,231.47,122.59,52.0,56.0,12.5,8.5,0.0,77.0 ,52.0,56.0,12.0,8.0,0.0,76.0 ,143.56,65.1,35.8,12.6,9.0,0.3,42.16,8.24,50.40,27.84,8.24,36.08,.32,.24,.56,41.87,8.25,50.12,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
80,8.49,314.44,CPU bound,8.49,314.44,,231.57,126.22,52.0,56.0,12.5,10.4,0.0,78.9 ,52.0,56.0,12.0,8.0,0.0,76.0 ,139.44,67.4,37.1,12.7,10.0,0.3,42.64,8.24,50.88,31.60,8.24,39.84,.32,.32,.64,41.62,8.25,49.87,33.37,8.25,41.62,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
90,8.49,314.44,CPU bound,8.49,314.44,,219.90,89.51,52.0,56.0,12.4,10.3,0.0,78.7 ,52.0,56.0,12.0,12.0,0.0,80.0 ,196.63,64.2,34.3,12.5,11.9,0.4,41.68,8.24,49.92,39.20,8.24,47.44,.48,.40,.88,41.50,8.25,49.75,33.12,8.25,41.37,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
100,8.49,314.44,CPU bound,8.49,314.44,,219.90,122.65,52.0,56.0,12.4,12.4,0.0,80.8 ,52.0,56.0,12.0,12.0,0.0,80.0 ,143.50,65.0,35.4,12.4,12.4,1.6,41.44,8.16,49.60,41.52,8.16,49.68,2.72,1.04,3.76,41.37,8.12,49.49,41.37,8.12,49.49,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
110,8.49,314.44,CPU bound,8.49,314.44,,187.34,125.59,52.0,56.0,12.3,12.3,15.5,96.2 ,52.0,56.0,12.0,12.0,13.9,93.9 ,140.14,61.6,33.3,12.4,12.4,8.2,41.36,8.16,49.52,41.44,8.16,49.60,14.08,4.88,18.96,41.25,8.12,49.37,41.25,8.12,49.37,26.50,9.37,35.87,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
120,8.49,314.44,CPU bound,8.49,314.44,,187.34,129.62,52.0,56.0,12.3,12.3,13.9,94.5 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.78,63.3,34.3,12.3,12.4,13.6,41.20,8.16,49.36,41.36,8.16,49.52,23.12,8.24,31.36,41.12,8.12,49.24,41.12,8.12,49.24,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
130,8.49,314.44,CPU bound,8.49,314.44,,187.34,82.88,52.0,56.0,12.3,12.3,13.9,94.5 ,52.0,56.0,12.0,12.0,13.9,93.9 ,212.35,62.7,32.6,12.4,12.4,14.6,41.44,8.16,49.60,41.28,8.16,49.44,25.12,8.56,33.68,41.00,8.12,49.12,41.00,8.12,49.12,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
140,8.49,314.44,CPU bound,8.49,314.44,,187.34,86.64,52.0,56.0,12.3,12.3,14.1,94.6 ,52.0,56.0,12.0,12.0,13.9,93.9 ,203.14,64.3,33.6,12.4,12.3,14.6,41.20,8.24,49.44,41.20,8.16,49.36,25.12,8.48,33.60,40.87,8.12,48.99,40.87,8.12,48.99,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
150,8.49,314.44,CPU bound,8.49,314.44,,187.43,127.48,52.0,56.0,12.3,12.3,13.8,94.4 ,52.0,56.0,12.0,12.0,13.9,93.9 ,138.07,60.2,32.1,12.3,12.3,14.4,41.04,8.16,49.20,41.04,8.08,49.12,24.96,8.40,33.36,40.87,8.12,48.99,40.87,8.12,48.99,24.50,8.00,32.50,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
160,8.49,314.44,CPU bound,8.49,314.44,,187.34,129.52,52.0,56.0,12.2,12.2,13.8,94.3 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.89,61.5,33.0,12.8,12.3,14.4,42.96,8.16,51.12,41.04,8.08,49.12,24.88,8.40,33.28,40.87,8.12,48.99,40.87,8.12,48.99,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
170,8.49,314.44,CPU bound,8.49,314.44,,187.34,127.33,52.0,56.0,12.2,12.2,13.8,94.2 ,52.0,56.0,12.0,12.0,13.9,93.9 ,138.22,59.9,31.8,12.3,12.3,14.4,40.88,8.16,49.04,40.96,8.16,49.12,24.88,8.40,33.28,40.75,8.12,48.87,40.75,8.12,48.87,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
180,8.49,314.44,CPU bound,8.49,314.44,,187.43,127.10,52.0,56.0,12.2,12.2,13.8,94.2 ,52.0,56.0,12.0,12.0,13.9,93.9 ,138.48,60.9,32.5,12.3,12.2,14.4,40.88,8.16,49.04,40.88,8.08,48.96,24.80,8.32,33.12,40.75,8.12,48.87,40.75,8.12,48.87,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
190,8.49,314.44,CPU bound,8.49,314.44,,187.34,128.86,52.0,56.0,12.2,12.2,14.1,94.5 ,52.0,56.0,12.0,12.0,13.9,93.9 ,136.58,59.2,31.5,12.3,12.2,14.4,40.96,8.16,49.12,40.80,8.08,48.88,24.80,8.40,33.20,40.75,8.12,48.87,40.75,8.12,48.87,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
200,8.49,314.44,CPU bound,8.49,314.44,,187.34,133.75,52.0,56.0,12.2,12.2,14.1,94.4 ,52.0,56.0,12.0,12.0,13.9,93.9 ,131.59,60.3,32.2,12.3,12.2,14.3,41.04,8.16,49.20,40.80,8.08,48.88,24.72,8.32,33.04,40.62,8.12,48.74,40.62,8.12,48.74,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
210,8.49,314.44,CPU bound,8.49,314.44,,187.34,128.22,52.0,56.0,12.2,12.2,13.8,94.1 ,52.0,56.0,12.0,12.0,13.9,93.9 ,137.26,59.2,31.2,12.3,12.2,14.3,40.96,8.08,49.04,40.80,8.08,48.88,24.72,8.32,33.04,40.62,8.12,48.74,40.62,8.00,48.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
220,8.49,314.44,CPU bound,8.49,314.44,,187.43,128.08,52.0,56.0,12.2,12.2,13.8,94.1 ,52.0,56.0,12.0,12.0,13.9,93.9 ,137.42,60.0,31.9,12.3,12.2,14.3,41.04,8.24,49.28,40.64,8.08,48.72,24.72,8.32,33.04,40.62,8.12,48.74,40.62,8.12,48.74,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
230,8.49,314.44,CPU bound,8.49,314.44,,187.43,129.58,52.0,56.0,12.2,12.2,13.8,94.1 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.82,58.6,31.0,12.3,12.2,14.3,41.12,8.16,49.28,40.72,8.08,48.80,24.72,8.32,33.04,40.62,8.12,48.74,40.62,8.12,48.74,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
240,8.49,314.44,CPU bound,8.49,314.44,,187.43,134.59,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,130.76,59.6,31.7,12.5,12.2,14.3,41.68,8.24,49.92,40.64,8.08,48.72,24.64,8.32,32.96,40.50,8.12,48.62,40.50,8.12,48.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
250,8.49,314.44,CPU bound,8.49,314.44,,187.43,128.70,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,136.75,58.7,30.9,12.3,12.2,14.3,41.20,8.16,49.36,40.72,8.08,48.80,24.64,8.32,32.96,40.50,8.12,48.62,40.50,8.12,48.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
260,8.49,314.44,CPU bound,8.49,314.44,,187.43,128.86,52.0,56.0,12.2,12.2,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,136.58,59.3,31.4,12.6,12.2,14.3,42.40,8.16,50.56,40.64,8.08,48.72,24.64,8.32,32.96,40.62,8.12,48.74,40.62,8.12,48.74,24.25,7.87,32.12,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
270,8.49,314.44,CPU bound,8.49,314.44,,187.43,130.11,52.0,56.0,12.2,12.2,13.8,94.1 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.27,58.1,30.7,13.8,12.2,14.3,46.88,8.16,55.04,40.56,8.08,48.64,24.64,8.32,32.96,40.50,8.00,48.50,40.50,8.12,48.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
280,8.49,314.44,CPU bound,8.49,314.44,,187.34,100.85,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,174.51,58.9,31.3,12.5,12.2,14.3,42.00,8.08,50.08,40.56,8.08,48.64,24.64,8.32,32.96,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
290,8.49,314.44,CPU bound,8.49,314.44,,187.43,129.00,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,136.43,58.3,30.6,13.7,12.2,14.2,46.56,8.16,54.72,40.64,8.00,48.64,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
300,8.49,314.44,CPU bound,8.49,314.44,,187.43,129.44,52.0,56.0,12.1,12.1,14.0,94.2 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.97,58.8,31.1,13.9,12.1,14.2,47.60,8.08,55.68,40.56,8.00,48.56,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
310,8.49,314.44,CPU bound,8.49,314.44,,187.34,130.25,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.12,57.8,30.5,13.9,12.1,14.2,47.12,8.32,55.44,40.48,8.08,48.56,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
320,8.49,314.44,CPU bound,8.49,314.44,,187.34,133.48,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,131.86,58.4,31.0,13.8,12.1,14.2,46.96,8.24,55.20,40.48,8.08,48.56,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
330,8.49,314.44,CPU bound,8.49,314.44,,187.43,126.36,52.0,56.0,12.1,12.1,13.7,94.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,139.29,58.1,30.4,14.1,12.1,14.2,48.00,8.24,56.24,40.48,8.08,48.56,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
340,8.49,314.44,CPU bound,8.49,314.44,,187.34,129.92,52.0,56.0,12.1,12.1,14.0,94.3 ,52.0,56.0,12.0,12.0,13.9,93.9 ,135.47,58.4,30.9,12.8,12.1,14.2,43.12,8.24,51.36,40.48,8.08,48.56,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.25,32.50,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
350,8.49,314.44,CPU bound,8.49,314.44,,187.34,130.96,52.0,56.0,12.1,12.1,13.7,93.9 ,52.0,56.0,12.0,12.0,13.9,93.9 ,134.39,57.6,30.3,13.0,12.1,14.2,43.84,8.24,52.08,40.40,8.08,48.48,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
360,8.49,314.44,CPU bound,8.49,314.44,,187.43,136.07,52.0,56.0,12.1,12.1,14.0,94.2 ,52.0,56.0,12.0,12.0,13.9,93.9 ,129.35,58.1,30.8,15.2,12.1,14.2,52.64,8.24,60.88,40.40,8.00,48.40,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
370,8.49,314.44,CPU bound,8.49,314.44,,187.43,128.21,52.0,56.0,16.1,12.1,13.7,98.0 ,52.0,56.0,12.0,12.0,13.9,93.9 ,137.27,57.9,30.3,16.6,12.1,14.2,58.00,8.32,66.32,40.40,8.00,48.40,24.56,8.32,32.88,56.37,8.00,64.37,40.37,8.00,48.37,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
380,8.49,314.44,CPU bound,8.49,314.44,,166.11,130.29,52.0,56.0,12.1,12.1,13.7,93.9 ,52.0,56.0,24.0,12.0,13.9,105.9 ,135.09,58.0,30.7,14.3,12.1,14.2,48.80,8.32,57.12,40.40,8.00,48.40,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.25,8.00,32.25,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
390,8.49,314.44,CPU bound,8.49,314.44,,166.11,131.15,52.0,56.0,12.1,12.1,13.7,93.9 ,52.0,56.0,24.0,12.0,13.9,105.9 ,134.20,57.5,30.2,15.3,12.1,14.2,52.80,8.32,61.12,40.40,8.00,48.40,24.56,8.32,32.88,40.37,8.00,48.37,40.37,8.00,48.37,24.12,8.00,32.12,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
400,8.49,314.44,CPU bound,8.49,314.44,,166.11,136.30,52.0,56.0,18.1,12.1,13.7,99.9 ,52.0,56.0,24.0,12.0,13.9,105.9 ,129.12,58.0,30.6,19.1,12.1,14.2,68.00,8.32,76.32,40.32,8.00,48.32,24.48,8.32,32.80,64.37,8.00,72.37,40.37,8.00,48.37,24.12,8.00,32.12,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
410,8.49,314.44,CPU bound,8.49,314.44,,166.19,129.75,52.0,56.0,20.1,12.1,14.0,102.2 ,52.0,56.0,24.0,12.0,13.9,105.9 ,135.65,57.7,30.1,18.0,12.1,14.2,63.68,8.32,72.00,40.32,8.00,48.32,24.56,8.32,32.88,72.37,8.00,80.37,40.37,8.00,48.37,24.12,8.12,32.24,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
420,8.49,314.44,CPU bound,8.49,314.44,,166.11,130.36,52.0,56.0,24.1,12.1,14.0,106.2 ,52.0,56.0,24.0,12.0,13.9,105.9 ,135.01,57.9,30.5,18.6,12.1,14.2,66.08,8.40,74.48,40.32,8.00,48.32,24.56,8.32,32.88,88.37,8.00,96.37,40.37,8.12,48.49,24.12,8.12,32.24,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
430,8.49,314.44,CPU bound,8.49,314.44,,166.19,131.30,52.0,56.0,16.1,12.1,14.0,98.2 ,52.0,56.0,24.0,12.0,13.9,105.9 ,134.05,57.2,30.1,14.9,12.1,14.2,51.44,8.32,59.76,40.32,8.00,48.32,24.56,8.32,32.88,56.37,8.00,64.37,40.37,8.00,48.37,24.12,8.12,32.24,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
440,8.49,314.44,CPU bound,8.49,314.44,,166.19,121.56,52.0,56.0,16.1,12.1,13.7,97.9 ,52.0,56.0,24.0,12.0,13.9,105.9 ,144.78,59.5,30.4,14.6,12.1,14.2,50.24,8.32,58.56,40.32,8.00,48.32,24.56,8.32,32.88,56.37,8.00,64.37,40.37,8.00,48.37,24.12,8.00,32.12,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
