N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,5.35,100.94,CPU bound,6.96,131.32,,90.72,36.46,102.0,134.0,81.8,0.0,0.0,215.8,102.0,134.0,60.0,0.0,0.0,194.0,482.70,195.9,274.7,87.7,0.6,0.9,339.12,11.68,350.80,2.32,.08,2.40,1.04,.96,2.00,316.62,10.50,327.12,0,0,0,0,0,0,232.00,8.00,240.00,0,0,0,0,0,0
20,4.46,84.15,0.19,5.09,96.03,0.22,68.18,47.25,102.0,134.0,73.2,68.5,0.0,275.7,102.0,134.0,64.0,60.0,0.0,258.0,372.51,139.2,202.8,74.7,74.2,0.8,289.60,9.36,298.96,288.00,8.88,296.88,.88,.80,1.68,283.62,9.12,292.74,264.87,9.12,273.99,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
30,4.69,88.49,0.20,5.09,96.03,0.22,68.21,53.46,102.0,134.0,69.6,65.2,0.0,268.8,102.0,134.0,64.0,60.0,0.0,258.0,329.20,102.6,149.4,71.8,68.2,0.6,277.52,9.68,287.20,264.08,8.72,272.80,.64,.64,1.28,269.75,8.62,278.37,252.00,8.62,260.62,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
40,0.90,16.98,0.03,4.77,90.00,0.21,67.17,30.88,102.0,134.0,486.6,67.3,0.0,687.9,102.0,134.0,64.0,64.0,0.0,262.0,569.90,139.5,148.6,243.7,70.6,1.0,948.80,26.00,974.80,273.60,8.64,282.24,1.12,1.12,2.24,1882.50,64.00,1946.50,260.62,8.37,268.99,0,0,0,248.00,8.00,256.00,248.00,8.00,256.00,0,0,0
50,4.55,85.84,0.20,2.69,50.75,0.22,48.32,55.02,102.0,134.0,67.1,67.1,53.1,321.4,102.0,134.0,64.0,64.0,102.2,364.2,319.88,87.4,128.8,69.9,67.8,29.2,269.84,9.68,279.52,262.64,8.48,271.12,66.72,1.92,68.64,260.12,8.37,268.49,260.12,8.37,268.49,119.62,5.12,124.74,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
60,2.58,48.67,0.21,2.69,50.75,0.22,48.32,39.24,102.0,134.0,66.6,66.6,106.3,373.4,102.0,134.0,64.0,64.0,102.2,364.2,448.56,93.0,131.8,73.1,67.0,102.3,282.00,10.24,292.24,259.76,8.40,268.16,231.68,8.56,240.24,257.87,8.25,266.12,257.87,8.25,266.12,241.37,8.25,249.62,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
70,2.60,49.05,0.21,2.69,50.75,0.22,48.32,35.92,102.0,134.0,66.2,66.2,105.4,371.8,102.0,134.0,64.0,64.0,102.2,364.2,489.94,87.9,120.3,68.6,66.5,107.4,264.80,9.52,274.32,257.68,8.40,266.08,243.04,9.20,252.24,256.37,8.25,264.62,256.37,8.25,264.62,239.50,8.25,247.75,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
80,0.9,16.98,0.03,2.69,50.75,0.22,48.32,26.26,102.0,134.0,500.3,500.2,105.4,1239.8,102.0,134.0,64.0,64.0,102.2,364.2,670.27,144.4,123.6,172.1,206.7,108.0,667.84,20.80,688.64,818.32,8.40,826.72,244.24,9.52,253.76,1937.00,64.00,2001.00,1936.62,64.00,2000.62,239.00,8.75,247.75,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
90,2.62,49.43,0.22,2.69,50.75,0.22,48.32,37.45,102.0,134.0,65.7,65.7,104.6,370.0,102.0,134.0,64.0,64.0,102.2,364.2,469.95,83.0,115.7,69.0,66.1,106.2,265.76,10.16,275.92,256.16,8.40,264.56,240.40,9.12,249.52,254.50,8.25,262.75,254.50,8.12,262.62,237.75,8.12,245.87,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
100,2.63,49.62,0.22,2.69,50.75,0.22,48.30,38.18,102.0,134.0,67.5,65.5,104.4,371.4,102.0,134.0,64.0,64.0,102.2,364.2,461.03,84.9,118.8,70.6,65.5,105.8,271.20,11.28,282.48,253.76,8.24,262.00,239.52,9.12,248.64,261.87,8.12,269.99,253.75,8.12,261.87,237.12,8.12,245.24,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
