,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,9.71,511.05,CPU bound,9.71,511.05,,510.88,216.96,36.0,22.2,0.0,0.0,0.0,36.0 ,36.0,22.2,0.0,0.0,0.0,36.0 ,84.81,41.1,50.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.71,511.05,CPU bound,9.71,511.05,,511.11,245.52,36.0,22.2,11.1,0.0,0.0,36.0 ,36.0,22.2,6.0,0.0,0.0,36.0 ,74.94,53.4,42.7,12.5,0.1,0.0,38.32,11.76,50.08,.56,0,.56,0,0,0,32.75,11.62,44.37,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,7.61,400.52,0.21,9.71,511.05,0.26,398.09,295.59,36.0,22.2,23.0,7.8,0.0,53.0 ,36.0,22.2,18.0,6.0,0.0,46.2 ,62.25,36.6,26.0,23.3,7.9,0.0,83.12,10.00,93.12,22.56,9.12,31.68,0,0,0,81.87,10.00,91.87,21.37,9.87,31.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
40,8.09,425.78,0.22,9.71,511.05,0.26,398.26,257.97,36.0,22.2,21.6,7.9,0.0,51.7 ,36.0,22.2,18.0,6.0,0.0,46.2 ,71.33,43.4,30.4,21.8,8.6,0.0,77.76,9.44,87.20,25.12,9.44,34.56,0,0,0,76.87,9.37,86.24,22.12,9.37,31.49,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,8.42,443.15,0.23,9.71,511.05,0.26,398.09,306.11,36.0,22.2,20.8,7.4,0.0,50.4 ,36.0,22.2,18.0,6.0,0.0,46.2 ,60.11,36.3,24.1,20.8,13.0,0.0,74.24,9.12,83.36,43.04,9.04,52.08,0,0,0,74.00,9.12,83.12,20.62,9.12,29.74,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,8.61,453.15,0.23,9.71,511.05,0.26,398.09,272.52,36.0,22.2,20.3,7.3,0.0,49.8 ,36.0,22.2,18.0,6.0,0.0,46.2 ,67.52,40.7,27.3,20.5,13.9,0.0,72.88,8.96,81.84,46.56,8.88,55.44,0,0,0,72.25,8.87,81.12,20.37,8.87,29.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,8.78,462.10,0.24,7.85,413.15,0.26,316.01,306.45,36.0,22.2,19.9,15.8,0.0,57.9 ,36.0,22.2,18.0,18.0,0.0,58.2 ,60.04,36.2,23.5,20.0,20.0,0.0,71.20,8.72,79.92,71.12,8.72,79.84,0,0,0,70.87,8.75,79.62,54.25,8.75,63.00,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
80,7.20,378.94,0.24,7.85,413.15,0.26,316.01,272.33,36.0,22.2,19.6,19.6,0.0,61.5 ,36.0,22.2,18.0,18.0,0.0,58.2 ,67.57,39.4,25.9,20.1,19.7,0.0,71.76,8.80,80.56,70.08,8.64,78.72,0,0,0,69.87,8.62,78.49,69.87,8.62,78.49,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
