N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,,,L3 10 10 10 16 18904 10,,,,,,,,,,,,,,
20,,,L3 20 20 20 16 9452 20,,,,,,,,,,,,,,
30,,,L3 30 30 30 16 6301 30,,,,,,,,,,,,,,
40,,,L3 40 40 40 16 4726 40,,,,,,,,,,,,,,
50,,,L3 50 50 50 16 3780 50,,,,,,,,,,,,,,
60,,,L3 60 60 60 16 3150 60,,,,,,,,,,,,,,
70,,,L3 70 70 70 16 2700 70,,,,,,,,,,,,,,
80,,,L3 80 80 80 16 2363 80,,,,,,,,,,,,,,
90,,,L3 90 90 90 16 2100 90,,,,,,,,,,,,,,
100,,,L3 100 100 100 16 1890 100,,,,,,,,,,,,,,
110,,,L3 110 110 110 16 1718 110,,,,,,,,,,,,,,
120,,,L3 120 120 120 16 1575 120,,,,,,,,,,,,,,
130,,,L3 130 130 130 16 1454 130,,,,,,,,,,,,,,
140,,,L3 140 140 140 16 1350 140,,,,,,,,,,,,,,
150,,,L3 150 150 150 16 1260 150,,,,,,,,,,,,,,
160,,,L3 160 160 160 16 1181 160,,,,,,,,,,,,,,
170,,,L3 170 170 170 16 1112 170,,,,,,,,,,,,,,
180,,,L3 180 180 180 16 1050 180,,,,,,,,,,,,,,
190,,,L3 190 190 190 16 994 190,,,,,,,,,,,,,,
200,,,L3 200 200 200 16 945 200,,,,,,,,,,,,,,
210,,,L3 210 210 210 16 900 210,,,,,,,,,,,,,,
220,,,L3 220 220 220 16 859 220,,,,,,,,,,,,,,
230,,,L3 230 230 230 16 821 230,,,,,,,,,,,,,,
240,,,L3 240 240 240 16 787 240,,,,,,,,,,,,,,
250,,,L3 250 250 250 16 756 250,,,,,,,,,,,,,,
260,,,L3 260 260 260 16 727 260,,,,,,,,,,,,,,
270,,,L3 270 270 270 16 700 270,,,,,,,,,,,,,,
280,,,L3 280 280 280 16 675 280,,,,,,,,,,,,,,
290,,,L3 290 290 290 16 651 290,,,,,,,,,,,,,,
300,,,L3 300 300 300 16 630 300,,,,,,,,,,,,,,
310,,,L3 310 310 310 16 609 310,,,,,,,,,,,,,,
320,,,L3 320 320 320 16 590 320,,,,,,,,,,,,,,
330,,,L3 330 330 330 16 572 330,,,,,,,,,,,,,,
340,,,L3 340 340 340 16 556 340,,,,,,,,,,,,,,
350,,,L3 350 350 350 16 540 350,,,,,,,,,,,,,,
360,,,L3 360 360 360 16 525 360,,,,,,,,,,,,,,
370,,,L3 370 370 370 16 510 370,,,,,,,,,,,,,,
380,,,L3 380 380 380 16 497 380,,,,,,,,,,,,,,
390,,,L3 390 390 390 16 484 390,,,,,,,,,,,,,,
400,,,L3 400 400 400 16 472 400,,,,,,,,,,,,,,
410,,,L3 410 410 410 16 461 410,,,,,,,,,,,,,,
420,,,L3 420 420 420 16 450 420,,,,,,,,,,,,,,
430,,,L3 430 430 430 16 439 430,,,,,,,,,,,,,,
440,,,L3 440 440 440 16 429 440,,,,,,,,,,,,,,
450,,,L3 450 450 450 16 420 450,,,,,,,,,,,,,,
460,,,L3 460 460 460 16 410 460,,,,,,,,,,,,,,
470,,,L3 470 470 470 16 402 470,,,,,,,,,,,,,,
480,,,L3 480 480 480 16 393 480,,,,,,,,,,,,,,
490,,,L3 490 490 490 16 385 490,,,,,,,,,,,,,,
500,,,L3 500 500 500 16 378 500,,,,,,,,,,,,,,
510,,,L3 510 510 510 16 370 510,,,,,,,,,,,,,,
520,,,L3 520 520 520 16 363 520,,,,,,,,,,,,,,
530,,,L3 530 530 530 16 356 530,,,,,,,,,,,,,,
540,,,L3 540 540 540 16 350 540,,,,,,,,,,,,,,
550,,,L3 550 550 550 16 343 550,,,,,,,,,,,,,,
560,,,L3 560 560 560 16 337 560,,,,,,,,,,,,,,
570,,,L3 570 570 570 16 331 570,,,,,,,,,,,,,,
580,,,L3 580 580 580 16 325 580,,,,,,,,,,,,,,
590,,,L3 590 590 590 16 320 590,,,,,,,,,,,,,,
600,,,L3 600 600 600 16 315 600,,,,,,,,,,,,,,
610,,,L3 610 610 610 16 309 610,,,,,,,,,,,,,,
620,,,L3 620 620 620 16 304 620,,,,,,,,,,,,,,
630,,,L3 630 630 630 16 300 630,,,,,,,,,,,,,,
640,,,L3 640 640 640 16 295 640,,,,,,,,,,,,,,
650,,,L3 650 650 650 16 290 650,,,,,,,,,,,,,,
660,,,L3 660 660 660 16 286 660,,,,,,,,,,,,,,
670,,,L3 670 670 670 16 282 670,,,,,,,,,,,,,,
680,,,L3 680 680 680 16 278 680,,,,,,,,,,,,,,
690,,,L3 690 690 690 16 273 690,,,,,,,,,,,,,,
700,,,L3 700 700 700 16 270 700,,,,,,,,,,,,,,
710,,,L3 710 710 710 16 266 710,,,,,,,,,,,,,,
720,,,L3 720 720 720 16 262 720,,,,,,,,,,,,,,
730,,,L3 730 730 730 16 258 730,,,,,,,,,,,,,,
740,,,L3 740 740 740 16 255 740,,,,,,,,,,,,,,
750,,,L3 750 750 750 16 252 750,,,,,,,,,,,,,,
760,,,L3 760 760 760 16 248 760,,,,,,,,,,,,,,
