N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,,,,2.27,18.16,,18.17,45.34,,,,,,,1056.0,788.0,0.0,0.0,0.0,1056.0 ,423.51,3385.52,0,0,0,0,0,0,0,0,0,0,0
20,2.27,18.16,,2.27,18.16,,18.17,81.75,1056.0,788.0,2.0,0.0,0.0,1056.0 ,1056.0,788.0,3.0,0.0,0.0,1056.0 ,234.85,2407.84,27.84,10.24,38.08,27.84,0,0,0,0,0,0,0
30,2.27,18.16,,2.27,18.16,,18.18,71.13,1056.0,788.0,7.0,0.0,0.0,1056.0 ,1056.0,788.0,7.0,0.0,0.0,1056.0 ,269.92,2543.28,59.20,9.28,68.48,59.20,0,0,0,0,0,0,0
40,2.27,18.16,,2.27,18.16,,18.17,80.07,1056.0,788.0,6.0,0.0,0.0,1056.0 ,1056.0,788.0,7.0,0.0,0.0,1056.0 ,239.79,2348.24,58.88,9.12,68.00,58.88,4.40,1.12,5.52,4.40,0,0,0
50,2.27,18.16,,2.27,18.16,,18.18,75.96,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,252.76,2438.48,56.64,8.80,65.44,56.64,19.28,19.28,38.56,19.28,0,0,0
60,2.27,18.16,,2.27,18.16,,18.17,86.99,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,220.73,2284.08,56.48,8.64,65.12,56.48,18.88,18.72,37.60,18.88,0,0,0
70,2.27,18.16,,2.27,18.16,,18.18,78.45,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,244.74,2350.96,54.24,8.64,62.88,54.24,18.40,18.24,36.64,18.40,0,0,0
80,2.27,18.16,,2.27,18.16,,18.18,80.76,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,237.75,2324.56,56.48,8.56,65.04,56.48,18.08,18.00,36.08,18.08,0,0,0
90,2.27,18.16,,2.27,18.16,,18.17,70.69,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,271.61,2375.68,57.20,8.72,65.92,57.20,18.00,17.92,35.92,18.00,0,0,0
100,2.27,18.16,,2.27,18.16,,18.18,85.13,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,225.52,2320.24,61.20,8.40,69.60,61.20,17.76,17.68,35.44,17.76,.08,0,.08
110,2.27,18.16,,2.27,18.16,,18.18,80.59,1056.0,788.0,7.0,8.0,0.0,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,238.24,2362.16,67.60,8.40,76.00,67.60,18.48,18.32,36.80,18.48,.40,.32,.72
120,2.27,18.16,,2.27,18.16,,18.18,81.60,1056.0,788.0,7.0,4.0,6.8,1056.0 ,1056.0,788.0,7.0,8.0,0.0,1056.0 ,235.28,2317.36,66.56,8.48,75.04,66.56,20.24,19.76,40.00,20.24,1.68,.80,2.48
130,2.27,18.16,,2.27,18.16,,18.17,72.95,1056.0,788.0,13.0,4.0,6.8,1056.0 ,1056.0,788.0,7.0,8.0,6.8,1056.0 ,263.19,2352.88,176.88,9.04,185.92,176.88,25.76,24.88,50.64,25.76,4.08,3.60,7.68
140,2.27,18.16,,2.27,18.16,,18.18,83.21,1056.0,788.0,7.0,1.1,7.4,1056.0 ,1056.0,788.0,7.0,8.0,6.8,1056.0 ,230.74,2315.44,75.44,8.56,84.00,75.44,27.92,28.64,56.56,27.92,3.76,4.72,8.48
150,2.27,18.16,,2.27,18.16,,18.18,81.15,1056.0,788.0,16.9,4.0,5.9,1056.0 ,1056.0,788.0,7.0,24.0,6.8,1056.0 ,236.59,2298.80,133.36,8.56,141.92,133.36,35.92,35.84,71.76,35.92,5.44,4.64,10.08
160,2.27,18.16,,2.27,18.16,,18.17,79.70,1056.0,788.0,14.2,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,240.89,2265.92,113.84,8.80,122.64,113.84,40.88,40.64,81.52,40.88,9.52,6.56,16.08
170,2.27,18.16,,2.27,18.16,,18.18,79.83,1056.0,788.0,12.9,16.0,8.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,240.51,2341.12,118.56,8.64,127.20,118.56,45.60,45.52,91.12,45.60,17.36,6.80,24.16
180,2.27,18.16,,2.27,18.16,,18.17,80.91,1056.0,788.0,25.0,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,237.31,2312.80,174.08,8.72,182.80,174.08,46.96,46.96,93.92,46.96,17.36,2.72,20.08
190,2.27,18.16,,2.27,18.16,,18.18,78.91,1056.0,788.0,23.0,16.0,7.4,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,243.32,2337.12,169.52,8.72,178.24,169.52,48.80,48.64,97.44,48.80,12.48,8.16,20.64
200,2.27,18.16,,2.27,18.16,,18.18,78.94,1056.0,788.0,27.0,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,243.23,2311.92,183.28,8.64,191.92,183.28,49.36,49.28,98.64,49.36,15.92,5.44,21.36
210,2.27,18.16,,2.27,18.16,,18.17,80.81,1056.0,788.0,27.0,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,237.61,2286.32,210.96,9.04,220.00,210.96,49.68,49.52,99.20,49.68,18.32,5.44,23.76
220,2.27,18.16,,2.27,18.16,,18.18,81.22,1056.0,788.0,27.0,16.0,5.6,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,236.39,2263.12,214.32,8.64,222.96,214.32,49.60,49.60,99.20,49.60,15.92,5.44,21.36
230,2.27,18.16,,2.27,18.16,,18.18,78.40,1056.0,788.0,27.0,16.0,6.5,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,244.89,2331.28,216.72,8.88,225.60,216.72,49.76,49.60,99.36,49.76,11.60,8.16,19.76
240,2.27,18.16,,2.27,18.16,,18.17,70.23,1056.0,788.0,26.1,16.0,7.4,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,273.40,2310.56,182.64,8.80,191.44,182.64,49.76,49.68,99.44,49.76,17.68,5.44,23.12
250,2.27,18.16,,2.27,18.16,,18.17,77.69,1056.0,788.0,27.0,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,247.12,2329.04,214.88,8.88,223.76,214.88,49.68,49.52,99.20,49.68,15.20,5.44,20.64
260,2.27,18.16,,2.27,18.16,,18.17,75.61,1056.0,788.0,27.0,16.0,6.8,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,253.94,2310.08,226.64,9.52,236.16,226.64,49.68,49.52,99.20,49.68,18.16,2.72,20.88
270,2.27,18.16,,2.27,18.16,,18.17,74.85,1056.0,788.0,27.0,4.0,17.7,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,256.53,2327.12,215.20,9.28,224.48,215.20,49.52,49.36,98.88,49.52,16.08,5.44,21.52
280,2.27,18.16,,2.27,18.16,,18.17,74.87,1056.0,788.0,27.0,4.0,17.7,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,256.43,2309.60,213.84,9.52,223.36,213.84,49.52,49.36,98.88,49.52,9.76,6.80,16.56
290,2.27,18.16,,2.27,18.16,,18.17,75.06,1056.0,788.0,27.0,16.0,7.4,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,255.79,2325.52,215.12,9.60,224.72,215.12,49.52,49.36,98.88,49.52,12.24,5.44,17.68
300,2.27,18.16,,2.27,18.16,,18.18,63.20,1056.0,788.0,27.0,16.0,7.4,1056.0 ,1056.0,788.0,27.0,24.0,6.8,1056.0 ,303.81,2309.28,213.44,9.84,223.28,213.44,49.68,49.52,99.20,49.68,16.08,6.88,22.96
310,,,,2.27,18.16,,18.17,73.69,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,260.56,2324.16,214.48,9.92,224.40,214.48,49.44,49.28,98.72,49.44,12.40,5.44,17.84
320,,,,2.27,18.16,,18.18,66.60,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,288.27,2308.88,222.08,10.88,232.96,222.08,49.60,49.44,99.04,49.60,9.36,5.52,14.88
330,,,,2.27,18.16,,18.18,72.23,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,265.81,2322.96,215.36,10.24,225.60,215.36,49.44,49.20,98.64,49.44,17.84,4.08,21.92
340,,,,2.27,18.16,,18.18,73.67,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,260.63,2308.64,213.84,10.08,223.92,213.84,49.36,49.20,98.56,49.36,11.76,8.24,20.00
350,,,,2.27,18.16,,18.18,68.82,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,279.00,2274.16,215.20,10.48,225.68,215.20,49.44,49.20,98.64,49.44,5.84,6.88,12.72
360,,,,2.27,18.16,,18.18,70.28,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,273.19,2308.40,215.04,10.56,225.60,215.04,49.28,49.12,98.40,49.28,12.32,6.88,19.20
370,,,,2.27,18.16,,18.18,71.20,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,269.68,2320.80,216.00,10.48,226.48,216.00,49.28,49.12,98.40,49.28,15.28,5.52,20.80
380,,,,2.27,18.16,,18.17,71.70,,,,,,,1056.0,788.0,27.0,24.0,6.8,1056.0 ,267.80,2308.16,214.24,10.48,224.72,214.24,49.28,49.12,98.40,49.28,14.64,8.24,22.88
