N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,2.047412,10 10 10 16 91750 10,4294967296,536870912,2.09,262.21,76.80,0,0,0,0,0,0,0,0,0
20,131072,2.242804,20 20 20 16 45875 20,6115295232,764411904,2.72,340.82,58.16,0,0,0,0,0,0,0,0,0
30,32768,2.086894,30 30 30 16 30583 30,5754585088,719323136,2.75,344.68,56.40,0,0,0,0,0,0,0,0,0
40,16384,2.537596,40 40 40 16 22938 40,7192182784,899022848,2.83,354.28,54.80,0,0,0,0,0,0,0,0,0
50,8192,2.655636,50 50 50 16 18350 50,7247757312,905969664,2.72,341.14,58.16,0,0,0,0,0,0,0,0,0
60,4096,2.348363,60 60 60 16 15292 60,6393430016,799178752,2.72,340.30,58.16,0,0,0,0,0,0,0,0,0
70,4096,3.554434,70 70 70 16 13107 70,10303307776,1287913472,2.89,362.33,53.28,0,0,0,0,0,0,0,0,0
80,2048,2.795788,80 80 80 16 11469 80,7775059968,971882496,2.77,347.62,56.40,0,0,0,0,0,0,0,0,0
90,1024,2.225306,90 90 90 16 10194 90,5582618624,697827328,2.50,313.58,61.92,0,0,0,0,0,0,0,0,0
100,1024,2.688090,100 100 100 16 9175 100,7710244864,963780608,2.86,358.53,54.80,0,0,0,0,0,0,0,0,0
110,1024,3.577585,110 110 110 16 8341 110,10319560704,1289945088,2.88,360.56,54.80,0,0,0,0,0,0,0,0,0
120,512,2.673961,120 120 120 16 7646 120,6729859072,841232384,2.51,314.60,61.92,0,0,0,0,0,0,0,0,0
130,512,3.109345,130 130 130 16 7058 130,8589934592,1073741824,2.75,345.32,56.40,0,0,0,0,0,0,0,0,0
140,256,2.168426,140 140 140 16 6554 140,5382291456,672786432,2.48,310.26,64.00,0,0,0,0,0,0,0,0,0
150,256,2.682646,150 150 150 16 6117 150,6639190016,829898752,2.47,309.35,64.00,0,0,0,0,0,0,0,0,0
160,256,2.871873,160 160 160 16 5734 160,8077950976,1009743872,2.81,351.59,56.40,0,0,0,0,0,0,0,0,0
170,256,3.383785,170 170 170 16 5397 170,9710862336,1213857792,2.86,358.72,54.80,0,0,0,0,0,0,0,0,0
180,256,4.025668,180 180 180 16 5097 180,11550212096,1443776512,2.86,358.64,54.80,0,0,0,0,0,0,0,0,0
190,128,2.363050,190 190 190 16 4829 190,6804144128,850518016,2.87,359.92,54.80,0,0,0,0,0,0,0,0,0
200,128,2.751873,200 200 200 16 4588 200,7948689408,993586176,2.88,361.05,54.80,0,0,0,0,0,0,0,0,0
210,128,3.189528,210 210 210 16 4369 210,9214885888,1151860736,2.88,361.13,53.28,0,0,0,0,0,0,0,0,0
220,128,3.665718,220 220 220 16 4170 220,10608877568,1326109696,2.89,361.75,53.28,0,0,0,0,0,0,0,0,0
230,64,2.099727,230 230 230 16 3989 230,6068404224,758550528,2.88,361.26,54.80,0,0,0,0,0,0,0,0,0
240,64,2.477100,240 240 240 16 3823 240,6902411264,862801408,2.78,348.31,56.40,0,0,0,0,0,0,0,0,0
250,64,2.696900,250 250 250 16 3670 250,7809531904,976191488,2.89,361.96,54.80,0,0,0,0,0,0,0,0,0
260,64,3.142189,260 260 260 16 3529 260,8792838144,1099104768,2.79,349.78,56.40,0,0,0,0,0,0,0,0,0
270,64,3.398177,270 270 270 16 3398 270,9855401984,1231925248,2.89,362.52,53.28,0,0,0,0,0,0,0,0,0
280,64,3.788038,280 280 280 16 3277 280,11000295424,1375036928,2.90,362.99,53.28,0,0,0,0,0,0,0,0,0
290,32,2.111454,290 290 290 16 3164 290,6115295232,764411904,2.89,362.03,54.80,0,0,0,0,0,0,0,0,0
300,32,2.329348,300 300 300 16 3058 300,6774679552,846834944,2.90,363.54,53.28,0,0,0,0,0,0,0,0,0
310,32,2.578262,310 310 310 16 2960 310,7479836672,934979584,2.89,362.63,53.28,0,0,0,0,0,0,0,0,0
320,32,3.056113,320 320 320 16 2867 320,8232302592,1029037824,2.69,336.71,58.16,0,0,0,0,0,0,0,0,0
330,32,3.114865,330 330 330 16 2780 330,9033613312,1129201664,2.89,362.51,54.80,0,0,0,0,0,0,0,0,0
340,32,3.401954,340 340 340 16 2699 340,9885304832,1235663104,2.90,363.22,53.28,0,0,0,0,0,0,0,0,0
350,32,3.714532,350 350 350 16 2621 350,10788913152,1348614144,2.90,363.06,53.28,0,0,0,0,0,0,0,0,0
360,32,4.043426,360 360 360 16 2549 360,11745974272,1468246784,2.90,363.11,53.28,0,0,0,0,0,0,0,0,0
370,16,2.212799,370 370 370 16 2480 370,6379012096,797376512,2.87,360.34,54.80,0,0,0,0,0,0,0,0,0
380,16,2.489607,380 380 380 16 2414 380,6913299456,864162432,2.77,347.10,56.40,0,0,0,0,0,0,0,0,0
390,16,2.601814,390 390 390 16 2353 390,7476617216,934577152,2.87,359.19,54.80,0,0,0,0,0,0,0,0,0
400,16,2.851648,400 400 400 16 2294 400,8069733376,1008716672,2.82,353.72,54.80,0,0,0,0,0,0,0,0,0
410,16,3.004504,410 410 410 16 2238 410,8693415936,1086676992,2.89,361.68,54.80,0,0,0,0,0,0,0,0,0
420,16,3.819586,420 420 420 16 2185 420,9348432896,1168554112,2.44,305.93,64.00,0,0,0,0,0,0,0,0,0
430,16,3.512753,430 430 430 16 2134 430,10035552256,1254444032,2.85,357.11,54.80,0,0,0,0,0,0,0,0,0
440,16,3.762390,440 440 440 16 2085 440,10755542016,1344442752,2.85,357.33,54.80,0,0,0,0,0,0,0,0,0
450,16,3.978749,450 450 450 16 2039 450,11509170176,1438646272,2.89,361.58,54.80,0,0,0,0,0,0,0,0,0
460,8,2.128699,460 460 460 16 1995 460,6148602368,768575296,2.88,361.05,54.80,0,0,0,0,0,0,0,0,0
470,8,2.278106,470 470 470 16 1952 470,6560206848,820025856,2.87,359.95,54.80,0,0,0,0,0,0,0,0,0
480,8,2.520541,480 480 480 16 1911 480,6989782528,873722816,2.76,346.63,56.40,0,0,0,0,0,0,0,0,0
490,8,2.687832,490 490 490 16 1872 490,7437713408,929714176,2.76,345.89,56.40,0,0,0,0,0,0,0,0,0
500,8,2.777549,500 500 500 16 1835 500,7904383488,988047936,2.84,355.72,54.80,0,0,0,0,0,0,0,0,0
510,8,3.155886,510 510 510 16 1799 510,8390176768,1048772096,2.65,332.32,60.00,0,0,0,0,0,0,0,0,0
520,8,3.100272,520 520 520 16 1764 520,8895477248,1111934656,2.86,358.65,54.80,0,0,0,0,0,0,0,0,0
530,8,3.286271,530 530 530 16 1731 530,9420668928,1177583616,2.86,358.33,54.80,0,0,0,0,0,0,0,0,0
540,8,3.456350,540 540 540 16 1699 540,9966135808,1245766976,2.88,360.42,54.80,0,0,0,0,0,0,0,0,0
550,8,3.659636,550 550 550 16 1668 550,10532261888,1316532736,2.87,359.74,54.80,0,0,0,0,0,0,0,0,0
560,8,3.933977,560 560 560 16 1638 560,11119431168,1389928896,2.82,353.31,54.80,0,0,0,0,0,0,0,0,0
570,8,4.059931,570 570 570 16 1610 570,11728027648,1466003456,2.88,361.08,54.80,0,0,0,0,0,0,0,0,0
580,4,2.235587,580 580 580 16 1582 580,6179217664,772402208,2.75,345.50,56.40,0,0,0,0,0,0,0,0,0
590,4,2.297294,590 590 590 16 1555 590,6505519104,813189888,2.82,353.97,54.80,0,0,0,0,0,0,0,0,0
600,4,2.367414,600 600 600 16 1529 600,6843110144,855388768,2.88,361.31,54.80,0,0,0,0,0,0,0,0,0
610,4,2.521381,610 610 610 16 1504 610,7192182784,899022848,2.85,356.55,54.80,0,0,0,0,0,0,0,0,0
620,4,2.710534,620 620 620 16 1480 620,7552929024,944116128,2.78,348.31,56.40,0,0,0,0,0,0,0,0,0
630,4,2.793132,630 630 630 16 1456 630,7925540864,990692608,2.83,354.68,54.80,0,0,0,0,0,0,0,0,0
640,4,3.212124,640 640 640 16 1434 640,8310210304,1038776288,2.58,323.39,60.00,0,0,0,0,0,0,0,0,0
650,4,3.032407,650 650 650 16 1412 650,8707129344,1088391168,2.86,358.91,54.80,0,0,0,0,0,0,0,0,0
660,4,3.190940,660 660 660 16 1390 660,9116489984,1139561248,2.85,357.12,54.80,0,0,0,0,0,0,0,0,0
670,4,3.326795,670 670 670 16 1369 670,9538484224,1192310528,2.86,358.39,54.80,0,0,0,0,0,0,0,0,0
680,4,3.466276,680 680 680 16 1349 680,9973304064,1246663008,2.87,359.65,54.80,0,0,0,0,0,0,0,0,0
