N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,3.561100,L2 10 10 10 16 614 10,21474836480,536870912,6.02,150.75,131.36,0,0,0,0,99937.01,186738.00,0,0,286675.01
20,65536,2.201090,L2 20 20 20 16 307 20,15288238080,382205952,6.94,173.64,108.16,19.97,8.92,.04,0,57344.00,113162.00,28.89,.04,170506.00
30,32768,3.236306,L2 30 30 30 16 205 30,28772925440,719323136,8.88,222.26,87.60,24.47,8.71,17.63,8.05,86873.00,168288.00,33.18,25.68,255161.00
40,8192,2.232490,L2 40 40 40 16 153 40,17980456960,449511424,8.05,201.34,96.80,35.22,8.52,18.34,8.45,60267.00,116472.00,43.74,26.79,176739.00
50,8192,3.927616,L2 50 50 50 16 123 50,36238786560,905969664,9.22,230.66,83.60,34.51,8.42,17.94,8.35,103479.00,201513.00,42.93,26.29,304992.00
60,4096,3.532168,L2 60 60 60 16 102 60,31967150080,799178752,9.04,226.25,83.60,34.10,8.30,18.19,8.25,94225.00,182681.00,42.40,26.44,276906.00
70,2048,2.728844,L2 70 70 70 16 88 70,25758269440,643956736,9.43,235.97,80.00,33.75,8.26,18.75,8.24,72912.00,140388.00,42.01,26.99,213300.00
80,1024,2.089012,L2 80 80 80 16 77 80,19437649920,485941248,9.30,232.61,83.60,34.39,8.24,20.50,8.22,53975.00,106822.00,42.63,28.72,160797.00
90,1024,3.573889,L2 90 90 90 16 68 90,27913093120,697827328,7.80,195.25,96.80,34.04,8.22,21.65,8.18,108460.00,197024.00,42.26,29.83,305484.00
100,1024,3.960439,L2 100 100 100 16 61 100,38551224320,963780608,9.73,243.35,76.64,33.76,8.18,19.92,8.14,5443405.36,6919846.00,41.94,28.06,12363251.36
110,512,2.731351,L2 110 110 110 16 56 110,25798901760,644972544,9.44,236.13,80.00,33.71,8.17,20.11,8.07,46863293.64,53911222.00,41.88,28.18,100774515.64
120,512,3.803271,L2 120 120 120 16 51 120,33649295360,841232384,8.84,221.18,83.60,33.96,8.16,20.56,8.13,100178222.61,104293559.00,42.12,28.69,204471781.61
130,256,2.656178,L2 130 130 130 16 47 130,21474836480,536870912,8.08,202.12,96.80,33.86,8.15,20.15,8.11,69257032.25,68287096.00,42.01,28.26,137544128.25
140,256,3.478568,L2 140 140 140 16 44 140,26911457280,672786432,7.73,193.40,96.80,33.46,8.15,20.87,8.10,87205505.29,85501911.00,41.61,28.97,172707416.29
150,256,3.594159,L2 150 150 150 16 41 150,33195950080,829898752,9.23,230.89,83.60,34.30,8.13,20.14,8.08,107346819.27,105378409.00,42.43,28.22,212725228.27
160,128,2.376532,L2 160 160 160 16 38 160,20194877440,504871936,8.49,212.43,87.60,34.71,8.13,22.12,8.10,65304310.27,64055960.00,42.84,30.22,129360270.27
170,128,2.541233,L2 170 170 170 16 36 170,24277155840,606928896,9.55,238.82,80.00,34.08,8.16,20.31,8.09,78377663.26,76930528.00,42.24,28.40,155308191.26
180,128,2.982783,L2 180 180 180 16 34 180,28875530240,721888256,9.67,242.01,76.64,34.16,8.11,20.39,8.08,93203211.26,91416433.00,42.27,28.47,184619644.26
190,128,3.464451,L2 190 190 190 16 32 190,34020720640,850518016,9.81,245.49,76.64,34.14,8.14,19.08,8.08,109965921.27,107660144.00,42.28,27.16,217626065.27
200,128,3.972456,L2 200 200 200 16 31 200,39743447040,993586176,10.00,250.11,76.64,34.94,8.19,19.26,8.08,129297859.32,125699753.00,43.13,27.34,254997612.32
210,64,2.365267,L2 210 210 210 16 29 210,23037214720,575930368,9.73,243.49,76.64,34.63,8.11,20.17,8.07,75338478.37,72836323.00,42.74,28.24,148174801.37
220,64,2.684076,L2 220 220 220 16 28 220,26522193920,663054848,9.88,247.03,76.64,34.91,8.33,19.09,8.07,87111097.40,83795854.00,43.24,27.16,170906951.40
230,64,3.080968,L2 230 230 230 16 27 230,30342021120,758550528,9.84,246.20,76.64,35.66,8.09,18.86,8.05,100049581.44,95837921.00,43.75,26.91,195887502.44
240,64,3.619483,L2 240 240 240 16 25 240,34512056320,862801408,9.53,238.37,80.00,35.85,8.42,24.80,8.07,113631135.42,108991894.00,44.27,32.87,222623029.42
250,32,2.035621,L2 250 250 250 16 24 250,19523829760,488095744,9.58,239.77,80.00,35.17,8.09,21.01,8.06,64542306.46,61626774.00,43.26,29.07,126169080.46
260,32,2.171012,L2 260 260 260 16 24 260,21982095360,549552384,10.12,253.13,76.64,36.39,8.18,21.01,8.06,73134375.51,69355274.00,44.57,29.07,142489649.51
270,32,2.498436,L2 270 270 270 16 23 270,24638504960,615962624,9.85,246.53,76.64,38.48,8.12,19.46,8.05,81973088.51,77721771.00,46.60,27.51,159694859.51
280,32,2.740188,L2 280 280 280 16 22 280,27500738560,687518464,10.03,250.89,76.64,36.44,8.12,20.78,8.06,91749251.53,86727440.00,44.56,28.84,178476691.53
290,32,3.119660,L2 290 290 290 16 21 290,30576476160,764411904,9.79,245.02,76.64,41.70,8.09,21.22,8.04,102245189.55,96400383.00,49.79,29.26,198645572.55
300,32,3.383494,L2 300 300 300 16 20 300,33873397760,846834944,10.01,250.28,76.64,40.88,8.10,22.48,8.05,113459351.57,106765942.00,48.98,30.53,220225293.57
310,32,3.768613,L2 310 310 310 16 20 310,37399183360,934979584,9.92,248.09,76.64,39.85,8.25,20.93,8.05,125360645.58,117860285.00,48.10,28.98,243220930.58
320,16,2.401173,L2 320 320 320 16 19 320,20580756480,514518912,8.57,214.27,87.60,37.97,8.32,24.91,8.05,69077990.59,64864142.00,46.29,32.96,133942132.59
330,16,2.304347,L2 330 330 330 16 18 330,22584033280,564600832,9.79,245.01,76.64,40.28,8.24,21.53,8.05,75786007.58,71147647.00,48.52,29.58,146933654.58
340,16,2.431909,L2 340 340 340 16 18 340,24713262080,617831552,10.16,254.05,73.60,41.58,8.24,22.48,8.03,83177569.61,77841279.00,49.82,30.51,161018848.61
350,16,2.721051,L2 350 350 350 16 17 350,26972282880,674307072,9.91,247.80,76.64,42.40,8.30,19.37,8.04,90618707.59,84940206.00,50.70,27.41,175558913.59
360,16,2.871900,L2 360 360 360 16 17 360,29364935680,734123392,10.22,255.62,73.60,42.97,8.52,21.03,8.03,98810253.61,92456290.00,51.49,29.06,191266543.61
370,16,3.251717,L2 370 370 370 16 16 370,31895060480,797376512,9.80,245.21,76.64,43.62,8.34,21.48,8.04,107213669.60,100413757.00,51.96,29.52,207627426.60
380,16,3.390031,L2 380 380 380 16 16 380,34566497280,864162432,10.19,254.91,73.60,43.42,8.38,20.09,8.03,116194383.60,108795119.00,51.80,28.12,224989502.60
390,16,3.741892,L2 390 390 390 16 16 390,37383086080,934577152,9.98,249.75,76.64,43.11,8.44,23.47,8.03,125736014.61,117660688.00,51.55,31.50,243396702.61
400,8,2.001502,L2 400 400 400 16 15 400,20174333440,504358336,10.07,251.98,76.64,55.29,8.66,24.85,8.04,67779732.60,63490148.00,63.95,32.89,131269880.60
410,8,2.217196,L2 410 410 410 16 15 410,21733539840,543338496,9.80,245.05,76.64,51.94,8.63,22.20,8.04,73058153.60,68387869.00,60.57,30.24,141446022.60
420,8,2.564475,L2 420 420 420 16 15 420,23371082240,584277056,9.11,227.83,83.60,55.97,8.84,25.94,8.02,78597395.60,73540018.00,64.81,33.96,152137413.60
430,8,2.555016,L2 430 430 430 16 14 430,25088880640,627222016,9.81,245.48,76.64,45.97,8.49,25.28,8.04,84266833.59,78933378.00,54.46,33.32,163200211.59
440,8,2.854108,L2 440 440 440 16 14 440,26888855040,672221376,9.41,235.52,80.00,46.31,8.65,22.23,8.03,90350168.60,84582665.00,54.96,30.26,174932833.60
450,8,2.923449,L2 450 450 450 16 14 450,28772925440,719323136,9.84,246.05,76.64,54.80,8.65,21.87,8.03,96539643.58,90497089.00,63.45,29.90,187036732.58
