N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,4.37,336.15,0.12,5.89,453.07,0.16,510.44,269.06,16.0,16.0,27.0,0.0,0.0,43.0 ,16.0,16.0,20.0,0.0,0.0,36.0 ,68.39,92.88,10.56,103.44,0,0,0,.08,0,.08,97.00,10.87,107.87,0,0,0,0,0,0,72.00,8.00,80.00,0,0,0,0,0,0
20,4.30,330.76,0.14,4.91,377.69,0.14,306.26,267.57,16.0,16.0,25.2,23.1,0.0,64.3 ,16.0,16.0,24.0,20.0,0.0,60.0 ,68.77,87.44,8.88,96.32,89.60,8.32,97.92,.08,0,.08,91.62,9.00,100.62,83.25,9.12,92.37,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
30,4.52,347.69,0.12,4.91,377.69,0.14,306.26,325.39,16.0,16.0,26.1,21.9,0.0,64.0 ,16.0,16.0,24.0,20.0,0.0,60.0 ,56.55,96.40,8.64,105.04,83.36,8.64,92.00,.08,0,.08,95.62,8.62,104.24,79.00,8.62,87.62,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
40,,,,4.91,377.69,0.14,306.26,268.12,16.0,16.0,166.4,21.3,0.0,203.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,68.63,102.96,9.04,112.00,82.88,8.48,91.36,.08,0,.08,601.62,64.00,665.62,76.62,8.37,84.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
50,4.42,340.00,0.14,4.91,377.69,0.14,306.26,334.43,16.0,16.0,25.2,22.5,0.0,63.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,55.02,93.44,8.40,101.84,84.72,8.32,93.04,.08,0,.08,92.25,8.37,100.62,81.62,8.37,89.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
60,4.06,312.30,0.13,4.14,318.46,0.14,287.12,308.70,16.0,16.0,24.9,24.5,0.0,65.4 ,16.0,16.0,24.0,24.0,0.0,64.0 ,59.60,92.88,8.32,101.20,89.76,8.24,98.00,.48,0,.48,91.50,8.25,99.75,89.50,8.25,97.75,0,0,0,88.00,8.00,96.00,88.00,8.00,96.00,0,0,0
70,2.83,217.69,0.21,2.19,168.46,0.16,167.05,232.39,16.0,16.0,24.8,24.8,35.6,101.2 ,16.0,16.0,24.0,24.0,46.0,110.0 ,79.18,92.32,8.24,100.56,91.52,8.24,99.76,17.12,.72,17.84,91.00,8.25,99.25,91.00,8.25,99.25,55.25,6.62,61.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
80,,,,2.19,168.46,0.16,167.05,141.24,16.0,16.0,180.2,164.0,47.3,407.5 ,16.0,16.0,24.0,24.0,46.0,110.0 ,130.28,98.56,8.64,107.20,91.68,8.16,99.84,55.92,5.60,61.52,656.62,64.00,720.62,600.37,55.75,656.12,74.12,8.25,82.37,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
90,2.13,163.84,0.16,2.19,168.46,0.16,167.05,133.35,16.0,16.0,24.6,24.6,47.2,112.4 ,16.0,16.0,24.0,24.0,46.0,110.0 ,137.98,91.60,8.24,99.84,90.88,8.16,99.04,73.36,8.24,81.60,90.25,8.25,98.50,90.25,8.25,98.50,73.87,8.25,82.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
100,2.14,164.61,0.16,2.19,168.46,0.16,167.05,131.34,16.0,16.0,24.5,24.5,47.0,112.1 ,16.0,16.0,24.0,24.0,46.0,110.0 ,140.10,91.20,8.16,99.36,90.48,8.16,98.64,74.56,8.24,82.80,90.00,8.12,98.12,90.00,8.12,98.12,73.62,8.12,81.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
110,2.14,164.61,0.16,2.19,168.46,0.16,167.05,131.55,16.0,16.0,24.5,24.5,46.9,111.9 ,16.0,16.0,24.0,24.0,46.0,110.0 ,139.88,90.96,8.16,99.12,90.32,8.08,98.40,74.40,8.24,82.64,89.87,8.12,97.99,89.87,8.12,97.99,73.50,8.12,81.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
120,,,,2.19,168.46,0.16,167.05,129.63,16.0,16.0,166.1,24.4,46.8,253.4 ,16.0,16.0,24.0,24.0,46.0,110.0 ,141.94,98.88,8.56,107.44,90.24,8.08,98.32,74.24,8.24,82.48,600.50,64.00,664.50,89.62,8.12,97.74,73.37,8.12,81.49,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
130,2.15,165.38,0.16,2.19,168.46,0.16,167.05,132.60,16.0,16.0,26.4,24.4,46.8,113.6 ,16.0,16.0,24.0,24.0,46.0,110.0 ,138.76,92.80,8.32,101.12,89.92,8.08,98.00,74.08,8.24,82.32,97.62,8.12,105.74,89.50,8.12,97.62,73.25,8.12,81.37,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
140,2.15,165.38,0.16,2.19,168.46,0.16,167.05,131.46,16.0,16.0,24.4,24.4,46.7,111.5 ,16.0,16.0,24.0,24.0,46.0,110.0 ,139.96,90.64,8.16,98.80,89.76,7.76,97.52,73.92,8.16,82.08,89.37,8.12,97.49,89.37,8.12,97.49,73.12,8.12,81.24,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
150,2.15,165.38,0.16,2.19,168.46,0.16,167.05,129.83,16.0,16.0,24.4,24.4,46.7,111.4 ,16.0,16.0,24.0,24.0,46.0,110.0 ,141.72,90.96,8.16,99.12,89.76,7.76,97.52,73.76,8.16,81.92,89.37,8.12,97.49,89.37,8.12,97.49,73.12,8.12,81.24,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
160,,,,2.19,168.46,0.16,167.05,126.48,16.0,16.0,194.1,166.1,46.6,422.8 ,16.0,16.0,24.0,24.0,46.0,110.0 ,145.47,96.08,8.56,104.64,90.40,7.84,98.24,73.76,8.16,81.92,712.25,64.00,776.25,600.37,64.00,664.37,73.00,8.12,81.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
170,2.16,166.15,0.16,2.19,168.46,0.16,167.05,133.31,16.0,16.0,24.3,24.3,46.6,111.2 ,16.0,16.0,24.0,24.0,46.0,110.0 ,138.03,90.40,8.08,98.48,89.52,7.76,97.28,73.68,8.16,81.84,89.12,8.12,97.24,89.12,8.12,97.24,73.00,8.12,81.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
180,2.16,166.15,0.16,2.19,168.46,0.16,167.05,132.93,16.0,16.0,24.3,24.3,46.5,111.1 ,16.0,16.0,24.0,24.0,46.0,110.0 ,138.42,90.48,8.08,98.56,89.36,7.76,97.12,73.60,8.16,81.76,89.12,8.12,97.24,89.12,8.12,97.24,72.87,8.00,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
190,2.16,166.15,0.16,2.19,168.46,0.16,167.05,133.38,16.0,16.0,24.3,24.3,46.5,111.1 ,16.0,16.0,24.0,24.0,46.0,110.0 ,137.95,90.64,8.16,98.80,89.36,7.76,97.12,73.52,8.16,81.68,89.00,8.12,97.12,89.00,8.12,97.12,72.87,8.12,80.99,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
200,,,,2.19,168.46,0.16,167.05,131.83,16.0,16.0,166.1,24.3,46.5,252.9 ,16.0,16.0,24.0,24.0,46.0,110.0 ,139.57,93.36,8.40,101.76,89.36,7.76,97.12,73.60,8.16,81.76,600.37,64.00,664.37,89.00,8.12,97.12,72.87,8.12,80.99,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
210,2.17,166.92,0.16,2.19,168.46,0.16,167.05,130.61,16.0,16.0,24.3,24.3,46.4,110.9 ,16.0,16.0,24.0,24.0,46.0,110.0 ,140.88,90.48,8.16,98.64,89.52,7.76,97.28,73.60,8.16,81.76,88.87,8.12,96.99,88.87,8.12,96.99,72.75,8.00,80.75,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
220,2.16,166.15,0.16,2.19,168.46,0.16,167.05,133.04,16.0,16.0,24.2,24.2,46.5,110.9 ,16.0,16.0,24.0,24.0,46.0,110.0 ,138.30,90.40,8.16,98.56,89.20,7.76,96.96,73.60,8.16,81.76,88.87,8.12,96.99,88.87,8.12,96.99,72.75,8.12,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
230,2.16,166.15,0.16,2.19,168.46,0.16,167.05,132.91,16.0,16.0,24.2,24.2,46.4,110.9 ,16.0,16.0,24.0,24.0,46.0,110.0 ,138.44,90.48,8.16,98.64,89.20,7.76,96.96,73.68,8.16,81.84,88.87,8.12,96.99,88.87,8.12,96.99,72.75,8.12,80.87,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
240,,,,2.19,168.46,0.16,167.05,129.56,16.0,16.0,180.1,164.1,46.4,406.5 ,16.0,16.0,24.0,24.0,46.0,110.0 ,142.02,92.00,8.40,100.40,89.28,7.76,97.04,73.76,8.16,81.92,656.25,64.00,720.25,600.25,55.87,656.12,72.62,8.12,80.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
250,2.17,166.92,0.16,2.19,168.46,0.16,167.05,131.89,16.0,16.0,24.2,24.2,46.4,110.8 ,16.0,16.0,24.0,24.0,46.0,110.0 ,139.51,90.48,8.16,98.64,89.12,7.76,96.88,73.92,8.16,82.08,88.75,8.12,96.87,88.75,8.12,96.87,72.62,8.00,80.62,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
