N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,4.29,330.00,0.12,5.78,444.61,0.16,511.11,302.70,16.0,16.0,27.0,0.0,0.0,43.0 ,16.0,16.0,20.0,0.0,0.0,36.0 ,60.79,13.0,28.2,25.2,0.0,0.0,91.20,9.60,100.80,0,0,0,0,0,0,97.00,10.87,107.87,0,0,0,0,0,0,72.00,8.00,80.00,0,0,0,0,0,0
20,3.83,294.61,0.14,4.42,340.00,0.16,306.66,274.69,16.0,16.0,25.2,23.1,0.0,64.3 ,16.0,16.0,24.0,20.0,0.0,60.0 ,66.99,14.6,29.6,24.2,23.9,0.0,87.68,9.28,96.96,86.72,8.88,95.60,0,0,0,91.62,9.00,100.62,83.25,9.12,92.37,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
30,4.03,310.00,0.15,4.42,340.00,0.16,306.53,324.53,16.0,16.0,26.1,21.9,0.0,64.0 ,16.0,16.0,24.0,20.0,0.0,60.0 ,56.70,9.9,19.2,26.3,22.9,0.0,96.40,8.72,105.12,83.12,8.64,91.76,0,0,0,95.62,8.62,104.24,79.00,8.62,87.62,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
40,,,,4.42,340.00,0.16,306.66,271.55,16.0,16.0,166.4,21.3,0.0,203.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,67.76,11.6,22.4,27.7,22.7,0.0,101.84,8.80,110.64,82.32,8.48,90.80,0,0,0,601.62,64.00,665.62,76.62,8.37,84.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
50,3.93,302.30,0.14,4.42,340.00,0.16,306.66,333.19,16.0,16.0,25.2,22.5,0.0,63.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,55.22,9.4,17.9,25.4,23.1,0.0,93.12,8.40,101.52,84.00,8.32,92.32,0,0,0,92.25,8.37,100.62,81.62,8.37,89.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
60,3.61,277.69,0.13,3.68,283.07,0.14,287.50,297.34,16.0,16.0,24.9,24.5,0.0,65.4 ,16.0,16.0,24.0,24.0,0.0,64.0 ,61.88,10.7,20.2,25.1,24.7,1.2,92.08,8.32,100.40,90.56,8.24,98.80,1.76,.08,1.84,91.50,8.25,99.75,89.50,8.25,97.75,0,0,0,88.00,8.00,96.00,88.00,8.00,96.00,0,0,0
70,2.19,168.46,0.16,2.30,176.92,0.16,158.62,184.59,16.0,16.0,24.8,24.8,54.4,120.0 ,16.0,16.0,24.0,24.0,52.0,116.0 ,99.68,9.3,17.3,24.9,24.9,34.4,91.36,8.24,99.60,91.52,8.16,99.68,47.12,5.76,52.88,91.00,8.25,99.25,91.00,8.25,99.25,74.87,8.87,83.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
80,,,,2.30,176.92,0.16,158.62,152.58,16.0,16.0,180.2,164.0,53.4,413.6 ,16.0,16.0,24.0,24.0,52.0,116.0 ,120.59,10.3,19.1,26.5,24.7,53.1,97.44,8.56,106.00,91.04,7.68,98.72,73.60,8.24,81.84,656.62,64.00,720.62,600.37,55.75,656.12,74.00,8.25,82.25,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
90,2.24,172.30,0.16,2.30,176.92,0.16,158.55,157.40,16.0,16.0,24.6,24.6,53.3,118.6 ,16.0,16.0,24.0,24.0,52.0,116.0 ,116.90,9.3,17.0,24.8,24.7,54.1,90.80,8.24,99.04,90.72,8.08,98.80,74.96,8.24,83.20,90.25,8.25,98.50,90.25,8.25,98.50,73.87,8.25,82.12,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
100,2.24,172.30,0.16,2.30,176.92,0.16,158.55,155.23,16.0,16.0,24.6,24.6,53.2,118.3 ,16.0,16.0,24.0,24.0,52.0,116.0 ,118.53,10.1,18.5,24.6,24.6,53.7,90.16,8.16,98.32,90.32,8.08,98.40,74.48,8.16,82.64,90.00,8.12,98.12,90.00,8.12,98.12,73.75,8.25,82.00,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
