,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,10.63,708.66,CPU bound,10.63,708.66,,708.19,266.76,27.1,14.0,0.0,0.0,0.0,27.1 ,27.1,14.0,0.0,0.0,0.0,27.1 ,71.97,46.8,45.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.63,708.66,CPU bound,10.63,708.66,,708.19,561.87,27.1,14.0,4.3,0.0,0.0,27.1 ,27.1,14.0,3.0,0.0,0.0,27.1 ,34.17,14.6,20.2,4.5,0.0,0.0,26.08,10.32,36.40,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,9.05,603.33,0.23,10.33,688.66,0.27,708.48,535.91,27.1,14.0,8.0,0.0,0.0,27.1 ,27.1,14.0,7.0,0.0,0.0,27.1 ,35.83,15.9,19.9,7.5,0.0,0.0,50.24,9.36,59.60,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,9.15,610.00,0.24,10.33,688.66,0.27,708.19,557.62,27.1,14.0,7.9,0.0,0.0,27.1 ,27.1,14.0,7.0,0.0,0.0,27.1 ,34.43,14.5,16.1,8.0,5.0,0.0,54.80,9.04,63.84,4.96,4.96,9.92,0,0,0,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,9.37,624.66,0.24,10.33,688.66,0.27,661.79,584.28,27.1,14.0,7.7,9.5,0.0,31.2 ,27.1,14.0,7.0,8.0,0.0,29.0 ,32.86,15.1,16.8,7.8,18.8,0.0,53.28,8.72,62.00,18.80,18.80,37.60,0,0,0,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,9.54,636.00,0.25,10.33,688.66,0.27,661.79,581.52,27.1,14.0,7.6,9.4,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,33.02,14.4,15.0,7.6,18.9,0.0,52.48,8.64,61.12,18.88,18.88,37.76,0,0,0,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,9.65,643.33,0.25,10.33,688.66,0.27,662.06,623.28,27.1,14.0,7.5,9.5,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,30.80,14.7,15.7,7.5,18.4,0.0,51.68,8.48,60.16,18.40,18.40,36.80,0,0,0,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,9.73,648.66,0.25,10.33,688.66,0.27,661.79,592.51,27.1,14.0,7.4,9.6,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,32.40,14.6,14.4,7.5,18.1,0.0,51.76,8.48,60.24,18.08,18.08,36.16,0,0,0,51.00,8.37,59.37,19.25,8.37,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
