,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
680,,,,2.25,173.07,0.14,,,22.9,18.0,85.0,4.0,30.4,137.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,616.00,64.00,680.00,0,8.00,8.00,88.37,8.00,96.37,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
690,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.37,8.00,96.37,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
700,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.5,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.37,8.12,96.49,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
710,4.46,343.07,0.12,2.25,173.07,0.14,,,22.9,18.0,14.0,8.0,9.5,49.6 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,16.00,8.00,24.00,24.12,9.50,33.62,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
720,,,,2.25,173.07,0.14,,,22.9,18.0,85.0,4.0,30.4,137.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,616.00,64.00,680.00,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
730,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
740,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
750,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.5 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
760,,,,2.25,173.07,0.14,,,22.9,18.0,85.0,4.0,30.4,137.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,616.00,64.00,680.00,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
770,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
780,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
790,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
800,,,,2.25,173.07,0.14,,,22.9,18.0,99.0,4.0,30.4,151.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,728.00,64.00,792.00,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
810,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
820,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
830,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
840,,,,2.25,173.07,0.14,,,22.9,18.0,85.0,4.0,30.4,137.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,616.00,64.00,680.00,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
850,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
860,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
870,2.07,159.23,0.07,2.25,173.07,0.14,,,22.9,18.0,14.0,4.0,30.4,66.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,104.25,8.00,112.25,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
880,,,,2.25,173.07,0.14,,,22.9,18.0,85.0,4.0,30.4,137.4 ,22.9,18.0,14.0,44.0,30.3,106.3 ,,,,,,,,,,,616.00,64.00,680.00,0,8.00,8.00,88.25,8.00,96.25,104.00,8.00,112.00,88.00,8.00,96.00,88.00,8.00,96.00
