N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,9.71,511.05,CPU bound,9.71,511.05,,510.44,254.21,36.0,22.2,0.0,0.0,0.0,36.0 ,36.0,22.2,0.0,0.0,0.0,36.0 ,72.38,39.9,50.3,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.71,511.05,CPU bound,9.71,511.05,,510.44,235.10,36.0,22.2,11.1,0.0,0.0,36.0 ,36.0,22.2,6.0,0.0,0.0,36.0 ,78.27,54.0,42.7,12.1,0.0,0.1,36.88,11.36,48.24,0,0,0,.08,0,.08,32.75,11.62,44.37,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,7.50,394.73,0.21,9.56,503.15,0.26,397.74,298.15,36.0,22.2,23.0,7.8,0.0,53.0 ,36.0,22.2,18.0,6.0,0.0,46.2 ,61.71,36.6,26.0,23.3,8.0,0.1,83.12,10.00,93.12,23.20,8.96,32.16,.08,0,.08,81.87,10.00,91.87,21.37,9.87,31.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
40,7.97,419.47,0.22,9.56,503.15,0.26,397.74,258.42,36.0,22.2,21.6,7.9,0.0,51.7 ,36.0,22.2,18.0,6.0,0.0,46.2 ,71.20,43.4,30.4,21.8,8.9,0.1,77.60,9.52,87.12,26.16,9.44,35.60,.08,0,.08,76.87,9.37,86.24,22.12,9.37,31.49,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,8.29,436.31,0.23,9.56,503.15,0.26,397.74,304.98,36.0,22.2,20.8,7.4,0.0,50.4 ,36.0,22.2,18.0,6.0,0.0,46.2 ,60.33,36.3,24.1,20.8,13.4,0.1,74.16,9.12,83.28,44.56,9.12,53.68,.08,0,.08,74.00,9.12,83.12,20.62,9.12,29.74,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,8.48,446.31,0.23,9.56,503.15,0.26,397.74,276.14,36.0,22.2,20.3,7.3,0.0,49.8 ,36.0,22.2,18.0,6.0,0.0,46.2 ,66.63,40.6,27.3,20.4,14.6,0.1,72.80,8.96,81.76,49.36,8.88,58.24,.08,0,.08,72.25,8.87,81.12,20.37,8.87,29.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,8.65,455.26,0.24,8.07,424.73,0.26,315.73,311.56,36.0,22.2,19.9,15.8,0.0,57.9 ,36.0,22.2,18.0,18.0,0.0,58.2 ,59.06,36.2,23.5,19.9,19.9,0.1,71.04,8.72,79.76,71.04,8.72,79.76,.08,0,.08,70.87,8.75,79.62,54.25,8.75,63.00,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
80,7.39,388.94,0.24,8.07,424.73,0.26,315.73,277.97,36.0,22.2,19.6,19.6,0.0,61.5 ,36.0,22.2,18.0,18.0,0.0,58.2 ,66.19,39.4,25.9,20.1,19.7,0.1,71.60,8.80,80.40,70.00,8.72,78.72,.08,0,.08,69.87,8.62,78.49,69.87,8.62,78.49,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
90,7.55,397.36,0.25,8.07,424.73,0.26,315.73,271.16,36.0,22.2,19.4,19.2,0.0,60.9 ,36.0,22.2,18.0,18.0,0.0,58.2 ,67.86,36.1,23.1,19.5,19.3,0.1,69.52,8.56,78.08,68.56,8.56,77.12,.08,0,.08,69.25,8.62,77.87,68.37,8.62,76.99,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
100,7.52,395.78,0.25,8.07,424.73,0.26,315.73,290.35,36.0,22.2,19.3,19.3,0.0,60.8 ,36.0,22.2,18.0,18.0,0.0,58.2 ,63.37,38.7,25.0,19.4,19.4,0.2,69.20,8.56,77.76,68.88,8.48,77.36,.16,.08,.24,68.75,8.50,77.25,68.75,8.50,77.25,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
110,7.58,398.94,0.25,8.07,424.73,0.26,315.73,311.12,36.0,22.2,19.2,19.2,0.0,60.5 ,36.0,22.2,18.0,18.0,0.0,58.2 ,59.14,36.2,22.9,19.3,19.3,2.8,68.56,8.48,77.04,68.88,8.48,77.36,2.64,1.92,4.56,68.25,8.50,76.75,68.25,8.50,76.75,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
120,7.62,401.05,0.25,8.07,424.73,0.26,254.16,282.64,36.0,22.2,19.1,19.1,15.1,75.4 ,36.0,22.2,18.0,18.0,14.1,72.3 ,65.10,38.2,24.5,19.1,19.2,8.3,68.16,8.40,76.56,68.24,8.40,76.64,8.64,5.44,14.08,67.87,8.37,76.24,67.87,8.37,76.24,17.25,8.37,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
