N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.732930,L2 10 10 10 16 409 10,11324620800,452984832,4.14,165.74,114.96,0,0,0,0,849999.00,195546.01,0,0,1045545.01
20,262144,3.617597,L2 20 20 20 16 204 20,26843545600,1073741824,7.41,296.81,63.44,18.87,6.98,0,0,1142977.00,261550.00,25.85,0,1404527.00
30,65536,3.184080,L2 30 30 30 16 136 30,28796518400,1151860736,9.04,361.75,51.04,40.87,7.53,16.67,6.94,993979.00,229101.00,48.40,23.61,1223080.00
40,32768,3.938114,L2 40 40 40 16 102 40,38220595200,1528823808,9.70,388.21,48.40,46.66,7.65,17.81,7.58,1226662.00,282775.00,54.31,25.39,1509437.00
50,16384,3.815875,L2 50 50 50 16 81 50,39868825600,1594753024,10.44,417.92,44.80,46.83,7.70,18.17,7.66,1177961.00,272422.00,54.53,25.83,1450383.00
60,8192,3.445251,L2 60 60 60 16 68 60,35966156800,1438646272,10.43,417.57,44.80,47.32,7.82,20.69,7.73,1076464.00,247029.00,55.14,28.42,1323493.00
70,4096,2.622480,L2 70 70 70 16 58 70,29439590400,1177583616,11.22,449.03,41.76,45.89,7.80,24.58,7.76,824558.00,187762.00,53.69,32.34,1012320.00
80,2048,2.127498,L2 80 80 80 16 51 80,22475571200,899022848,10.56,422.57,44.80,48.92,7.91,23.55,7.82,676632.00,155317.00,56.83,31.37,831949.00
90,2048,3.041637,L2 90 90 90 16 45 90,32566067200,1302642688,10.70,428.26,43.76,47.74,7.83,22.07,7.80,944119.00,218053.00,55.57,29.87,1162172.00
100,2048,3.998038,L2 100 100 100 16 40 100,45298483200,1811939328,11.32,453.20,40.88,48.25,7.87,22.09,7.85,2758284.00,1140477.00,56.12,29.94,3898761.00
110,1024,2.598666,L2 110 110 110 16 37 110,30490009600,1219600384,11.73,469.31,40.00,48.11,7.87,21.38,7.84,25402650.00,14720599.00,55.98,29.22,40123249.00
120,1024,3.845686,L2 120 120 120 16 34 120,39958937600,1598357504,10.38,415.62,44.80,48.47,7.90,22.93,7.87,201677973.00,114534310.00,56.37,30.80,316212283.00
