N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,9.97,766.92,CPU bound,9.97,766.92,,766.66,269.04,24.0,14.0,0.0,0.0,0.0,24.0 ,24.0,14.0,0.0,0.0,0.0,24.0 ,68.39,49.2,49.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.97,766.92,CPU bound,9.97,766.92,,766.66,482.38,24.0,14.0,11.2,0.0,0.0,25.2 ,24.0,14.0,8.0,0.0,0.0,24.0 ,38.14,24.4,18.8,11.6,2.9,0.0,36.48,10.00,46.48,10.08,1.36,11.44,0,0,0,34.87,10.00,44.87,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,6.12,470.76,0.17,7.23,556.15,0.20,484.00,426.50,24.0,14.0,18.9,10.0,0.0,42.9 ,24.0,14.0,16.0,8.0,0.0,38.0 ,43.14,30.2,21.8,17.3,10.6,0.0,59.76,9.36,69.12,33.28,9.28,42.56,0,0,0,66.25,9.25,75.50,30.62,9.25,39.87,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
40,6.42,493.84,0.18,7.23,556.15,0.20,484.00,444.85,24.0,14.0,18.0,9.4,0.0,41.4 ,24.0,14.0,16.0,8.0,0.0,38.0 ,41.36,24.1,16.1,18.2,10.0,0.0,63.84,8.96,72.80,31.04,8.96,40.00,0,0,0,63.25,8.87,72.12,28.62,8.87,37.49,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
50,6.57,505.38,0.18,7.23,556.15,0.20,484.00,462.42,24.0,14.0,17.6,9.1,0.0,40.7 ,24.0,14.0,16.0,8.0,0.0,38.0 ,39.79,27.5,18.4,17.7,9.8,0.0,61.92,8.72,70.64,30.56,8.72,39.28,0,0,0,61.75,8.75,70.50,27.62,8.75,36.37,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
60,6.69,514.61,0.19,7.23,556.15,0.20,484.00,442.54,24.0,14.0,17.3,9.0,0.0,40.3 ,24.0,14.0,16.0,8.0,0.0,38.0 ,41.58,24.0,15.3,17.5,11.5,0.0,61.36,8.72,70.08,37.60,8.56,46.16,0,0,0,60.62,8.62,69.24,27.37,8.62,35.99,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
70,6.76,520.00,0.19,5.53,425.38,0.20,399.82,473.21,24.0,14.0,17.1,11.4,0.0,42.5 ,24.0,14.0,16.0,16.0,0.0,46.0 ,38.88,26.5,17.0,17.2,13.8,0.0,60.32,8.48,68.80,46.56,8.48,55.04,0,0,0,60.00,8.50,68.50,37.12,8.50,45.62,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
80,5.25,403.84,0.19,5.53,425.38,0.20,400.00,418.87,24.0,14.0,17.0,16.8,0.0,47.8 ,24.0,14.0,16.0,16.0,0.0,46.0 ,43.93,24.0,15.0,17.2,16.2,0.1,60.16,8.48,68.64,56.56,8.40,64.96,.16,.08,.24,59.37,8.37,67.74,59.00,8.37,67.37,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
90,5.33,410.00,0.20,5.53,425.38,0.20,400.00,426.00,24.0,14.0,16.9,16.6,0.0,47.4 ,24.0,14.0,16.0,16.0,0.0,46.0 ,43.19,25.9,16.3,16.9,16.8,1.3,59.28,8.40,67.68,58.64,8.32,66.96,1.60,.40,2.00,59.00,8.37,67.37,58.00,8.37,66.37,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
100,5.11,393.07,0.34,5.53,425.38,0.20,269.67,339.17,24.0,14.0,16.8,16.8,26.6,74.1 ,24.0,14.0,16.0,16.0,22.2,68.2 ,54.25,24.1,14.8,16.8,16.8,14.0,58.88,8.32,67.20,58.96,8.24,67.20,14.40,5.84,20.24,58.62,8.37,66.99,58.62,8.37,66.99,28.25,10.00,38.25,56.00,8.00,64.00,56.00,8.00,64.00,24.00,8.00,32.00
