,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,15.81,2258.57,CPU bound,15.81,2258.57,,2257.88,616.25,8.5,8.0,0.0,0.0,0.0,8.5 ,8.5,8.0,0.0,0.0,0.0,8.5 ,31.16,14.8,16.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.89,1555.71,0.24,13.14,1877.14,0.29,1744.72,432.30,8.5,8.0,3.6,0.0,0.0,11.6 ,8.5,8.0,3.0,0.0,0.0,11.0 ,44.41,30.1,30.2,3.6,0.0,0.0,19.84,8.88,28.72,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.65,1664.28,0.26,13.14,1877.14,0.29,1744.72,797.28,8.5,8.0,3.4,0.0,0.0,11.4 ,8.5,8.0,3.0,0.0,0.0,11.0 ,24.08,12.7,14.1,3.7,0.0,0.0,20.72,8.64,29.36,0,0,0,0,0,0,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,6.34,905.71,0.16,6.75,964.28,0.17,1476.30,898.02,8.5,8.0,5.3,0.0,0.0,13.3 ,8.5,8.0,5.0,0.0,0.0,13.0 ,21.38,12.0,11.7,5.4,6.8,0.0,34.40,8.56,42.96,6.80,6.72,13.52,0,0,0,34.12,8.37,42.49,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,5.65,807.14,0.20,6.75,964.28,0.17,913.90,858.77,8.5,8.0,5.3,8.7,0.0,22.0 ,8.5,8.0,5.0,8.0,0.0,21.0 ,22.36,10.8,11.1,5.3,17.5,0.0,33.84,8.40,42.24,17.52,17.44,34.96,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,5.66,808.57,0.20,6.75,964.28,0.17,913.90,936.32,8.5,8.0,5.2,8.7,0.0,21.9 ,8.5,8.0,5.0,8.0,0.0,21.0 ,20.51,11.1,11.1,5.2,17.4,0.0,33.68,8.32,42.00,17.36,17.36,34.72,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,5.63,804.28,0.20,6.75,964.28,0.17,913.90,1062.24,8.5,8.0,5.2,8.7,0.0,21.9 ,8.5,8.0,5.0,8.0,0.0,21.0 ,18.08,9.4,9.0,5.2,17.2,0.0,33.28,8.24,41.52,17.20,17.20,34.40,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,5.59,798.57,0.20,6.75,964.28,0.17,913.90,1066.49,8.5,8.0,5.2,8.8,0.0,22.0 ,8.5,8.0,5.0,8.0,0.0,21.0 ,18.00,9.9,10.1,5.2,17.0,0.0,33.36,8.24,41.60,17.04,17.04,34.08,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
