N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,,,,2.25,18.00,,18.03,84.80,,,,,,,1064.4,788.0,0.0,0.0,0.0,1064.4 ,226.41,1636.16,0,0,0,0,0,0,0,0,0,0,0
20,2.25,18.00,,2.25,18.00,,18.03,118.36,1064.4,788.0,2.0,0.0,0.0,1064.4 ,1064.4,788.0,3.0,0.0,0.0,1064.4 ,162.21,1255.84,28.16,9.92,38.08,28.16,0,0,0,0,0,0,0
30,2.25,18.00,,2.25,18.00,,18.03,94.64,1064.4,788.0,7.0,0.0,0.0,1064.4 ,1064.4,788.0,7.0,0.0,0.0,1064.4 ,202.87,1457.76,57.92,9.44,67.36,57.92,0,0,0,0,0,0,0
40,2.25,18.00,,2.25,18.00,,18.03,108.54,1064.4,788.0,6.0,0.0,0.0,1064.4 ,1064.4,788.0,7.0,0.0,0.0,1064.4 ,176.90,1324.24,58.80,9.04,67.84,58.80,.16,2.48,2.64,.08,0,0,0
50,2.25,18.00,,2.25,18.00,,18.03,110.66,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,173.51,1236.40,57.84,8.80,66.64,57.84,17.84,17.76,35.60,17.76,0,0,0
60,2.25,18.00,,2.25,18.00,,18.03,122.10,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,157.25,1180.08,58.16,8.72,66.88,58.16,18.88,18.80,37.68,18.88,0,0,0
70,2.25,18.00,,2.25,18.00,,18.03,110.50,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,173.75,1257.20,54.08,8.56,62.64,54.08,18.40,18.24,36.64,18.40,0,0,0
80,2.25,18.00,,2.25,18.00,,18.03,119.88,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,160.16,1233.20,54.72,8.56,63.28,54.72,18.08,18.00,36.08,18.00,0,0,0
90,2.25,18.00,,2.25,18.00,,18.03,112.28,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,171.00,1196.96,56.88,8.72,65.60,56.88,17.92,17.84,35.76,17.92,0,0,0
100,2.25,18.00,,2.25,18.00,,18.03,128.00,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,150.00,1144.24,56.56,8.40,64.96,56.56,18.08,17.60,35.68,18.00,.08,0,.08
110,2.25,18.00,,2.25,18.00,,18.03,110.43,1064.4,788.0,7.0,8.0,0.0,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,173.86,1231.84,75.28,8.40,83.68,75.28,18.32,17.92,36.24,17.92,.32,.64,.96
120,2.25,18.00,,2.25,18.00,,18.03,123.23,1064.4,788.0,7.0,4.0,6.8,1064.4 ,1064.4,788.0,7.0,8.0,0.0,1064.4 ,155.81,1181.92,63.76,8.40,72.16,63.76,17.60,17.68,35.28,16.72,.88,.32,1.20
