N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
640,0.87176,0,66.07303329600042,0.04,1.22,0,47.231262011531065,0.06,12.3,9.1,8.3,40.3,17.9,57.21,167.82,12.3,9.0,8.0,20.1,17.7,54.76,350.62,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.32,8.16,66.48,40.24,40.24,80.48,40.88,8.00,48.88,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
650,0.87181,0,66.06907718696398,0.04,1.22,0,47.231262011531065,0.06,8.8,9.1,8.3,40.2,17.9,57.07,168.23,12.3,9.0,8.0,20.1,17.7,54.76,350.62,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.00,8.16,66.16,40.24,40.24,80.48,40.88,8.00,48.88,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
660,0.87185,0,66.06644253859348,0.04,1.22,0,47.231262011531065,0.06,11.9,9.1,8.3,40.2,17.9,57.34,167.41,12.3,9.0,8.0,20.1,17.7,54.76,350.62,12.3,9.0,8.0,20.0,17.6,54.62,351.51,57.84,8.16,66.00,40.24,40.24,80.48,40.80,8.00,48.80,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
670,0.87188,0,66.06380789022299,0.04,1.22,0,47.231262011531065,0.06,11.8,9.1,8.3,40.2,17.8,58.41,164.35,12.3,9.0,8.0,20.1,17.7,54.76,350.62,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.08,8.24,66.32,40.24,40.24,80.48,40.56,8.00,48.56,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
680,0.87194,0,66.05985979067782,0.04,1.22,0,47.231262011531065,0.06,12.2,9.1,8.3,40.2,17.8,58.95,162.85,12.3,9.0,8.0,20.1,17.7,54.76,350.62,12.3,9.0,8.0,20.0,17.6,54.62,351.51,57.84,8.32,66.16,40.24,40.24,80.48,40.48,8.00,48.48,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
690,0.87195,0,66.05853859348198,0.04,1.22,0,47.231262011531065,0.06,11.8,9.1,8.3,40.2,17.8,59.78,160.60,12.3,9.0,8.0,20.1,17.7,54.75,350.68,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.08,8.32,66.40,40.24,40.24,80.48,40.48,8.00,48.48,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
700,0.87201,0,66.05459038854876,0.04,1.22,0,47.231262011531065,0.06,12.3,9.1,8.3,40.2,17.8,61.05,157.26,12.3,9.0,8.0,20.1,17.7,54.75,350.68,12.3,9.0,8.0,20.0,17.6,54.62,351.51,57.92,8.40,66.32,40.24,40.24,80.48,40.48,8.00,48.48,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
710,1.45,0,39.631173412490554,0.06,1.22,0,47.231262011531065,0.06,11.8,9.1,8.3,40.2,17.8,62.99,152.41,12.3,9.0,8.0,12.0,11.8,40.84,470.12,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.24,8.48,66.72,40.24,40.24,80.48,40.48,8.08,48.56,56.12,8.00,64.12,0,24.12,24.12,24.12,8.00,32.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
720,0.87208,0,66.04932098641973,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,8.3,40.2,17.8,63.11,152.11,12.3,9.0,8.0,20.1,17.7,54.75,350.68,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.00,8.40,66.40,40.24,40.24,80.48,40.48,8.08,48.56,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
730,0.87209,0,66.048,0.04,1.22,0,47.231262011531065,0.06,11.7,9.1,8.3,40.2,17.8,63.73,150.64,12.3,9.0,8.0,20.1,17.7,54.75,350.68,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.16,8.48,66.64,40.24,40.24,80.48,40.48,8.08,48.56,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
740,0.87215,0,66.0440515842907,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,8.3,40.2,17.8,65.57,146.41,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.08,8.56,66.64,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
750,0.87216,0,66.042730703259,0.04,1.22,0,47.231262011531065,0.06,11.9,9.1,8.4,40.2,17.8,66.07,145.31,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.24,8.56,66.80,40.24,40.24,80.48,40.48,8.08,48.56,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
760,0.87220,0,66.04009605488851,0.04,1.22,0,47.231262011531065,0.06,12.5,9.1,8.4,40.2,17.8,68.54,140.07,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.16,8.64,66.80,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
770,0.87223,0,66.03746140651802,0.04,1.22,0,47.231262011531065,0.06,12.0,9.1,8.6,40.2,17.8,69.01,139.10,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,59.68,8.72,68.40,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
780,0.87227,0,66.03482675814752,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,8.4,40.2,17.8,68.42,140.32,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.24,8.72,66.96,40.24,40.16,80.40,40.48,8.08,48.56,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
790,0.87228,0,66.03351278003261,0.04,1.22,0,47.231262011531065,0.06,11.9,9.1,1.1,40.2,17.8,69.06,139.02,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,0,8.80,8.80,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
800,0.87230,0,66.032192109777,0.04,1.22,0,47.231262011531065,0.06,12.6,9.1,8.4,40.2,17.9,70.75,135.69,12.3,9.0,8.0,20.1,17.7,54.74,350.74,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.32,8.88,67.20,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
810,0.87234,0,66.02955746140653,0.04,1.22,0,47.231262011531065,0.06,12.0,9.1,1.1,40.2,17.9,71.88,133.55,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,0,9.04,9.04,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
820,0.87237,0,66.02692281303602,0.04,1.22,0,47.231262011531065,0.06,12.6,9.1,8.4,40.2,17.9,73.63,130.39,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.48,9.12,67.60,40.24,40.16,80.40,40.56,8.08,48.64,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
830,0.87239,0,66.02560867683907,0.04,1.22,0,47.231262011531065,0.06,12.3,9.1,1.1,40.2,17.9,74.13,129.50,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,0,9.04,9.04,40.24,40.16,80.40,40.64,8.08,48.72,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
840,0.87241,0,66.0242881646655,0.04,1.22,0,47.231262011531065,0.06,12.8,9.1,8.4,40.2,17.9,74.93,128.11,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.40,9.04,67.44,40.24,40.16,80.40,40.64,8.08,48.72,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
850,0.87244,0,66.02165351629502,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,8.5,40.2,17.5,77.94,123.16,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.72,9.28,68.00,40.24,40.16,80.40,39.68,7.92,47.60,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
860,0.87246,0,66.02033927471001,0.04,1.22,0,47.231262011531065,0.06,12.8,9.1,8.5,40.2,16.9,78.12,122.89,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.48,9.28,67.76,40.24,40.16,80.40,38.32,7.60,45.92,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
870,0.87249,0,66.0177045736455,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,8.5,40.2,16.3,82.69,116.10,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.88,9.12,68.00,40.24,40.16,80.40,37.04,7.36,44.40,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
880,0.87251,0,66.01638421955404,0.04,1.22,0,47.231262011531065,0.06,13.0,9.1,8.5,40.2,15.8,84.56,113.53,12.3,9.0,8.0,20.0,17.7,54.73,350.81,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.56,9.20,67.76,40.16,40.08,80.24,35.84,7.12,42.96,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
890,0.87253,0,66.015069872581,0.04,1.22,0,47.231262011531065,0.06,12.4,9.1,1.2,40.2,15.3,86.01,111.62,12.3,9.0,8.0,20.0,17.7,54.72,350.87,12.3,9.0,8.0,20.0,17.6,54.62,351.51,0,9.36,9.36,40.16,40.08,80.24,34.64,6.88,41.52,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
900,0.87256,0,66.01243517151647,0.04,1.22,0,47.231262011531065,0.06,12.9,9.1,8.5,40.1,14.7,88.44,108.55,12.3,9.0,8.0,20.0,17.7,54.72,350.87,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.56,9.28,67.84,40.16,40.08,80.24,33.52,6.64,40.16,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
910,0.87258,0,66.01111492281304,0.04,1.22,0,47.231262011531065,0.06,12.5,9.1,8.6,40.1,14.3,90.43,106.15,12.3,9.0,8.0,20.0,17.7,54.72,350.87,12.3,9.0,8.0,20.0,17.6,54.62,351.51,58.96,9.44,68.40,40.16,40.08,80.24,32.48,6.48,38.96,56.12,8.00,64.12,0,40.12,40.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
