,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
110,8.8,325.92,,8.8,325.92,,237.83,125.18,52,54,10,8,0,72,52,54,10,10,0,74,140.6,503.84,33.12,8.16,41.28,33.12,30.08,8.16,38.24,30.08,0.96,0.64,1.6
120,8.8,325.92,,8.8,325.92,,207.45,131.37,52,54,10,10,0,74,52,54,10,10,10.8,84.8,133.97,519.68,33.04,8.16,41.2,33.04,33.04,8.16,41.2,33.04,6.72,4.16,10.88
130,8.8,325.92,,8.8,325.92,,207.54,82.75,52,54,10,10,14,88,52,54,10,10,10.8,84.8,212.68,492.64,33.12,8.16,41.28,33.12,33.04,8.08,41.12,33.04,14.72,8.08,22.8
140,8.8,325.92,,8.8,325.92,,207.45,87.51,52,54,10,10,15.8,89.8,52,54,10,10,10.8,84.8,201.12,507.04,32.88,8.16,41.04,32.88,32.96,8.16,41.12,32.96,16.72,8.48,25.2
150,8.8,325.92,,8.8,325.92,,207.54,126.66,52,54,10,10,15.8,89.8,52,54,10,10,10.8,84.8,138.96,484.4,32.88,8.08,40.96,32.88,32.88,8.08,40.96,32.88,16.8,8.4,25.2
160,8.8,325.92,,8.8,325.92,,207.54,127.59,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,137.95,497.52,35.44,8.16,43.6,35.44,32.8,8.08,40.88,32.8,16.72,8.4,25.12
170,8.8,325.92,,8.8,325.92,,207.45,123.47,52,54,10,10,7.5,81.5,52,54,10,10,10.8,84.8,142.55,478.16,32.72,8.08,40.8,32.72,32.8,8.08,40.88,32.8,16.72,8.4,25.12
180,8.8,325.92,,8.8,325.92,,207.54,126.29,52,54,10,10,15.8,89.8,52,54,10,10,10.8,84.8,139.36,490.16,32.72,8.08,40.8,32.72,32.72,8.08,40.8,32.72,16.72,8.4,25.12
190,8.8,325.92,,8.8,325.92,,207.45,130.08,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,135.3,473.28,32.72,8.08,40.8,32.72,32.72,8.08,40.8,32.72,16.64,8.32,24.96
200,8.8,325.92,,8.8,325.92,,207.45,131.08,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,134.27,484.32,32.72,8.16,40.88,32.72,32.64,8.08,40.72,32.64,16.64,8.32,24.96
210,8.8,325.92,,8.8,325.92,,207.45,130.44,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,134.93,469.28,32.64,8.08,40.72,32.64,32.64,8.08,40.72,32.64,16.64,8.32,24.96
220,8.8,325.92,,8.8,325.92,,207.54,128.9,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,136.54,479.52,32.8,8.16,40.96,32.8,32.56,8.08,40.64,32.56,16.64,8.32,24.96
230,8.8,325.92,,8.8,325.92,,207.54,127.22,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,138.35,466.08,32.64,8.08,40.72,32.64,32.56,8,40.56,32.56,16.64,8.32,24.96
240,8.8,325.92,,8.8,325.92,,207.54,136.37,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,129.06,475.52,33.52,8.16,41.68,33.52,32.56,8.08,40.64,32.56,16.56,8.32,24.88
250,5.66,209.62,0.48,8.8,325.92,,207.45,128.34,52,54,10,10,27.7,101.7,52,54,10,10,10.8,84.8,137.13,463.28,32.88,8.08,40.96,32.88,32.56,8.08,40.64,32.56,16.56,8.32,24.88
260,6.2,229.62,0.56,8.8,325.92,,207.54,124.71,52,54,10,10,21.7,95.7,52,54,10,10,10.8,84.8,141.13,472.16,33.44,8.08,41.52,33.44,32.56,8.08,40.64,32.56,16.56,8.32,24.88
270,8.8,325.92,,8.8,325.92,,207.45,130.5,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,134.87,460.96,33.36,8.08,41.44,33.36,32.56,8.08,40.64,32.56,16.56,8.32,24.88
280,8.8,325.92,,8.8,325.92,,207.45,137.07,52,54,10,10,15.2,89.2,52,54,10,10,10.8,84.8,128.4,469.28,32.72,8.08,40.8,32.72,32.48,8,40.48,32.48,16.56,8.32,24.88
290,8.8,325.92,,8.8,325.92,,207.54,126.02,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,139.66,458.96,35.28,8.08,43.36,35.28,32.48,8.08,40.56,32.48,16.56,8.32,24.88
300,8.8,325.92,,8.8,325.92,,207.54,126.87,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,138.73,466.72,35.44,8.08,43.52,35.44,32.48,8.08,40.56,32.48,16.56,8.32,24.88
310,8.8,325.92,,8.8,325.92,,207.54,127.91,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,137.6,457.2,33.6,8.16,41.76,33.6,32.4,8,40.4,32.4,16.56,8.32,24.88
320,8.8,325.92,,8.8,325.92,,207.54,132.4,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,132.93,464.56,36.56,8.16,44.72,36.56,32.4,8,40.4,32.4,16.56,8.32,24.88
330,8.8,325.92,,8.8,325.92,,207.45,128.65,52,54,10,10,7.5,81.5,52,54,10,10,10.8,84.8,136.8,455.68,37.52,8.16,45.68,37.52,32.4,8,40.4,32.4,16.56,8.32,24.88
340,8.8,325.92,,8.8,325.92,,207.54,126.71,52,54,10,10,15.8,89.8,52,54,10,10,10.8,84.8,138.9,462.64,34,8.24,42.24,34,32.4,8.08,40.48,32.4,16.48,8.32,24.8
350,8.8,325.92,,8.8,325.92,,207.54,130.87,52,54,10,10,15.8,89.8,52,54,10,10,10.8,84.8,134.49,454.32,34.4,8.16,42.56,34.4,32.32,8,40.32,32.32,16.56,8.32,24.88
360,8.8,325.92,,8.8,325.92,,207.45,133.66,52,54,10,10,10.8,84.8,52,54,10,10,10.8,84.8,131.68,460.96,40.32,8.24,48.56,40.32,32.32,8,40.32,32.32,16.56,8.32,24.88
370,,,,8.8,325.92,,207.45,126.79,,,,,,,52,54,10,10,10.8,84.8,138.81,453.12,34.16,8.16,42.32,34.16,32.32,8.08,40.4,32.32,16.56,8.32,24.88
380,,,,8.8,325.92,,207.54,126.71,,,,,,,52,54,10,10,10.8,84.8,138.9,459.44,38.72,8.16,46.88,38.72,32.32,8,40.32,32.32,16.48,8.32,24.8
390,,,,8.8,325.92,,207.54,130.78,,,,,,,52,54,10,10,10.8,84.8,134.58,452,40.64,8.24,48.88,40.64,32.32,8,40.32,32.32,16.56,8.32,24.88
400,,,,8.8,325.92,,207.45,134.41,,,,,,,52,54,10,10,10.8,84.8,130.94,458.08,55.84,8.24,64.08,55.84,32.32,8,40.32,32.32,16.48,8.32,24.8
410,,,,8.78,325.18,0.31,181.73,129.32,,,,,,,52,54,22,10,10.8,96.8,136.1,451.04,41.92,8.24,50.16,41.92,32.32,8,40.32,32.32,16.48,8.32,24.8
420,,,,8.78,325.18,0.31,181.73,127.87,,,,,,,52,54,22,10,10.8,96.8,137.64,456.8,42.64,8.32,50.96,42.64,32.32,8.08,40.4,32.32,16.56,8.32,24.88
430,,,,8.78,325.18,0.31,181.73,127.89,,,,,,,52,54,22,10,10.8,96.8,137.61,450.16,41.44,8.24,49.68,41.44,32.32,8.08,40.4,32.32,16.48,8.32,24.8
440,,,,8.78,325.18,0.31,181.73,121.1,,,,,,,52,54,22,10,10.8,96.8,145.33,455.68,37.04,8.24,45.28,37.04,32.32,8,40.32,32.32,16.56,8.32,24.88
450,,,,8.78,325.18,0.31,181.73,128.55,,,,,,,52,54,22,10,10.8,96.8,136.91,449.36,42.96,8.32,51.28,42.96,32.32,8,40.32,32.32,16.56,8.32,24.88
460,,,,8.78,325.18,0.31,181.73,126.92,,,,,,,52,54,22,10,10.8,96.8,138.68,454.64,53.2,8.32,61.52,53.2,32.24,8,40.24,32.24,16.48,8.32,24.8
470,,,,8.78,325.18,0.31,181.73,128.25,,,,,,,52,54,22,10,10.8,96.8,137.23,448.64,50.72,8.32,59.04,50.72,32.24,8,40.24,32.24,16.48,8.32,24.8
480,,,,8.78,325.18,0.31,181.81,133.79,,,,,,,52,54,22,10,10.8,96.8,131.55,453.68,37.2,8.24,45.44,37.2,32.24,8,40.24,32.24,16.56,8.32,24.88
490,,,,8.78,325.18,0.31,181.73,82.3,,,,,,,52,54,22,10,10.8,96.8,213.85,448,51.2,8.48,59.68,51.2,32.24,8,40.24,32.24,16.72,8.48,25.2
500,,,,8.78,325.18,0.31,181.73,126.89,,,,,,,52,54,22,10,10.8,96.8,138.7,452.8,54.4,8.32,62.72,54.4,32.24,8,40.24,32.24,16.56,8.32,24.88
510,,,,8.78,325.18,0.31,181.73,74.02,,,,,,,52,54,22,10,10.8,96.8,237.76,447.36,92.8,8.4,101.2,92.8,32.24,8,40.24,32.24,16.72,8.48,25.2
520,,,,8.78,325.18,0.31,181.73,105.67,,,,,,,52,54,22,10,10.8,96.8,166.56,452,78.8,8.32,87.12,78.8,32.24,8,40.24,32.24,16.56,8.32,24.88
530,,,,8.78,325.18,0.31,181.73,126.95,,,,,,,52,54,22,10,10.8,96.8,138.63,446.72,80.8,8.32,89.12,80.8,32.24,8,40.24,32.24,16.56,8.32,24.88
540,,,,8.78,325.18,0.31,181.73,126.56,,,,,,,52,54,22,10,10.8,96.8,139.07,451.28,80.88,8.32,89.2,80.88,32.24,8,40.24,32.24,16.64,8.32,24.96
550,,,,8.78,325.18,0.31,181.73,127.6,,,,,,,52,54,22,10,10.8,96.8,137.93,446.24,80.72,8.32,89.04,80.72,32.24,8,40.24,32.24,16.64,8.32,24.96
560,,,,8.78,325.18,0.31,181.73,132.26,,,,,,,52,54,22,10,10.8,96.8,133.07,450.56,81.36,8.32,89.68,81.36,32.24,7.92,40.16,32.24,16.72,8.32,25.04
570,,,,8.78,325.18,0.31,181.73,127.41,,,,,,,52,54,22,10,10.8,96.8,138.14,445.68,80.8,8.32,89.12,80.8,32.24,8,40.24,32.24,16.72,8.32,25.04
580,,,,8.78,325.18,0.31,181.81,126.96,,,,,,,52,54,22,10,10.8,96.8,138.62,449.92,81.12,8.24,89.36,81.12,32.24,8,40.24,32.24,16.72,8.32,25.04
590,,,,8.78,325.18,0.31,181.73,127.79,,,,,,,52,54,22,10,10.8,96.8,137.73,445.28,80.88,8.24,89.12,80.88,32.24,8,40.24,32.24,16.8,8.32,25.12
600,,,,8.78,325.18,0.31,181.73,131.54,,,,,,,52,54,22,10,10.8,96.8,133.8,449.36,80.88,8.24,89.12,80.88,32.16,7.92,40.08,32.16,16.88,8.32,25.2
610,,,,8.78,325.18,0.31,181.73,125.76,,,,,,,52,54,22,10,10.8,96.8,139.95,444.8,81.44,8.88,90.32,81.44,32.24,8,40.24,32.24,17.04,8.32,25.36
620,,,,8.78,325.18,0.31,181.81,89.62,,,,,,,52,54,22,10,10.8,96.8,196.39,448.8,80.88,8.24,89.12,80.88,32.24,7.92,40.16,32.24,16.88,8.4,25.28
630,,,,8.78,325.18,0.31,181.73,127.93,,,,,,,52,54,22,10,10.8,96.8,137.57,444.4,80.72,8.24,88.96,80.72,32.24,8,40.24,32.24,17.04,8.32,25.36
640,,,,8.78,325.18,0.31,181.73,131.82,,,,,,,52,54,22,10,10.8,96.8,133.51,448.24,80.88,8.24,89.12,80.88,32.24,8,40.24,32.24,17.2,8.32,25.52
650,,,,8.78,325.18,0.31,181.81,127.56,,,,,,,52,54,22,10,10.8,96.8,137.98,444,80.72,8.24,88.96,80.72,32.32,8,40.32,32.32,17.44,8.32,25.76
660,,,,8.78,325.18,0.31,181.73,127.06,,,,,,,52,54,22,10,10.8,96.8,138.52,447.76,80.72,8.24,88.96,80.72,32.16,8,40.16,32.16,17.44,8.32,25.76
670,,,,8.78,325.18,0.31,181.73,128.2,,,,,,,52,54,22,10,10.8,96.8,137.28,443.68,80.64,8.24,88.88,80.64,32.24,8,40.24,32.24,17.44,8.32,25.76
680,,,,8.78,325.18,0.31,181.81,132.77,,,,,,,52,54,22,10,10.8,96.8,132.56,447.28,80.64,8.24,88.88,80.64,32.16,7.92,40.08,32.16,17.92,8.32,26.24
690,,,,8.78,325.18,0.31,181.73,127.66,,,,,,,52,54,22,10,10.8,96.8,137.87,443.36,80.64,8.24,88.88,80.64,32.16,8,40.16,32.16,18.16,8.32,26.48
700,,,,8.78,325.18,0.31,181.81,127.29,,,,,,,52,54,22,10,10.8,96.8,138.27,446.88,80.64,8.24,88.88,80.64,32.16,8,40.16,32.16,18.16,8.32,26.48
710,,,,8.78,325.18,0.31,181.81,127.64,,,,,,,52,54,22,10,10.8,96.8,137.88,443.04,80.64,8.24,88.88,80.64,32.24,7.92,40.16,32.24,18.24,8.32,26.56
720,,,,8.78,325.18,0.31,181.81,132.63,,,,,,,52,54,22,10,10.8,96.8,132.7,446.48,81.2,8.24,89.44,81.2,32.16,7.92,40.08,32.16,18.88,8.32,27.2
730,,,,8.78,325.18,0.31,181.73,127.73,,,,,,,52,54,22,10,10.8,96.8,137.79,442.72,80.64,8.24,88.88,80.64,32.24,8,40.24,32.24,19.12,8.32,27.44
740,,,,8.78,325.18,0.31,181.73,127.22,,,,,,,52,54,22,10,10.8,96.8,138.34,446.08,80.64,8.24,88.88,80.64,32.16,8,40.16,32.16,19.52,8.32,27.84
750,,,,8.78,325.18,0.31,181.73,128.25,,,,,,,52,54,22,10,10.8,96.8,137.23,442.4,80.56,8.24,88.8,80.56,32.16,8,40.16,32.16,19.6,8.32,27.92
760,,,,8.78,325.18,0.31,181.73,133.02,,,,,,,52,54,22,10,10.8,96.8,132.31,445.68,80.96,8.24,89.2,80.96,32.16,8,40.16,32.16,20.24,8.32,28.56
770,,,,8.78,325.18,0.31,181.81,82.94,,,,,,,52,54,22,10,10.8,96.8,212.2,442.16,81.68,8.24,89.92,81.68,32.16,8,40.16,32.16,19.12,8.48,27.6
780,,,,8.78,325.18,0.31,181.81,127.21,,,,,,,52,54,22,10,10.8,96.8,138.36,445.36,80.56,8.24,88.8,80.56,32.16,8,40.16,32.16,21.04,8.32,29.36
790,,,,8.78,325.18,0.31,181.81,128.39,,,,,,,52,54,22,10,10.8,96.8,137.08,441.92,80.56,8.24,88.8,80.56,32.16,8,40.16,32.16,21.36,8.32,29.68
800,,,,8.78,325.18,0.31,181.73,131.47,,,,,,,52,54,22,10,10.8,96.8,133.87,445.04,82.48,8.24,90.72,82.48,32.16,8,40.16,32.16,21.6,8.32,29.92
810,,,,8.78,325.18,0.31,181.73,127.97,,,,,,,52,54,22,10,10.8,96.8,137.53,441.68,80.56,8.24,88.8,80.56,32.32,7.92,40.24,32.32,22.32,8.32,30.64
820,,,,8.78,325.18,0.31,181.81,127.35,,,,,,,52,54,22,10,10.8,96.8,138.2,444.72,80.56,8.24,88.8,80.56,32.16,7.92,40.08,32.16,22.96,8.32,31.28
830,,,,8.78,325.18,0.31,181.81,128.39,,,,,,,52,54,22,10,10.8,96.8,137.08,441.44,80.56,8.16,88.72,80.56,32.16,8,40.16,32.16,22.56,8.32,30.88
840,,,,8.78,325.18,0.31,181.73,133.09,,,,,,,52,54,22,10,10.8,96.8,132.24,444.4,80.56,8.24,88.8,80.56,32.16,7.92,40.08,32.16,23.36,8.24,31.6
850,,,,8.78,325.18,0.31,181.73,127.85,,,,,,,52,54,22,10,10.8,96.8,137.66,441.2,80.56,8.16,88.72,80.56,32.24,8,40.24,32.24,23.84,8.32,32.16
860,,,,8.78,325.18,0.31,181.81,127.5,,,,,,,52,54,22,10,10.8,96.8,138.04,444.08,80.56,8.16,88.72,80.56,32.16,8,40.16,32.16,24.8,8.32,33.12
870,,,,8.78,325.18,0.31,181.73,124.17,,,,,,,52,54,22,10,10.8,96.8,141.74,440.96,80.56,8.16,88.72,80.56,32.16,7.92,40.08,32.16,23.92,8.32,32.24
880,,,,8.78,325.18,0.31,181.81,132.95,,,,,,,52,54,22,10,10.8,96.8,132.38,443.84,81.04,8.16,89.2,81.04,32.16,7.92,40.08,32.16,25.12,8.24,33.36
890,,,,8.78,325.18,0.31,181.81,127.89,,,,,,,52,54,22,10,10.8,96.8,137.62,440.8,80.48,8.16,88.64,80.48,32.16,7.92,40.08,32.16,25.2,8.32,33.52
900,,,,8.78,325.18,0.31,181.73,127.38,,,,,,,52,54,22,10,10.8,96.8,138.17,443.6,80.48,8.16,88.64,80.48,32.24,8,40.24,32.24,25.44,8.32,33.76
910,,,,6.31,233.7,0.68,169.47,128.4,,,,,,,52,54,22,10,17.8,103.8,137.08,440.56,80.56,8.16,88.72,80.56,32.16,7.92,40.08,32.16,25.6,8.32,33.92
920,,,,6.31,233.7,0.68,169.55,133.14,,,,,,,52,54,22,10,17.8,103.8,132.19,443.36,80.48,8.16,88.64,80.48,32.16,8,40.16,32.16,25.92,8.24,34.16
930,,,,6.31,233.7,0.68,169.55,127.89,,,,,,,52,54,22,10,17.8,103.8,137.62,440.4,80.88,8.16,89.04,80.88,32.16,8,40.16,32.16,26.64,8.32,34.96
940,,,,6.31,233.7,0.68,169.55,127.54,,,,,,,52,54,22,10,17.8,103.8,138,443.12,80.56,8.16,88.72,80.56,32.16,8,40.16,32.16,27.52,8.32,35.84
950,,,,6.31,233.7,0.68,169.47,128.5,,,,,,,52,54,22,10,17.8,103.8,136.96,440.24,80.48,8.16,88.64,80.48,32.24,8,40.24,32.24,27.76,8.32,36.08
960,,,,6.31,233.7,0.68,169.47,131.88,,,,,,,52,54,22,10,17.8,103.8,133.45,442.88,82,8.16,90.16,82,32.16,7.92,40.08,32.16,27.52,8.32,35.84
970,,,,6.31,233.7,0.68,169.55,127.9,,,,,,,52,54,22,10,17.8,103.8,137.6,440.08,80.48,8.16,88.64,80.48,32.16,8,40.16,32.16,28.56,8.32,36.88
980,,,,6.31,233.7,0.68,169.55,127.61,,,,,,,52,54,22,10,17.8,103.8,137.92,442.64,80.48,8.16,88.64,80.48,32.16,8,40.16,32.16,28.8,8.32,37.12
990,,,,6.31,233.7,0.68,169.47,128.44,,,,,,,52,54,22,10,17.8,103.8,137.03,439.92,80.48,8.16,88.64,80.48,32.16,8,40.16,32.16,28.8,8.32,37.12
1000,,,,6.31,233.7,0.68,169.47,132.34,,,,,,,52,54,22,10,17.8,103.8,132.99,442.4,80.8,8.16,88.96,80.8,32.08,8,40.08,32.08,29.12,8.24,37.36
1010,,,,6.31,233.7,0.68,,,,,,,,,52,54,22,10,17.8,103.8,132.99,442.4,80.8,8.16,88.96,80.8,32.08,8,40.08,32.08,29.12,8.24,37.36
1020,,,,6.31,233.7,0.68,169.55,87.82,,,,,,,52,54,22,10,17.8,103.8,200.41,442.24,85.76,8.16,93.92,85.76,32.16,8,40.16,32.16,30.32,8.4,38.72
1030,,,,6.31,233.7,0.68,169.55,80.95,,,,,,,52,54,22,10,17.8,103.8,217.43,439.6,81.28,8.16,89.44,81.28,32.24,8,40.24,32.24,30.72,8.48,39.2
1040,,,,6.31,233.7,0.68,169.55,132.97,,,,,,,52,54,22,10,17.8,103.8,132.36,442,80.8,8.16,88.96,80.8,32.24,8,40.24,32.24,30.48,8.24,38.72
1050,,,,6.31,233.7,0.68,169.47,127.9,,,,,,,52,54,22,10,17.8,103.8,137.61,439.44,80.4,8.16,88.56,80.4,32.16,7.92,40.08,32.16,30.64,8.32,38.96
1060,,,,6.31,233.7,0.68,169.55,127.8,,,,,,,52,54,22,10,17.8,103.8,137.71,441.84,80.48,8.16,88.64,80.48,32.16,8,40.16,32.16,30.96,8.32,39.28
1070,,,,6.31,233.7,0.68,169.55,127.65,,,,,,,52,54,22,10,17.8,103.8,137.87,439.36,80.56,8.16,88.72,80.56,32.16,8,40.16,32.16,31.12,8.32,39.44
1080,,,,6.31,233.7,0.68,169.47,114.84,,,,,,,52,54,22,10,17.8,103.8,153.26,441.76,80.64,8.24,88.88,80.64,32.16,8,40.16,32.16,31.36,8.32,39.68
1090,,,,6.31,233.7,0.68,169.55,126.33,,,,,,,52,54,22,10,17.8,103.8,139.32,439.36,80.48,8.32,88.8,80.48,32.16,8,40.16,32.16,31.36,8.32,39.68
1100,,,,6.31,233.7,0.68,169.55,126.03,,,,,,,52,54,22,10,17.8,103.8,139.65,441.68,80.48,8.24,88.72,80.48,32.16,7.92,40.08,32.16,31.52,8.32,39.84
1110,,,,6.31,233.7,0.68,169.55,126.52,,,,,,,52,54,22,10,17.8,103.8,139.1,439.28,80.48,8.32,88.8,80.48,32.16,7.92,40.08,32.16,31.6,8.32,39.92
1120,,,,6.31,233.7,0.68,169.55,128.92,,,,,,,52,54,22,10,17.8,103.8,136.52,441.6,82.32,8.32,90.64,82.32,32.24,8,40.24,32.24,31.68,8.32,40
1130,,,,6.31,233.7,0.68,169.55,125.15,,,,,,,52,54,22,10,17.8,103.8,140.63,439.28,80.56,8.4,88.96,80.56,32.16,8,40.16,32.16,31.76,8.32,40.08
1140,,,,6.31,233.7,0.68,169.47,124.43,,,,,,,52,54,22,10,17.8,103.8,141.45,441.52,80.56,8.4,88.96,80.56,32.24,8,40.24,32.24,31.84,8.32,40.16
1150,,,,6.31,233.7,0.68,169.55,81.24,,,,,,,52,54,22,10,17.8,103.8,216.64,439.52,80.8,8.56,89.36,80.8,32.24,8,40.24,32.24,32.16,8.48,40.64
1160,,,,6.31,233.7,0.68,169.47,128.83,,,,,,,52,54,22,10,17.8,103.8,136.62,441.52,80.56,8.4,88.96,80.56,32.24,7.92,40.16,32.24,31.92,8.32,40.24
1170,,,,6.31,233.7,0.68,169.47,123.47,,,,,,,52,54,22,10,17.8,103.8,142.55,439.28,80.56,8.56,89.12,80.56,32.24,8,40.24,32.24,32,8.32,40.32
1180,,,,6.31,233.7,0.68,169.47,123.09,,,,,,,52,54,22,10,17.8,103.8,142.98,441.44,80.56,8.56,89.12,80.56,32.16,8,40.16,32.16,32.08,8.32,40.4
1190,,,,6.31,233.7,0.68,169.47,123.26,,,,,,,52,54,22,10,17.8,103.8,142.79,439.2,80.64,8.48,89.12,80.64,32.24,8,40.24,32.24,32.08,8.32,40.4
1200,,,,6.31,233.7,0.68,169.47,127.26,,,,,,,52,54,22,10,17.8,103.8,138.3,441.36,81.2,8.56,89.76,81.2,32.32,7.92,40.24,32.32,32.08,8.32,40.4
