N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
640,0.78427,0,70.3837603972195,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.36,123.72,12.3,9,8,12,27.8,56.84,323.71,12.3,9,12,15.36,39.7,76.06,324.57,57.68,8.16,65.84,40.32,8,48.32,40.4,8.08,48.48,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
650,0.78429,0,70.3823614506054,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.94,124.43,12.3,9,8,12,27.8,56.83,323.77,12.3,9,12,15.36,39.7,76.06,324.57,57.36,8.16,65.52,40.24,8,48.24,40.4,8.08,48.48,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
660,0.78433,0,70.3781472095333,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.04,124.25,12.3,9,8,12,27.8,56.83,323.77,12.3,9,12,15.36,39.7,76.06,324.57,57.2,8.16,65.36,40.24,8,48.24,40.4,8.08,48.48,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
670,0.78438,0,70.3739415006771,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.88,124.53,12.3,9,8,12,27.8,56.83,323.77,12.3,9,12,15.36,39.7,76.06,324.57,57.28,8.16,65.44,40.24,8,48.24,40.4,8.08,48.48,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
680,0.78441,0,70.371134850701,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.29,123.84,12.3,9,8,12,27.8,56.83,323.77,12.3,9,12,15.36,39.7,76.06,324.57,57.2,8.16,65.36,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
690,0.78444,0,70.3683282007249,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,74,124.33,12.3,9,8,12,27.8,56.82,323.82,12.3,9,12,15.36,39.7,76.06,324.57,57.28,8.16,65.44,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
700,0.78446,0,70.3669208341609,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74,124.33,12.3,9,8,12,27.8,56.82,323.82,12.3,9,12,15.36,39.7,76.06,324.57,57.2,8.16,65.36,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
710,1.26,0,43.6790816777042,0.09,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.78,124.69,12.3,9,8,12,19,48.05,382.93,12.3,9,12,15.36,39.7,76.06,324.57,57.28,8.16,65.44,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,24.12,8.12,32.24,56,8,64,40,8,48,40,8,48
720,0.78452,0,70.3613076464747,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.21,123.98,12.3,9,8,12,27.8,56.82,323.82,12.3,9,12,15.36,39.7,76.06,324.57,57.2,8.16,65.36,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
730,0.78457,0,70.3571016008205,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.91,124.47,12.3,9,8,12,27.8,56.82,323.82,12.3,9,12,15.36,39.7,76.06,324.57,57.28,8.16,65.44,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
740,0.78458,0,70.3556944587885,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28,74.2,123.98,12.3,9,8,12,27.8,56.82,323.82,12.3,9,12,15.36,39.7,76.06,324.57,57.12,8.16,65.28,40.24,8,48.24,40.32,8.08,48.4,56.12,8,64.12,40.12,8,48.12,40.12,8,48.12,56,8,64,40,8,48,40,8,48
