,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
100,2.77,102.59,,2.77,102.59,,102.67,387.52,187.0,112.0,5.0,8.0,0.0,187.0 ,187.0,112.0,5.0,8.0,0.0,187.0 ,49.55,465.12,33.20,8.16,41.36,33.20,16.88,16.80,33.68,16.88,.08,0,.08
110,2.77,102.59,,2.77,102.59,,102.63,405.04,187.0,112.0,5.0,8.0,0.0,187.0 ,187.0,112.0,5.0,8.0,0.0,187.0 ,47.40,452.24,33.12,8.16,41.28,33.12,16.80,16.72,33.52,16.80,.32,.16,.48
120,2.77,102.59,,2.77,102.59,,102.67,392.22,187.0,112.0,5.0,4.0,6.8,187.0 ,187.0,112.0,5.0,8.0,0.0,187.0 ,48.95,459.44,33.12,8.16,41.28,33.12,16.88,16.96,33.84,16.88,1.44,.64,2.08
130,2.77,102.59,,2.77,102.59,,102.67,373.74,187.0,112.0,5.0,4.0,6.8,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,51.37,449.04,33.20,8.16,41.36,33.20,17.04,17.04,34.08,17.04,2.16,1.28,3.44
140,2.77,102.59,,2.77,102.59,,102.67,381.82,187.0,112.0,5.0,4.0,8.8,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,50.29,455.52,32.96,8.16,41.12,32.96,16.96,16.88,33.84,16.96,5.44,1.84,7.28
150,2.77,102.59,,2.77,102.59,,102.67,414.33,187.0,112.0,5.0,4.0,6.8,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,46.34,446.72,32.96,8.08,41.04,32.96,18.00,17.68,35.68,18.00,7.04,4.80,11.84
160,2.77,102.59,,2.77,102.59,,102.67,363.30,187.0,112.0,5.0,4.0,6.8,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,52.85,452.48,34.80,8.16,42.96,34.80,18.24,18.24,36.48,18.24,6.64,5.04,11.68
170,2.77,102.59,,2.77,102.59,,102.67,411.73,187.0,112.0,5.0,0.0,7.4,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,46.63,445.04,32.80,8.16,40.96,32.80,20.96,20.96,41.92,20.96,9.76,6.08,15.84
180,2.77,102.59,,2.77,102.59,,102.63,382.97,187.0,112.0,5.0,4.0,6.8,187.0 ,187.0,112.0,5.0,8.0,6.8,187.0 ,50.13,450.16,32.88,8.08,40.96,32.88,19.76,19.68,39.44,19.76,8.64,6.48,15.12
190,2.77,102.59,,2.77,102.59,,102.67,400.46,187.0,112.0,5.0,8.0,6.5,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,47.94,443.60,32.80,8.08,40.88,32.80,27.44,27.52,54.96,27.44,11.36,6.72,18.08
200,2.77,102.59,,2.77,102.59,,102.67,358.36,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,53.58,448.32,32.88,8.16,41.04,32.88,29.44,29.52,58.96,29.44,14.48,6.72,21.20
210,2.77,102.59,,2.77,102.59,,102.63,401.08,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,47.87,442.48,32.72,8.16,40.88,32.72,30.64,30.64,61.28,30.64,11.44,5.36,16.80
220,2.77,102.59,,2.77,102.59,,102.67,328.30,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,58.48,446.88,33.12,8.32,41.44,33.12,31.76,31.76,63.52,31.76,11.44,5.36,16.80
230,2.77,102.59,,2.77,102.59,,102.63,403.28,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,47.61,441.60,32.88,8.08,40.96,32.88,32.24,32.24,64.48,32.24,14.48,5.36,19.84
240,2.77,102.59,,2.77,102.59,,102.67,310.95,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,61.75,445.60,33.60,8.32,41.92,33.60,32.32,32.32,64.64,32.32,14.56,6.72,21.28
250,2.77,102.59,,2.77,102.59,,102.63,379.05,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,50.65,440.80,32.80,8.08,40.88,32.80,32.48,32.48,64.96,32.48,11.92,6.72,18.64
260,2.77,102.59,,2.77,102.59,,102.63,390.12,187.0,112.0,5.0,3.3,12.2,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,49.22,444.56,33.52,8.16,41.68,33.52,32.48,32.48,64.96,32.48,11.68,8.08,19.76
270,2.77,102.59,,2.77,102.59,,102.67,384.15,187.0,112.0,5.0,4.0,12.6,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,49.98,440.16,33.36,8.08,41.44,33.36,32.48,32.48,64.96,32.48,11.44,6.72,18.16
280,2.77,102.59,,2.77,102.59,,102.67,362.53,187.0,112.0,5.0,8.0,5.5,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,52.96,443.68,33.28,8.08,41.36,33.28,32.48,32.48,64.96,32.48,14.24,6.72,20.96
290,2.77,102.59,,2.77,102.59,,102.67,375.25,187.0,112.0,5.0,8.0,7.4,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,51.17,439.60,37.20,8.16,45.36,37.20,32.48,32.48,64.96,32.48,14.40,6.72,21.12
300,2.77,102.59,,2.77,102.59,,102.67,381.32,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,50.35,442.88,37.20,8.16,45.36,37.20,32.48,32.48,64.96,32.48,8.56,5.36,13.92
310,2.77,102.59,,2.77,102.59,,102.67,385.94,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,49.75,439.12,33.76,8.16,41.92,33.76,32.48,32.40,64.88,32.48,14.16,4.00,18.16
320,2.77,102.59,,2.77,102.59,,102.67,334.57,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,57.39,442.16,35.52,8.40,43.92,35.52,32.48,32.48,64.96,32.48,8.64,4.08,12.72
330,2.77,102.59,,2.77,102.59,,102.63,368.58,187.0,112.0,5.0,8.0,11.1,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,52.09,438.64,37.52,8.40,45.92,37.52,32.40,32.40,64.80,32.40,14.48,6.72,21.20
340,2.77,102.59,,2.77,102.59,,102.63,377.16,187.0,112.0,5.0,8.0,7.4,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,50.91,441.60,35.36,8.32,43.68,35.36,32.40,32.40,64.80,32.40,17.20,4.00,21.20
350,2.77,102.59,,2.77,102.59,,102.63,356.83,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,53.81,438.24,36.56,8.48,45.04,36.56,32.40,32.40,64.80,32.40,11.44,8.08,19.52
360,2.77,102.59,,2.77,102.59,,102.67,339.44,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,56.56,441.04,38.08,8.48,46.56,38.08,32.40,32.40,64.80,32.40,11.36,5.36,16.72
370,2.77,102.59,,2.77,102.59,,102.63,363.15,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,52.87,437.92,39.44,8.72,48.16,39.44,32.40,32.40,64.80,32.40,14.16,2.72,16.88
380,2.77,102.59,,2.77,102.59,,102.67,337.41,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,56.90,440.56,40.40,8.56,48.96,40.40,32.40,32.40,64.80,32.40,8.72,6.72,15.44
390,2.77,102.59,,2.77,102.59,,102.67,331.73,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,57.88,437.68,38.88,8.64,47.52,38.88,32.40,32.40,64.80,32.40,17.52,6.72,24.24
400,2.77,102.59,,2.77,102.59,,102.67,313.24,187.0,112.0,5.0,8.0,6.8,187.0 ,187.0,112.0,5.0,16.0,6.8,187.0 ,61.29,440.16,50.32,9.12,59.44,50.32,32.40,32.40,64.80,32.40,11.84,4.08,15.92
410,,,,2.77,102.59,,102.67,315.23,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,60.91,437.36,50.16,9.36,59.52,50.16,32.40,32.40,64.80,32.40,14.56,2.72,17.28
420,,,,2.77,102.59,,102.63,310.08,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,61.92,439.76,53.04,9.44,62.48,53.04,32.40,32.40,64.80,32.40,11.52,8.08,19.60
430,,,,2.77,102.59,,102.67,285.11,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,67.34,437.12,44.08,9.28,53.36,44.08,32.40,32.32,64.72,32.40,11.60,6.80,18.40
440,,,,2.77,102.59,,102.63,278.12,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.03,439.44,42.16,9.20,51.36,42.16,32.40,32.32,64.72,32.40,14.56,8.08,22.64
450,,,,2.77,102.59,,102.67,289.35,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,66.35,436.88,56.00,9.36,65.36,56.00,32.40,32.32,64.72,32.40,14.48,5.44,19.92
460,,,,2.77,102.59,,102.67,273.18,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.28,439.12,76.24,9.92,86.16,76.24,32.40,32.32,64.72,32.40,11.44,5.44,16.88
470,,,,2.77,102.59,,102.63,273.06,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.31,436.64,65.92,9.68,75.60,65.92,32.40,32.32,64.72,32.40,5.76,8.16,13.92
480,,,,2.77,102.59,,102.67,253.14,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,75.85,438.80,39.68,9.52,49.20,39.68,32.40,32.32,64.72,32.40,17.36,5.44,22.80
490,,,,2.77,102.59,,102.63,252.79,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,75.95,436.48,57.28,9.92,67.20,57.28,32.40,32.32,64.72,32.40,11.68,6.80,18.48
500,,,,2.77,102.59,,102.67,262.22,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,73.22,438.48,63.04,10.08,73.12,63.04,32.40,32.32,64.72,32.40,11.76,6.80,18.56
510,,,,2.77,102.59,,102.63,197.27,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,97.33,436.32,83.12,11.12,94.24,83.12,32.40,32.32,64.72,32.40,11.68,8.16,19.84
520,,,,2.77,102.59,,102.67,255.88,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,75.04,438.32,79.84,9.92,89.76,79.84,32.48,32.40,64.88,32.48,11.60,6.80,18.40
530,,,,2.77,102.59,,102.67,268.24,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.58,436.16,82.24,9.68,91.92,82.24,32.40,32.32,64.72,32.40,11.76,6.80,18.56
540,,,,2.77,102.59,,102.63,270.36,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.02,438.00,82.08,9.20,91.28,82.08,32.40,32.32,64.72,32.40,14.80,4.08,18.88
550,,,,2.77,102.59,,102.63,267.45,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.79,436.00,82.00,9.92,91.92,82.00,32.40,32.32,64.72,32.40,14.64,8.16,22.80
560,,,,2.77,102.59,,102.67,264.11,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.70,437.76,82.72,9.68,92.40,82.72,32.40,32.32,64.72,32.40,6.00,6.80,12.80
570,,,,2.77,102.59,,102.67,273.10,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.30,435.92,82.00,9.60,91.60,82.00,32.40,32.32,64.72,32.40,17.84,6.80,24.64
580,,,,2.77,102.59,,102.67,254.31,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,75.50,437.60,82.56,10.00,92.56,82.56,32.40,32.32,64.72,32.40,17.76,5.44,23.20
590,,,,2.77,102.59,,102.63,269.57,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.23,435.76,82.56,9.92,92.48,82.56,32.32,32.32,64.64,32.32,6.08,6.80,12.88
600,,,,2.77,102.59,,102.63,258.43,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,74.29,437.44,82.08,10.00,92.08,82.08,32.40,32.24,64.64,32.40,15.04,5.44,20.48
610,,,,2.77,102.59,,102.63,256.92,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,74.73,441.44,81.84,9.92,91.76,81.84,32.40,32.32,64.72,32.40,12.32,5.44,17.76
620,,,,2.77,102.59,,102.63,245.11,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,78.33,439.84,81.84,9.92,91.76,81.84,32.40,32.32,64.72,32.40,12.16,5.44,17.60
630,,,,2.77,102.59,,102.67,259.56,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,73.97,440.96,81.84,9.68,91.52,81.84,32.40,32.32,64.72,32.40,9.28,6.80,16.08
640,,,,2.77,102.59,,102.63,240.03,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,79.99,439.52,82.32,9.68,92.00,82.32,32.40,32.32,64.72,32.40,18.56,2.72,21.28
650,,,,2.77,102.59,,102.67,258.62,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,74.24,440.80,82.00,9.76,91.76,82.00,32.40,32.32,64.72,32.40,12.48,6.80,19.28
660,,,,2.77,102.59,,102.67,271.72,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.66,439.36,81.84,9.60,91.44,81.84,32.32,32.24,64.56,32.32,12.56,8.08,20.64
670,,,,2.77,102.59,,102.67,276.55,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.43,440.40,81.68,9.52,91.20,81.68,32.32,32.32,64.64,32.32,12.64,6.72,19.36
680,,,,2.77,102.59,,102.67,266.72,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.99,439.12,81.76,9.76,91.52,81.76,32.32,32.24,64.56,32.32,16.00,5.44,21.44
690,,,,2.77,102.59,,102.67,279.78,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,68.63,440.16,81.68,9.52,91.20,81.68,32.32,32.32,64.64,32.32,19.28,6.72,26.00
700,,,,2.77,102.59,,102.63,274.02,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.07,438.96,82.00,9.36,91.36,82.00,32.32,32.24,64.56,32.32,12.96,6.72,19.68
710,,,,2.77,102.59,,102.67,270.60,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.95,439.92,81.68,9.28,90.96,81.68,32.32,32.32,64.64,32.32,19.76,2.72,22.48
720,,,,2.77,102.59,,102.67,277.24,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.25,438.72,82.16,9.60,91.76,82.16,32.32,32.24,64.56,32.32,16.64,4.08,20.72
730,,,,2.77,102.59,,102.67,277.52,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.18,439.84,81.60,9.68,91.28,81.60,32.32,32.24,64.56,32.32,13.52,8.08,21.60
740,,,,2.77,102.59,,102.67,277.05,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.30,438.48,81.68,9.28,90.96,81.68,32.32,32.24,64.56,32.32,13.52,4.08,17.60
750,,,,2.77,102.59,,102.63,274.38,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.98,439.52,81.76,9.52,91.28,81.76,32.32,32.24,64.56,32.32,17.20,5.36,22.56
760,,,,2.77,102.59,,102.63,280.08,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,68.55,438.32,81.68,9.36,91.04,81.68,32.32,32.24,64.56,32.32,17.28,5.36,22.64
770,,,,2.77,102.59,,102.67,244.36,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,78.57,439.44,82.80,9.60,92.40,82.80,32.32,32.24,64.56,32.32,17.68,5.44,23.12
780,,,,2.77,102.59,,102.63,282.20,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,68.04,438.24,81.60,9.60,91.20,81.60,32.32,32.24,64.56,32.32,10.72,6.72,17.44
790,,,,2.77,102.59,,102.63,271.07,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.83,439.04,81.60,8.96,90.56,81.60,32.32,32.24,64.56,32.32,18.08,8.08,26.16
800,,,,2.77,102.59,,102.67,264.30,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.64,438.08,83.12,9.60,92.72,83.12,32.32,32.24,64.56,32.32,14.48,5.44,19.92
810,,,,2.77,102.59,,102.63,267.35,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.82,439.04,81.76,9.20,90.96,81.76,32.32,32.24,64.56,32.32,14.72,5.44,20.16
820,,,,2.77,102.59,,102.67,279.22,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,68.76,437.84,81.60,9.44,91.04,81.60,32.32,32.24,64.56,32.32,14.88,5.36,20.24
830,,,,2.77,102.59,,102.63,267.92,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.66,438.80,81.60,9.52,91.12,81.60,32.32,32.24,64.56,32.32,22.56,8.08,30.64
840,,,,2.77,102.59,,102.67,275.44,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,69.71,437.68,81.68,9.44,91.12,81.68,32.32,32.24,64.56,32.32,19.04,8.08,27.12
850,,,,2.77,102.59,,102.67,269.43,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.26,438.56,81.52,9.36,90.88,81.52,32.32,32.24,64.56,32.32,19.12,5.36,24.48
860,,,,2.77,102.59,,102.67,279.48,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,68.70,437.68,81.52,9.60,91.12,81.52,32.32,32.24,64.56,32.32,23.20,4.08,27.28
870,,,,2.77,102.59,,102.63,252.47,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,76.05,438.56,81.60,9.28,90.88,81.60,32.32,32.24,64.56,32.32,23.36,4.08,27.44
880,,,,2.77,102.59,,102.67,274.25,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,70.01,437.44,82.08,9.44,91.52,82.08,32.32,32.24,64.56,32.32,19.68,5.36,25.04
890,,,,2.77,102.59,,102.67,266.17,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.14,438.48,81.60,9.60,91.20,81.60,32.32,32.24,64.56,32.32,19.92,6.72,26.64
900,,,,2.77,102.59,,102.67,256.43,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,74.88,437.28,81.92,9.52,91.44,81.92,32.32,32.24,64.56,32.32,12.00,6.72,18.72
910,,,,2.77,102.59,,102.67,265.60,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.29,438.24,81.60,9.52,91.12,81.60,32.32,32.24,64.56,32.32,12.16,8.08,20.24
920,,,,2.77,102.59,,102.67,263.64,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.83,437.12,81.60,9.68,91.28,81.60,32.32,32.24,64.56,32.32,20.40,5.44,25.84
930,,,,2.77,102.59,,102.67,264.07,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.71,438.08,81.60,9.52,91.12,81.60,32.32,32.24,64.56,32.32,12.32,5.44,17.76
940,,,,2.77,102.59,,102.67,270.16,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,71.07,437.12,81.52,9.44,90.96,81.52,32.32,32.24,64.56,32.32,24.64,5.36,30.00
950,,,,2.77,102.59,,102.67,266.13,,,,,,,187.0,112.0,11.0,16.0,6.8,187.0 ,72.15,438.00,81.44,9.60,91.04,81.44,32.24,32.24,64.48,32.24,20.80,5.36,26.16
960,,,,2.77,102.59,,102.67,245.02,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,78.36,437.04,83.12,9.68,92.80,83.12,32.24,32.16,64.40,32.24,20.96,5.44,26.40
970,,,,2.77,102.59,,102.67,267.31,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,71.83,437.84,81.52,9.52,91.04,81.52,32.32,32.24,64.56,32.32,21.28,4.08,25.36
980,,,,2.77,102.59,,102.67,271.71,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,70.66,436.96,81.52,9.52,91.04,81.52,32.24,32.24,64.48,32.24,21.36,4.08,25.44
990,,,,2.77,102.59,,102.63,260.81,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,73.62,437.76,81.44,9.36,90.80,81.44,32.24,32.16,64.40,32.24,21.60,5.44,27.04
1000,,,,2.77,102.59,,102.67,253.03,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,75.88,436.88,81.84,9.76,91.60,81.84,32.24,32.24,64.48,32.24,17.44,8.08,25.52
1010,,,,2.77,102.59,,102.63,260.40,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,73.73,437.68,81.76,9.28,91.04,81.76,32.24,32.24,64.48,32.24,13.12,6.72,19.84
1020,,,,2.77,102.59,,102.63,234.80,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,81.77,436.72,84.16,9.68,93.84,84.16,32.32,32.16,64.48,32.32,13.36,8.08,21.44
1030,,,,2.77,102.59,,102.67,238.31,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,80.57,437.52,82.24,9.76,92.00,82.24,32.24,32.16,64.40,32.24,26.72,5.44,32.16
1040,,,,2.77,102.59,,102.67,263.37,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,72.90,436.56,82.08,9.28,91.36,82.08,32.24,32.16,64.40,32.24,18.08,6.72,24.80
1050,,,,2.77,102.59,,102.63,259.79,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,73.90,437.28,81.44,9.12,90.56,81.44,32.24,32.16,64.40,32.24,22.72,6.72,29.44
1060,,,,2.77,102.59,,102.63,272.38,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,70.49,436.56,81.60,8.96,90.56,81.60,32.24,32.16,64.40,32.24,18.32,8.08,26.40
1070,,,,2.77,102.59,,102.63,255.85,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,75.04,437.28,81.76,9.60,91.36,81.76,32.24,32.16,64.40,32.24,23.12,6.72,29.84
1080,,,,2.77,102.59,,102.63,255.60,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,75.12,436.48,81.76,9.52,91.28,81.76,32.24,32.16,64.40,32.24,18.56,8.08,26.64
1090,,,,2.77,102.59,,102.67,263.39,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,72.89,437.20,81.52,9.36,90.88,81.52,32.24,32.16,64.40,32.24,14.08,4.08,18.16
1100,,,,2.77,102.59,,102.67,269.05,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,71.36,436.32,81.52,9.60,91.12,81.52,32.24,32.16,64.40,32.24,23.68,8.08,31.76
1110,,,,2.77,102.59,,102.67,263.57,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,72.85,437.12,81.52,9.44,90.96,81.52,32.24,32.16,64.40,32.24,19.12,8.08,27.20
1120,,,,2.77,102.59,,102.63,253.03,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,75.88,436.24,83.04,9.44,92.48,83.04,32.24,32.16,64.40,32.24,28.88,5.44,34.32
1130,,,,2.77,102.59,,102.63,252.05,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,76.18,437.04,81.60,9.60,91.20,81.60,32.24,32.16,64.40,32.24,24.16,6.72,30.88
1140,,,,2.77,102.59,,102.67,270.01,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,71.11,436.24,81.44,9.36,90.80,81.44,32.24,32.16,64.40,32.24,19.52,5.36,24.88
1150,,,,2.77,102.59,,102.67,239.50,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,80.17,436.88,81.60,9.52,91.12,81.60,32.24,32.16,64.40,32.24,19.76,6.72,26.48
1160,,,,2.77,102.59,,102.67,269.15,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,71.34,436.16,81.52,9.60,91.12,81.52,32.24,32.16,64.40,32.24,19.68,8.08,27.76
1170,,,,2.77,102.59,,102.67,257.60,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,74.53,436.88,81.44,9.36,90.80,81.44,32.24,32.16,64.40,32.24,19.92,8.08,28.00
1180,,,,2.77,102.59,,102.67,262.05,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,73.27,436.08,81.52,9.68,91.20,81.52,32.24,32.16,64.40,32.24,20.08,4.08,24.16
1190,,,,2.77,102.59,,102.67,262.96,,,,,,,187.0,112.0,11.0,16.0,12.6,187.0 ,73.01,436.80,81.52,9.60,91.12,81.52,32.24,32.16,64.40,32.24,30.08,6.72,36.80
