N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
1440,1,2,24.485398,,178413580320,5947119344,7.28,CPU bound. 11.79,242.88,,80.00,55.7,344.70,82.39,9.69,32.25,32.14,994720300.00,627492900.00
1440,2,2,14.728745,,178413580320,5947119344,12.11,CPU bound. 23.59,403.77,,48.00,27.84,689.65,82.24,9.40,32.27,32.16,2495864250.00,1567232000.00
1440,3,2,10.140482,,178413580320,5947119344,17.59,CPU bound. 35.38,586.47,,33.04,18.56,1034.48,82.36,9.40,32.24,32.04,2332356300.000000,1462176340.000000
1440,4,2,7.398016,,178413580320,5947119344,24.11,CPU bound. 47.17,803.87,,24.00,13.92,1379.31,82.06,8.79,32.21,32.14,2243587050.00,1403485200.00
1440,5,2,5.924678,,178413580320,5947119344,30.11,CPU bound. 58.97,1003.78,,19.20,12.65,1517.78,82.00,8.65,32.21,32.15,2190298440.00,1370796680.00
1440,6,2,5.067306,,178413580320,5947119344,35.20,CPU bound. 70.76,1173.62,,16.40,12.65,1517.78,82.06,8.77,32.22,32.12,2158090570.000000,1351241670.000000
1440,7,2,4.365903,,178413580320,5947119344,40.86,CPU bound. 82.56,1362.17,,14.08,12.65,1517.78,82.00,8.69,32.21,32.10,2133408860.000000,1335306220.000000
1440,8,2,3.870896,,178413580320,5947119344,46.09,CPU bound. 94.35,1536.36,,12.48,12.65,1517.78,82.00,8.64,32.20,32.10,2115589010.000000,1323464235.000000
1440,9,2,3.637164,,178413580320,5947119344,49.05,CPU bound. 106.14,1635.09,,11.76,12.65,1517.78,82.02,8.68,32.20,32.08,2101448770.000000,1315646760.000000
1440,10,2,3.377847,,178413580320,5947119344,52.81,CPU bound. 117.94,1760.62,,10.96,12.65,1517.78,81.99,8.58,32.19,32.05,2089270890.00,1307752740.00
1440,11,2,3.169248,,178413580320,5947119344,56.29,CPU bound. 129.73,1876.50,,10.24,12.65,1517.78,81.97,8.52,32.18,32.03,2078445600.000000,1301692320.000000
1440,12,2,3.042702,,178413580320,5947119344,58.63,CPU bound. 141.52,1954.54,,9.84,12.65,1517.78,81.96,8.54,32.18,31.99,2070098545.000000,1297112500.000000
1440,13,2,2.920284,,178413580320,5947119344,61.09,CPU bound. 153.32,2036.48,,9.44,12.65,1517.78,81.98,8.54,32.18,31.95,2062050230.000000,1293155031.000000
1440,14,2,2.793301,,178413580320,5947119344,63.87,CPU bound. 165.11,2129.06,,9.04,12.65,1517.78,81.96,8.53,32.17,31.81,2055003170.000000,1289771271.000000
1440,15,2,2.741614,,178413580320,5947119344,65.07,167.52,2169.20,5584.00,8.88,12.65,1517.78,81.93,8.49,32.16,31.63,2050340000.00,1286803592.000000
1440,16,2,2.660100,,178413580320,5947119344,67.06,CPU bound. 188.70,2235.67,,8.56,12.65,1517.78,81.93,8.49,32.16,31.41,2048080855.000000,1284441675.000000
1440,17,2,2.601894,,178413580320,5947119344,68.56,CPU bound. 200.49,2285.68,,8.40,12.65,1517.78,81.92,8.49,32.15,31.11,2048282970.000000,1282347912.000000
1440,18,2,2.584059,,178413580320,5947119344,69.04,212.14,2301.46,7071.33,8.32,12.65,1517.78,81.90,8.49,32.16,30.67,2049166890.000000,1280512857.000000
1440,19,2,2.547087,,178413580320,5947119344,70.04,CPU bound. 224.08,2334.86,,8.24,12.65,1517.78,81.89,8.48,32.16,30.13,2048766270.000000,1278920227.000000
1440,20,2,2.538919,,178413580320,5947119344,70.27,234.14,2342.37,7804.66,8.24,12.65,1517.78,81.87,8.47,32.16,29.46,2047125900.00,1277531505.00
