,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,15.81,2258.57,CPU bound,15.81,2258.57,,2257.88,655.04,8.5,8.0,0.0,0.0,0.0,8.5 ,8.5,8.0,0.0,0.0,0.0,8.5 ,29.31,14.7,16.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.00,1428.57,0.24,12.06,1722.85,0.29,1744.72,448.27,8.5,8.0,3.6,0.0,0.0,11.6 ,8.5,8.0,3.0,0.0,0.0,11.0 ,42.83,31.1,30.2,3.6,0.0,0.0,20.00,9.12,29.12,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,10.69,1527.14,0.26,12.06,1722.85,0.29,1745.45,796.12,8.5,8.0,3.4,0.0,0.0,11.4 ,8.5,8.0,3.0,0.0,0.0,11.0 ,24.12,12.7,14.1,3.7,0.0,0.0,20.72,8.64,29.36,0,0,0,0,0,0,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,6.40,914.28,0.16,6.81,972.85,0.17,1476.92,894.31,8.5,8.0,5.3,0.0,0.0,13.3 ,8.5,8.0,5.0,0.0,0.0,13.0 ,21.47,12.3,11.7,5.4,4.3,0.0,34.40,8.56,42.96,4.24,4.24,8.48,0,0,0,34.12,8.37,42.49,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,4.68,668.57,0.20,6.81,972.85,0.17,914.28,837.73,8.5,8.0,5.3,8.7,0.0,22.0 ,8.5,8.0,5.0,8.0,0.0,21.0 ,22.92,10.8,11.1,5.3,17.5,0.0,33.84,8.40,42.24,17.44,17.44,34.88,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,4.69,670.00,0.20,6.81,972.85,0.17,914.28,876.61,8.5,8.0,5.2,8.7,0.0,21.9 ,8.5,8.0,5.0,8.0,0.0,21.0 ,21.90,11.3,11.1,5.2,17.3,0.0,33.68,8.32,42.00,17.28,17.28,34.56,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,4.67,667.14,0.20,6.81,972.85,0.17,914.28,1017.71,8.5,8.0,5.2,8.7,0.0,21.9 ,8.5,8.0,5.0,8.0,0.0,21.0 ,18.87,9.4,9.0,5.2,17.1,0.0,33.28,8.24,41.52,17.12,17.04,34.16,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,4.63,661.42,0.20,6.81,972.85,0.17,914.28,1003.22,8.5,8.0,5.2,8.8,0.0,22.0 ,8.5,8.0,5.0,8.0,0.0,21.0 ,19.14,10.0,10.1,5.2,16.9,0.0,33.36,8.24,41.60,16.96,16.96,33.92,.08,0,.08,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
