N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,3.815735,L3 10 10 10 16 29491 10,8589934592,1073741824,2.24,281.39,65.68,2.71,.93,0,0,197484.00,196241.00,3.64,0,393725.00
20,131072,2.454688,L3 20 20 20 16 14746 20,6115295232,764411904,2.48,311.40,61.28,39.40,8.96,11.72,3.48,127620.00,126775.00,48.36,15.20,254395.00
30,65536,3.276929,L3 30 30 30 16 9830 30,11509170176,1438646272,3.50,439.02,42.72,44.74,8.68,37.48,8.64,170725.00,168508.00,53.42,46.12,339233.00
40,32768,3.768610,L3 40 40 40 16 7373 40,14384365568,1798045696,3.81,477.10,39.12,51.58,8.49,36.12,8.44,195773.00,193571.00,60.07,44.56,389344.00
50,16384,3.506346,L3 50 50 50 16 5898 50,14495514624,1811939328,4.13,516.75,36.00,50.71,8.37,36.09,8.32,182133.00,180891.00,59.08,44.41,363024.00
60,8192,3.093184,L3 60 60 60 16 4915 60,12786860032,1598357504,4.13,516.73,36.00,50.53,8.30,38.07,8.22,161048.00,160457.00,58.83,46.29,321505.00
70,4096,2.433825,L3 70 70 70 16 4213 70,10303307776,1287913472,4.23,529.17,35.36,49.78,8.25,39.07,8.18,204056.00,233936.00,58.03,47.25,437992.00
80,4096,3.810203,L3 80 80 80 16 3686 80,15550119936,1943764992,4.08,510.14,36.80,49.87,8.22,45.53,8.11,32089597.04,9261006.00,58.09,53.64,41350603.04
90,2048,3.875963,L3 90 90 90 16 3277 90,11165237248,1395654656,2.87,360.07,52.56,49.54,8.19,47.21,8.00,200095885.18,105977376.00,57.73,55.21,306073261.18
100,1024,3.201318,L3 100 100 100 16 2949 100,7710244864,963780608,2.40,301.05,63.44,49.32,8.16,49.28,7.83,237362702.74,121402903.00,57.48,57.11,358765605.74
110,512,2.159997,L3 110 110 110 16 2681 110,5159780352,644972544,2.38,298.59,63.44,49.14,8.15,49.17,7.83,166857506.54,82340044.00,57.29,57.00,249197550.54
120,512,2.855602,L3 120 120 120 16 2458 120,6729859072,841232384,2.35,294.58,63.44,49.12,8.14,49.06,7.82,217113472.50,107212143.00,57.26,56.88,324325615.50
130,512,3.664724,L3 130 130 130 16 2269 130,8589934592,1073741824,2.34,292.99,63.44,49.20,8.17,49.01,7.87,276324551.45,136652834.00,57.37,56.88,412977385.45
140,256,2.261918,L3 140 140 140 16 2107 140,5382291456,672786432,2.37,297.43,63.44,48.94,8.12,48.87,7.82,172861271.43,85491694.00,57.06,56.69,258352965.43
150,256,2.758212,L3 150 150 150 16 1966 150,6639190016,829898752,2.40,300.87,63.44,48.96,8.12,48.86,7.79,212757030.39,105390249.00,57.08,56.65,318147279.39
160,256,3.413194,L3 160 160 160 16 1843 160,8077950976,1009743872,2.36,295.83,63.44,49.01,8.13,48.79,7.82,258585418.37,128113249.00,57.14,56.61,386698667.37
170,128,2.015836,L3 170 170 170 16 1735 170,4855431168,606928896,2.40,301.07,63.44,48.70,8.10,48.70,7.80,155125704.34,76947441.00,56.80,56.50,232073145.34
180,128,2.388017,L3 180 180 180 16 1638 180,5775106048,721888256,2.41,302.29,61.28,48.71,8.09,48.64,7.77,184209909.31,91439788.00,56.80,56.41,275649697.31
190,128,2.812638,L3 190 190 190 16 1552 190,6804144128,850518016,2.41,302.38,61.28,48.70,8.09,48.62,7.80,216807621.30,107686929.00,56.79,56.42,324494550.30
200,128,3.280744,L3 200 200 200 16 1475 200,7948689408,993586176,2.42,302.85,61.28,48.73,8.10,48.61,7.79,253019611.28,125723667.00,56.83,56.40,378743278.28
210,128,3.814066,L3 210 210 210 16 1404 210,9214885888,1151860736,2.41,302.00,61.28,48.68,8.08,48.56,7.77,293092901.27,145694844.00,56.76,56.33,438787745.27
220,64,2.210870,L3 220 220 220 16 1341 220,5304438784,663054848,2.39,299.90,63.44,48.58,8.07,48.52,7.76,168640083.26,83813693.00,56.65,56.28,252453776.26
230,64,2.498888,L3 230 230 230 16 1282 230,6068404224,758550528,2.42,303.55,61.28,48.70,8.07,48.52,7.76,192720748.24,95852148.00,56.77,56.28,288572896.24
240,64,2.841695,L3 240 240 240 16 1229 240,6902411264,862801408,2.42,303.62,61.28,48.61,8.07,48.46,7.75,219080842.23,108990490.00,56.68,56.21,328071332.23
250,64,3.201376,L3 250 250 250 16 1180 250,7809531904,976191488,2.43,304.92,61.28,48.59,8.07,48.48,7.80,247717302.22,123264111.00,56.66,56.28,370981413.22
260,64,3.633499,L3 260 260 260 16 1134 260,8792838144,1099104768,2.41,302.49,63.44,48.56,8.07,48.43,7.78,278724259.21,138730121.00,56.63,56.21,417454380.21
270,32,2.028098,L3 270 270 270 16 1092 270,4927700992,615962624,2.42,303.71,61.28,48.63,8.06,48.41,7.76,156135729.21,77741930.00,56.69,56.17,233877659.21
280,32,2.268251,L3 280 280 280 16 1053 280,5500147712,687518464,2.42,303.10,63.44,48.73,8.06,48.40,7.75,174224425.20,86740346.00,56.79,56.15,260964771.20
290,32,2.523553,L3 290 290 290 16 1017 290,6115295232,764411904,2.42,302.91,61.28,48.68,8.06,48.40,7.76,193578293.19,96416269.00,56.74,56.16,289994562.19
300,32,2.782949,L3 300 300 300 16 983 300,6774679552,846834944,2.43,304.29,61.28,48.60,8.06,48.35,7.73,214455236.19,106781105.00,56.66,56.08,321236341.19
310,32,3.056000,L3 310 310 310 16 951 310,7479836672,934979584,2.44,305.94,61.28,48.68,8.05,48.35,7.73,236678065.18,117878580.00,56.73,56.08,354556645.18
320,32,3.432441,L3 320 320 320 16 922 320,8232302592,1029037824,2.39,299.79,63.44,48.97,8.15,48.34,7.78,260489721.18,129705437.00,57.12,56.12,390195158.18
330,32,3.701705,L3 330 330 330 16 894 330,9033613312,1129201664,2.43,305.04,61.28,48.57,8.06,48.35,7.74,285753003.18,142302512.00,56.63,56.09,428055515.18
340,16,2.034097,L3 340 340 340 16 867 340,4942652416,617831552,2.42,303.73,63.44,48.64,8.05,48.31,7.71,156427325.19,77845622.00,56.69,56.02,234272947.19
350,16,2.218586,L3 350 350 350 16 843 350,5394456576,674307072,2.42,303.93,61.28,48.66,8.09,48.34,7.78,170725241.19,84944292.00,56.75,56.12,255669533.19
360,16,2.421746,L3 360 360 360 16 819 360,5872987136,734123392,2.42,303.13,61.28,48.65,8.08,48.33,7.75,185877255.19,92464442.00,56.73,56.08,278341697.19
370,16,2.616322,L3 370 370 370 16 797 370,6379012096,797376512,2.43,304.76,61.28,48.98,8.06,48.34,7.74,201944194.19,100414292.00,57.04,56.08,302358486.19
380,16,2.855848,L3 380 380 380 16 776 380,6913299456,864162432,2.41,302.59,61.28,48.86,8.17,48.29,7.72,218958919.20,108807878.00,57.03,56.01,327766797.20
