N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
180,,,,,,,,,,30.28,,,,,,,,,,,,,317.06,104.4,79.1,36.7,224.9,80.4,284.48,9.28,293.76,224.96,224.88,449.84,210.88,8.08,218.96,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,30.49,,,,,,,,,,,,,314.84,103.5,79.0,36.7,224.3,81.2,284.00,9.28,293.28,224.32,224.24,448.56,212.96,8.16,221.12,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,29.44,,,,,,,,,,,,,326.05,129.1,78.9,58.7,223.9,75.4,456.56,12.96,469.52,223.92,223.84,447.76,197.36,8.08,205.44,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,30.24,,,,,,,,,,,,,317.49,109.2,78.8,36.1,223.6,83.7,279.68,9.12,288.80,223.68,223.52,447.20,219.84,8.16,228.00,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,29.68,,,,,,,,,,,,,323.43,104.6,78.7,36.3,223.2,84.5,281.36,9.04,290.40,223.20,223.12,446.32,222.08,8.08,230.16,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,29.71,,,,,,,,,,,,,323.07,101.8,78.7,36.2,222.8,84.7,280.24,9.04,289.28,222.88,222.80,445.68,222.64,8.16,230.80,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,24.98,,,,,,,,,,,,,384.38,167.7,78.6,64.0,222.7,84.9,496.64,15.20,511.84,222.72,222.64,445.36,223.28,8.08,231.36,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,29.92,,,,,,,,,,,,,320.82,102.0,78.5,35.8,222.3,84.7,277.52,8.96,286.48,222.32,222.24,444.56,222.48,8.16,230.64,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,30.77,,,,,,,,,,,,,312.00,106.9,78.5,37.4,222.3,84.6,290.32,9.20,299.52,222.40,222.32,444.72,222.40,8.08,230.48,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,30.01,,,,,,,,,,,,,319.95,102.0,78.4,35.8,221.8,84.7,277.76,8.88,286.64,221.84,221.76,443.60,222.56,8.16,230.72,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,28.08,,,,,,,,,,,,,341.85,129.8,78.4,58.9,221.7,84.8,458.56,12.80,471.36,221.76,221.68,443.44,222.88,8.08,230.96,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,30.13,,,,,,,,,,,,,318.58,101.4,78.3,1.1,221.5,84.6,0,8.80,8.80,221.52,221.44,442.96,222.24,8.16,230.40,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,30.82,,,,,,,,,,,,,311.45,107.0,78.3,36.2,221.3,84.5,280.88,8.80,289.68,221.36,221.28,442.64,222.08,8.08,230.16,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,29.73,,,,,,,,,,,,,322.86,101.4,78.2,35.7,221.1,84.6,277.20,8.80,286.00,221.20,221.04,442.24,222.32,8.16,230.48,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,24.96,,,,,,,,,,,,,384.55,172.6,78.2,64.2,237.6,77.1,498.88,14.96,513.84,237.60,237.52,475.12,202.00,8.08,210.08,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,29.72,,,,,,,,,,,,,323.04,101.4,78.1,35.7,220.8,84.5,276.88,8.72,285.60,220.80,220.72,441.52,222.08,8.08,230.16,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,30.10,,,,,,,,,,,,,318.90,104.8,78.1,36.8,220.7,84.4,286.00,8.72,294.72,220.80,220.64,441.44,221.84,8.08,229.92,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,29.90,,,,,,,,,,,,,321.09,101.4,78.1,35.7,220.7,84.3,276.80,8.64,285.44,220.72,220.64,441.36,221.60,8.08,229.68,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,28.04,,,,,,,,,,,,,342.39,129.2,78.1,58.5,220.6,84.3,455.52,12.40,467.92,220.72,220.56,441.28,221.68,8.08,229.76,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,30.20,,,,,,,,,,,,,317.93,101.4,78.0,35.6,220.3,84.3,276.00,8.64,284.64,220.40,220.32,440.72,221.68,8.08,229.76,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,30.31,,,,,,,,,,,,,316.72,104.7,78.0,36.4,220.4,84.2,282.40,8.64,291.04,220.40,220.32,440.72,221.44,8.08,229.52,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,29.91,,,,,,,,,,,,,320.93,101.6,78.0,35.5,220.1,84.3,275.52,8.64,284.16,220.16,220.08,440.24,221.44,8.08,229.52,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,24.96,,,,,,,,,,,,,384.68,167.6,77.9,65.3,220.2,84.3,507.84,14.56,522.40,220.32,220.16,440.48,221.52,8.08,229.60,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,30.25,,,,,,,,,,,,,317.34,101.5,77.9,35.5,220.1,84.2,275.20,8.56,283.76,220.08,220.00,440.08,221.28,8.08,229.36,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,29.91,,,,,,,,,,,,,320.92,103.1,77.9,36.1,220.0,83.7,279.92,9.12,289.04,220.08,219.92,440.00,219.92,8.08,228.00,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,29.25,,,,,,,,,,,,,328.24,102.2,77.9,35.7,219.9,83.8,275.76,9.92,285.68,220.00,219.84,439.84,220.00,8.16,228.16,,,,,,,,,,,,,,,,,,
