N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,9.97,766.92,CPU bound,9.97,766.92,,766.33,297.31,24.0,14.0,0.0,0.0,0.0,24.0 ,24.0,14.0,0.0,0.0,0.0,24.0 ,61.89,48.6,45.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.97,766.92,CPU bound,9.97,766.92,,766.33,518.99,24.0,14.0,8.7,0.0,0.0,24.0 ,24.0,14.0,6.0,0.0,0.0,24.0 ,35.45,24.3,17.3,8.9,0.0,0.0,25.68,10.00,35.68,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,7.24,556.92,0.20,8.26,635.38,0.23,540.94,476.65,24.0,14.0,16.0,7.6,0.0,37.6 ,24.0,14.0,14.0,6.0,0.0,34.0 ,38.60,30.0,20.1,14.8,7.7,0.0,49.68,9.36,59.04,21.84,9.12,30.96,0,0,0,54.62,9.25,63.87,21.25,9.25,30.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
40,7.32,563.07,0.21,8.26,635.38,0.23,541.17,483.16,24.0,14.0,15.8,7.2,0.0,37.0 ,24.0,14.0,14.0,6.0,0.0,34.0 ,38.08,24.1,14.8,15.9,7.7,0.0,54.80,8.96,63.76,21.76,8.88,30.64,0,0,0,54.25,8.87,63.12,19.75,8.87,28.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
50,7.49,576.15,0.21,8.26,635.38,0.23,541.17,500.24,24.0,14.0,15.4,6.9,0.0,36.3 ,24.0,14.0,14.0,6.0,0.0,34.0 ,36.78,27.4,17.0,15.5,8.5,0.0,53.12,8.72,61.84,25.52,8.72,34.24,0,0,0,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,7.63,586.92,0.21,8.26,635.38,0.23,541.17,496.27,24.0,14.0,15.2,6.8,0.0,36.0 ,24.0,14.0,14.0,6.0,0.0,34.0 ,37.08,24.0,14.2,15.3,8.1,0.0,52.48,8.72,61.20,23.60,8.56,32.16,0,0,0,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,7.71,593.07,0.22,8.26,635.38,0.23,541.17,535.27,24.0,14.0,15.0,6.9,0.0,35.8 ,24.0,14.0,14.0,6.0,0.0,34.0 ,34.38,26.3,15.8,15.1,9.3,0.0,51.76,8.48,60.24,28.80,8.48,37.28,0,0,0,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,6.26,481.53,0.23,6.31,485.38,0.23,437.90,465.83,24.0,14.0,14.9,14.1,0.0,43.0 ,24.0,14.0,14.0,14.0,0.0,42.0 ,39.50,24.0,13.9,15.0,13.6,0.0,51.44,8.48,59.92,45.92,8.40,54.32,0,0,0,51.00,8.37,59.37,48.00,8.37,56.37,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
90,6.25,480.76,0.23,6.31,485.38,0.23,437.90,474.97,24.0,14.0,14.8,14.1,0.0,42.9 ,24.0,14.0,14.0,14.0,0.0,42.0 ,38.74,25.8,15.1,14.8,14.3,0.0,50.80,8.40,59.20,49.04,8.40,57.44,0,0,0,50.62,8.37,58.99,48.25,8.37,56.62,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
100,6.03,463.84,0.22,6.31,485.38,0.23,437.90,484.09,24.0,14.0,14.7,14.7,0.0,43.3 ,24.0,14.0,14.0,14.0,0.0,42.0 ,38.01,24.0,13.7,14.7,14.8,0.8,50.48,8.32,58.80,50.80,8.32,59.12,.56,.48,1.04,50.37,8.37,58.74,50.37,8.37,58.74,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
110,6.05,465.38,0.22,6.31,485.38,0.23,313.85,422.35,24.0,14.0,14.6,14.6,18.1,61.3 ,24.0,14.0,14.0,14.0,16.6,58.6 ,43.57,25.6,14.7,14.6,14.6,10.1,50.16,8.32,58.48,50.32,8.16,58.48,7.52,5.52,13.04,50.12,8.25,58.37,50.12,8.25,58.37,16.25,9.87,26.12,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
120,6.07,466.92,0.22,6.31,485.38,0.23,313.85,367.53,24.0,14.0,14.5,14.6,17.4,60.5 ,24.0,14.0,14.0,14.0,16.6,58.6 ,50.06,24.1,13.6,14.6,14.6,16.3,50.00,8.32,58.32,50.16,8.24,58.40,15.28,8.24,23.52,49.87,8.25,58.12,49.87,8.25,58.12,16.87,8.25,25.12,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
130,6.09,468.46,0.22,6.31,485.38,0.23,313.85,359.10,24.0,14.0,14.5,14.5,17.4,60.4 ,24.0,14.0,14.0,14.0,16.6,58.6 ,51.24,25.4,14.4,14.6,14.5,17.6,50.16,8.32,58.48,49.92,8.16,58.08,17.12,8.24,25.36,49.75,8.25,58.00,49.75,8.25,58.00,16.75,8.25,25.00,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
140,6.11,470.00,0.22,6.31,485.38,0.23,313.85,363.26,24.0,14.0,14.5,14.5,17.3,60.2 ,24.0,14.0,14.0,14.0,16.6,58.6 ,50.65,24.1,13.5,14.5,14.5,17.6,49.76,8.24,58.00,49.76,8.16,57.92,17.04,8.24,25.28,49.62,8.25,57.87,49.62,8.25,57.87,16.75,8.12,24.87,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
150,6.12,470.76,0.23,6.31,485.38,0.23,313.85,362.06,24.0,14.0,14.4,14.4,17.2,60.1 ,24.0,14.0,14.0,14.0,16.6,58.6 ,50.82,25.2,14.2,14.5,14.4,17.5,49.68,8.24,57.92,49.60,8.16,57.76,16.96,8.24,25.20,49.50,8.25,57.75,49.50,8.25,57.75,16.62,8.25,24.87,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
160,6.14,472.30,0.23,6.31,485.38,0.23,313.85,356.91,24.0,14.0,14.4,14.4,17.2,60.0 ,24.0,14.0,14.0,14.0,16.6,58.6 ,51.55,24.3,13.4,14.7,14.4,17.4,50.40,8.24,58.64,49.60,8.16,57.76,16.96,8.24,25.20,49.37,8.25,57.62,49.37,8.12,57.49,16.62,8.25,24.87,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
170,6.15,473.07,0.23,6.31,485.38,0.23,313.99,370.38,24.0,14.0,14.4,14.4,17.2,60.0 ,24.0,14.0,14.0,14.0,16.6,58.6 ,49.68,25.3,14.1,14.4,14.4,17.4,49.36,8.24,57.60,49.44,8.08,57.52,16.88,8.24,25.12,49.37,8.25,57.62,49.37,8.25,57.62,16.50,8.25,24.75,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
180,6.16,473.84,0.23,6.31,485.38,0.23,313.85,371.21,24.0,14.0,14.4,14.4,17.2,59.9 ,24.0,14.0,14.0,14.0,16.6,58.6 ,49.57,24.3,13.4,14.4,14.4,17.3,49.36,8.16,57.52,49.36,8.16,57.52,16.80,8.16,24.96,49.25,8.12,57.37,49.25,8.12,57.37,16.50,8.25,24.75,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
190,6.16,473.84,0.23,6.31,485.38,0.23,313.99,370.17,24.0,14.0,14.3,14.4,17.1,59.8 ,24.0,14.0,14.0,14.0,16.6,58.6 ,49.71,25.2,14.0,14.4,14.3,17.3,49.28,8.16,57.44,49.28,8.00,57.28,16.72,8.16,24.88,49.25,8.12,57.37,49.25,8.25,57.50,16.50,8.12,24.62,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
200,6.17,474.61,0.23,6.31,485.38,0.23,313.85,366.80,24.0,14.0,14.3,14.3,17.0,59.6 ,24.0,14.0,14.0,14.0,16.6,58.6 ,50.16,24.3,13.3,14.4,14.3,17.3,49.20,8.16,57.36,49.20,8.08,57.28,16.72,8.16,24.88,49.12,8.12,57.24,49.12,8.12,57.24,16.50,8.00,24.50,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
210,6.18,475.38,0.23,6.31,485.38,0.23,313.85,369.89,24.0,14.0,14.3,14.3,17.1,59.7 ,24.0,14.0,14.0,14.0,16.6,58.6 ,49.74,25.0,13.9,14.3,14.3,17.2,49.12,8.16,57.28,49.20,8.08,57.28,16.72,8.16,24.88,49.12,8.12,57.24,49.12,8.12,57.24,16.50,8.25,24.75,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
220,6.18,475.38,0.23,6.31,485.38,0.23,313.99,369.96,24.0,14.0,14.3,14.3,16.9,59.5 ,24.0,14.0,14.0,14.0,16.6,58.6 ,49.73,24.3,13.3,14.3,14.3,17.2,49.12,8.16,57.28,49.12,8.08,57.20,16.64,8.16,24.80,49.00,8.12,57.12,49.00,8.12,57.12,16.37,8.00,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
