N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,2.65,94.64,0.0,CPU bound,2.65,94.64,0.0,,94.78,93.98,101.3,48.4,0.0,0.0,0.0,101.28,101.3,48.4,0.0,0.0,0.0,101.28,102.14,51.4,52.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.65,94.64,43.345164901306724,CPU bound,2.65,94.64,35.53727506426735,,94.74,124.21,101.3,48.4,11.0,0.0,0.0,101.28,101.3,48.4,9.0,0.0,0.0,101.28,77.29,42.8,30.5,11.0,0.0,0.0,78.40,9.28,87.68,0,0,0,0,0,0,76.37,11.37,87.74,0,0,0,0,0,0,64.00,8.00,72.00,0,0,0,0,0,0
30,2.65,94.64,42.951518473166225,CPU bound,2.65,94.64,35.53727506426735,,94.78,122.67,101.3,48.4,10.9,0.0,0.0,101.28,101.3,48.4,9.0,0.0,0.0,101.28,78.26,41.8,27.3,11.5,1.5,0.0,82.24,9.44,91.68,1.52,1.52,3.04,0,0,0,77.75,9.37,87.12,0,0,0,0,0,0,64.00,8.00,72.00,0,0,0,0,0,0
40,2.65,94.64,42.62045705269026,CPU bound,2.65,94.64,35.53727506426735,,94.78,134.05,101.3,48.4,10.8,11.1,0.0,101.28,101.3,48.4,9.0,8.0,0.0,101.28,71.61,41.3,26.0,10.7,21.1,0.0,76.88,8.56,85.44,21.12,21.12,42.24,.08,0,.08,77.00,9.37,86.37,22.12,22.12,44.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,2.65,94.64,39.54000601552919,CPU bound,2.65,94.64,35.53727506426735,,94.74,128.61,101.3,48.4,10.0,10.1,0.0,101.28,101.3,48.4,9.0,8.0,0.0,101.28,74.64,41.1,25.3,10.3,21.2,0.1,73.76,8.72,82.48,21.20,21.12,42.32,.24,0,.24,71.37,8.75,80.12,20.25,20.25,40.50,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,2.65,94.64,39.980549945189125,CPU bound,2.65,94.64,35.53727506426735,,94.74,132.51,101.3,48.4,10.1,10.2,0.0,101.28,101.3,48.4,9.0,8.0,0.0,101.28,72.45,40.9,24.9,10.0,20.6,0.2,72.00,8.32,80.32,20.56,20.56,41.12,.48,0,.48,72.12,8.87,80.99,20.25,20.37,40.62,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,2.65,94.64,38.28564894601542,CPU bound,2.65,94.64,35.53727506426735,,94.78,128.58,101.3,48.4,9.7,10.1,9.7,101.28,101.3,48.4,9.0,8.0,8.8,101.28,74.66,40.8,24.6,10.0,23.1,0.4,71.20,8.56,79.76,23.12,23.04,46.16,.80,.32,1.12,69.12,8.50,77.62,6.00,20.12,26.12,14.25,10.25,24.50,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
80,2.65,94.64,38.759148859069725,CPU bound,2.65,94.64,35.53727506426735,,94.78,110.59,101.3,48.4,9.8,9.0,9.8,101.28,101.3,48.4,9.0,8.0,8.8,101.28,86.81,41.0,24.4,11.2,61.1,3.1,80.48,9.04,89.52,61.12,61.12,122.24,7.04,1.36,8.40,69.87,8.62,78.49,0,18.00,18.00,18.00,8.62,26.62,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
90,2.65,94.64,37.618616434025334,CPU bound,2.65,94.64,35.53727506426735,,94.78,123.90,101.3,48.4,9.5,8.8,9.5,101.28,101.3,48.4,9.0,8.0,8.8,101.28,77.48,40.8,24.2,9.8,39.4,5.5,70.40,8.40,78.80,39.36,39.36,78.72,7.84,6.08,13.92,67.87,8.37,76.24,0,17.50,17.50,17.50,8.37,25.87,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
100,2.38,85.00,112.98320686106346,CPU bound,2.65,94.64,56.742945100051315,,94.78,126.12,101.3,48.4,9.6,34.3,9.6,101.92,101.3,48.4,9.0,32.0,8.8,101.28,76.12,40.8,24.1,11.5,52.6,7.8,83.12,8.80,91.92,52.64,52.64,105.28,13.60,7.68,21.28,68.62,8.50,77.12,51.12,68.62,119.74,17.50,8.50,26.00,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
