N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,2.43,86.78,110.40862847341337,CPU bound,2.65,94.64,56.742945100051315,,94.78,129.98,101.3,48.4,9.4,33.5,9.4,101.28,101.3,48.4,9.0,32.0,8.8,101.28,73.86,40.7,24.0,9.7,61.4,9.3,69.68,8.32,78.00,61.36,61.36,122.72,17.20,8.16,25.36,67.12,8.25,75.37,49.75,67.00,116.75,17.25,8.50,25.75,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
120,2.41,86.07,111.69024752707747,CPU bound,2.65,94.64,56.742945100051315,,94.78,125.23,101.3,48.4,9.5,33.9,9.4,101.28,101.3,48.4,9.0,32.0,8.8,101.28,76.66,40.8,23.9,10.0,66.1,10.0,71.52,8.48,80.00,66.16,66.16,132.32,18.96,8.16,27.12,67.87,8.37,76.24,50.50,67.87,118.37,17.25,8.37,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
130,2.45,87.50,109.70781200686105,CPU bound,2.65,94.64,56.742945100051315,,94.74,116.94,101.3,48.4,9.4,33.3,9.3,101.28,101.3,48.4,9.0,32.0,8.8,101.28,82.09,40.9,23.8,11.7,64.3,9.3,84.88,9.04,93.92,64.32,64.24,128.56,17.44,7.92,25.36,66.62,8.25,74.87,49.50,66.62,116.12,17.12,8.25,25.37,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
140,2.43,86.78,110.65628542024014,CPU bound,2.65,94.64,56.742945100051315,,94.78,123.80,101.3,48.4,10.5,33.6,9.3,101.78,101.3,48.4,9.0,32.0,8.8,101.28,77.54,40.9,23.8,11.3,67.0,10.3,81.60,9.20,90.80,66.96,66.96,133.92,19.84,8.16,28.00,75.50,8.37,83.87,50.12,67.25,117.37,17.00,8.25,25.25,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
150,2.46,87.85,109.08768981554589,CPU bound,2.65,94.64,59.22879177377893,,92.12,124.89,101.3,48.4,10.2,33.1,9.3,101.28,101.3,48.4,15.0,32.0,8.8,104.21,76.87,40.7,23.7,11.4,66.9,10.2,81.92,9.12,91.04,66.88,66.88,133.76,19.60,8.24,27.84,73.50,8.25,81.75,49.37,66.25,115.62,16.87,8.25,25.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
160,2.44,87.14,109.99560780237904,CPU bound,2.65,94.64,59.22879177377893,,92.12,111.12,101.3,48.4,11.5,33.4,9.3,102.57,101.3,48.4,15.0,32.0,8.8,104.21,86.39,40.8,23.7,12.7,67.0,9.8,92.24,8.96,101.20,66.96,66.96,133.92,19.12,7.60,26.72,83.50,8.25,91.75,49.87,66.75,116.62,16.87,8.37,25.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
170,2.48,88.57,108.51800480274443,CPU bound,2.65,94.64,59.22879177377893,,92.08,123.40,101.3,48.4,12.2,33.0,9.2,102.76,101.3,48.4,15.0,32.0,8.8,104.21,77.79,40.7,23.6,13.2,66.9,9.8,96.40,9.20,105.60,66.88,66.88,133.76,18.48,8.24,26.72,89.75,8.25,98.00,49.12,65.87,114.99,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
180,2.46,87.85,109.44223945111492,CPU bound,2.65,94.64,59.22879177377893,,92.08,121.91,101.3,48.4,15.5,33.2,9.2,106.34,101.3,48.4,15.0,32.0,8.8,104.21,78.74,40.8,23.6,15.9,66.7,10.0,117.60,9.20,126.80,66.72,66.72,133.44,19.04,8.08,27.12,115.87,8.25,124.12,49.62,66.50,116.12,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
190,2.48,88.57,108.26408226277734,CPU bound,2.65,94.64,59.22879177377893,,92.08,115.77,101.3,48.4,14.2,32.9,9.1,104.66,101.3,48.4,15.0,32.0,8.8,104.21,82.92,40.9,23.6,14.1,66.6,10.2,104.00,9.04,113.04,66.56,66.56,133.12,19.52,8.16,27.68,105.75,8.12,113.87,49.00,65.75,114.75,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
200,2.46,87.85,109.12292006861064,CPU bound,2.65,94.64,59.22879177377893,,92.08,122.16,101.3,48.4,15.5,33.1,9.2,106.16,101.3,48.4,15.0,32.0,8.8,104.21,78.59,40.7,23.5,15.8,66.5,10.1,117.12,9.04,126.16,66.48,66.48,132.96,19.36,8.08,27.44,115.50,8.25,123.75,49.50,66.25,115.75,16.75,8.12,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
210,2.49,88.92,108.07538387650087,CPU bound,2.65,94.64,59.22879177377893,,92.08,125.20,101.3,48.4,15.3,32.8,9.1,105.66,101.3,48.4,15.0,32.0,8.8,104.21,76.68,40.6,23.5,15.8,66.4,10.8,117.60,9.12,126.72,66.40,66.40,132.80,21.20,8.16,29.36,114.25,8.12,122.37,49.00,65.62,114.62,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
220,2.47,88.21,108.68668831352613,CPU bound,2.65,94.64,59.22879177377893,,92.08,120.94,101.3,48.4,15.4,33.0,9.2,106.01,101.3,48.4,15.0,32.0,8.8,104.21,79.38,40.5,23.5,15.8,66.3,10.4,117.36,8.96,126.32,66.32,66.32,132.64,20.16,8.08,28.24,115.12,8.25,123.37,49.37,66.00,115.37,16.62,8.37,24.99,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
230,2.49,88.92,107.74499897084048,CPU bound,2.65,94.64,59.22879177377893,,92.12,127.05,101.3,48.4,15.3,32.7,11.3,107.68,101.3,48.4,15.0,32.0,8.8,104.21,75.56,40.6,23.5,15.8,66.3,10.3,117.52,9.04,126.56,66.32,66.32,132.64,19.84,8.16,28.00,114.12,8.12,122.24,42.87,65.37,108.24,22.62,8.12,30.74,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
240,2.48,88.57,108.47163499142367,CPU bound,2.65,94.64,59.22879177377893,,92.12,104.69,101.3,48.4,13.3,32.9,18.4,113.12,101.3,48.4,15.0,32.0,8.8,104.21,91.70,40.7,23.4,14.9,66.2,14.2,109.92,8.96,118.88,66.16,66.16,132.32,30.64,8.08,38.72,98.50,8.25,106.75,24.12,65.87,89.99,41.75,8.50,50.25,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
250,2.50,89.28,107.615374271012,CPU bound,2.65,94.64,59.22879177377893,,92.12,125.76,101.3,48.4,15.3,32.7,19.6,115.95,101.3,48.4,15.0,32.0,8.8,104.21,76.34,40.6,23.4,15.8,66.2,10.2,117.60,8.96,126.56,66.16,66.16,132.32,19.68,8.16,27.84,113.87,8.12,121.99,19.75,65.37,85.12,45.62,7.75,53.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
260,2.49,88.92,108.0764915469836,CPU bound,2.65,94.64,59.22879177377893,,92.08,114.72,101.3,48.4,15.4,32.8,23.6,120.17,101.3,48.4,15.0,32.0,8.8,104.21,83.68,40.7,23.4,15.9,66.1,10.6,118.64,8.80,127.44,66.08,66.08,132.16,20.80,8.08,28.88,114.62,8.25,122.87,9.87,65.62,75.49,55.87,8.50,64.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
270,2.50,89.28,107.50950387789918,CPU bound,2.65,94.64,70.8468930172966,,78.76,132.97,101.3,48.4,15.2,32.6,21.4,117.72,101.3,48.4,15.0,32.0,26.4,121.83,72.19,40.7,23.8,1.1,65.9,10.8,0,9.12,9.12,65.92,65.92,131.84,21.36,8.16,29.52,113.75,8.12,121.87,14.12,65.25,79.37,51.12,7.25,58.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
280,2.49,88.92,107.91524784183505,CPU bound,2.65,94.64,70.8468930172966,,78.79,125.44,101.3,48.4,15.3,32.8,26.3,122.76,101.3,48.4,15.0,32.0,26.4,121.83,76.53,40.7,23.7,1.1,65.8,11.1,0,8.96,8.96,65.84,65.84,131.68,22.16,8.08,30.24,114.50,8.12,122.62,2.75,65.50,68.25,62.75,8.75,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
290,2.51,89.64,107.1906689536878,CPU bound,2.65,94.64,70.8468930172966,,78.79,129.54,101.3,48.4,15.2,32.5,26.3,122.43,101.3,48.4,15.0,32.0,26.4,121.83,74.11,40.6,23.7,15.7,65.8,11.5,116.88,9.04,125.92,65.76,65.76,131.52,23.12,8.16,31.28,113.62,8.12,121.74,1.62,65.12,66.74,63.50,8.00,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
300,2.49,88.92,108.01004459691251,CPU bound,2.65,94.64,70.8468930172966,,78.79,127.51,101.3,48.4,15.3,32.8,27.0,123.52,101.3,48.4,15.0,32.0,26.4,121.83,75.29,40.6,23.7,15.7,65.7,12.4,116.88,8.96,125.84,65.76,65.76,131.52,25.76,8.08,33.84,114.25,8.12,122.37,.12,65.62,65.74,65.50,8.12,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
310,2.51,89.64,107.10481379438906,CPU bound,2.65,94.64,70.8468930172966,,78.79,126.40,101.3,48.4,15.2,32.5,24.8,120.88,101.3,48.4,15.0,32.0,26.4,121.83,75.95,40.6,23.7,15.7,65.7,13.1,116.56,8.96,125.52,65.76,65.76,131.52,27.52,8.08,35.60,113.50,8.12,121.62,5.75,65.00,70.75,59.37,8.12,67.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
320,2.50,89.28,107.64962469982846,CPU bound,2.65,94.64,70.8468930172966,,78.79,93.45,101.3,48.4,15.3,32.7,27.0,123.37,101.3,48.4,15.0,32.0,26.4,121.83,102.72,41.5,23.6,16.1,65.6,17.9,120.16,8.88,129.04,65.60,65.60,131.20,40.80,8.08,48.88,114.12,8.12,122.24,0,65.37,65.37,65.37,8.12,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
330,2.51,89.64,107.03104216458256,CPU bound,2.65,94.64,70.8468930172966,,78.79,126.02,101.3,48.4,15.2,32.5,26.8,122.93,101.3,48.4,15.0,32.0,26.4,121.83,76.18,40.6,23.6,15.6,65.6,14.4,116.32,8.88,125.20,65.52,65.52,131.04,31.04,8.08,39.12,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
340,2.50,89.28,107.55161578044597,CPU bound,2.65,94.64,70.8468930172966,,78.79,121.98,101.3,48.4,15.3,32.7,27.0,123.34,101.3,48.4,15.0,32.0,26.4,121.83,78.70,40.6,23.6,15.6,66.0,14.8,116.24,8.80,125.04,66.00,66.00,132.00,32.32,8.08,40.40,114.00,8.12,122.12,0,65.37,65.37,65.37,8.25,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
350,2.51,89.64,106.96040068610635,CPU bound,2.65,94.64,70.8468930172966,,78.76,123.87,101.3,48.4,15.2,32.5,26.8,122.88,101.3,48.4,15.0,32.0,26.4,121.83,77.50,40.0,23.6,1.1,65.5,15.8,0,8.88,8.88,65.44,65.44,130.88,34.80,8.08,42.88,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
360,2.50,89.28,107.4599714978862,CPU bound,2.65,94.64,70.8468930172966,,78.79,118.76,101.3,48.4,15.3,32.6,26.9,123.23,101.3,48.4,15.0,32.0,26.4,121.83,80.84,40.6,23.6,15.7,65.5,16.8,116.40,8.80,125.20,65.44,65.44,130.88,37.76,8.08,45.84,113.87,8.12,121.99,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
370,2.51,89.64,106.9077381547631,CPU bound,2.65,94.64,70.8468930172966,,78.79,119.57,101.3,48.4,15.2,32.5,26.7,122.77,101.3,48.4,15.0,32.0,26.4,121.83,80.28,40.5,23.6,15.6,65.4,17.8,116.08,8.80,124.88,65.44,65.36,130.80,40.24,8.08,48.32,113.25,8.12,121.37,0,64.87,64.87,64.87,7.87,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
380,2.50,89.28,107.37460718339581,CPU bound,2.65,94.64,70.8468930172966,,78.76,110.72,101.3,48.4,15.2,32.6,26.9,123.16,101.3,48.4,15.0,32.0,26.4,121.83,86.71,40.6,23.5,15.6,66.7,19.5,116.00,8.72,124.72,66.72,66.72,133.44,45.20,8.08,53.28,113.75,8.12,121.87,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
390,2.52,90.00,106.85764939965696,CPU bound,2.65,94.64,70.8468930172966,,78.79,116.57,101.3,48.4,15.2,32.4,26.8,122.80,101.3,48.4,15.0,32.0,26.4,121.83,82.35,40.5,23.5,15.6,65.3,20.1,115.76,8.72,124.48,65.36,65.36,130.72,46.72,8.08,54.80,113.25,8.12,121.37,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
400,2.51,89.64,107.30188943401508,CPU bound,2.65,94.64,70.8468930172966,,78.79,98.80,101.3,48.4,15.2,32.6,26.9,123.09,101.3,48.4,15.0,32.0,26.4,121.83,97.16,40.4,23.5,16.0,65.3,21.9,118.96,8.72,127.68,65.36,65.28,130.64,51.60,8.08,59.68,113.75,8.12,121.87,0,65.12,65.12,65.12,8.00,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
410,2.52,90.00,106.8197104631218,CPU bound,2.65,94.64,70.8468930172966,,78.76,110.70,101.3,48.4,15.2,32.4,26.8,122.81,101.3,48.4,15.0,32.0,26.4,121.83,86.72,40.5,23.5,15.5,65.3,22.2,115.60,8.72,124.32,65.28,65.28,130.56,52.24,8.08,60.32,113.12,8.12,121.24,0,64.87,64.87,64.87,8.25,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
420,2.51,89.64,107.24810428816467,CPU bound,2.65,94.64,70.8468930172966,,78.79,101.64,101.3,48.4,15.2,32.6,27.0,123.15,101.3,48.4,15.0,32.0,26.4,121.83,94.45,40.5,23.5,1.1,65.3,24.8,0,8.64,8.64,65.28,65.28,130.56,59.52,8.08,67.60,113.62,8.12,121.74,0,65.12,65.12,65.12,8.37,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
430,2.52,90.00,106.78177152658661,CPU bound,2.65,94.64,70.8468930172966,,78.76,106.91,101.3,48.4,15.1,32.4,26.8,122.74,101.3,48.4,15.0,32.0,26.4,121.83,89.79,40.4,23.5,15.5,65.2,25.8,115.60,8.72,124.32,65.20,65.20,130.40,62.08,8.08,70.16,113.12,8.12,121.24,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
440,2.51,89.64,107.1880343053173,CPU bound,2.65,94.64,70.8468930172966,,78.79,103.11,101.3,48.4,15.2,32.5,26.9,123.04,101.3,48.4,15.0,32.0,26.4,121.83,93.11,40.5,23.5,15.6,65.2,26.3,115.92,8.64,124.56,65.20,65.20,130.40,63.68,8.08,71.76,113.50,8.12,121.62,0,65.12,65.12,65.12,8.12,73.24,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
450,2.52,90.00,106.54678410892403,CPU bound,2.65,94.64,70.8468930172966,,78.79,97.01,101.3,48.4,15.1,32.4,26.7,122.62,101.3,48.4,15.0,32.0,26.4,121.83,98.96,40.6,23.5,15.6,65.2,26.7,116.40,8.64,125.04,65.20,65.12,130.32,64.72,8.08,72.80,113.00,8.12,121.12,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
460,2.52,90.00,106.77702915951976,CPU bound,2.65,94.64,70.8468930172966,,78.79,101.81,101.3,48.4,15.2,32.4,26.8,122.80,101.3,48.4,15.0,32.0,26.4,121.83,94.29,40.4,23.4,15.5,65.1,27.0,115.28,8.64,123.92,65.12,65.12,130.24,65.36,8.08,73.44,113.50,8.12,121.62,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
470,2.53,90.35,106.35337770154374,CPU bound,2.65,94.64,70.8468930172966,,78.79,104.48,101.3,48.4,15.1,32.3,26.7,122.50,101.3,48.4,15.0,32.0,26.4,121.83,91.89,40.4,23.4,15.5,65.1,26.9,115.60,8.64,124.24,65.12,65.12,130.24,65.36,8.08,73.44,113.00,8.12,121.12,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
480,2.52,90.00,106.72014743896936,CPU bound,2.65,94.64,70.8468930172966,,78.79,91.35,101.3,48.4,15.2,32.4,26.8,122.76,101.3,48.4,15.0,32.0,26.4,121.83,105.10,40.4,23.4,15.8,65.1,27.0,117.92,8.56,126.48,65.12,65.12,130.24,65.60,8.08,73.68,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
490,2.53,90.35,106.30858867924529,CPU bound,2.65,94.64,70.8468930172966,,78.79,102.41,101.3,48.4,15.1,32.3,26.7,122.47,101.3,48.4,15.0,32.0,26.4,121.83,93.74,40.4,23.4,15.5,65.1,27.0,115.28,8.64,123.92,65.12,65.04,130.16,65.52,8.08,73.60,113.00,8.12,121.12,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
500,2.52,90.00,106.66321234991423,CPU bound,2.65,94.64,70.8468930172966,,78.76,102.61,101.3,48.4,15.2,32.4,26.8,122.72,101.3,48.4,15.0,32.0,26.4,121.83,93.56,40.4,23.4,15.5,65.1,27.0,115.28,8.56,123.84,65.04,65.04,130.08,65.60,8.00,73.60,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
510,2.53,90.35,106.27857154055602,CPU bound,2.65,94.64,70.8468930172966,,78.79,85.03,101.3,48.4,15.1,32.3,26.7,122.45,101.3,48.4,15.0,32.0,26.4,121.83,112.90,41.5,23.4,17.4,65.1,27.1,130.80,8.72,139.52,65.12,65.04,130.16,65.84,8.08,73.92,112.87,8.12,120.99,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
520,2.52,90.00,106.61897491809184,CPU bound,2.65,94.64,70.8468930172966,,78.79,102.30,101.3,48.4,15.2,32.4,26.7,122.69,101.3,48.4,15.0,32.0,26.4,121.83,93.84,40.4,23.4,15.6,65.0,27.0,115.92,8.56,124.48,65.04,65.04,130.08,65.52,8.00,73.52,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
530,2.53,90.35,106.24010490501405,CPU bound,2.65,94.64,70.8468930172966,,78.79,104.23,101.3,48.4,15.1,32.3,26.6,122.42,101.3,48.4,15.0,32.0,26.4,121.83,92.11,40.3,23.4,15.5,65.0,27.0,115.04,8.56,123.60,65.04,64.96,130.00,65.52,8.08,73.60,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
540,2.52,90.00,106.56838865765309,CPU bound,2.65,94.64,70.8468930172966,,78.79,100.08,101.3,48.4,15.2,32.4,26.7,122.66,101.3,48.4,15.0,32.0,26.4,121.83,95.92,40.4,23.4,15.4,65.0,27.0,115.04,8.48,123.52,65.04,64.96,130.00,65.60,8.00,73.60,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
550,2.53,90.35,106.21005283018867,CPU bound,2.65,94.64,70.8468930172966,,78.76,104.75,101.3,48.4,15.1,32.3,26.6,122.40,101.3,48.4,15.0,32.0,26.4,121.83,91.65,40.3,23.4,15.4,65.0,27.1,115.04,8.56,123.60,64.96,64.96,129.92,65.60,8.08,73.68,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
