N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,,,L3 10 10 10 16 13654 10,,,,,,,,,,,,,,
20,,,L3 20 20 20 16 6827 20,,,,,,,,,,,,,,
30,,,L3 30 30 30 16 4552 30,,,,,,,,,,,,,,
40,,,L3 40 40 40 16 3414 40,,,,,,,,,,,,,,
50,,,L3 50 50 50 16 2731 50,,,,,,,,,,,,,,
60,,,L3 60 60 60 16 2276 60,,,,,,,,,,,,,,
70,,,L3 70 70 70 16 1951 70,,,,,,,,,,,,,,
80,,,L3 80 80 80 16 1707 80,,,,,,,,,,,,,,
90,,,L3 90 90 90 16 1518 90,,,,,,,,,,,,,,
100,,,L3 100 100 100 16 1366 100,,,,,,,,,,,,,,
110,,,L3 110 110 110 16 1242 110,,,,,,,,,,,,,,
120,,,L3 120 120 120 16 1139 120,,,,,,,,,,,,,,
130,,,L3 130 130 130 16 1051 130,,,,,,,,,,,,,,
140,,,L3 140 140 140 16 976 140,,,,,,,,,,,,,,
150,,,L3 150 150 150 16 911 150,,,,,,,,,,,,,,
160,,,L3 160 160 160 16 854 160,,,,,,,,,,,,,,
170,,,L3 170 170 170 16 804 170,,,,,,,,,,,,,,
180,,,L3 180 180 180 16 759 180,,,,,,,,,,,,,,
190,,,L3 190 190 190 16 719 190,,,,,,,,,,,,,,
200,,,L3 200 200 200 16 683 200,,,,,,,,,,,,,,
210,,,L3 210 210 210 16 651 210,,,,,,,,,,,,,,
220,,,L3 220 220 220 16 621 220,,,,,,,,,,,,,,
230,,,L3 230 230 230 16 594 230,,,,,,,,,,,,,,
240,,,L3 240 240 240 16 570 240,,,,,,,,,,,,,,
250,,,L3 250 250 250 16 547 250,,,,,,,,,,,,,,
260,,,L3 260 260 260 16 526 260,,,,,,,,,,,,,,
270,,,L3 270 270 270 16 506 270,,,,,,,,,,,,,,
280,,,L3 280 280 280 16 488 280,,,,,,,,,,,,,,
290,,,L3 290 290 290 16 472 290,,,,,,,,,,,,,,
300,,,L3 300 300 300 16 456 300,,,,,,,,,,,,,,
310,,,L3 310 310 310 16 441 310,,,,,,,,,,,,,,
320,,,L3 320 320 320 16 427 320,,,,,,,,,,,,,,
330,,,L3 330 330 330 16 414 330,,,,,,,,,,,,,,
340,,,L3 340 340 340 16 402 340,,,,,,,,,,,,,,
350,,,L3 350 350 350 16 391 350,,,,,,,,,,,,,,
360,,,L3 360 360 360 16 380 360,,,,,,,,,,,,,,
370,,,L3 370 370 370 16 370 370,,,,,,,,,,,,,,
380,,,L3 380 380 380 16 360 380,,,,,,,,,,,,,,
390,,,L3 390 390 390 16 351 390,,,,,,,,,,,,,,
400,,,L3 400 400 400 16 342 400,,,,,,,,,,,,,,
410,,,L3 410 410 410 16 334 410,,,,,,,,,,,,,,
420,,,L3 420 420 420 16 326 420,,,,,,,,,,,,,,
430,,,L3 430 430 430 16 318 430,,,,,,,,,,,,,,
440,,,L3 440 440 440 16 311 440,,,,,,,,,,,,,,
450,,,L3 450 450 450 16 304 450,,,,,,,,,,,,,,
460,,,L3 460 460 460 16 298 460,,,,,,,,,,,,,,
470,,,L3 470 470 470 16 291 470,,,,,,,,,,,,,,
480,,,L3 480 480 480 16 285 480,,,,,,,,,,,,,,
490,,,L3 490 490 490 16 279 490,,,,,,,,,,,,,,
500,,,L3 500 500 500 16 274 500,,,,,,,,,,,,,,
510,,,L3 510 510 510 16 268 510,,,,,,,,,,,,,,
520,,,L3 520 520 520 16 263 520,,,,,,,,,,,,,,
530,,,L3 530 530 530 16 258 530,,,,,,,,,,,,,,
540,,,L3 540 540 540 16 254 540,,,,,,,,,,,,,,
550,,,L3 550 550 550 16 249 550,,,,,,,,,,,,,,
560,,,L3 560 560 560 16 245 560,,,,,,,,,,,,,,
570,,,L3 570 570 570 16 240 570,,,,,,,,,,,,,,
580,,,L3 580 580 580 16 236 580,,,,,,,,,,,,,,
590,,,L3 590 590 590 16 232 590,,,,,,,,,,,,,,
600,,,L3 600 600 600 16 228 600,,,,,,,,,,,,,,
610,,,L3 610 610 610 16 225 610,,,,,,,,,,,,,,
620,,,L3 620 620 620 16 221 620,,,,,,,,,,,,,,
630,,,L3 630 630 630 16 217 630,,,,,,,,,,,,,,
640,,,L3 640 640 640 16 214 640,,,,,,,,,,,,,,
650,,,L3 650 650 650 16 211 650,,,,,,,,,,,,,,
