N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,7.06,176.50,CPU bound,7.28,182.00,,135.38,60.76,96.8,96.0,46.8,0.0,0.0,142.8 ,96.8,96.0,34.0,0.0,0.0,130.0 ,289.69,154.6,181.9,48.8,0.0,0.5,183.92,11.04,194.96,0,.08,.08,.56,.56,1.12,176.37,10.75,187.12,0,0,0,0,0,0,128.00,8.00,136.00,0,0,0,0,0,0
20,5.91,147.75,0.26,6.78,169.50,0.29,104.76,76.38,96.8,96.0,43.7,39.0,0.0,178.7 ,96.8,96.0,38.0,34.0,0.0,168.0 ,230.42,118.5,133.5,44.2,42.5,0.4,167.44,9.20,176.64,161.04,8.88,169.92,.48,.48,.96,165.62,9.12,174.74,147.00,9.12,156.12,0,0,0,144.00,8.00,152.00,128.00,8.00,136.00,0,0,0
30,6.22,155.50,0.27,6.78,169.50,0.29,104.76,81.27,96.8,96.0,41.5,37.1,0.0,174.5 ,96.8,96.0,38.0,34.0,0.0,168.0 ,216.56,88.9,97.3,42.7,39.4,0.4,162.16,8.80,170.96,148.96,8.64,157.60,.40,.40,.80,157.25,8.62,165.87,139.62,8.62,148.24,0,0,0,144.00,8.00,152.00,128.00,8.00,136.00,0,0,0
40,1.18,29.50,0.04,6.78,169.50,0.29,104.76,55.54,96.8,96.0,278.6,36.0,0.0,410.6 ,96.8,96.0,38.0,34.0,0.0,168.0 ,316.90,93.7,96.8,114.6,40.7,0.6,440.40,18.16,458.56,154.48,8.40,162.88,.64,.64,1.28,1050.50,64.00,1114.50,135.62,8.37,143.99,0,0,0,144.00,8.00,152.00,128.00,8.00,136.00,0,0,0
50,5.77,144.25,0.25,6.07,151.75,0.26,102.27,89.22,96.8,96.0,40.0,39.9,0.0,175.9 ,96.8,96.0,38.0,38.0,0.0,172.0 ,197.26,77.7,83.4,40.9,40.7,0.4,154.80,8.72,163.52,154.40,8.40,162.80,.40,.40,.80,151.50,8.37,159.87,151.50,8.25,159.75,0,0,0,144.00,8.00,152.00,144.00,8.00,152.00,0,0,0
60,5.82,145.50,0.25,3.58,89.50,0.29,76.55,86.94,96.8,96.0,39.6,39.6,16.6,191.8 ,96.8,96.0,38.0,38.0,57.9,229.9 ,202.45,80.3,85.5,40.8,40.0,11.3,154.72,8.64,163.36,151.60,8.32,159.92,25.20,1.28,26.48,150.12,8.25,158.37,150.12,8.25,158.37,36.62,2.25,38.87,144.00,8.00,152.00,144.00,8.00,152.00,128.00,8.00,136.00
70,3.40,85.00,0.28,3.58,89.50,0.29,76.55,81.75,96.8,96.0,39.4,39.4,60.8,235.5 ,96.8,96.0,38.0,38.0,57.9,229.9 ,215.28,73.9,77.7,39.8,38.5,55.7,150.64,8.56,159.20,146.00,8.08,154.08,122.96,7.92,130.88,149.12,8.25,157.37,149.12,8.25,157.37,133.00,9.87,142.87,144.00,8.00,152.00,144.00,8.00,152.00,128.00,8.00,136.00
80,,,,3.58,89.50,0.29,76.55,54.36,96.8,96.0,292.3,276.2,59.8,724.2 ,96.8,96.0,38.0,38.0,57.9,229.9 ,323.75,80.7,80.0,81.6,68.3,61.3,313.28,13.12,326.40,266.48,6.80,273.28,135.12,8.88,144.00,1105.00,64.00,1169.00,1048.87,55.75,1104.62,132.25,8.25,140.50,144.00,8.00,152.00,144.00,8.00,152.00,128.00,8.00,136.00
90,3.49,87.25,0.29,3.58,89.50,0.29,76.55,79.78,96.8,96.0,39.0,39.0,59.3,233.4 ,96.8,96.0,38.0,38.0,57.9,229.9 ,220.61,71.9,74.6,39.8,38.4,60.7,150.56,8.64,159.20,145.68,8.00,153.68,133.92,8.64,142.56,148.00,8.25,156.25,148.00,8.25,156.25,131.25,8.25,139.50,144.00,8.00,152.00,144.00,8.00,152.00,128.00,8.00,136.00
100,3.50,87.50,0.29,3.58,89.50,0.29,76.55,80.86,96.8,96.0,38.9,38.9,59.2,233.1 ,96.8,96.0,38.0,38.0,57.9,229.9 ,217.67,73.6,76.7,39.6,38.0,60.3,149.76,8.48,158.24,143.92,7.92,151.84,133.12,8.56,141.68,147.62,8.12,155.74,147.62,8.12,155.74,130.87,8.25,139.12,144.00,8.00,152.00,144.00,8.00,152.00,128.00,8.00,136.00
