N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.005201,L3 10 10 10 16 45875 10,5888802816,452984832,2.93,225.90,87.20,0,0,0,0,9091.00,22082.00,0,0,31173.00
20,524288,3.747838,L3 20 20 20 16 22937 20,27917287424,2147483648,7.44,572.99,33.68,18.35,7.11,0,0,16925.00,40663.00,25.46,0,57588.00
30,65536,2.319436,L3 30 30 30 16 15291 30,14974189568,1151860736,6.45,496.61,39.12,40.46,7.45,0,0,10980.00,25824.00,47.91,0,36804.00
40,32768,2.733117,L3 40 40 40 16 11468 40,19874709504,1528823808,7.27,559.36,34.88,46.65,7.61,4.60,4.59,28945.00,29053.00,54.26,9.19,57998.00
50,16384,2.880999,L3 50 50 50 16 9175 50,20731789312,1594753024,7.19,553.54,34.88,46.87,7.67,16.79,16.78,16631.00,38898.00,54.54,33.57,55529.00
60,8192,2.516918,L3 60 60 60 16 7645 60,18702401536,1438646272,7.42,571.58,34.24,47.25,7.79,16.84,16.83,53020.00,50191.00,55.04,33.67,103211.00
70,8192,3.927385,L3 70 70 70 16 6553 70,30617174016,2355167232,7.79,599.67,32.48,47.17,7.77,16.65,16.64,183646.00,145256.00,54.94,33.29,328902.00
80,4096,3.147326,L3 80 80 80 16 5734 80,23374594048,1798045696,7.42,571.29,34.24,47.83,7.82,16.58,16.57,260869.00,191295.00,55.65,33.15,452164.00
90,2048,2.162590,L3 90 90 90 16 5097 90,16934354944,1302642688,7.82,602.35,32.00,47.36,7.82,16.49,16.48,1703037.00,1238745.00,55.18,32.97,2941782.00
100,2048,3.115564,L3 100 100 100 16 4587 100,23555211264,1811939328,7.55,581.57,33.04,47.42,7.84,16.48,16.47,22001252.00,18443417.00,55.26,32.95,40444669.00
110,2048,3.982445,L3 110 110 110 16 4170 110,31709609984,2439200768,7.95,612.48,31.44,47.45,7.85,16.51,16.50,79507356.00,74440829.00,55.30,33.01,153948185.00
120,1024,2.792454,L3 120 120 120 16 3822 120,20778647552,1598357504,7.43,572.38,34.24,47.51,7.86,16.63,16.62,75117777.00,72917788.00,55.37,33.25,148035565.00
130,1024,3.795920,L3 130 130 130 16 3528 130,26629005312,2048385024,7.01,539.62,36.16,48.16,7.99,16.83,16.82,116686470.00,113705726.00,56.15,33.65,230392196.00
140,512,2.454001,L3 140 140 140 16 3276 140,16742875136,1287913472,6.82,524.82,36.88,47.62,7.89,18.09,18.08,92688516.00,90744010.00,55.51,36.17,183432526.00
150,512,3.024704,L3 150 150 150 16 3058 150,20714377216,1593413632,6.84,526.79,36.88,47.67,7.90,24.58,24.56,143034144.00,136434720.00,55.57,49.14,279468864.00
160,256,2.248326,L3 160 160 160 16 2867 160,12634472448,971882496,5.61,432.26,44.64,48.59,8.03,39.55,39.53,89338133.00,83154958.00,56.62,79.08,172493091.00
170,256,2.761317,L3 170 170 170 16 2698 170,15223257088,1171019776,5.51,424.07,45.68,47.66,7.90,43.79,43.72,112785076.00,100016693.00,55.56,87.51,212801769.00
180,256,3.345122,L3 180 180 180 16 2548 180,18143510528,1395654656,5.42,417.21,46.80,47.75,7.92,45.49,45.45,128644865.00,119059931.00,55.67,90.94,247704796.00
190,128,2.030676,L3 190 190 190 16 2414 190,10707600384,823661568,5.26,405.60,48.00,47.79,7.92,47.41,47.33,78011416.00,70172884.00,55.71,94.74,148184300.00
200,128,2.345712,L3 200 200 200 16 2293 200,12529147904,963780608,5.33,410.86,48.00,47.77,7.92,47.69,47.65,92082421.00,82033706.00,55.69,95.34,174116127.00
210,128,2.728798,L3 210 210 210 16 2184 210,14546381824,1118952448,5.32,410.05,48.00,47.75,7.92,47.77,47.69,104506599.00,95130738.00,55.67,95.46,199637337.00
220,128,3.158604,L3 220 220 220 16 2085 220,16769286144,1289945088,5.30,408.38,48.00,47.80,7.94,47.77,47.74,121939316.00,109580040.00,55.74,95.51,231519356.00
230,128,3.664501,L3 230 230 230 16 1994 230,19207844864,1477526528,5.23,403.19,48.00,47.79,7.94,47.78,47.70,141941426.00,125407465.00,55.73,95.48,267348891.00
240,64,2.045363,L3 240 240 240 16 1911 240,10936020992,841232384,5.34,411.28,46.80,48.16,8.02,47.78,47.75,75048034.00,71351207.00,56.18,95.53,146399241.00
250,64,2.338770,L3 250 250 250 16 1835 250,12385930752,952763904,5.29,407.37,48.00,48.28,8.13,47.80,47.73,89396771.00,80749135.00,56.41,95.53,170145906.00
260,64,2.687712,L3 260 260 260 16 1764 260,13958643712,1073741824,5.19,399.49,49.20,49.06,8.08,47.80,47.77,101897718.00,90961002.00,57.14,95.57,192858720.00
270,64,2.951292,L3 270 270 270 16 1699 270,15659151872,1204550144,5.30,408.14,48.00,50.76,7.94,47.82,47.73,113611653.00,101973496.00,58.70,95.55,215585149.00
280,64,3.277321,L3 280 280 280 16 1638 280,17492447232,1345572864,5.33,410.57,48.00,48.73,7.96,47.82,47.79,127574188.00,113851026.00,56.69,95.61,241425214.00
290,64,3.621540,L3 290 290 290 16 1581 290,19463521792,1497193984,5.37,413.41,46.80,48.20,7.96,47.82,47.74,141545678.00,126605668.00,56.16,95.56,268151346.00
300,64,4.012822,L3 300 300 300 16 1529 300,21577367552,1659797504,5.37,413.62,46.80,48.16,7.96,47.84,47.80,149223114.00,140293223.00,56.12,95.64,289516337.00
310,32,2.262903,L3 310 310 310 16 1479 310,11919488256,916883712,5.26,405.17,48.00,48.52,7.99,47.83,47.76,86975464.00,77464639.00,56.51,95.59,164440103.00
320,32,2.597833,L3 320 320 320 16 1433 320,13126670336,1009743872,5.05,388.68,50.48,55.80,8.19,47.83,47.81,101210638.00,85287472.00,63.99,95.64,186498110.00
330,32,2.719111,L3 330 330 330 16 1390 330,14412726016,1108671232,5.29,407.73,48.00,48.94,8.08,47.84,47.75,105096276.00,93591481.00,57.02,95.59,198687757.00
340,32,2.934950,L3 340 340 340 16 1349 340,15780151296,1213857792,5.37,413.58,46.80,48.48,8.10,47.84,47.80,109870775.00,102439731.00,56.58,95.64,212310506.00
350,32,3.226330,L3 350 350 350 16 1310 350,17231442176,1325495552,5.34,410.83,48.00,54.31,8.08,47.84,47.77,122871837.00,111820863.00,62.39,95.61,234692700.00
360,32,3.534093,L3 360 360 360 16 1274 360,18769094656,1443776512,5.30,408.52,48.00,55.56,8.06,47.84,47.81,138936677.00,121754201.00,63.62,95.65,260690878.00
370,32,3.821701,L3 370 370 370 16 1239 370,20395604736,1568892672,5.33,410.52,48.00,50.35,8.07,47.86,47.73,149769208.00,132269710.00,58.42,95.59,282038918.00
380,16,2.093147,L3 380 380 380 16 1207 380,11056734208,850518016,5.27,406.33,48.00,54.59,8.24,47.86,47.74,81532379.00,71694846.00,62.83,95.60,153227225.00
390,16,2.272759,L3 390 390 390 16 1176 390,11962590848,920199296,5.26,404.87,48.00,59.54,8.19,47.86,47.78,88970695.00,77532651.00,67.73,95.64,166503346.00
400,16,2.466928,L3 400 400 400 16 1146 400,12916620288,993586176,5.23,402.76,48.00,62.15,8.27,47.87,47.71,95999477.00,83700560.00,70.42,95.58,179700037.00
410,16,2.642386,L3 410 410 410 16 1118 410,13920070528,1070774656,5.26,405.22,48.00,54.69,8.31,47.87,47.76,104325386.00,90176739.00,63.00,95.63,194502125.00
420,16,2.851881,L3 420 420 420 16 1092 420,14974189568,1151860736,5.24,403.89,48.00,52.91,8.36,47.88,47.75,112762158.00,96988209.00,61.27,95.63,209750367.00
430,16,3.039134,L3 430 430 430 16 1066 430,16080225408,1236940416,5.29,407.00,48.00,55.52,8.36,47.88,47.78,120200135.00,104120679.00,63.88,95.66,224320814.00
440,16,3.271216,L3 440 440 440 16 1042 440,17239426048,1326109696,5.26,405.38,48.00,53.25,8.35,47.88,47.74,128705352.00,111617408.00,61.60,95.62,240322760.00
450,16,3.545910,L3 450 450 450 16 1019 450,18453039488,1419464576,5.20,400.30,49.20,63.25,8.37,47.88,47.78,140994451.00,119434527.00,71.62,95.66,260428978.00
460,16,3.879902,L3 460 460 460 16 997 460,19722313728,1517101056,5.08,391.01,50.48,72.23,8.49,47.89,47.76,154064766.00,127634551.00,80.72,95.65,281699317.00
470,8,2.026080,L3 470 470 470 16 976 470,10524248384,809557568,5.19,399.56,49.20,58.69,8.37,47.89,47.78,82343312.00,68095271.00,67.06,95.67,150438583.00
480,8,2.227940,L3 480 480 480 16 955 480,11216418304,862801408,5.03,387.26,50.48,60.82,8.35,47.90,47.76,94781283.00,72562614.00,69.17,95.66,167343897.00
490,8,2.356908,L3 490 490 490 16 936 490,11938290624,918330048,5.06,389.63,50.48,60.41,8.38,47.89,47.79,102363882.00,77220660.00,68.79,95.68,179584542.00
500,8,2.584697,L3 500 500 500 16 917 500,12690489344,976191488,4.90,377.68,51.84,68.15,8.44,47.89,47.78,108441704.00,82074290.00,76.59,95.67,190515994.00
510,8,2.730276,L3 510 510 510 16 899 510,13473638464,1036433728,4.93,379.60,51.84,59.88,8.37,47.90,47.81,118772087.00,87120103.00,68.25,95.71,205892190.00
520,8,2.914329,L3 520 520 520 16 882 520,14288361984,1099104768,4.89,377.13,51.84,79.39,8.43,47.90,47.79,129194966.00,92379912.00,87.82,95.69,221574878.00
530,8,3.208647,L3 530 530 530 16 865 530,15135283904,1164252608,4.71,362.84,53.28,80.49,8.39,47.90,47.82,150123555.00,97842195.00,88.88,95.72,247965750.00
540,8,3.393534,L3 540 540 540 16 849 540,16015028224,1231925248,4.71,363.01,53.28,80.51,8.43,47.90,47.81,161002784.00,103513320.00,88.94,95.71,264516104.00
550,8,3.641765,L3 550 550 550 16 834 550,16928218944,1302170688,4.64,357.56,54.80,80.46,8.37,47.91,47.82,182155434.00,109394360.00,88.83,95.73,291549794.00
560,8,3.854435,L3 560 560 560 16 819 560,17875480064,1375036928,4.63,356.73,54.80,80.29,8.42,47.91,47.80,200728872.00,115511383.00,88.71,95.71,316240255.00
570,4,2.048443,L3 570 570 570 16 804 570,9428717792,725285984,4.59,354.06,54.80,80.44,8.36,47.91,47.82,109457961.00,60915068.00,88.80,95.73,170373029.00
580,4,2.185205,L3 580 580 580 16 790 580,9937354752,764411904,4.54,349.81,56.40,80.51,8.41,47.91,47.81,123056100.00,64199433.00,88.92,95.72,187255533.00
590,4,2.322047,L3 590 590 590 16 777 590,10463962912,804920224,4.50,346.64,56.40,80.40,8.34,47.91,47.82,133125156.00,67596989.00,88.74,95.73,200722145.00
