N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,2.121163,,21474836480,536870912,10.12,253.10,80.00,2.95,1.02,0,0,11812.00,28447.00,3.97,0,40259.00
20,131072,2.764361,,30576476160,764411904,11.05,276.52,71.04,21.83,9.75,0,0,14939.00,36606.00,31.58,0,51545.00
30,65536,3.819919,,57545850880,1438646272,15.06,376.61,51.84,21.69,8.95,0,0,20020.00,48924.00,30.64,0,68944.00
40,16384,2.692347,,35960913920,899022848,13.35,333.91,58.16,35.53,8.65,5.90,5.88,36177.00,35446.00,44.18,11.78,71623.00
50,8192,2.482344,,36238786560,905969664,14.59,364.96,53.28,34.68,8.46,17.75,17.72,16288.00,31832.00,43.14,35.47,48120.00
60,4096,2.202048,,31967150080,799178752,14.51,362.92,54.80,34.20,8.36,17.56,17.53,15338.00,30497.00,42.56,35.09,45835.00
70,4096,3.199503,,51516538880,1287913472,16.09,402.53,48.00,33.81,8.30,17.32,17.29,18425.00,42427.00,42.11,34.61,60852.00
80,2048,2.611507,,38875299840,971882496,14.88,372.15,51.84,33.97,8.25,17.18,17.15,23949.00,35356.00,42.22,34.33,59305.00
90,2048,3.822091,,55826186240,1395654656,14.60,365.15,53.28,33.48,8.22,17.05,17.01,74950.00,85230.00,41.70,34.06,160180.00
100,1024,2.479780,,38551224320,963780608,15.54,388.65,50.48,33.28,8.19,16.95,16.92,778130.00,983249.00,41.47,33.87,1761379.00
110,1024,3.161602,,51597803520,1289945088,16.31,408.00,48.00,33.15,8.17,16.89,16.87,4354195.00,5234925.00,41.32,33.76,9589120.00
120,512,2.204378,,33649295360,841232384,15.26,381.61,50.48,33.10,8.15,16.99,16.96,8553442.00,10249309.00,41.25,33.95,18802751.00
130,512,3.027576,,42949672960,1073741824,14.18,354.65,54.80,33.24,8.14,17.20,17.17,21952660.00,26556835.00,41.38,34.37,48509495.00
140,512,3.727714,,53822914560,1345572864,14.43,360.96,54.80,33.01,8.14,17.62,17.60,44003470.00,54241260.00,41.15,35.22,98244730.00
150,256,2.080378,,33195950080,829898752,15.95,398.91,49.20,32.93,8.12,18.49,18.47,38314390.00,47915870.00,41.05,36.96,86230260.00
160,256,2.935430,,40389754880,1009743872,13.75,343.98,56.40,34.49,8.12,19.78,19.76,61974950.00,79466300.00,42.61,39.54,141441250.00
170,256,3.129849,,48554311680,1213857792,15.51,387.83,50.48,32.82,8.12,22.04,22.03,92203810.00,118703380.00,40.94,44.07,210907190.00
180,128,1.995426,,28875530240,721888256,14.46,361.76,53.28,32.83,8.10,24.03,24.01,61510110.00,75429320.00,40.93,48.04,136939430.00
190,128,2.153912,,34020720640,850518016,15.79,394.86,49.20,32.78,8.12,26.93,26.93,76346290.00,89594270.00,40.90,53.86,165940560.00
200,128,2.819348,,39743447040,993586176,14.09,352.41,54.80,32.82,8.11,29.10,29.10,90661360.00,104681320.00,40.93,58.20,195342680.00
210,128,2.980469,,46074429440,1151860736,15.45,386.46,50.48,32.68,8.09,30.70,30.69,105044110.00,121298720.00,40.77,61.39,226342830.00
220,64,1.987734,,26522193920,663054848,13.34,333.57,58.16,33.00,8.20,31.71,31.70,59964480.00,69778930.00,41.20,63.41,129743410.00
230,128,3.897601,,60684042240,1517101056,15.56,389.23,50.48,32.87,8.08,32.27,32.26,137713410.00,159627590.00,40.95,64.53,297341000.00
240,64,2.688943,,34512056320,862801408,12.83,320.86,61.92,33.15,8.18,32.49,32.48,77199940.00,90785460.00,41.33,64.97,167985400.00
250,64,2.597956,,39047659520,976191488,15.02,375.75,51.84,32.80,8.08,32.52,32.51,87355380.00,102670570.00,40.88,65.03,190025950.00
260,64,2.958498,,43964190720,1099104768,14.85,371.50,53.28,33.91,8.10,32.54,32.53,98166610.00,115629600.00,42.01,65.07,213796210.00
270,64,3.173845,,49277009920,1231925248,15.52,388.14,50.48,33.11,8.08,32.50,32.50,109409590.00,129489310.00,41.19,65.00,238898900.00
280,64,3.727798,,55001477120,1375036928,14.75,368.85,53.28,33.03,8.08,32.49,32.48,122262320.00,144498320.00,41.11,64.97,266760640.00
290,32,2.050168,,30576476160,764411904,14.91,372.85,51.84,37.09,8.14,32.48,32.47,68214570.00,80348070.00,45.23,64.95,148562640.00
300,32,2.267248,,33873397760,846834944,14.93,373.50,51.84,37.10,8.16,32.48,32.47,74853170.00,88999150.00,45.26,64.95,163852320.00
310,32,2.489240,,37399183360,934979584,15.02,375.60,51.84,35.39,8.19,32.45,32.44,82843840.00,98242470.00,43.58,64.89,181086310.00
320,32,3.078165,,41161512960,1029037824,13.37,334.29,58.16,35.66,8.18,32.46,32.45,92439230.00,108102270.00,43.84,64.91,200541500.00
330,32,3.143487,,45168066560,1129201664,14.36,359.21,54.80,36.25,8.24,32.43,32.42,100986900.00,118664310.00,44.49,64.85,219651210.00
340,32,3.330520,,49426524160,1235663104,14.83,371.01,53.28,34.61,8.18,32.42,32.41,109143090.00,129779250.00,42.79,64.83,238922340.00
350,32,3.592097,,53944565760,1348614144,15.01,375.43,51.84,35.45,8.25,32.41,32.40,119022110.00,141596480.00,43.70,64.81,260618590.00
360,16,2.088433,,29364935680,734123392,14.05,351.51,56.40,37.46,8.21,32.41,32.40,64049780.00,77170590.00,45.67,64.81,141220370.00
370,16,2.246912,,31895060480,797376512,14.19,354.87,54.80,37.09,8.45,32.42,32.40,69843720.00,83790420.00,45.54,64.82,153634140.00
380,16,2.472427,,34566497280,864162432,13.97,349.51,56.40,39.35,8.27,32.40,32.39,76497520.00,90798670.00,47.62,64.79,167296190.00
390,16,2.623723,,37383086080,934577152,14.24,356.19,54.80,37.66,8.27,32.39,32.37,81904720.00,98178450.00,45.93,64.76,180083170.00
400,16,2.866869,,40348666880,1008716672,14.07,351.85,56.40,48.96,8.56,32.39,32.37,90563160.00,105958440.00,57.52,64.76,196521600.00
410,16,3.153183,,43467079680,1086676992,13.78,344.62,56.40,45.68,8.62,32.39,32.38,96693920.00,114147080.00,54.30,64.77,210841000.00
420,16,3.254187,,46742164480,1168554112,14.36,359.09,54.80,47.02,8.59,32.38,32.36,103571640.00,122723990.00,55.61,64.74,226295630.00
430,8,1.966328,,25088880640,627222016,12.75,318.98,61.92,41.93,8.76,32.38,32.35,55909830.00,66028580.00,50.69,64.73,121938410.00
440,8,2.169788,,26888855040,672221376,12.38,309.80,64.00,40.21,8.73,32.39,32.35,59812000.00,70760650.00,48.94,64.74,130572650.00
450,8,2.213219,,28772925440,719323136,12.99,325.01,60.00,50.29,8.74,32.39,32.35,63934600.00,75703990.00,59.03,64.74,139638590.00
460,8,2.360981,,30743011840,768575296,13.02,325.52,60.00,74.44,8.91,32.38,32.35,67578270.00,80880960.00,83.35,64.73,148459230.00
470,8,2.514453,,32801034240,820025856,13.04,326.12,60.00,61.18,8.69,32.38,32.34,72262730.00,86298810.00,69.87,64.72,158561540.00
480,8,2.820380,,34948912640,873722816,12.38,309.78,64.00,36.92,8.61,32.36,32.33,78159010.00,91930150.00,45.53,64.69,170089160.00
490,4,1.709181,,18594283520,464857088,10.87,271.97,73.84,54.26,9.33,32.38,32.32,42558830.00,49066495.00,63.59,64.70,91625325.00
500,4,1.709299,,19760958720,494023968,11.56,289.01,68.56,61.75,9.35,32.37,32.31,44991850.00,52155050.00,71.10,64.68,97146900.00
510,4,2.580750,,20975441920,524386048,8.12,203.18,96.00,83.79,10.11,32.40,32.32,47327490.00,55466490.00,93.90,64.72,102793980.00
520,4,2.107252,,22238693120,555967328,10.54,263.83,73.84,81.44,9.65,32.42,32.36,50138340.00,58770540.00,91.09,64.78,108908880.00
530,4,2.109185,,23551672320,588791808,11.16,279.15,71.04,81.80,9.29,32.37,32.31,53700150.00,62159820.00,91.09,64.68,115859970.00
540,4,2.153264,,24915339520,622883488,11.56,289.27,68.56,81.77,8.80,32.37,32.31,56869620.00,65780620.00,90.57,64.68,122650240.00
550,4,2.255912,,26330654720,658266368,11.67,291.79,68.56,81.57,9.25,32.35,32.30,59800180.00,69403110.00,90.82,64.65,129203290.00
560,4,2.467372,,27798577920,694964448,11.26,281.66,71.04,81.85,9.19,32.36,32.30,64982790.00,73363650.00,91.04,64.66,138346440.00
570,4,2.621560,,29320069120,733001728,11.18,279.60,71.04,81.61,9.20,32.36,32.30,67431730.00,77380780.00,90.81,64.66,144812510.00
580,4,2.604336,,30896088320,772402208,11.86,296.58,66.16,81.96,9.14,32.33,32.29,71746450.00,81342140.00,91.10,64.62,153088590.00
590,4,2.750111,,32527595520,813189888,11.82,295.68,66.16,81.84,9.13,32.34,32.29,76051660.00,85683750.00,90.97,64.63,161735410.00
600,4,2.841293,,34215550720,855388768,12.04,301.05,66.16,81.58,9.07,32.33,32.29,79678880.00,90076110.00,90.65,64.62,169754990.00
610,2,1.901378,,17980456960,449511424,9.45,236.41,83.44,81.94,10.27,32.39,32.27,43293120.00,47805610.00,92.21,64.66,91098730.00
620,2,2.168227,,18882322560,472058064,8.70,217.71,91.36,81.99,10.82,32.41,32.27,44915460.00,50318980.00,92.81,64.68,95234440.00
630,2,2.209131,,19813852160,495346304,8.96,224.22,87.20,81.97,10.62,32.39,32.25,48214740.00,52808080.00,92.59,64.64,101022820.00
640,2,2.129712,,20775525760,519388144,9.75,243.87,83.44,82.16,9.42,32.38,32.31,49633370.00,54879960.00,91.58,64.69,104513330.00
650,2,2.280230,,21767823360,544195584,9.54,238.65,83.44,81.83,10.30,32.37,32.25,53034490.00,57857270.00,92.13,64.62,110891760.00
660,2,2.154365,,22791224960,569780624,10.57,264.47,76.80,81.72,9.71,32.34,32.24,55738650.00,60358500.00,91.43,64.58,116097150.00
670,2,2.382722,,23846210560,596155264,10.00,250.19,80.00,81.71,9.78,32.35,32.26,58374890.00,63180960.00,91.49,64.61,121555850.00
680,2,2.551677,,24933260160,623331504,9.77,244.28,80.00,81.81,9.63,32.35,32.25,62403230.00,66104970.00,91.44,64.60,128508200.00
690,2,2.658260,,26052853760,651321344,9.79,245.01,80.00,81.67,9.79,32.35,32.25,65432640.00,69034690.00,91.46,64.60,134467330.00
700,2,2.795516,,27205471360,680136784,9.72,243.29,80.00,81.93,9.52,32.35,32.25,68517680.00,72087680.00,91.45,64.60,140605360.00
710,2,2.919712,,28391592960,709789824,9.72,243.09,83.44,81.75,9.69,32.33,32.23,72942360.00,75235330.00,91.44,64.56,148177690.00
