N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
1440,1,2,25.121534,,237884773760,5947119344,9.46,CPU bound. 14.56,236.73,,83.44,55.7,344.70,82.62,9.78,32.25,32.15,995442400.00,627763700.00
1440,2,2,14.808552,,237884773760,5947119344,16.06,CPU bound. 29.12,401.59,,48.00,27.84,689.65,82.42,9.45,32.26,32.15,2494701000.00,1566920000.00
1440,3,2,10.162570,,237884773760,5947119344,23.40,CPU bound. 43.69,585.19,,33.04,18.56,1034.48,82.49,9.40,32.24,32.06,2331711600.000000,1462230700.000000
1440,4,2,7.421267,,237884773760,5947119344,32.05,CPU bound. 58.25,801.36,,24.00,13.92,1379.31,82.18,8.81,32.21,32.14,2243043450.00,1403462250.00
1440,5,2,5.967379,,237884773760,5947119344,39.86,CPU bound. 72.81,996.60,,19.36,12.65,1517.78,82.12,8.70,32.21,32.14,2190309880.00,1370749600.00
1440,6,2,5.080366,,237884773760,5947119344,46.82,CPU bound. 87.37,1170.60,,16.48,12.65,1517.78,82.16,8.83,32.21,32.10,2157534600.000000,1351187060.000000
1440,7,2,4.363938,,237884773760,5947119344,54.51,CPU bound. 101.93,1362.78,,14.08,12.65,1517.78,82.12,8.73,32.20,32.10,2132979640.000000,1335275990.000000
1440,8,2,3.918867,,237884773760,5947119344,60.70,CPU bound. 116.50,1517.55,,12.64,12.65,1517.78,82.05,8.68,32.20,32.09,2115316585.000000,1323606825.000000
1440,9,2,3.639124,,237884773760,5947119344,65.36,CPU bound. 131.06,1634.21,,11.76,12.65,1517.78,82.05,8.62,32.19,32.09,2100924790.000000,1314882540.000000
1440,10,2,3.424981,,237884773760,5947119344,69.45,CPU bound. 145.62,1736.39,,11.04,12.65,1517.78,82.11,8.63,32.20,32.06,2088857820.00,1307688480.00
1440,11,2,3.189721,,237884773760,5947119344,74.57,CPU bound. 160.18,1864.46,,10.32,12.65,1517.78,82.08,8.61,32.18,32.02,2078338750.000000,1302061350.000000
1440,12,2,3.093334,,237884773760,5947119344,76.90,CPU bound. 174.74,1922.55,,10.00,12.65,1517.78,82.09,8.60,32.19,32.00,2070021460.000000,1297139585.000000
1440,13,2,2.918006,,237884773760,5947119344,81.52,CPU bound. 189.31,2038.07,,9.44,12.65,1517.78,82.06,8.58,32.18,31.95,2061934130.000000,1293217339.000000
1440,14,2,2.823248,,237884773760,5947119344,84.25,CPU bound. 203.87,2106.47,,9.12,12.65,1517.78,82.04,8.57,32.18,31.81,2055090800.000000,1289790121.000000
1440,15,2,2.769522,,237884773760,5947119344,85.89,CPU bound. 218.43,2147.34,,8.96,12.65,1517.78,82.03,8.55,32.18,31.66,2050228400.000000,1286806900.000000
1440,16,2,2.685504,,237884773760,5947119344,88.57,CPU bound. 232.99,2214.52,,8.64,12.65,1517.78,82.04,8.54,32.17,31.43,2048174495.000000,1284475088.000000
1440,17,2,2.628725,,237884773760,5947119344,90.49,CPU bound. 247.55,2262.35,,8.48,12.65,1517.78,82.01,8.55,32.17,31.15,2048041270.000000,1282318058.000000
1440,18,2,2.601908,,237884773760,5947119344,91.42,CPU bound. 262.12,2285.67,,8.40,12.65,1517.78,82.02,8.53,32.18,30.71,2049272960.000000,1280496411.000000
1440,19,2,2.562437,,237884773760,5947119344,92.83,CPU bound. 276.68,2320.88,,8.24,12.65,1517.78,82.09,8.53,32.15,30.12,2048920010.000000,1278976058.000000
1440,20,2,2.559468,,237884773760,5947119344,92.94,CPU bound. 291.24,2323.57,,8.24,12.65,1517.78,82.07,8.53,32.15,29.47,2047475425.00,1277800055.00
