,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,4.23,169.20,0.11,7.53,301.20,0.20,354.09,122.54,48.0,38.2,28.5,0.0,0.0,66.7 ,48.0,38.2,16.0,0.0,0.0,54.2 ,156.68,69.1,92.8,30.6,0.0,0.0,230.88,13.92,244.80,0,0,0,0,0,0,213.75,13.87,227.62,0,0,0,0,0,0,120.00,8.00,128.00,0,0,0,0,0,0
20,4.76,190.40,0.12,6.02,240.80,0.16,329.75,202.54,48.0,38.2,25.3,0.0,0.0,63.5 ,48.0,38.2,20.0,0.0,0.0,58.2 ,94.80,24.0,50.9,26.7,0.0,0.0,202.64,11.28,213.92,0,0,0,.08,0,.08,192.37,10.00,202.37,0,0,0,0,0,0,152.00,8.00,160.00,0,0,0,0,0,0
30,2.48,99.20,0.09,5.51,220.40,0.20,162.36,153.30,48.0,38.2,23.4,70.9,0.0,132.5 ,48.0,38.2,20.0,60.0,0.0,118.2 ,125.24,28.7,51.1,23.8,158.9,0.1,181.04,9.36,190.40,158.96,158.88,317.84,.24,0,.24,177.50,9.25,186.75,141.87,9.25,151.12,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
40,0.90,36.00,0.02,5.51,220.40,0.20,162.36,121.57,48.0,38.2,133.7,67.6,0.0,239.5 ,48.0,38.2,20.0,60.0,0.0,118.2 ,157.93,27.9,44.6,39.8,146.1,0.1,304.88,13.20,318.08,146.16,146.08,292.24,.40,0,.40,1005.37,64.00,1069.37,135.25,8.87,144.12,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
50,2.66,106.40,0.09,5.51,220.40,0.20,162.36,173.87,48.0,38.2,21.9,66.1,0.0,126.1 ,48.0,38.2,20.0,60.0,0.0,118.2 ,110.42,25.6,46.2,22.1,139.9,0.1,168.32,8.80,177.12,140.00,139.92,279.92,.16,0,.16,166.25,8.75,175.00,132.12,8.75,140.87,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
60,2.70,108.00,0.10,5.51,220.40,0.20,162.43,173.33,48.0,38.2,21.5,45.4,13.6,118.7 ,48.0,38.2,20.0,60.0,0.0,118.2 ,110.77,21.8,42.9,21.8,135.8,3.9,165.76,8.80,174.56,135.84,135.84,271.68,11.52,.80,12.32,163.50,8.62,172.12,90.75,8.62,99.37,39.50,3.62,43.12,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
70,2.72,108.80,0.10,3.24,129.60,0.20,121.00,155.47,48.0,38.2,21.3,12.1,35.8,107.3 ,48.0,38.2,20.0,60.0,40.4,158.6 ,123.50,23.7,44.3,21.5,136.7,12.2,163.12,8.64,171.76,136.72,136.72,273.44,35.20,3.28,38.48,161.87,8.50,170.37,24.12,8.50,32.62,105.25,8.00,113.25,152.00,8.00,160.00,120.00,8.00,128.00,120.00,8.00,128.00
80,,,,3.24,129.60,0.20,121.00,91.67,48.0,38.2,147.2,7.5,42.7,235.6 ,48.0,38.2,20.0,60.0,40.4,158.6 ,209.45,29.4,42.1,39.5,163.2,27.5,303.44,12.24,315.68,163.20,163.20,326.40,79.92,7.20,87.12,1113.75,64.00,1177.75,15.12,8.37,23.49,126.75,8.37,135.12,152.00,8.00,160.00,120.00,8.00,128.00,120.00,8.00,128.00
