,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
100,6.16,770,0.22,6.75,843.75,0.17,1163.63636363636,1199.63,4.2,3.5,5,8,0,16.5,4.2,3.5,5,8,0,16.5,16,79.12,8.16,32.88,41.04,32.88,16.8,16.88,33.68,16.8,0.08,0.08,0.16
110,6.16,770,0.22,6.75,843.75,0.17,1163.63636363636,1075.94,4.2,3.5,5,8,0,16.5,4.2,3.5,5,8,0,16.5,17.84,78,8.16,32.88,41.04,32.88,16.72,16.72,33.44,16.48,0.32,0.24,0.56
120,6.16,770,0.22,6.75,843.75,0.17,1163.63636363636,1148.71,4.2,3.5,5,4,6.8,19.3,4.2,3.5,5,8,0,16.5,16.71,77.04,8.16,32.8,40.96,32.8,16.64,16.72,33.36,15.52,0.8,1.2,2
130,6.16,770,0.22,5.32,665,0.29,824.034334763948,925.04,4.2,3.5,5,4,6.8,19.3,4.2,3.5,5,8,6.8,23.3,20.76,74.56,8.16,32.8,40.96,32.8,16.72,16.72,33.44,12.72,1.52,4,5.52
140,6.16,770,0.22,5.32,665,0.29,824.034334763948,933.03,4.2,3.5,5,1,7.4,16.9,4.2,3.5,5,8,6.8,23.3,20.58,72.4,8.08,32.72,40.8,32.72,16.64,16.72,33.36,13.6,3.04,3.12,6.16
150,6.16,770,0.22,5.32,665,0.29,824.034334763948,819.4,4.2,3.5,5,4,6.8,19.3,4.2,3.5,5,8,6.8,23.3,23.43,72,8.08,32.64,40.72,32.64,16.72,16.8,33.52,8.72,4.72,8.08,12.8
160,6.16,770,0.22,5.32,665,0.29,824.034334763948,768.96,4.2,3.5,5,4,6.8,19.3,4.2,3.5,5,8,6.8,23.3,24.97,71.76,8.08,32.64,40.72,32.64,17.04,17.2,34.24,9.04,4.4,8.16,12.56
170,6.16,770,0.22,5.32,665,0.29,824.034334763948,700.43,4.2,3.5,5,4,7.4,19.9,4.2,3.5,5,8,6.8,23.3,27.41,70.08,8.08,32.56,40.64,32.56,18.64,18.72,37.36,8.8,5.12,9.92,15.04
180,6.16,770,0.22,5.32,665,0.29,824.034334763948,630.96,4.2,3.5,5,4,6.8,19.3,4.2,3.5,5,8,6.8,23.3,30.43,68.72,8,32.56,40.56,32.56,20.24,20.48,40.72,8.88,2.64,11.6,14.24
190,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,583.92,4.2,3.5,5,8,5.7,22.2,4.2,3.5,5,16,6.8,31.3,32.88,68.64,8.08,32.48,40.56,32.48,26.4,26.56,52.96,12.88,4.08,13.68,17.76
200,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,559.58,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,34.31,68.56,8,32.48,40.48,32.48,28.32,28.32,56.64,11.44,6.72,16.88,23.6
210,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,544.33,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.27,67.36,8,32.48,40.48,32.48,30.16,30.32,60.48,24.72,6.72,5.6,12.32
220,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,536.35,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.8,66.4,8,32.48,40.48,32.48,31.28,31.36,62.64,20.08,5.36,11.28,16.64
230,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,534.11,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.95,66.4,8,32.48,40.48,32.48,31.92,32.08,64,20.8,8.08,11.28,19.36
240,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,533.38,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,36,66.4,8,32.48,40.48,32.48,32.32,32.48,64.8,21.52,6.72,10.88,17.6
250,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,531.44,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,36.13,65.52,8,32.4,40.4,32.4,32.32,32.48,64.8,18.64,4,13.76,17.76
260,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,533.89,4.2,3.5,5,0,14.8,23.3,4.2,3.5,5,16,6.8,31.3,35.96,64.72,8,32.4,40.4,32.4,32.32,32.48,64.8,18.8,5.36,13.68,19.04
270,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,534.42,4.2,3.5,5,7.3,13.2,28.9,4.2,3.5,5,16,6.8,31.3,35.93,64.88,8,32.32,40.32,32.32,32.32,32.4,64.72,16.08,6.72,16.4,23.12
280,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,535.06,4.2,3.5,5,8,5.9,22.4,4.2,3.5,5,16,6.8,31.3,35.88,64.96,8,32.32,40.32,32.32,32.32,32.4,64.72,18.56,6.72,13.84,20.56
290,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,538.31,4.2,3.5,5,8,7.4,23.9,4.2,3.5,5,16,6.8,31.3,35.67,64.24,8,32.32,40.32,32.32,32.32,32.4,64.72,15.84,5.36,16.56,21.92
300,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,539.03,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.62,63.6,8,32.32,40.32,32.32,32.32,32.4,64.72,15.92,6.72,16.4,23.12
310,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,537.06,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.75,63.68,8,32.32,40.32,32.32,32.24,32.4,64.64,21.28,8.08,11.04,19.12
320,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,528.95,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,36.3,63.84,8,32.32,40.32,32.32,32.24,32.4,64.64,18.56,5.36,13.84,19.2
330,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,539,4.2,3.5,5,8,10.2,26.7,4.2,3.5,5,16,6.8,31.3,35.62,63.2,8,32.32,40.32,32.32,32.24,32.32,64.56,18.48,6.72,13.84,20.56
340,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,537.97,4.2,3.5,5,8,7.4,23.9,4.2,3.5,5,16,6.8,31.3,35.69,62.72,8,32.32,40.32,32.32,32.24,32.32,64.56,18.56,6.72,13.76,20.48
350,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,538.29,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.67,62.8,8,32.32,40.32,32.32,32.24,32.32,64.56,18.72,5.36,13.6,18.96
360,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,536.95,4.2,3.5,5,8,7.7,24.2,4.2,3.5,5,16,6.8,31.3,35.76,62.96,8,32.32,40.32,32.32,32.24,32.32,64.56,15.92,5.36,16.4,21.76
370,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,537.97,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.69,62.4,8,32.32,40.32,32.32,32.24,32.32,64.56,24.08,8.08,8.24,16.32
380,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,532.2,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,36.08,62,8,32.32,40.32,32.32,32.24,32.4,64.64,23.92,6.72,8.4,15.12
390,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,529.67,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,36.25,62.08,8,32.32,40.32,32.32,32.24,32.32,64.56,18.4,5.36,13.92,19.28
400,3.08,385,0.11,4.93,616.25,0.17,613.418530351438,535.59,4.2,3.5,5,8,6.8,23.3,4.2,3.5,5,16,6.8,31.3,35.85,62.24,8,32.32,40.32,32.32,32.24,32.32,64.56,18.24,5.36,14.08,19.44
410,,,,4.93,616.25,0.17,613.418530351438,538.02,,,,,,,4.2,3.5,5,16,6.8,31.3,35.69,61.84,8,32.4,40.4,32.4,32.24,32.32,64.56,21.12,6.72,11.2,17.92
420,,,,4.93,616.25,0.17,613.418530351438,538.1,,,,,,,4.2,3.5,5,16,6.8,31.3,35.68,61.44,8,32.32,40.32,32.32,32.24,32.32,64.56,24,6.72,8.32,15.04
430,,,,4.93,616.25,0.17,613.418530351438,528.85,,,,,,,4.2,3.5,5,16,6.8,31.3,36.3,61.52,8,32.4,40.4,32.4,32.24,32.32,64.56,21.2,6.72,11.12,17.84
440,,,,4.93,616.25,0.17,613.418530351438,528.31,,,,,,,4.2,3.5,5,16,6.8,31.3,36.34,61.68,8,32.48,40.48,32.48,32.24,32.32,64.56,18.32,5.36,14,19.36
450,,,,4.93,616.25,0.17,613.418530351438,537.93,,,,,,,4.2,3.5,5,16,6.8,31.3,35.69,61.28,8,32.4,40.4,32.4,32.24,32.32,64.56,21.2,6.72,11.12,17.84
460,,,,4.93,616.25,0.17,613.418530351438,536.56,,,,,,,4.2,3.5,5,16,6.8,31.3,35.78,60.96,8,32.48,40.48,32.48,32.24,32.32,64.56,15.68,5.36,16.64,22
470,,,,4.93,616.25,0.17,613.418530351438,540.63,,,,,,,4.2,3.5,5,16,6.8,31.3,35.51,61.04,8,32.4,40.4,32.4,32.24,32.32,64.56,15.76,5.36,16.56,21.92
480,,,,4.93,616.25,0.17,613.418530351438,524.32,,,,,,,4.2,3.5,5,16,6.8,31.3,36.62,61.2,8,32.48,40.48,32.48,32.16,32.32,64.48,18.56,4,13.76,17.76
490,,,,4.93,616.25,0.17,613.418530351438,525,,,,,,,4.2,3.5,5,16,6.8,31.3,36.57,60.88,8.08,32.64,40.72,32.64,32.16,32.32,64.48,18.32,6.72,14,20.72
500,,,,4.93,616.25,0.17,613.418530351438,532.9,,,,,,,4.2,3.5,5,16,6.8,31.3,36.03,60.56,8.08,32.64,40.72,32.64,32.16,32.32,64.48,20.96,6.72,11.36,18.08
510,,,,4.93,616.25,0.17,613.418530351438,512.9,,,,,,,4.2,3.5,5,16,6.8,31.3,37.43,60.64,8,32.72,40.72,32.72,32.16,32.32,64.48,23.84,8,8.48,16.48
520,,,,4.93,616.25,0.17,613.418530351438,532.33,,,,,,,4.2,3.5,5,16,6.8,31.3,36.07,60.8,8,32.64,40.64,32.64,32.16,32.32,64.48,21.04,5.36,11.2,16.56
530,,,,4.93,616.25,0.17,613.418530351438,532.82,,,,,,,4.2,3.5,5,16,6.8,31.3,36.03,60.48,8,32.96,40.96,32.96,32.16,32.32,64.48,15.2,6.72,17.04,23.76
540,,,,4.93,616.25,0.17,613.418530351438,533.24,,,,,,,4.2,3.5,5,16,6.8,31.3,36.01,60.16,8,32.96,40.96,32.96,32.16,32.24,64.4,17.92,6.72,14.32,21.04
550,,,,4.93,616.25,0.17,613.418530351438,530.01,,,,,,,4.2,3.5,5,16,6.8,31.3,36.23,60.32,8,33.28,41.28,33.28,32.16,32.32,64.48,18.08,4,14.24,18.24
560,,,,4.93,616.25,0.17,613.418530351438,532.62,,,,,,,4.2,3.5,5,16,6.8,31.3,36.05,60.48,8,33.2,41.2,33.2,32.16,32.24,64.4,17.84,6.72,14.4,21.12
570,,,,4.93,616.25,0.17,613.418530351438,528.68,,,,,,,4.2,3.5,5,16,6.8,31.3,36.32,60.16,8,33.68,41.68,33.68,32.16,32.24,64.4,17.68,6.72,14.56,21.28
580,,,,4.93,616.25,0.17,613.418530351438,518.7,,,,,,,4.2,3.5,5,16,6.8,31.3,37.02,59.92,7.92,37.04,44.96,37.04,32.16,32.32,64.48,17.84,4,14.48,18.48
590,,,,4.93,616.25,0.17,613.418530351438,515.87,,,,,,,4.2,3.5,5,16,6.8,31.3,37.22,60,8,36.56,44.56,36.56,32.16,32.24,64.4,20.32,6.72,11.92,18.64
600,,,,4.93,616.25,0.17,613.418530351438,518.34,,,,,,,4.2,3.5,5,16,6.8,31.3,37.04,60.16,8,36.8,44.8,36.8,32.16,32.24,64.4,23.52,6.72,8.72,15.44
610,,,,4.93,616.25,0.17,613.418530351438,519.17,,,,,,,4.2,3.5,5,16,6.8,31.3,36.98,59.92,8,34.64,42.64,34.64,32.16,32.24,64.4,17.28,2.64,14.96,17.6
620,,,,4.93,616.25,0.17,613.418530351438,519.54,,,,,,,4.2,3.5,5,16,6.8,31.3,36.96,59.68,8,35.12,43.12,35.12,32.16,32.24,64.4,20.4,5.36,11.84,17.2
630,,,,4.93,616.25,0.17,613.418530351438,513.56,,,,,,,4.2,3.5,5,16,6.8,31.3,37.39,59.76,8,35.68,43.68,35.68,32.16,32.24,64.4,17.04,8,15.2,23.2
640,,,,4.93,616.25,0.17,613.418530351438,510.18,,,,,,,4.2,3.5,5,16,6.8,31.3,37.63,59.92,8,39.04,47.04,39.04,32.16,32.32,64.48,14.24,6.72,18,24.72
650,,,,4.93,616.25,0.17,613.418530351438,514.74,,,,,,,4.2,3.5,5,16,6.8,31.3,37.3,59.68,8,36.96,44.96,36.96,32.16,32.24,64.4,16.88,6.72,15.36,22.08
660,,,,4.93,616.25,0.17,613.418530351438,514.16,,,,,,,4.2,3.5,5,16,6.8,31.3,37.34,59.44,8,35.84,43.84,35.84,32.16,32.24,64.4,19.92,8,12.32,20.32
670,,,,4.93,616.25,0.17,613.418530351438,509.59,,,,,,,4.2,3.5,5,16,6.8,31.3,37.68,59.52,8.08,36.16,44.24,36.16,32.16,32.24,64.4,16.8,4,15.44,19.44
680,,,,4.93,616.25,0.17,613.418530351438,497.23,,,,,,,4.2,3.5,5,16,6.8,31.3,38.61,59.68,8,40.08,48.08,40.08,32.16,32.24,64.4,13.2,5.36,19.12,24.48
690,,,,4.82,602.5,0.12,576.576576576577,502.34,,,,,,,4.2,3.5,7,16,6.8,33.3,38.22,59.44,8.08,39.92,48,39.92,32.16,32.24,64.4,22.72,5.36,9.52,14.88
700,,,,4.82,602.5,0.12,576.576576576577,500.33,,,,,,,4.2,3.5,7,16,6.8,33.3,38.37,59.2,8,40.8,48.8,40.8,32.16,32.24,64.4,19.52,8,12.8,20.8
710,,,,4.82,602.5,0.12,576.576576576577,504.03,,,,,,,4.2,3.5,7,16,6.8,33.3,38.09,59.36,8.08,33.44,41.52,33.44,32.16,32.24,64.4,16.08,6.72,16.16,22.88
720,,,,4.82,602.5,0.12,576.576576576577,502.7,,,,,,,4.2,3.5,7,16,6.8,33.3,38.19,59.44,8.08,33.6,41.68,33.6,32.16,32.24,64.4,12.72,1.36,19.52,20.88
730,,,,4.82,602.5,0.12,576.576576576577,497.86,,,,,,,4.2,3.5,7,16,6.8,33.3,38.57,59.28,8.08,39.36,47.44,39.36,32.16,32.24,64.4,12.4,6.72,19.76,26.48
740,,,,4.82,602.5,0.12,576.576576576577,497.07,,,,,,,4.2,3.5,7,16,6.8,33.3,38.63,59.04,8.08,33.84,41.92,33.84,32.16,32.24,64.4,18.88,5.36,13.36,18.72
750,,,,4.82,602.5,0.12,576.576576576577,493.39,,,,,,,4.2,3.5,7,16,6.8,33.3,38.91,59.2,8.08,36.72,44.8,36.72,32.16,32.24,64.4,15.28,5.36,16.96,22.32
760,,,,4.82,602.5,0.12,576.576576576577,490.31,,,,,,,4.2,3.5,7,16,6.8,33.3,39.16,59.28,8.08,41.28,49.36,41.28,32.16,32.24,64.4,14.88,8,17.36,25.36
770,,,,4.82,602.5,0.12,576.576576576577,482.15,,,,,,,4.2,3.5,7,16,6.8,33.3,39.82,59.12,8.08,40.64,48.72,40.64,32.08,32.24,64.32,14.8,5.36,17.44,22.8
780,,,,4.82,602.5,0.12,576.576576576577,474.39,,,,,,,4.2,3.5,7,16,6.8,33.3,40.47,58.88,8.08,46.56,54.64,46.56,32.16,32.24,64.4,14.48,5.36,17.76,23.12
790,,,,4.82,602.5,0.12,576.576576576577,477.7,,,,,,,4.2,3.5,7,16,6.8,33.3,40.19,59.04,8.08,44.08,52.16,44.08,32.08,32.24,64.32,14.4,6.72,17.84,24.56
800,,,,4.82,602.5,0.12,576.576576576577,477.85,,,,,,,4.2,3.5,7,16,6.8,33.3,40.18,59.12,8.08,41.12,49.2,41.12,32.08,32.24,64.32,17.92,6.72,14.4,21.12
810,,,,4.82,602.5,0.12,576.576576576577,467.98,,,,,,,4.2,3.5,7,16,6.8,33.3,41.03,58.96,8.16,48.4,56.56,48.4,32.08,32.24,64.32,13.92,5.36,18.32,23.68
820,,,,4.82,602.5,0.12,576.576576576577,468.44,,,,,,,4.2,3.5,7,16,6.8,33.3,40.99,58.72,8.16,48.32,56.48,48.32,32.08,32.24,64.32,24.8,6.72,7.44,14.16
830,,,,4.82,602.5,0.12,576.576576576577,466.06,,,,,,,4.2,3.5,7,16,6.8,33.3,41.2,58.88,8.16,48.4,56.56,48.4,32.08,32.24,64.32,21.04,5.36,11.2,16.56
840,,,,4.82,602.5,0.12,576.576576576577,465.53,,,,,,,4.2,3.5,7,16,6.8,33.3,41.24,58.96,8.08,46.8,54.88,46.8,32.08,32.24,64.32,17.04,6.72,15.12,21.84
850,,,,4.82,602.5,0.12,576.576576576577,461.91,,,,,,,4.2,3.5,7,16,6.8,33.3,41.57,58.8,8.08,47.36,55.44,47.36,32.08,32.24,64.32,16.88,5.36,15.36,20.72
860,,,,4.82,602.5,0.12,576.576576576577,460.29,,,,,,,4.2,3.5,7,16,6.8,33.3,41.71,58.64,8.16,48.4,56.56,48.4,32.08,32.24,64.32,12.8,5.36,19.36,24.72
870,,,,4.82,602.5,0.12,576.576576576577,460.33,,,,,,,4.2,3.5,7,16,6.8,33.3,41.71,58.72,8.16,48.4,56.56,48.4,32.08,32.24,64.32,12.56,6.72,19.68,26.4
880,,,,4.82,602.5,0.12,576.576576576577,457.99,,,,,,,4.2,3.5,7,16,6.8,33.3,41.92,58.8,8.16,48.4,56.56,48.4,32.08,32.24,64.32,8.32,4,23.92,27.92
890,,,,4.82,602.5,0.12,576.576576576577,456.78,,,,,,,4.2,3.5,7,16,6.8,33.3,42.03,58.64,8.08,46,54.08,46,32.08,32.24,64.32,16.24,6.72,16,22.72
900,,,,4.82,602.5,0.12,576.576576576577,458.41,,,,,,,4.2,3.5,7,16,6.8,33.3,41.88,58.48,8.08,42.32,50.4,42.32,32.08,32.24,64.32,12.16,4,20.08,24.08
910,,,,4.82,602.5,0.12,576.576576576577,454.03,,,,,,,4.2,3.5,7,16,6.8,33.3,42.29,58.56,8.16,48.4,56.56,48.4,32.08,32.24,64.32,19.92,6.72,12.32,19.04
920,,,,4.82,602.5,0.12,576.576576576577,451.02,,,,,,,4.2,3.5,7,16,6.8,33.3,42.57,58.72,8.08,47.2,55.28,47.2,32.08,32.24,64.32,15.76,6.72,16.48,23.2
930,,,,4.82,602.5,0.12,576.576576576577,448.13,,,,,,,4.2,3.5,7,16,6.8,33.3,42.84,58.56,8.08,48.32,56.4,48.32,32.08,32.24,64.32,11.36,8,20.88,28.88
940,,,,4.82,602.5,0.12,576.576576576577,446.28,,,,,,,4.2,3.5,7,16,6.8,33.3,43.02,58.4,8.08,48.24,56.32,48.24,32.08,32.24,64.32,15.44,8,16.8,24.8
950,,,,4.82,602.5,0.12,576.576576576577,443.07,,,,,,,4.2,3.5,7,16,6.8,33.3,43.33,58.48,8.08,48.4,56.48,48.4,32.08,32.24,64.32,10.96,8,21.28,29.28
960,,,,2.9,362.5,0.17,491.048593350384,444.21,,,,,,,4.2,3.5,7,16,12.6,39.1,43.22,58.56,8.08,44.08,52.16,44.08,32.08,32.24,64.32,15.2,6.72,17.04,23.76
970,,,,2.9,362.5,0.17,491.048593350384,443.68,,,,,,,4.2,3.5,7,16,12.6,39.1,43.27,58.48,8.08,48.4,56.48,48.4,32.08,32.24,64.32,14.96,6.72,17.28,24
980,,,,2.9,362.5,0.17,491.048593350384,442.99,,,,,,,4.2,3.5,7,16,12.6,39.1,43.34,58.32,8.08,48.32,56.4,48.32,32.08,32.24,64.32,6,5.36,26.16,31.52
990,,,,2.9,362.5,0.17,491.048593350384,443.43,,,,,,,4.2,3.5,7,16,12.6,39.1,43.3,58.4,8.08,48.32,56.4,48.32,32.08,32.24,64.32,10.24,4,22,26
1000,,,,2.9,362.5,0.17,491.048593350384,438.85,,,,,,,4.2,3.5,7,16,12.6,39.1,43.75,58.48,8.08,47.92,56,47.92,32.08,32.24,64.32,18.96,5.36,13.28,18.64
1010,,,,2.9,362.5,0.17,491.048593350384,436.43,,,,,,,4.2,3.5,7,16,12.6,39.1,43.99,58.32,8.08,48.32,56.4,48.32,32.08,32.24,64.32,9.84,6.72,22.4,29.12
1020,,,,2.9,362.5,0.17,491.048593350384,434.55,,,,,,,4.2,3.5,7,16,12.6,39.1,44.18,58.24,8,45.6,53.6,45.6,32.08,32.24,64.32,9.84,2.64,22.4,25.04
1030,,,,2.9,362.5,0.17,491.048593350384,430.99,,,,,,,4.2,3.5,7,16,12.6,39.1,44.55,58.32,8.08,47.6,55.68,47.6,32.08,32.24,64.32,5.04,6.72,27.2,33.92
1040,,,,2.9,362.5,0.17,491.048593350384,432.66,,,,,,,4.2,3.5,7,16,12.6,39.1,44.38,58.4,8.08,48.32,56.4,48.32,32.08,32.24,64.32,9.36,6.72,22.8,29.52
1050,,,,2.9,362.5,0.17,491.048593350384,434.68,,,,,,,4.2,3.5,7,16,12.6,39.1,44.17,58.24,8.08,48.4,56.48,48.4,32.08,32.24,64.32,4.56,4,27.6,31.6
1060,,,,2.9,362.5,0.17,491.048593350384,425.65,,,,,,,4.2,3.5,7,16,12.6,39.1,45.11,58.16,8.08,48.4,56.48,48.4,32.08,32.24,64.32,18.24,5.36,14,19.36
1070,,,,2.9,362.5,0.17,491.048593350384,428.22,,,,,,,4.2,3.5,7,16,12.6,39.1,44.84,58.24,8.08,48.4,56.48,48.4,32.08,32.24,64.32,13.52,5.36,18.72,24.08
1080,,,,2.9,362.5,0.17,491.048593350384,428.97,,,,,,,4.2,3.5,7,16,12.6,39.1,44.76,58.32,8.08,48.32,56.4,48.32,32.08,32.24,64.32,18.08,6.72,14.16,20.88
1090,,,,2.9,362.5,0.17,491.048593350384,428.23,,,,,,,4.2,3.5,7,16,12.6,39.1,44.84,58.16,8.08,48.4,56.48,48.4,32.08,32.16,64.24,13.12,5.36,19.04,24.4
1100,,,,2.9,362.5,0.17,491.048593350384,425.87,,,,,,,4.2,3.5,7,16,12.6,39.1,45.08,58.08,8.08,48.32,56.4,48.32,32.08,32.16,64.24,13.04,6.72,19.2,25.92
1110,,,,2.9,362.5,0.17,491.048593350384,425.3,,,,,,,4.2,3.5,7,16,12.6,39.1,45.14,58.16,8.08,48.4,56.48,48.4,32.08,32.16,64.24,12.88,6.72,19.36,26.08
1120,,,,2.9,362.5,0.17,491.048593350384,420.23,,,,,,,4.2,3.5,7,16,12.6,39.1,45.69,58.24,8,48.4,56.4,48.4,32.08,32.24,64.32,8,5.36,24.24,29.6
1130,,,,2.9,362.5,0.17,491.048593350384,424.06,,,,,,,4.2,3.5,7,16,12.6,39.1,45.28,58.08,8.08,48.4,56.48,48.4,32,32.24,64.24,7.92,8,24.32,32.32
1140,,,,2.9,362.5,0.17,491.048593350384,422.71,,,,,,,4.2,3.5,7,16,12.6,39.1,45.42,58,8.08,48.32,56.4,48.32,32.08,32.16,64.24,7.6,5.36,24.56,29.92
1150,,,,2.9,362.5,0.17,491.048593350384,416.87,,,,,,,4.2,3.5,7,16,12.6,39.1,46.06,58.08,8,48.4,56.4,48.4,32,32.24,64.24,7.6,6.72,24.64,31.36
1160,,,,2.9,362.5,0.17,491.048593350384,419.81,,,,,,,4.2,3.5,7,16,12.6,39.1,45.73,58.16,8.08,48.32,56.4,48.32,32.08,32.16,64.24,17.28,6.72,14.88,21.6
1170,,,,2.9,362.5,0.17,491.048593350384,419.97,,,,,,,4.2,3.5,7,16,12.6,39.1,45.72,58,8.08,48.32,56.4,48.32,32.08,32.16,64.24,7.2,5.36,24.96,30.32
1180,,,,2.9,362.5,0.17,491.048593350384,419.72,,,,,,,4.2,3.5,7,16,12.6,39.1,45.74,57.92,8.08,48.32,56.4,48.32,32.08,32.16,64.24,7.04,8,25.12,33.12
1190,,,,2.9,362.5,0.17,491.048593350384,416.42,,,,,,,4.2,3.5,7,16,12.6,39.1,46.11,58,8.08,48.32,56.4,48.32,32.08,32.16,64.24,6.96,5.36,25.2,30.56
1200,,,,2.9,362.5,0.17,491.048593350384,418.44,,,,,,,4.2,3.5,7,16,12.6,39.1,45.89,58.08,8.08,48.32,56.4,48.32,32.08,32.16,64.24,16.96,8,15.28,23.28
