N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.069816,L3 10 10 10 16 36044 10,8606711808,452984832,4.15,218.85,87.60,0,0,0,0,657677.00,150318.00,0,0,807995.00
20,262144,2.316825,L3 20 20 20 16 18022 20,20401094656,1073741824,8.80,463.45,40.00,18.14,7.04,.09,0,728439.00,167702.00,25.18,.09,896141.00
30,65536,2.769535,L3 30 30 30 16 12014 30,21885353984,1151860736,7.90,415.90,44.80,40.17,7.53,15.46,6.33,867859.00,199236.00,47.70,21.79,1067095.00
40,32768,3.539777,L3 40 40 40 16 9011 40,29047652352,1528823808,8.20,431.89,43.76,46.63,7.65,17.83,7.59,1098280.00,253448.00,54.28,25.42,1351728.00
50,16384,3.420668,L3 50 50 50 16 7208 50,30300307456,1594753024,8.85,466.21,40.00,46.91,7.70,18.50,7.64,1084011.00,247875.00,54.61,26.14,1331886.00
60,8192,3.606032,L3 60 60 60 16 6007 60,27334279168,1438646272,7.57,398.95,47.12,47.29,7.83,21.05,7.73,1126622.00,257659.00,55.12,28.78,1384281.00
70,4096,2.387029,L3 70 70 70 16 5149 70,22374088704,1177583616,9.37,493.32,37.52,47.17,7.78,27.60,7.76,740733.00,170733.00,54.95,35.36,911466.00
80,2048,2.014692,L3 80 80 80 16 4505 80,17081434112,899022848,8.47,446.23,41.76,48.04,7.85,42.56,7.82,627969.00,144691.00,55.89,50.38,772660.00
90,2048,3.672183,L3 90 90 90 16 4004 90,24750211072,1302642688,6.73,354.73,52.56,47.35,7.83,46.14,7.82,1158244.00,265746.01,55.18,53.96,1423990.01
100,2048,3.872454,L3 100 100 100 16 3604 100,34426847232,1811939328,8.88,467.90,40.00,47.41,7.85,47.94,7.84,1677043.00,398144.00,55.26,55.78,2075187.00
110,1024,2.494710,L3 110 110 110 16 3276 110,23172407296,1219600384,9.28,488.87,38.32,47.44,7.85,47.89,7.85,13646762.00,9151787.00,55.29,55.74,22798549.00
120,1024,3.974803,L3 120 120 120 16 3003 120,30368792576,1598357504,7.63,402.12,46.00,47.50,7.87,47.78,7.86,209571145.00,132996310.00,55.37,55.64,342567455.00
130,512,3.032690,L3 130 130 130 16 2772 130,19459657728,1024192512,6.41,337.71,55.68,48.00,8.00,47.78,7.84,255056365.00,131265680.01,56.00,55.62,386322045.01
140,512,3.716664,L3 140 140 140 16 2574 140,24470355968,1287913472,6.58,346.52,54.08,47.64,7.89,47.73,7.87,343028619.00,166172342.01,55.53,55.60,509200961.01
150,256,2.369609,L3 150 150 150 16 2402 150,15137429504,796706816,6.38,336.21,55.68,47.65,7.90,47.74,7.84,211963586.00,102571373.01,55.55,55.58,314534959.01
160,256,2.956750,L3 160 160 160 16 2252 160,18465767424,971882496,6.24,328.69,57.44,48.98,8.10,47.81,7.88,257846853.00,124937826.01,57.08,55.69,382784679.01
170,256,3.374513,L3 170 170 170 16 2120 170,22249375744,1171019776,6.59,347.01,54.08,47.66,7.91,47.75,7.86,309415488.00,150266762.01,55.57,55.61,459682250.01
180,128,2.029179,L3 180 180 180 16 2002 180,13258719232,697827328,6.52,343.89,54.08,47.76,7.92,47.82,7.89,184000874.00,89441281.01,55.68,55.71,273442155.01
190,128,2.385480,L3 190 190 190 16 1897 190,15649569792,823661568,6.55,345.28,54.08,47.79,7.93,47.76,7.86,216416338.00,105425228.01,55.72,55.62,321841566.01
200,128,2.777312,L3 200 200 200 16 1802 200,18311831552,963780608,6.59,347.01,54.08,47.75,7.92,47.78,7.90,252732598.00,123238026.01,55.67,55.68,375970624.01
210,128,3.174697,L3 210 210 210 16 1716 210,21260096512,1118952448,6.69,352.45,54.08,47.75,7.93,47.82,7.88,292797681.00,142923679.01,55.68,55.70,435721360.01
220,128,3.730346,L3 220 220 220 16 1638 220,24508956672,1289945088,6.56,345.79,54.08,47.88,7.96,47.84,7.91,337013647.00,164632468.01,55.84,55.75,501646115.01
