,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,21.42,1127.36,CPU bound,21.42,1127.36,,1127.36,287.27,16.3,14.0,0.0,0.0,0.0,16.3 ,16.3,14.0,0.0,0.0,0.0,16.3 ,64.05,36.6,48.0,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21.10,1110.52,CPU bound,21.42,1127.36,,918.80,478.50,16.3,14.0,8.7,0.0,0.0,22.7 ,16.3,14.0,6.0,0.0,0.0,20.0 ,38.45,17.9,18.3,9.1,0.0,0.0,26.00,10.24,36.24,0,0,0,.08,0,.08,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,10.89,573.15,0.30,12.43,654.21,0.34,540.47,444.10,16.3,14.0,16.0,7.6,0.0,37.6 ,16.3,14.0,14.0,6.0,0.0,34.0 ,41.43,21.5,20.7,14.8,7.2,0.0,49.68,9.36,59.04,20.32,8.48,28.80,.08,0,.08,54.62,9.25,63.87,21.25,9.25,30.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
40,11.01,579.47,0.30,12.43,654.21,0.34,540.47,445.77,16.3,14.0,15.8,7.2,0.0,37.0 ,16.3,14.0,14.0,6.0,0.0,34.0 ,41.28,17.6,15.3,16.0,7.5,0.0,54.80,8.96,63.76,20.96,8.88,29.84,.08,0,.08,54.25,8.87,63.12,19.75,8.87,28.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
50,11.28,593.68,0.31,12.43,654.21,0.34,540.47,484.96,16.3,14.0,15.4,6.9,0.0,36.3 ,16.3,14.0,14.0,6.0,0.0,34.0 ,37.94,19.6,17.3,15.5,7.2,0.0,53.20,8.72,61.92,20.24,8.72,28.96,.08,0,.08,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,11.49,604.73,0.31,12.43,654.21,0.34,540.47,469.32,16.3,14.0,15.2,6.8,0.0,36.0 ,16.3,14.0,14.0,6.0,0.0,34.0 ,39.21,17.4,14.4,15.3,7.4,0.0,52.48,8.80,61.28,21.04,8.56,29.60,.08,0,.08,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,11.61,611.05,0.32,12.43,654.21,0.34,540.47,490.08,16.3,14.0,15.0,6.9,0.0,35.8 ,16.3,14.0,14.0,6.0,0.0,34.0 ,37.54,18.8,16.0,15.0,14.5,0.0,51.60,8.48,60.08,49.36,8.48,57.84,.08,0,.08,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,9.94,523.15,0.34,10.03,527.89,0.34,437.52,450.31,16.3,14.0,14.9,14.1,0.0,43.0 ,16.3,14.0,14.0,14.0,0.0,42.0 ,40.86,17.4,14.1,15.1,14.4,0.0,51.84,8.48,60.32,49.12,8.40,57.52,.08,0,.08,51.00,8.37,59.37,48.00,8.37,56.37,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
