N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.113774,L2 10 10 10 16 409 10,8606711808,452984832,4.06,214.29,87.60,0,0,0,0,679967.00,155122.00,0,0,835089.00
20,262144,2.314995,L2 20 20 20 16 204 20,20401094656,1073741824,8.81,463.81,40.00,18.15,7.04,0,0,731724.00,169591.00,25.19,0,901315.00
30,65536,2.776473,L2 30 30 30 16 136 30,21885353984,1151860736,7.88,414.86,44.80,40.07,7.53,17.53,7.36,860655.00,198125.00,47.60,24.89,1058780.00
40,32768,3.536310,L2 40 40 40 16 102 40,29047652352,1528823808,8.21,432.32,43.76,46.67,7.65,17.67,7.59,1104643.00,252710.00,54.32,25.26,1357353.00
50,16384,3.417709,L2 50 50 50 16 81 50,30300307456,1594753024,8.86,466.61,40.00,46.85,7.70,18.33,7.65,1064873.00,244082.00,54.55,25.98,1308955.00
60,8192,3.540185,L2 60 60 60 16 68 60,27334279168,1438646272,7.71,406.37,46.00,47.30,7.83,20.64,7.73,1106039.00,255678.00,55.13,28.37,1361717.00
70,4096,2.383899,L2 70 70 70 16 58 70,22374088704,1177583616,9.38,493.97,37.52,45.87,7.80,24.71,7.76,738220.00,170454.00,53.67,32.47,908674.00
80,4096,3.922307,L2 80 80 80 16 51 80,34162868224,1798045696,8.70,458.41,40.88,48.54,7.88,22.83,7.82,1224094.00,281382.00,56.42,30.65,1505476.00
90,2048,2.789595,L2 90 90 90 16 45 90,24750211072,1302642688,8.87,466.96,40.00,47.76,7.83,21.88,7.80,875454.00,201771.00,55.59,29.68,1077225.00
100,2048,3.747916,L2 100 100 100 16 40 100,34426847232,1811939328,9.18,483.45,38.32,48.24,7.87,22.10,7.85,1575043.00,513594.00,56.11,29.95,2088637.00
110,1024,2.396804,L2 110 110 110 16 37 110,23172407296,1219600384,9.66,508.84,36.80,48.15,7.87,21.08,7.84,21279148.00,12291883.00,56.02,28.92,33571031.00
120,1024,3.657101,L2 120 120 120 16 34 120,30368792576,1598357504,8.30,437.05,42.72,48.48,7.90,22.74,7.87,205557265.00,117595494.00,56.38,30.61,323152759.00
130,512,2.588841,L2 130 130 130 16 31 130,19459657728,1024192512,7.51,395.61,47.12,48.73,8.04,22.30,7.82,237969301.00,124617937.00,56.77,30.12,362587238.00
140,512,3.192219,L2 140 140 140 16 29 140,24470355968,1287913472,7.66,403.45,46.00,48.79,7.91,22.54,7.86,336737492.00,165697771.00,56.70,30.40,502435263.00
150,256,2.003979,L2 150 150 150 16 27 150,15137429504,796706816,7.54,397.55,47.12,48.93,7.92,22.43,7.82,211806187.00,102529202.00,56.85,30.25,314335389.00
160,256,2.580953,L2 160 160 160 16 25 160,18465767424,971882496,7.15,376.55,49.68,50.53,8.16,23.24,7.88,258453424.00,124890973.01,58.69,31.12,383344397.01
170,256,2.837556,L2 170 170 170 16 24 170,22249375744,1171019776,7.83,412.68,44.80,48.94,7.93,22.39,7.84,310106712.00,150213174.00,56.87,30.23,460319886.00
180,256,3.510460,L2 180 180 180 16 22 180,26517438464,1395654656,7.55,397.56,47.12,49.20,7.96,22.08,7.90,368771366.00,178812082.00,57.16,29.98,547583448.00
190,128,2.022963,L2 190 190 190 16 21 190,15649569792,823661568,7.73,407.15,46.00,49.31,7.95,20.59,7.83,218149695.00,105386030.00,57.26,28.42,323535725.00
