,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,4.43,340.76,0.12,5.98,460.00,0.16,511.11,298.37,16.0,16.0,27.0,0.0,0.0,43.0 ,16.0,16.0,20.0,0.0,0.0,36.0 ,61.67,13.1,28.2,24.7,0.0,0.0,89.28,9.52,98.80,0,0,0,0,0,0,97.00,10.87,107.87,0,0,0,0,0,0,72.00,8.00,80.00,0,0,0,0,0,0
20,4.19,322.30,0.14,4.84,372.30,0.16,306.66,255.07,16.0,16.0,25.2,23.1,0.0,64.3 ,16.0,16.0,24.0,20.0,0.0,60.0 ,72.14,14.6,29.6,23.7,24.9,0.0,85.44,9.20,94.64,90.56,9.12,99.68,0,0,0,91.62,9.00,100.62,83.25,9.12,92.37,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
30,4.41,339.23,0.15,4.84,372.30,0.16,306.66,315.96,16.0,16.0,26.1,21.9,0.0,64.0 ,16.0,16.0,24.0,20.0,0.0,60.0 ,58.23,9.9,19.2,26.3,22.9,0.0,96.40,8.72,105.12,82.88,8.64,91.52,0,0,0,95.62,8.62,104.24,79.00,8.62,87.62,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
40,,,,4.84,372.30,0.16,306.53,254.22,16.0,16.0,166.4,21.3,0.0,203.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,72.38,11.6,22.4,27.9,22.7,0.0,102.72,8.88,111.60,82.24,8.48,90.72,0,0,0,601.62,64.00,665.62,76.62,8.37,84.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
50,4.30,330.76,0.14,4.84,372.30,0.16,306.66,325.89,16.0,16.0,25.2,22.5,0.0,63.7 ,16.0,16.0,24.0,20.0,0.0,60.0 ,56.46,9.5,17.9,25.6,23.1,0.0,93.92,8.40,102.32,83.92,8.32,92.24,0,0,0,92.25,8.37,100.62,81.62,8.37,89.99,0,0,0,88.00,8.00,96.00,72.00,8.00,80.00,0,0,0
60,3.96,304.61,0.13,4.03,310.00,0.14,287.50,270.21,16.0,16.0,24.9,24.5,0.0,65.4 ,16.0,16.0,24.0,24.0,0.0,64.0 ,68.09,10.7,20.2,25.3,24.4,5.0,92.80,8.32,101.12,89.44,8.24,97.68,7.28,.32,7.60,91.50,8.25,99.75,89.50,8.25,97.75,0,0,0,88.00,8.00,96.00,88.00,8.00,96.00,0,0,0
70,2.48,190.76,0.16,2.59,199.23,0.16,158.14,186.25,16.0,16.0,24.8,24.8,54.8,120.4 ,16.0,16.0,24.0,24.0,52.3,116.3 ,98.79,9.3,17.3,25.1,24.8,36.3,92.24,8.24,100.48,90.96,8.16,99.12,49.68,5.84,55.52,91.00,8.25,99.25,91.00,8.25,99.25,74.87,8.87,83.74,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
80,,,,2.59,199.23,0.16,158.14,156.65,16.0,16.0,180.2,164.0,53.8,414.0 ,16.0,16.0,24.0,24.0,52.3,116.3 ,117.46,10.3,19.1,26.8,24.9,52.8,98.80,8.56,107.36,91.28,8.16,99.44,72.56,8.08,80.64,656.62,64.00,720.62,600.37,55.75,656.12,74.00,8.25,82.25,88.00,8.00,96.00,88.00,8.00,96.00,72.00,8.00,80.00
