N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,2.609259,,6979321856,536870912,2.67,205.75,92.00,115.43,16.08,0,0,170190.00,144246.00,131.51,0,314436.00
20,131072,3.132241,,9937354752,764411904,3.17,244.04,76.64,90.61,9.75,90.71,9.15,163656.00,162340.00,100.36,99.86,325996.00
30,32768,2.358233,,9351200768,719323136,3.96,305.02,61.28,97.09,8.90,84.13,8.76,137135.00,123668.00,105.99,92.89,260803.00
40,16384,3.679255,,11687297024,899022848,3.17,244.34,76.64,104.55,9.28,83.22,8.54,192834.00,190621.00,113.83,91.76,383455.00
50,8192,2.849075,,11777605632,905969664,4.13,317.98,59.28,94.05,8.43,84.29,8.38,169213.00,148925.00,102.48,92.67,318138.00
60,4096,2.923832,,10389323776,799178752,3.55,273.32,68.08,92.91,8.37,89.66,8.29,33383562.64,2532505.00,101.28,97.95,35916067.64
70,2048,3.574782,,8371437568,643956736,2.34,180.13,108.16,92.40,8.29,91.36,8.24,238102127.65,49537553.00,100.69,99.60,287639680.65
80,1024,3.309161,,6317236224,485941248,1.90,146.84,131.36,98.80,8.83,91.51,8.19,275430779.26,59943579.00,107.63,99.70,335374358.26
90,512,2.308999,,4535877632,348913664,1.96,151.10,131.36,91.73,8.27,90.94,8.18,204728905.53,44840793.00,100.00,99.12,249569698.53
100,512,3.199185,,6264573952,481890304,1.95,150.62,122.64,91.24,8.18,90.54,8.13,281026379.29,61725152.00,99.42,98.67,342751531.29
110,256,2.098125,,4192321536,322486272,1.99,153.69,122.64,91.11,8.17,90.33,8.12,187501938.18,41251386.00,99.28,98.45,228753324.18
120,256,2.857704,,5468010496,420616192,1.91,147.18,131.36,98.68,8.74,90.14,8.11,243782232.06,53722116.00,107.42,98.25,297504348.06
130,256,3.485783,,6979321856,536870912,1.99,154.01,122.64,92.97,8.44,89.90,8.10,310381168.97,68465865.00,101.41,98.00,378847033.97
140,128,2.199657,,4373111808,336393216,1.98,152.92,122.64,90.75,8.14,89.78,8.06,194111794.90,42831279.00,98.89,97.84,236943073.90
150,128,2.685045,,5394341888,414949376,2.00,154.53,122.64,91.36,8.18,89.74,8.07,239151909.86,52801541.00,99.54,97.81,291953450.86
160,128,3.513403,,6563335168,504871936,1.86,143.69,131.36,107.57,8.93,90.82,8.13,290867278.84,64203558.00,116.50,98.95,355070836.84
170,64,1.952421,,3945037824,303464448,2.01,155.42,122.64,90.49,8.12,89.46,8.05,174353618.74,38549469.00,98.61,97.51,212903087.74
180,64,2.343664,,4692273664,360944128,2.00,154.00,122.64,90.95,8.12,89.36,8.04,207098000.69,45813105.00,99.07,97.40,252911105.69
190,64,2.722934,,5528367104,425259008,2.02,156.17,122.64,90.85,8.24,89.34,8.06,243793998.66,53952931.00,99.09,97.40,297746929.66
200,64,3.309030,,6458310144,496793088,1.94,150.13,131.36,97.95,8.68,89.34,8.04,284569975.63,62997406.00,106.63,97.38,347567381.63
210,64,3.681770,,7487094784,575930368,2.03,156.42,122.64,90.71,8.20,89.39,7.98,329648407.60,72984916.00,98.91,97.37,402633323.60
220,32,2.127606,,4309856512,331527424,2.02,155.81,122.64,90.78,8.25,89.14,8.03,189667595.58,41995913.00,99.03,97.17,231663508.58
230,32,2.411058,,4930578432,379275264,2.04,157.30,122.64,91.06,8.23,89.11,8.05,216893803.57,48023570.00,99.29,97.16,264917373.57
