N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,27.74,1849.33,CPU bound,27.74,1849.33,,1848.44,202.11,19.9,14.0,0.0,0.0,0.0,19.9 ,19.9,14.0,0.0,0.0,0.0,19.9 ,182.08,162.7,125.3,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27.74,1849.33,CPU bound,27.74,1849.33,,1839.20,851.22,19.9,14.0,8.9,0.0,0.0,22.9 ,19.9,14.0,6.0,0.0,0.0,20.0 ,43.23,20.3,21.5,9.0,0.0,0.0,25.44,10.48,35.92,0,0,0,0,0,0,25.25,10.37,35.62,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,27.74,1849.33,CPU bound,27.74,1849.33,,1840.00,771.92,19.9,14.0,7.7,0.0,0.0,21.7 ,19.9,14.0,6.0,0.0,0.0,20.0 ,47.67,31.2,28.2,7.9,0.7,0.0,22.32,9.36,31.68,2.08,.56,2.64,0,0,0,21.37,9.37,30.74,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,21.52,1434.66,0.59,19.71,1314.00,0.54,1081.88,625.76,19.9,14.0,12.8,7.2,0.0,34.0 ,19.9,14.0,14.0,6.0,0.0,34.0 ,58.81,35.9,29.0,13.6,7.5,0.0,45.28,9.04,54.32,20.96,8.96,29.92,0,0,0,42.37,8.87,51.24,19.75,8.87,28.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
50,17.84,1189.33,0.48,19.71,1314.00,0.54,1082.35,611.37,19.9,14.0,15.5,6.9,0.0,36.4 ,19.9,14.0,14.0,6.0,0.0,34.0 ,60.19,38.4,29.5,15.6,7.1,0.0,53.44,8.80,62.24,19.84,8.72,28.56,0,0,0,53.12,8.75,61.87,19.00,8.75,27.75,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,18.14,1209.33,0.49,19.71,1314.00,0.54,1081.88,912.43,19.9,14.0,15.2,6.9,0.0,36.1 ,19.9,14.0,14.0,6.0,0.0,34.0 ,40.33,20.1,15.3,15.3,7.0,0.0,52.48,8.80,61.28,19.28,8.56,27.84,0,0,0,52.25,8.62,60.87,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,18.39,1226.00,0.50,19.71,1314.00,0.54,1081.88,821.92,19.9,14.0,15.0,6.9,0.0,35.9 ,19.9,14.0,14.0,6.0,0.0,34.0 ,44.77,24.4,18.9,15.1,9.1,0.0,51.76,8.56,60.32,28.00,8.48,36.48,0,0,0,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,18.58,1238.66,0.51,19.71,1314.00,0.54,1081.88,711.27,19.9,14.0,14.9,6.9,0.0,35.8 ,19.9,14.0,14.0,6.0,0.0,34.0 ,51.74,27.6,20.5,15.0,10.4,0.0,51.60,8.48,60.08,33.04,8.40,41.44,0,0,0,51.00,8.37,59.37,19.25,8.37,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,18.68,1245.33,0.51,19.71,1314.00,0.54,1082.35,711.28,19.9,14.0,14.8,7.0,0.0,35.8 ,19.9,14.0,14.0,6.0,0.0,34.0 ,51.74,29.9,21.8,14.8,12.6,0.0,50.88,8.40,59.28,41.92,8.40,50.32,0,0,0,50.75,8.37,59.12,19.62,8.37,27.99,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,18.78,1252.00,0.51,19.71,1314.00,0.54,1081.88,880.55,19.9,14.0,14.7,7.1,0.0,35.8 ,19.9,14.0,14.0,6.0,0.0,34.0 ,41.79,20.1,14.3,14.7,14.2,0.0,50.56,8.32,58.88,48.56,8.32,56.88,0,0,0,50.37,8.37,58.74,20.12,8.37,28.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
