N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
240,1,likwid-perfctr,48.1087,,29346300000.0000,118347400.0000,.61,2.87,2.46,11.52,7157.44,scaling),,0,0,0,0,0,0
240,2,likwid-perfctr,24.1296,,29438100000.0000,118235000.0000,1.22,5.33,4.90,21.40,3589.92,scaling),,0,0,0,0,0,0
240,3,likwid-perfctr,16.3016,,29342800000.0000,118349600.0000,1.80,7.39,7.26,29.67,2425.29,665.62,26.44,0,0,0,0,0,0
240,4,likwid-perfctr,12.3628,,29423400000.0000,118311900.0000,2.38,8.69,9.57,34.89,1839.29,557.93,31.54,0,0,0,0,0,0
240,5,likwid-perfctr,10.1995,,29374500000.0000,118314200.0000,2.88,9.32,11.60,37.42,1517.45,500.13,35.19,0,0,0,0,0,0
240,6,likwid-perfctr,8.6581,,29437500000.0000,118269600.0000,3.40,9.71,13.66,38.99,1288.12,464.39,37.89,0,0,0,0,0,0
240,7,likwid-perfctr,7.4989,,29395600000.0000,118332600.0000,3.92,9.73,15.78,39.07,1115.66,449.47,39.15,0,0,0,0,0,0
240,8,likwid-perfctr,6.7842,,29443400000.0000,118316400.0000,4.34,9.75,17.44,39.15,1009.33,449.47,39.15,0,0,0,0,0,0
240,9,likwid-perfctr,6.226,,29448000000.000,118294000.000,4.73,9.76,19.00,39.19,926.28,449.47,39.15,0,0,0,0,0,0
240,10,likwid-perfctr,5.6894,,29414100000.0000,118282600.0000,5.17,9.74,20.79,39.11,846.45,449.47,39.15,0,0,0,0,0,0
