N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,10.51,1313.75,CPU bound,10.51,1313.75,,1313.71,286.90,14.0,0.0,0.0,0.0,0.0,14.0 ,14.0,0.0,0.0,0.0,0.0,14.0 ,64.13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,7.79,973.75,0.17,9.16,1145.00,0.20,1313.71,411.12,14.0,0.0,9.5,0.0,0.0,14.0 ,14.0,0.0,8.0,0.0,0.0,14.0 ,44.76,,,,,,,,,,,38.00,9.00,47.00,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
30,3.79,473.75,0.11,6.54,817.50,0.14,919.60,455.51,14.0,0.0,12.1,8.9,0.0,21.0 ,14.0,0.0,12.0,8.0,0.0,20.0 ,40.39,,,,,,,,,,,48.37,8.62,56.99,35.75,35.75,71.50,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
40,3.92,490.00,0.12,6.54,817.50,0.14,919.60,492.34,14.0,0.0,12.7,8.6,0.0,21.4 ,14.0,0.0,12.0,8.0,0.0,20.0 ,37.37,,,,,,,,,,,51.00,8.37,59.37,34.62,34.62,69.24,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
50,3.97,496.25,0.12,6.54,817.50,0.14,919.60,507.26,14.0,0.0,12.6,8.5,0.0,21.2 ,14.0,0.0,12.0,8.0,0.0,20.0 ,36.27,,,,,,,,,,,50.50,8.37,58.87,34.12,34.12,68.24,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
60,3.98,497.50,0.12,6.54,817.50,0.14,919.60,455.94,14.0,0.0,12.5,8.5,1.7,22.7 ,14.0,0.0,12.0,8.0,0.0,20.0 ,40.36,,,,,,,,,,,50.00,8.25,58.25,31.75,34.00,65.75,2.25,.87,3.12,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
70,3.99,498.75,0.12,4.50,562.50,0.20,417.05,485.84,14.0,0.0,12.4,8.5,25.4,46.3 ,14.0,0.0,12.0,8.0,24.1,44.1 ,37.87,,,,,,,,,,,49.75,8.25,58.00,.12,34.00,34.12,33.87,8.37,42.24,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
80,4.10,512.50,0.12,4.50,562.50,0.20,417.05,425.63,14.0,0.0,12.4,8.3,24.8,45.4 ,14.0,0.0,12.0,8.0,24.1,44.1 ,43.23,,,,,,,,,,,49.37,8.25,57.62,0,33.00,33.00,33.00,8.25,41.25,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
90,4.11,513.75,0.12,4.50,562.50,0.20,417.05,453.43,14.0,0.0,12.3,8.2,24.8,45.3 ,14.0,0.0,12.0,8.0,24.1,44.1 ,40.58,,,,,,,,,,,49.37,8.25,57.62,0,33.00,33.00,33.00,8.25,41.25,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
100,3.40,425.00,0.10,4.50,562.50,0.20,417.05,455.86,14.0,0.0,12.3,10.0,24.7,47.0 ,14.0,0.0,12.0,8.0,24.1,44.1 ,40.36,,,,,,,,,,,49.25,8.12,57.37,7.00,39.87,46.87,32.87,8.25,41.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
