N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.749207,L2 10 10 10 16 273 10,6794772480,452984832,2.46,164.76,114.96,2.08,.13,0,0,857743.00,197168.01,2.21,0,1054911.01
20,131072,1.529337,L2 20 20 20 16 136 20,8053063680,536870912,5.26,351.04,54.08,42.51,7.09,13.14,1.62,479393.00,109344.00,49.60,14.76,588737.00
30,65536,3.667743,L2 30 30 30 16 91 30,17277911040,1151860736,4.70,314.05,59.28,68.70,7.47,43.75,7.43,1157754.00,264569.01,76.17,51.18,1422323.01
40,16384,2.329966,L2 40 40 40 16 68 40,11466178560,764411904,4.91,328.07,57.44,70.16,7.68,44.23,7.62,731269.00,167355.01,77.84,51.85,898624.01
50,8192,2.234250,L2 50 50 50 16 54 50,11960647680,797376512,5.35,356.88,52.56,69.96,7.68,46.32,7.65,699310.00,160451.00,77.64,53.97,859761.00
60,4096,2.045967,L2 60 60 60 16 45 60,10789847040,719323136,5.26,351.57,54.08,70.46,7.85,52.55,7.74,635320.00,146550.01,78.31,60.29,781870.01
70,4096,3.142371,L2 70 70 70 16 39 70,17663754240,1177583616,5.61,374.74,49.68,71.26,7.79,48.64,7.76,1040176.00,227286.00,79.05,56.40,1267462.00
80,2048,2.701987,L2 80 80 80 16 34 80,13485342720,899022848,4.98,332.72,57.44,73.86,8.05,52.08,7.83,13636342.00,608456.01,81.91,59.91,14244798.01
90,1024,2.262196,L2 90 90 90 16 30 90,9769820160,651321344,4.31,287.91,65.68,71.88,7.84,53.50,7.77,164588280.00,12849778.01,79.72,61.27,177438058.01
100,1024,3.830563,L2 100 100 100 16 27 100,13589544960,905969664,3.54,236.50,80.00,72.28,7.86,46.89,7.81,506034595.00,94240725.01,80.14,54.70,600275320.01
110,512,2.892197,L2 110 110 110 16 24 110,9147002880,609800192,3.16,210.84,92.00,72.55,7.87,50.47,7.74,397749420.00,78870474.01,80.42,58.21,476619894.01
120,512,3.811277,L2 120 120 120 16 22 120,11987681280,799178752,3.14,209.68,92.00,73.35,7.99,52.09,7.87,529448348.00,103783108.01,81.34,59.96,633231456.01
130,256,2.410066,L2 130 130 130 16 21 130,7681443840,512096256,3.18,212.47,87.60,74.62,8.12,48.55,7.76,337908267.00,66305410.01,82.74,56.31,404213677.01
140,256,2.918926,L2 140 140 140 16 19 140,9659351040,643956736,3.30,220.61,87.60,73.16,7.92,49.70,7.87,424560097.00,83191755.01,81.08,57.57,507751852.01
