N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,3.63,145.20,0.11,6.45,258.00,0.20,175.92,75.01,58.0,68.0,56.9,0.0,0.0,124.9 ,58.0,68.0,32.0,0.0,0.0,100.0 ,234.63,101.6,131.0,55.5,0.0,0.4,208.00,13.92,221.92,0,0,0,.48,.48,.96,213.75,13.87,227.62,0,0,0,0,0,0,120.00,8.00,128.00,0,0,0,0,0,0
20,3.50,140.00,0.15,4.50,180.00,0.20,125.65,87.39,58.0,68.0,50.6,41.2,0.0,159.8 ,58.0,68.0,40.0,32.0,0.0,140.0 ,201.40,74.0,100.2,52.7,47.3,0.4,200.64,10.32,210.96,179.04,10.00,189.04,.40,.40,.80,192.37,10.00,202.37,154.75,10.00,164.75,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
30,3.81,152.40,0.17,4.50,180.00,0.20,125.65,110.63,58.0,68.0,46.7,37.8,0.0,152.5 ,58.0,68.0,40.0,32.0,0.0,140.0 ,159.09,53.2,72.7,48.1,38.9,0.3,183.04,9.36,192.40,147.04,8.72,155.76,.32,.32,.64,177.50,9.25,186.75,141.87,9.25,151.12,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
40,,,,4.50,180.00,0.20,125.65,83.72,58.0,68.0,267.3,36.1,0.0,371.4 ,58.0,68.0,40.0,32.0,0.0,140.0 ,210.22,63.0,75.5,77.2,40.1,0.4,296.48,12.48,308.96,151.92,8.56,160.48,.48,.48,.96,1005.37,64.00,1069.37,135.37,8.87,144.24,0,0,0,152.00,8.00,160.00,120.00,8.00,128.00,0,0,0
50,3.37,134.80,0.15,3.60,144.00,0.16,118.86,119.77,58.0,68.0,43.7,42.8,0.0,154.5 ,58.0,68.0,40.0,40.0,0.0,148.0 ,146.95,46.7,65.4,44.5,41.8,0.3,168.96,8.96,177.92,159.12,8.32,167.44,.32,.32,.64,166.25,8.75,175.00,162.50,8.75,171.25,0,0,0,152.00,8.00,160.00,152.00,8.00,160.00,0,0,0
60,3.35,134.00,0.15,3.60,144.00,0.16,118.86,111.45,58.0,68.0,43.0,43.0,0.0,154.0 ,58.0,68.0,40.0,40.0,0.0,148.0 ,157.91,49.6,68.5,44.0,41.9,4.8,166.80,9.04,175.84,159.28,8.24,167.52,10.32,.96,11.28,163.50,8.62,172.12,163.50,8.62,172.12,0,0,0,152.00,8.00,160.00,152.00,8.00,160.00,0,0,0
70,2.20,88.00,0.18,2.38,95.20,0.20,86.87,80.46,58.0,68.0,42.6,42.6,58.7,211.9 ,58.0,68.0,40.0,40.0,54.5,202.5 ,218.74,45.0,62.5,43.2,42.6,44.8,163.68,9.04,172.72,162.08,8.40,170.48,99.36,5.92,105.28,161.87,8.50,170.37,161.87,8.50,170.37,129.37,8.62,137.99,152.00,8.00,160.00,152.00,8.00,160.00,120.00,8.00,128.00
80,,,,2.38,95.20,0.20,86.87,63.97,58.0,68.0,308.3,264.4,58.2,698.9 ,58.0,68.0,40.0,40.0,54.5,202.5 ,275.12,56.6,65.2,68.2,56.7,59.1,262.00,10.80,272.80,221.04,5.92,226.96,129.84,8.96,138.80,1169.25,64.00,1233.25,1002.12,55.62,1057.74,128.25,8.37,136.62,152.00,8.00,160.00,152.00,8.00,160.00,120.00,8.00,128.00
90,2.26,90.40,0.19,2.38,95.20,0.20,86.87,71.41,58.0,68.0,42.0,42.0,57.2,209.2 ,58.0,68.0,40.0,40.0,54.5,202.5 ,246.48,44.2,61.0,42.5,42.1,58.2,161.12,8.96,170.08,160.16,8.32,168.48,127.92,8.88,136.80,159.50,8.37,167.87,159.50,8.37,167.87,126.00,8.37,134.37,152.00,8.00,160.00,152.00,8.00,160.00,120.00,8.00,128.00
100,2.27,90.80,0.19,2.38,95.20,0.20,86.87,71.09,58.0,68.0,41.8,41.8,56.9,208.4 ,58.0,68.0,40.0,40.0,54.5,202.5 ,247.56,46.0,63.3,42.5,41.6,57.9,161.04,8.96,170.00,158.32,8.24,166.56,127.28,8.80,136.08,158.62,8.37,166.99,158.62,8.37,166.99,125.37,8.37,133.74,152.00,8.00,160.00,152.00,8.00,160.00,120.00,8.00,128.00
