,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,12.00,400.00,CPU bound,12.00,400.00,,399.47,307.91,46.0,28.0,0.0,0.0,0.0,46.0 ,46.0,28.0,0.0,0.0,0.0,46.0 ,59.76,46.4,36.1,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12.00,400.00,CPU bound,12.00,400.00,,399.47,238.80,46.0,28.0,7.2,0.0,0.0,46.0 ,46.0,28.0,6.0,0.0,0.0,46.0 ,77.05,61.7,42.0,7.2,0.0,0.1,19.92,8.88,28.80,0,0,0,.08,0,.08,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,12.00,400.00,CPU bound,12.00,400.00,,399.47,307.72,46.0,28.0,6.8,6.8,0.0,46.0 ,46.0,28.0,6.0,6.0,0.0,46.0 ,59.79,46.1,29.4,7.4,6.7,0.1,21.12,8.64,29.76,18.40,8.48,26.88,.08,0,.08,18.50,8.62,27.12,18.50,8.62,27.12,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,12.00,400.00,CPU bound,12.00,400.00,,399.47,246.12,46.0,28.0,10.9,6.5,0.0,46.0 ,46.0,28.0,10.0,6.0,0.0,46.0 ,74.76,53.4,34.0,10.9,6.8,0.1,35.12,8.48,43.60,18.64,8.48,27.12,.08,0,.08,35.00,8.37,43.37,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,12.00,400.00,CPU bound,12.00,400.00,,399.47,303.87,46.0,28.0,10.7,6.5,0.0,46.0 ,46.0,28.0,10.0,6.0,0.0,46.0 ,60.55,46.0,28.4,10.7,6.6,0.1,34.56,8.40,42.96,18.24,8.32,26.56,.08,0,.08,34.37,8.37,42.74,17.50,8.37,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,12.00,400.00,CPU bound,12.00,400.00,,399.47,277.93,46.0,28.0,10.6,6.4,0.0,46.0 ,46.0,28.0,10.0,6.0,0.0,46.0 ,66.20,50.8,31.6,10.6,7.0,0.1,34.00,8.24,42.24,19.68,8.24,27.92,.08,0,.08,34.00,8.25,42.25,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,12.00,400.00,CPU bound,12.00,400.00,,399.47,311.83,46.0,28.0,10.5,6.4,0.0,46.0 ,46.0,28.0,10.0,6.0,0.0,46.0 ,59.01,46.0,28.0,10.5,8.0,0.1,33.76,8.24,42.00,23.92,8.24,32.16,.08,0,.08,33.62,8.25,41.87,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,12.00,400.00,CPU bound,12.00,400.00,,399.47,271.85,46.0,28.0,10.4,6.5,0.0,46.0 ,46.0,28.0,10.0,6.0,0.0,46.0 ,67.68,49.6,30.4,10.7,9.3,0.1,34.56,8.24,42.80,28.88,8.24,37.12,.08,0,.08,33.50,8.25,41.75,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
