N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,2.775993,L2 10 10 10 16 2458 10,28454158336,536870912,10.24,193.39,101.04,.13,.03,0,0,12026.00,29410.00,.16,0,41436.00
20,131072,3.409668,L2 20 20 20 16 1229 20,40513830912,764411904,11.88,224.18,87.20,20.40,9.12,0,0,15879.00,37132.00,29.52,0,53011.00
30,32768,2.679192,L2 30 30 30 16 819 30,38124126208,719323136,14.22,268.48,73.84,23.66,8.76,0,0,13775.00,31187.00,32.42,0,44962.00
40,16384,3.551993,L2 40 40 40 16 614 40,47648210944,899022848,13.41,253.10,76.80,35.36,8.52,6.34,6.32,20894.00,38041.00,43.88,12.66,58935.00
50,8192,3.239281,L2 50 50 50 16 491 50,48016392192,905969664,14.82,279.67,71.04,34.53,8.43,17.49,17.46,25310.00,36769.00,42.96,34.95,62079.00
60,4096,2.950168,L2 60 60 60 16 409 60,42356473856,799178752,14.35,270.88,73.84,34.24,8.32,17.36,17.33,18855.00,33085.00,42.56,34.69,51940.00
70,2048,2.236949,L2 70 70 70 16 351 70,34129707008,643956736,15.25,287.86,68.56,33.78,8.28,17.14,17.11,13293.00,23637.00,42.06,34.25,36930.00
80,2048,3.533033,L2 80 80 80 16 307 80,51509772288,971882496,14.57,275.08,71.04,34.25,8.23,17.02,16.99,29272.00,40263.00,42.48,34.01,69535.00
90,1024,2.589012,L2 90 90 90 16 273 90,36984848384,697827328,14.28,269.53,73.84,33.40,8.22,16.87,16.84,17763.00,31425.00,41.62,33.71,49188.00
100,1024,3.359227,L2 100 100 100 16 246 100,51080372224,963780608,15.20,286.90,68.56,33.22,8.18,16.80,16.77,677631.00,712891.00,41.40,33.57,1390522.00
110,512,2.194224,L2 110 110 110 16 223 110,34183544832,644972544,15.57,293.93,66.16,33.10,8.16,16.69,16.67,7671861.00,8995959.00,41.26,33.36,16667820.00
120,512,2.979289,L2 120 120 120 16 205 120,44585316352,841232384,14.96,282.35,68.56,33.00,8.14,16.65,16.63,22415440.00,27271628.00,41.14,33.28,49687068.00
130,512,3.913830,L2 130 130 130 16 189 130,56908316672,1073741824,14.53,274.34,71.04,33.16,8.15,16.61,16.59,33199290.00,40691586.00,41.31,33.20,73890876.00
140,256,2.471704,L2 140 140 140 16 175 140,35657680896,672786432,14.42,272.19,71.04,32.95,8.13,16.69,16.66,24134990.00,29615308.00,41.08,33.35,53750298.00
150,256,2.836539,L2 150 150 150 16 164 150,43984633856,829898752,15.50,292.57,68.56,33.22,8.12,16.69,16.68,35973550.00,44198289.00,41.34,33.37,80171839.00
160,256,3.788835,L2 160 160 160 16 153 160,53516425216,1009743872,14.12,266.50,73.84,35.01,8.12,18.73,18.70,58205030.00,75893170.00,43.13,37.43,134098200.00
170,128,2.068056,L2 170 170 170 16 144 170,32167231488,606928896,15.55,293.47,66.16,33.08,8.13,17.95,17.94,37455770.00,46290549.00,41.21,35.89,83746319.00
180,128,2.570751,L2 180 180 180 16 136 180,38260077568,721888256,14.88,280.80,68.56,33.02,8.12,17.94,17.92,48200450.00,59035530.00,41.14,35.86,107235980.00
190,128,2.894345,L2 190 190 190 16 129 190,45077454848,850518016,15.57,293.85,66.16,33.00,8.12,18.09,18.08,62445330.00,76210250.00,41.12,36.17,138655580.00
200,128,3.563350,L2 200 200 200 16 123 200,52660067328,993586176,14.77,278.83,71.04,33.69,8.13,17.88,17.86,73387280.00,90531150.00,41.82,35.74,163918430.00
210,128,3.902074,L2 210 210 210 16 117 210,61048619008,1151860736,15.64,295.19,66.16,33.49,8.09,17.70,17.68,87085430.00,107297490.00,41.58,35.38,194382920.00
220,64,2.378906,L2 220 220 220 16 112 220,35141906944,663054848,14.77,278.72,71.04,33.32,8.19,17.86,17.84,52319650.00,65111470.00,41.51,35.70,117431120.00
230,64,2.601803,L2 230 230 230 16 107 230,40203177984,758550528,15.45,291.54,68.56,34.10,8.08,18.02,18.00,62782080.00,75980400.00,42.18,36.02,138762480.00
240,64,3.159814,L2 240 240 240 16 102 240,45728474624,862801408,14.46,273.05,71.04,34.21,8.19,18.03,18.01,72218450.00,88370050.00,42.40,36.04,160588500.00
250,64,3.330740,L2 250 250 250 16 98 250,51738148864,976191488,15.53,293.08,66.16,33.65,8.13,18.06,18.04,84277490.00,101568710.00,41.78,36.10,185846200.00
260,64,3.815499,L2 260 260 260 16 94 260,58252552704,1099104768,15.26,288.06,68.56,35.16,8.10,17.68,17.65,93110750.00,113454330.00,43.26,35.33,206565080.00
270,32,2.105482,L2 270 270 270 16 91 270,32646019072,615962624,15.50,292.55,68.56,37.25,8.09,17.84,17.82,53451390.00,64405570.00,45.34,35.66,117856960.00
280,32,2.396505,L2 280 280 280 16 88 280,36438478592,687518464,15.20,286.88,68.56,34.83,8.08,17.88,17.86,60388660.00,72068720.00,42.91,35.74,132457380.00
290,32,2.616062,L2 290 290 290 16 85 290,40513830912,764411904,15.48,292.19,66.16,40.73,8.08,18.14,18.12,68024350.00,80231130.00,48.81,36.26,148255480.00
300,32,2.950130,L2 300 300 300 16 82 300,44882252032,846834944,15.21,287.04,68.56,40.22,8.08,17.86,17.84,74828190.00,88838180.00,48.30,35.70,163666370.00
310,32,3.211046,L2 310 310 310 16 79 310,49553917952,934979584,15.43,291.17,68.56,36.02,8.10,18.31,18.29,84085170.00,98098730.00,44.12,36.60,182183900.00
320,32,3.987284,L2 320 320 320 16 77 320,54539004672,1029037824,13.67,258.07,76.80,35.47,8.12,17.88,17.86,91591880.00,107954020.00,43.59,35.74,199545900.00
330,32,3.877198,L2 330 330 330 16 74 330,59847688192,1129201664,15.43,291.24,68.56,37.89,8.17,18.00,17.98,101206670.00,118438850.00,46.06,35.98,219645520.00
340,16,2.123042,L2 340 340 340 16 72 340,32745072256,617831552,15.42,291.01,68.56,38.84,8.12,17.92,17.90,54866880.00,64802580.00,46.96,35.82,119669460.00
350,16,2.319629,L2 350 350 350 16 70 350,35738274816,674307072,15.40,290.69,68.56,39.76,8.17,17.85,17.83,60215730.00,70698640.00,47.93,35.68,130914370.00
360,16,2.562305,L2 360 360 360 16 68 360,38908539776,734123392,15.18,286.50,68.56,41.29,8.25,18.12,18.10,66692990.00,76962950.00,49.54,36.22,143655940.00
370,16,2.728663,L2 370 370 370 16 66 370,42260955136,797376512,15.48,292.22,68.56,40.69,8.18,18.14,18.12,72497430.00,83580670.00,48.87,36.26,156078100.00
380,16,3.016679,L2 380 380 380 16 65 380,45800608896,864162432,15.18,286.46,68.56,39.65,8.25,17.86,17.84,78104030.00,90567520.00,47.90,35.70,168671550.00
390,16,3.208512,L2 390 390 390 16 63 390,49532589056,934577152,15.43,291.27,68.56,41.38,8.25,18.06,18.04,85133200.00,97924440.00,49.63,36.10,183057640.00
400,16,3.558483,L2 400 400 400 16 61 400,53461983616,1008716672,15.02,283.46,68.56,49.75,8.27,18.24,18.22,92559520.00,105692780.00,58.02,36.46,198252300.00
410,16,3.761552,L2 410 410 410 16 60 410,57593880576,1086676992,15.31,288.88,68.56,49.13,8.33,17.89,17.87,99153970.00,113842210.00,57.46,35.76,212996180.00
420,8,2.028556,L2 420 420 420 16 58 420,30966683968,584277056,15.26,288.02,68.56,51.50,8.36,17.82,17.80,53225420.00,61203020.00,59.86,35.62,114428440.00
430,8,2.172054,L2 430 430 430 16 57 430,33242766848,627222016,15.30,288.76,68.56,44.19,8.26,18.34,18.32,57863020.00,65693790.00,52.45,36.66,123556810.00
440,8,2.397595,L2 440 440 440 16 56 440,35627732928,672221376,14.85,280.37,71.04,42.12,8.26,18.35,18.33,62215650.00,70415190.00,50.38,36.68,132630840.00
450,8,2.482444,L2 450 450 450 16 54 450,38124126208,719323136,15.35,289.76,68.56,50.82,8.34,18.28,18.26,66523510.00,75324220.00,59.16,36.54,141847730.00
460,8,2.723839,L2 460 460 460 16 53 460,40734490688,768575296,14.95,282.16,71.04,75.16,8.34,18.19,18.17,71194890.00,80472070.00,83.50,36.36,151666960.00
470,8,2.874604,L2 470 470 470 16 52 470,43461370368,820025856,15.11,285.26,68.56,61.66,8.33,17.82,17.80,75148080.00,85852450.00,69.99,35.62,161000530.00
480,8,3.205641,L2 480 480 480 16 51 480,46307309248,873722816,14.44,272.55,71.04,38.33,8.18,18.68,18.66,80187980.00,91473280.00,46.51,37.34,171661260.00
490,8,3.447318,L2 490 490 490 16 50 490,49274851328,929714176,14.29,269.69,73.84,53.70,8.30,17.73,17.71,84760170.00,97323160.00,62.00,35.44,182083330.00
500,8,3.482502,L2 500 500 500 16 49 500,52366540608,988047936,15.03,283.71,68.56,58.93,8.31,18.02,18.00,90866040.00,103421650.00,67.24,36.02,194287690.00
