N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,5.87,733.75,CPU bound,5.87,733.75,,733.33,255.97,24.0,16.5,0.0,0.0,0.0,24.0 ,24.0,16.5,0.0,0.0,0.0,24.0 ,68.76,55.4,43.0,0.4,0.0,0.1,1.04,.72,1.76,0,0,0,.16,.16,.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5.61,701.25,CPU bound,5.87,733.75,,664.15,425.81,24.0,16.5,11.8,0.0,0.0,28.3 ,24.0,16.5,10.0,0.0,0.0,26.5 ,41.33,29.9,23.1,11.8,4.9,0.1,38.40,8.88,47.28,17.44,2.24,19.68,.08,.08,.16,38.00,9.12,47.12,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
30,4.16,520.00,0.18,4.61,576.25,0.20,434.56,377.10,24.0,16.5,15.3,11.1,0.0,42.9 ,24.0,16.5,14.0,10.0,0.0,40.5 ,46.67,29.5,21.5,13.6,10.9,0.1,45.76,8.72,54.48,35.44,8.08,43.52,.08,.08,.16,52.37,8.62,60.99,35.75,8.62,44.37,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
40,4.29,536.25,0.19,4.61,576.25,0.20,434.56,374.95,24.0,16.5,14.8,10.7,0.0,42.1 ,24.0,16.5,14.0,10.0,0.0,40.5 ,46.94,27.7,20.3,15.0,10.3,0.1,51.44,8.56,60.00,33.52,7.68,41.20,.08,.08,.16,51.00,8.37,59.37,34.62,8.37,42.99,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
50,4.34,542.50,0.19,4.61,576.25,0.20,434.56,392.49,24.0,16.5,14.7,10.6,0.0,41.8 ,24.0,16.5,14.0,10.0,0.0,40.5 ,44.84,27.6,19.5,14.9,10.4,0.1,51.04,8.40,59.44,34.32,7.44,41.76,.08,.08,.16,50.50,8.37,58.87,34.12,8.37,42.49,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
60,4.36,545.00,0.19,4.61,576.25,0.20,434.56,407.57,24.0,16.5,14.6,10.6,0.0,41.6 ,24.0,16.5,14.0,10.0,0.0,40.5 ,43.18,27.1,18.5,14.7,10.1,0.1,50.56,8.32,58.88,33.28,7.36,40.64,.08,.08,.16,50.00,8.25,58.25,34.00,8.25,42.25,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
70,4.37,546.25,0.19,4.61,576.25,0.20,434.56,392.31,24.0,16.5,14.5,10.6,0.0,41.5 ,24.0,16.5,14.0,10.0,0.0,40.5 ,44.86,27.3,18.5,14.5,11.0,0.1,49.92,8.24,58.16,36.64,7.36,44.00,.08,.08,.16,49.75,8.25,58.00,34.00,8.25,42.25,0,0,0,48.00,8.00,56.00,32.00,8.00,40.00,0,0,0
80,3.71,463.75,0.16,3.29,411.25,0.14,395.50,385.40,24.0,16.5,14.4,12.4,0.0,43.3 ,24.0,16.5,14.0,14.0,0.0,44.5 ,45.67,26.6,18.3,14.6,12.1,0.1,50.00,8.24,58.24,40.88,7.44,48.32,.08,.08,.16,49.50,8.25,57.75,41.50,8.25,49.75,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
90,3.24,405.00,0.14,3.29,411.25,0.14,395.50,376.65,24.0,16.5,14.4,14.2,0.0,45.1 ,24.0,16.5,14.0,14.0,0.0,44.5 ,46.73,27.0,18.1,14.5,12.3,1.6,49.68,8.24,57.92,41.76,7.44,49.20,2.96,.88,3.84,49.37,8.25,57.62,48.62,8.25,56.87,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
100,2.45,306.25,0.20,2.43,303.75,0.20,286.17,313.65,24.0,16.5,14.3,14.3,16.9,62.1 ,24.0,16.5,14.0,14.0,17.0,61.5 ,56.11,26.6,17.7,14.4,13.6,9.6,49.28,8.16,57.44,46.72,7.68,54.40,17.52,5.04,22.56,49.12,8.12,57.24,49.12,8.12,57.24,34.37,5.25,39.62,48.00,8.00,56.00,48.00,8.00,56.00,32.00,8.00,40.00
