N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,4194304,3.578588,L3 10 10 10 16 44237 10,27917287424,2147483648,7.79,600.09,31.12,0,0,0,0,93884.00,184113.00,0,0,277997.00
20,262144,2.233610,L3 20 20 20 16 22118 20,19874709504,1528823808,8.89,684.46,27.04,19.84,8.92,0,0,60185.00,114914.00,28.76,0,175099.00
30,131072,3.585484,L3 30 30 30 16 14745 30,37404803072,2877292544,10.43,802.48,22.96,20.90,8.70,16.72,7.95,94926.00,184094.00,29.60,24.67,279020.00
40,32768,2.582666,L3 40 40 40 16 11059 40,23374594048,1798045696,9.04,696.19,26.64,34.40,8.52,18.33,8.44,70480.00,133744.00,42.92,26.77,204224.00
50,16384,2.391919,L3 50 50 50 16 8847 50,23555211264,1811939328,9.84,757.52,24.48,33.92,8.39,17.85,8.34,65064.00,123124.00,42.31,26.19,188188.00
60,8192,2.255042,L3 60 60 60 16 7373 60,20778647552,1598357504,9.21,708.78,26.24,33.57,8.33,18.23,8.26,59200.00,116014.00,41.90,26.49,175214.00
70,8192,3.302470,L3 70 70 70 16 6319 70,33485750272,2575826944,10.13,779.96,23.84,33.29,8.26,19.48,8.23,87618.00,171192.00,41.55,27.71,258810.00
80,4096,2.627744,L3 80 80 80 16 5529 80,25268944896,1943764992,9.61,739.70,25.20,33.34,8.22,19.40,8.20,70255.00,136413.00,41.56,27.60,206668.00
90,4096,3.817971,L3 90 90 90 16 4915 90,36287021056,2791309312,9.50,731.09,25.20,33.16,8.20,21.82,8.17,344729.00,531681.00,41.36,29.99,876410.00
100,2048,2.847912,L3 100 100 100 16 4424 100,25058295808,1927561216,8.79,676.83,27.44,32.85,8.17,30.94,8.15,12983831.43,19070332.00,41.02,39.09,32054163.43
110,1024,2.354600,L3 110 110 110 16 4021 110,16769286144,1289945088,7.11,547.83,34.00,32.79,8.16,32.42,8.09,86684669.30,110811097.00,40.95,40.51,197495766.30
120,1024,3.561260,L3 120 120 120 16 3686 120,21872041984,1682464768,6.14,472.43,39.12,32.74,8.14,32.73,8.05,207393908.88,213125484.00,40.88,40.78,420519392.88
130,512,2.307516,L3 130 130 130 16 3403 130,13958643712,1073741824,6.04,465.32,40.00,32.73,8.13,32.69,8.03,139077494.28,136553871.00,40.86,40.72,275631365.28
140,512,2.866552,L3 140 140 140 16 3160 140,17492447232,1345572864,6.10,469.40,40.00,32.75,8.12,32.61,8.04,173984640.27,170851200.00,40.87,40.65,344835840.27
150,512,3.563459,L3 150 150 150 16 2949 150,21577367552,1659797504,6.05,465.78,40.00,32.61,8.12,32.58,8.01,214168214.25,210622258.00,40.73,40.59,424790472.25
160,256,2.193106,L3 160 160 160 16 2765 160,13126670336,1009743872,5.98,460.41,40.88,32.64,8.11,32.55,8.01,130119095.24,128021176.00,40.75,40.56,258140271.24
170,256,2.567621,L3 170 170 170 16 2602 170,15780151296,1213857792,6.14,472.75,39.12,32.51,8.10,32.49,7.98,156048574.22,153776445.00,40.61,40.47,309825019.22
180,256,3.046753,L3 180 180 180 16 2457 180,18769094656,1443776512,6.15,473.87,39.12,32.48,8.09,32.46,8.02,185271413.21,182730890.00,40.57,40.48,368002303.21
190,256,3.589517,L3 190 190 190 16 2328 190,22113468416,1701036032,6.15,473.88,39.12,32.50,8.09,32.43,7.97,218024108.20,215210073.00,40.59,40.40,433234181.20
200,128,2.133665,L3 200 200 200 16 2212 200,12916620288,993586176,6.05,465.66,40.00,32.42,8.08,32.40,7.93,127130675.18,125640257.00,40.50,40.33,252770932.18
210,128,2.447341,L3 210 210 210 16 2106 210,14974189568,1151860736,6.11,470.65,40.00,32.40,8.08,32.39,7.95,147247055.18,145577774.00,40.48,40.34,292824829.18
220,128,2.829159,L3 220 220 220 16 2011 220,17239426048,1326109696,6.09,468.72,40.00,32.39,8.07,32.35,7.89,169325217.17,167496084.00,40.46,40.24,336821301.17
230,128,3.217188,L3 230 230 230 16 1923 230,19722313728,1517101056,6.12,471.56,40.00,32.36,8.07,32.35,7.95,193584869.16,191574862.00,40.43,40.30,385159731.16
240,128,3.679512,L3 240 240 240 16 1843 240,22432836608,1725602816,6.09,468.97,40.00,32.42,8.07,32.32,7.90,219980398.15,217819388.00,40.49,40.22,437799786.15
250,64,2.090250,L3 250 250 250 16 1769 250,12690489344,976191488,6.07,467.02,40.00,32.34,8.07,32.31,7.95,124361088.15,123181501.00,40.41,40.26,247542589.15
260,64,2.348951,L3 260 260 260 16 1701 260,14288361984,1099104768,6.07,467.91,40.00,32.33,8.06,32.30,7.93,139905465.14,138630498.00,40.39,40.23,278535963.14
270,64,2.612395,L3 270 270 270 16 1638 270,16015028224,1231925248,6.12,471.56,39.12,32.31,8.06,32.29,7.94,156750772.14,155355068.00,40.37,40.23,312105840.14
280,64,2.917529,L3 280 280 280 16 1580 280,17875480064,1375036928,6.12,471.29,40.00,32.30,8.06,32.26,7.90,174818767.13,173361829.00,40.36,40.16,348180596.13
290,64,3.248954,L3 290 290 290 16 1525 290,19874709504,1528823808,6.11,470.55,40.00,32.28,8.05,32.26,7.95,194308860.13,192695100.00,40.33,40.21,387003960.13
300,64,3.577149,L3 300 300 300 16 1474 300,22017708544,1693669888,6.15,473.46,39.12,32.27,8.05,32.24,7.89,215145989.12,213400679.00,40.32,40.13,428546668.12
310,64,3.959080,L3 310 310 310 16 1427 310,24309469184,1869959168,6.13,472.31,40.00,32.26,8.05,32.24,7.91,237440906.12,235580773.00,40.31,40.15,473021679.12
320,32,2.191362,L3 320 320 320 16 1382 320,13377491712,1029037824,6.10,469.58,40.00,32.27,8.05,32.21,7.89,130595697.12,129613276.00,40.32,40.10,260208973.12
330,32,2.383157,L3 330 330 330 16 1340 330,14679621632,1129201664,6.15,473.82,40.00,32.26,8.05,32.23,7.94,143312148.12,142201691.00,40.31,40.17,285513839.12
340,32,2.606786,L3 340 340 340 16 1301 340,16063620352,1235663104,6.16,474.01,39.12,32.24,8.05,32.21,7.88,156789267.12,155571062.00,40.29,40.09,312360329.12
350,32,2.867770,L3 350 350 350 16 1264 350,17531983872,1348614144,6.11,470.26,40.00,32.23,8.04,32.20,7.93,171070684.11,169775100.00,40.27,40.13,340845784.11
360,32,3.122479,L3 360 360 360 16 1229 360,19087208192,1468246784,6.11,470.21,40.00,32.23,8.04,32.19,7.89,186201962.11,184805283.00,40.27,40.08,371007245.11
370,32,3.369769,L3 370 370 370 16 1195 370,20731789312,1594753024,6.15,473.25,39.12,32.22,8.04,32.17,7.88,202233737.11,200697605.00,40.26,40.05,402931342.11
380,32,3.717211,L3 380 380 380 16 1164 380,22468223232,1728324864,6.04,464.95,40.00,32.26,8.07,32.19,7.92,219119547.11,217463498.00,40.33,40.11,436583045.11
390,16,2.002292,L3 390 390 390 16 1134 390,12149502976,934577152,6.06,466.75,40.00,32.24,8.05,32.18,7.91,118590381.12,117582793.00,40.29,40.09,236173174.12
400,16,2.136114,L3 400 400 400 16 1106 400,13113316736,1008716672,6.13,472.21,40.00,32.23,8.04,32.16,7.84,128067059.12,126891338.00,40.27,40.00,254958397.12
410,16,2.283352,L3 410 410 410 16 1079 410,14126800896,1086676992,6.18,475.90,39.12,32.21,8.04,32.15,7.86,138033446.12,136678730.00,40.25,40.01,274712176.12
420,16,2.468421,L3 420 420 420 16 1053 420,15191203456,1168554112,6.15,473.39,40.00,32.23,8.05,32.17,7.84,148421987.12,146954841.00,40.28,40.01,295376828.12
430,16,2.647036,L3 430 430 430 16 1029 430,16307772416,1254444032,6.15,473.90,39.12,32.29,8.08,32.18,7.89,159681357.14,157745189.00,40.37,40.07,317426546.14
