,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,17.05,1311.53,CPU bound,17.05,1311.53,,1315.06,640.82,14.6,8.0,0.0,0.0,0.0,14.6 ,14.6,8.0,0.0,0.0,0.0,14.6 ,29.96,15.9,19.1,0.0,0.0,0.0,0,.16,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,17.05,1311.53,CPU bound,17.05,1311.53,,1315.06,791.25,14.6,8.0,3.6,0.0,0.0,14.6 ,14.6,8.0,3.0,0.0,0.0,14.6 ,24.27,13.4,13.0,3.6,0.0,0.0,20.08,9.12,29.20,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,17.05,1311.53,CPU bound,17.05,1311.53,,1314.52,939.58,14.6,8.0,3.4,0.0,0.0,14.6 ,14.6,8.0,3.0,0.0,0.0,14.6 ,20.43,10.5,10.1,3.7,0.0,0.0,21.12,8.72,29.84,0,0,0,0,0,0,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,11.89,914.61,0.31,12.64,972.30,0.33,1314.52,846.49,14.6,8.0,5.3,0.0,0.0,14.6 ,14.6,8.0,5.0,0.0,0.0,14.6 ,22.68,11.3,9.7,5.4,4.6,0.0,34.40,8.48,42.88,4.64,4.64,9.28,0,0,0,34.12,8.37,42.49,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,8.70,669.23,0.37,12.64,972.30,0.33,913.90,856.37,14.6,8.0,5.3,8.7,0.0,22.0 ,14.6,8.0,5.0,8.0,0.0,21.0 ,22.42,11.0,8.8,5.3,17.6,0.0,33.84,8.40,42.24,17.60,17.60,35.20,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,8.71,670.00,0.37,12.64,972.30,0.33,913.90,789.19,14.6,8.0,5.2,8.7,0.0,21.9 ,14.6,8.0,5.0,8.0,0.0,21.0 ,24.33,11.4,8.8,5.2,17.3,0.0,33.68,8.32,42.00,17.28,17.28,34.56,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,8.67,666.92,0.37,12.64,972.30,0.33,914.28,856.64,14.6,8.0,5.2,8.7,0.0,21.9 ,14.6,8.0,5.0,8.0,0.0,21.0 ,22.41,10.8,8.3,5.2,17.1,0.0,33.28,8.24,41.52,17.12,17.12,34.24,.08,0,.08,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,8.60,661.53,0.37,12.64,972.30,0.33,914.28,894.22,14.6,8.0,5.2,8.8,0.0,22.0 ,14.6,8.0,5.0,8.0,0.0,21.0 ,21.47,11.1,8.3,5.2,17.0,0.0,33.28,8.24,41.52,16.96,16.96,33.92,.08,0,.08,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
